PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,183,180,363,0.5,0.5
CE_AM02,Ceres,Butain,202,174,376,0.54,0.46
CE_AM03,Ceres,Turaija,206,204,410,0.5,0.5
CE_AM04,Ceres,Dabaran,203,206,409,0.5,0.5
CE_AM05,Ceres,Haq'a,242,183,425,0.57,0.43
CE_AM06,Ceres,Han'a,209,171,380,0.55,0.45
CE_AM07,Ceres,Dira,189,179,368,0.51,0.49
CE_AM08,Ceres,Natra,187,151,338,0.55,0.45
CE_AM09,Ceres,Tarf(a),164,143,307,0.53,0.47
CE_AM10,Ceres,Gabha,149,130,279,0.53,0.47
CE_AM11,Ceres,Zubra,188,195,383,0.49,0.51
CE_AM12,Ceres,Sarfa,145,131,276,0.53,0.47
CE_AM13,Ceres,Auwa,219,161,380,0.58,0.42
CE_AM14,Ceres,Simak,139,115,254,0.55,0.45
CE_AM15,Ceres,Gafr,152,123,275,0.55,0.45
CE_AM16,Ceres,Zubana,171,134,305,0.56,0.44
CE_AM17,Ceres,Iklik,184,138,322,0.57,0.43
CE_AM18,Ceres,Qualb,155,117,272,0.57,0.43
CE_AM19,Ceres,Saula,165,159,324,0.51,0.49
CE_AM20,Ceres,Na'a'im,210,171,381,0.55,0.45
CE_AM21,Ceres,Balda,212,157,369,0.57,0.43
CE_AM22,Ceres,Dabih,191,177,368,0.52,0.48
CE_AM23,Ceres,Bula,168,139,307,0.55,0.45
CE_AM24,Ceres,Su'ud,212,202,414,0.51,0.49
CE_AM25,Ceres,Ahbija,161,174,335,0.48,0.52
CE_AM26,Ceres,Muqaddam,202,185,387,0.52,0.48
CE_AM27,Ceres,Mu'ahhar,223,192,415,0.54,0.46
CE_AM28,Ceres,Risa,237,205,442,0.54,0.46
CH_AM01,Chiron,Saratan,515,426,941,0.55,0.45
CH_AM02,Chiron,Butain,84,78,162,0.52,0.48
CH_AM05,Chiron,Haq'a,89,77,166,0.54,0.46
CH_AM06,Chiron,Han'a,308,225,533,0.58,0.42
CH_AM07,Chiron,Dira,232,195,427,0.54,0.46
CH_AM08,Chiron,Natra,196,174,370,0.53,0.47
CH_AM09,Chiron,Tarf(a),181,135,316,0.57,0.43
CH_AM10,Chiron,Gabha,144,136,280,0.51,0.49
CH_AM11,Chiron,Zubra,105,126,231,0.45,0.55
