PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,63,59,122,0.52,0.48
CE_AM02,Ceres,Butain,80,76,156,0.51,0.49
CE_AM03,Ceres,Turaija,113,79,192,0.59,0.41
CE_AM04,Ceres,Dabaran,104,101,205,0.51,0.49
CE_AM05,Ceres,Haq'a,115,94,209,0.55,0.45
CE_AM06,Ceres,Han'a,94,83,177,0.53,0.47
CE_AM07,Ceres,Dira,91,95,186,0.49,0.51
CE_AM08,Ceres,Natra,80,59,139,0.58,0.42
CE_AM09,Ceres,Tarf(a),35,52,87,0.4,0.6
CE_AM10,Ceres,Gabha,67,73,140,0.48,0.52
CE_AM11,Ceres,Zubra,82,96,178,0.46,0.54
CE_AM12,Ceres,Sarfa,73,65,138,0.53,0.47
CE_AM13,Ceres,Auwa,103,76,179,0.58,0.42
CE_AM14,Ceres,Simak,44,46,90,0.49,0.51
CE_AM15,Ceres,Gafr,46,49,95,0.48,0.52
CE_AM16,Ceres,Zubana,76,66,142,0.54,0.46
CE_AM17,Ceres,Iklik,75,58,133,0.56,0.44
CE_AM18,Ceres,Qualb,26,42,68,0.38,0.62
CE_AM19,Ceres,Saula,60,66,126,0.48,0.52
CE_AM20,Ceres,Na'a'im,71,95,166,0.43,0.57
CE_AM21,Ceres,Balda,101,69,170,0.59,0.41
CE_AM22,Ceres,Dabih,59,73,132,0.45,0.55
CE_AM23,Ceres,Bula,48,47,95,0.51,0.49
CE_AM24,Ceres,Su'ud,91,95,186,0.49,0.51
CE_AM25,Ceres,Ahbija,89,91,180,0.49,0.51
CE_AM26,Ceres,Muqaddam,122,107,229,0.53,0.47
CE_AM27,Ceres,Mu'ahhar,126,86,212,0.59,0.41
CE_AM28,Ceres,Risa,123,87,210,0.59,0.41
CH_AM01,Chiron,Saratan,477,495,972,0.49,0.51
CH_AM02,Chiron,Butain,79,90,169,0.47,0.53
CH_AM24,Chiron,Su'ud,77,62,139,0.55,0.45
CH_AM25,Chiron,Ahbija,331,269,600,0.55,0.45
CH_AM26,Chiron,Muqaddam,376,301,677,0.56,0.44
CH_AM27,Chiron,Mu'ahhar,424,423,847,0.5,0.5
CH_AM28,Chiron,Risa,493,445,938,0.53,0.47
JN_AM01,Juno,Saratan,72,48,120,0.6,0.4
JN_AM02,Juno,Butain,21,32,53,0.4,0.6
JN_AM03,Juno,Turaija,32,22,54,0.59,0.41
JN_AM04,Juno,Dabaran,40,38,78,0.51,0.49
JN_AM05,Juno,Haq'a,72,68,140,0.51,0.49
JN_AM06,Juno,Han'a,23,30,53,0.43,0.57
JN_AM07,Juno,Dira,22,30,52,0.42,0.58
JN_AM08,Juno,Natra,26,26,52,0.5,0.5
JN_AM09,Juno,Tarf(a),26,33,59,0.44,0.56
JN_AM10,Juno,Gabha,72,67,139,0.52,0.48
JN_AM11,Juno,Zubra,71,85,156,0.46,0.54
JN_AM12,Juno,Sarfa,45,41,86,0.52,0.48
JN_AM13,Juno,Auwa,74,63,137,0.54,0.46
JN_AM14,Juno,Simak,112,94,206,0.54,0.46
JN_AM15,Juno,Gafr,115,93,208,0.55,0.45
JN_AM16,Juno,Zubana,158,139,297,0.53,0.47
JN_AM17,Juno,Iklik,133,114,247,0.54,0.46
JN_AM18,Juno,Qualb,109,77,186,0.59,0.41
JN_AM19,Juno,Saula,124,111,235,0.53,0.47
JN_AM20,Juno,Na'a'im,140,161,301,0.47,0.53
JN_AM21,Juno,Balda,170,134,304,0.56,0.44
JN_AM22,Juno,Dabih,101,99,200,0.5,0.5
JN_AM23,Juno,Bula,86,80,166,0.52,0.48
JN_AM24,Juno,Su'ud,84,68,152,0.55,0.45
JN_AM25,Juno,Ahbija,94,91,185,0.51,0.49
JN_AM26,Juno,Muqaddam,40,51,91,0.44,0.56
JN_AM27,Juno,Mu'ahhar,91,81,172,0.53,0.47
JN_AM28,Juno,Risa,104,109,213,0.49,0.51
JU_AM01,Jupiter,Saratan,144,116,260,0.55,0.45
JU_AM02,Jupiter,Butain,25,12,37,0.68,0.32
JU_AM03,Jupiter,Turaija,93,75,168,0.55,0.45
JU_AM04,Jupiter,Dabaran,41,46,87,0.47,0.53
JU_AM05,Jupiter,Haq'a,18,22,40,0.45,0.55
JU_AM06,Jupiter,Han'a,113,102,215,0.53,0.47
JU_AM07,Jupiter,Dira,17,25,42,0.4,0.6
JU_AM08,Jupiter,Natra,56,43,99,0.57,0.43
JU_AM09,Jupiter,Tarf(a),82,79,161,0.51,0.49
JU_AM10,Jupiter,Gabha,22,19,41,0.54,0.46
JU_AM11,Jupiter,Zubra,82,101,183,0.45,0.55
JU_AM12,Jupiter,Sarfa,33,50,83,0.4,0.6
JU_AM13,Jupiter,Auwa,63,59,122,0.52,0.48
JU_AM14,Jupiter,Simak,86,61,147,0.59,0.41
JU_AM15,Jupiter,Gafr,26,17,43,0.6,0.4
JU_AM16,Jupiter,Zubana,120,104,224,0.54,0.46
JU_AM17,Jupiter,Iklik,18,23,41,0.44,0.56
JU_AM18,Jupiter,Qualb,143,138,281,0.51,0.49
JU_AM19,Jupiter,Saula,70,65,135,0.52,0.48
JU_AM20,Jupiter,Na'a'im,149,114,263,0.57,0.43
JU_AM21,Jupiter,Balda,127,134,261,0.49,0.51
JU_AM22,Jupiter,Dabih,53,52,105,0.5,0.5
JU_AM23,Jupiter,Bula,187,179,366,0.51,0.49
JU_AM24,Jupiter,Su'ud,73,53,126,0.58,0.42
JU_AM25,Jupiter,Ahbija,95,67,162,0.59,0.41
JU_AM26,Jupiter,Muqaddam,170,182,352,0.48,0.52
JU_AM27,Jupiter,Mu'ahhar,42,35,77,0.55,0.45
JU_AM28,Jupiter,Risa,109,112,221,0.49,0.51
MA_AM01,Mars,Saratan,69,43,112,0.62,0.38
MA_AM02,Mars,Butain,105,85,190,0.55,0.45
MA_AM03,Mars,Turaija,79,66,145,0.54,0.46
MA_AM04,Mars,Dabaran,64,60,124,0.52,0.48
MA_AM05,Mars,Haq'a,57,66,123,0.46,0.54
MA_AM06,Mars,Han'a,83,88,171,0.49,0.51
MA_AM07,Mars,Dira,120,89,209,0.57,0.43
MA_AM08,Mars,Natra,98,86,184,0.53,0.47
MA_AM09,Mars,Tarf(a),70,56,126,0.56,0.44
MA_AM10,Mars,Gabha,102,91,193,0.53,0.47
MA_AM11,Mars,Zubra,91,116,207,0.44,0.56
MA_AM12,Mars,Sarfa,87,63,150,0.58,0.42
MA_AM13,Mars,Auwa,90,114,204,0.44,0.56
MA_AM14,Mars,Simak,99,86,185,0.54,0.46
MA_AM15,Mars,Gafr,91,82,173,0.53,0.47
MA_AM16,Mars,Zubana,98,94,192,0.51,0.49
MA_AM17,Mars,Iklik,74,82,156,0.47,0.53
MA_AM18,Mars,Qualb,74,55,129,0.57,0.43
MA_AM19,Mars,Saula,111,88,199,0.56,0.44
MA_AM20,Mars,Na'a'im,69,92,161,0.43,0.57
MA_AM21,Mars,Balda,59,58,117,0.5,0.5
MA_AM22,Mars,Dabih,63,57,120,0.52,0.48
MA_AM23,Mars,Bula,60,56,116,0.52,0.48
MA_AM24,Mars,Su'ud,90,99,189,0.48,0.52
MA_AM25,Mars,Ahbija,76,57,133,0.57,0.43
MA_AM26,Mars,Muqaddam,60,51,111,0.54,0.46
MA_AM27,Mars,Mu'ahhar,58,51,109,0.53,0.47
MA_AM28,Mars,Risa,60,54,114,0.53,0.47
ME_AM01,Mercury,Saratan,62,64,126,0.49,0.51
ME_AM02,Mercury,Butain,73,59,132,0.55,0.45
ME_AM03,Mercury,Turaija,59,67,126,0.47,0.53
ME_AM04,Mercury,Dabaran,52,68,120,0.43,0.57
ME_AM05,Mercury,Haq'a,83,74,157,0.53,0.47
ME_AM06,Mercury,Han'a,79,77,156,0.51,0.49
ME_AM07,Mercury,Dira,62,88,150,0.41,0.59
ME_AM08,Mercury,Natra,97,62,159,0.61,0.39
ME_AM09,Mercury,Tarf(a),75,78,153,0.49,0.51
ME_AM10,Mercury,Gabha,88,65,153,0.58,0.42
ME_AM11,Mercury,Zubra,70,64,134,0.52,0.48
ME_AM12,Mercury,Sarfa,72,66,138,0.52,0.48
ME_AM13,Mercury,Auwa,81,64,145,0.56,0.44
ME_AM14,Mercury,Simak,89,74,163,0.55,0.45
ME_AM15,Mercury,Gafr,90,89,179,0.5,0.5
ME_AM16,Mercury,Zubana,90,93,183,0.49,0.51
ME_AM17,Mercury,Iklik,86,87,173,0.5,0.5
ME_AM18,Mercury,Qualb,105,81,186,0.56,0.44
ME_AM19,Mercury,Saula,85,84,169,0.5,0.5
ME_AM20,Mercury,Na'a'im,68,82,150,0.45,0.55
ME_AM21,Mercury,Balda,84,75,159,0.53,0.47
ME_AM22,Mercury,Dabih,90,70,160,0.56,0.44
ME_AM23,Mercury,Bula,97,82,179,0.54,0.46
ME_AM24,Mercury,Su'ud,86,77,163,0.53,0.47
ME_AM25,Mercury,Ahbija,88,86,174,0.51,0.49
ME_AM26,Mercury,Muqaddam,92,75,167,0.55,0.45
ME_AM27,Mercury,Mu'ahhar,88,65,153,0.58,0.42
ME_AM28,Mercury,Risa,66,69,135,0.49,0.51
MO_AM01,Moon,Saratan,79,77,156,0.51,0.49
MO_AM02,Moon,Butain,79,75,154,0.51,0.49
MO_AM03,Moon,Turaija,87,69,156,0.56,0.44
MO_AM04,Moon,Dabaran,78,78,156,0.5,0.5
MO_AM05,Moon,Haq'a,80,78,158,0.51,0.49
MO_AM06,Moon,Han'a,92,65,157,0.59,0.41
MO_AM07,Moon,Dira,84,63,147,0.57,0.43
MO_AM08,Moon,Natra,67,87,154,0.44,0.56
MO_AM09,Moon,Tarf(a),88,68,156,0.56,0.44
MO_AM10,Moon,Gabha,86,69,155,0.55,0.45
MO_AM11,Moon,Zubra,77,76,153,0.5,0.5
MO_AM12,Moon,Sarfa,81,75,156,0.52,0.48
MO_AM13,Moon,Auwa,64,87,151,0.42,0.58
