PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a0,Ceres,Chiron,Conjunction,20,17,37,0.54,0.46
CE_CH_a103,Ceres,Chiron,BiSeptile,76,56,132,0.58,0.42
CE_CH_a120,Ceres,Chiron,Trine,40,49,89,0.45,0.55
CE_CH_a135,Ceres,Chiron,SesquiSquare,37,54,91,0.41,0.59
CE_CH_a144,Ceres,Chiron,BiQuintile,48,47,95,0.51,0.49
CE_CH_a150,Ceres,Chiron,Quincunx,32,38,70,0.46,0.54
CE_CH_a180,Ceres,Chiron,Opposition,8,12,20,0.4,0.6
CE_CH_a30,Ceres,Chiron,SemiSextile,79,61,140,0.56,0.44
CE_CH_a36,Ceres,Chiron,SemiQuintile,86,73,159,0.54,0.46
CE_CH_a45,Ceres,Chiron,SemiSquare,43,73,116,0.37,0.63
CE_CH_a60,Ceres,Chiron,Sextile,81,72,153,0.53,0.47
CE_CH_a72,Ceres,Chiron,Quintile,47,39,86,0.55,0.45
CE_CH_a90,Ceres,Chiron,Square,38,43,81,0.47,0.53
CE_JU_a0,Ceres,Jupiter,Conjunction,16,18,34,0.47,0.53
CE_JU_a103,Ceres,Jupiter,BiSeptile,76,69,145,0.52,0.48
CE_JU_a120,Ceres,Jupiter,Trine,12,18,30,0.4,0.6
CE_JU_a135,Ceres,Jupiter,SesquiSquare,62,71,133,0.47,0.53
CE_JU_a144,Ceres,Jupiter,BiQuintile,55,53,108,0.51,0.49
CE_JU_a150,Ceres,Jupiter,Quincunx,53,38,91,0.58,0.42
CE_JU_a180,Ceres,Jupiter,Opposition,27,16,43,0.63,0.37
CE_JU_a30,Ceres,Jupiter,SemiSextile,44,50,94,0.47,0.53
CE_JU_a36,Ceres,Jupiter,SemiQuintile,115,75,190,0.61,0.39
CE_JU_a45,Ceres,Jupiter,SemiSquare,71,60,131,0.54,0.46
CE_JU_a60,Ceres,Jupiter,Sextile,23,23,46,0.5,0.5
CE_JU_a72,Ceres,Jupiter,Quintile,13,27,40,0.32,0.68
CE_JU_a90,Ceres,Jupiter,Square,75,72,147,0.51,0.49
CE_NE_a0,Ceres,Neptune,Conjunction,39,33,72,0.54,0.46
CE_NE_a103,Ceres,Neptune,BiSeptile,50,37,87,0.57,0.43
CE_NE_a120,Ceres,Neptune,Trine,37,40,77,0.48,0.52
CE_NE_a135,Ceres,Neptune,SesquiSquare,27,48,75,0.36,0.64
