PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,205,208,413,0.5,0.5
CE_Z01_2ARI,Ceres,AriesD2,197,200,397,0.5,0.5
CE_Z01_3ARI,Ceres,AriesD3,243,206,449,0.54,0.46
CE_Z02_1TAU,Ceres,TaurusD1,233,222,455,0.51,0.49
CE_Z02_2TAU,Ceres,TaurusD2,184,199,383,0.48,0.52
CE_Z02_3TAU,Ceres,TaurusD3,168,191,359,0.47,0.53
CE_Z03_1GEM,Ceres,GeminiD1,212,185,397,0.53,0.47
CE_Z03_2GEM,Ceres,GeminiD2,194,164,358,0.54,0.46
CE_Z03_3GEM,Ceres,GeminiD3,167,180,347,0.48,0.52
CE_Z04_1CAN,Ceres,CancerD1,146,156,302,0.48,0.52
CE_Z04_2CAN,Ceres,CancerD2,185,148,333,0.56,0.44
CE_Z04_3CAN,Ceres,CancerD3,157,162,319,0.49,0.51
CE_Z05_1LEO,Ceres,LeoD1,162,150,312,0.52,0.48
CE_Z05_2LEO,Ceres,LeoD2,208,205,413,0.5,0.5
CE_Z05_3LEO,Ceres,LeoD1,122,119,241,0.51,0.49
CE_Z06_1VIR,Ceres,VirgoD1,178,166,344,0.52,0.48
CE_Z06_2VIR,Ceres,VirgoD2,134,151,285,0.47,0.53
CE_Z06_3VIR,Ceres,VirgoD3,139,142,281,0.49,0.51
CE_Z07_1LIB,Ceres,LibraD1,161,176,337,0.48,0.52
CE_Z07_2LIB,Ceres,LibraD2,131,105,236,0.56,0.44
CE_Z07_3LIB,Ceres,LibraD3,172,173,345,0.5,0.5
CE_Z08_1SCO,Ceres,ScorpioD1,140,131,271,0.52,0.48
CE_Z08_2SCO,Ceres,ScorpioD2,161,190,351,0.46,0.54
CE_Z08_3SCO,Ceres,ScorpioD3,169,147,316,0.53,0.47
CE_Z09_1SAG,Ceres,SagittariusD1,242,193,435,0.56,0.44
CE_Z09_2SAG,Ceres,SagittariusD2,201,197,398,0.51,0.49
CE_Z09_3SAG,Ceres,SagittariusD3,206,171,377,0.55,0.45
CE_Z10_1CAP,Ceres,CapricornD1,176,178,354,0.5,0.5
CE_Z10_2CAP,Ceres,CapricornD2,187,178,365,0.51,0.49
CE_Z10_3CAP,Ceres,CapricornD3,218,202,420,0.52,0.48
CE_Z11_1AQU,Ceres,AquariusD1,197,180,377,0.52,0.48
CE_Z11_2AQU,Ceres,AquariusD2,194,173,367,0.53,0.47
CE_Z11_3AQU,Ceres,AquariusD3,214,214,428,0.5,0.5
CE_Z12_1PIS,Ceres,PiscesD1,243,227,470,0.52,0.48
CE_Z12_2PIS,Ceres,PiscesD2,251,232,483,0.52,0.48
CE_Z12_3PIS,Ceres,PiscesD3,214,159,373,0.57,0.43
CH_Z01_1ARI,Chiron,AriesD1,538,473,1011,0.53,0.47
CH_Z01_2ARI,Chiron,AriesD2,404,420,824,0.49,0.51
CH_Z01_3ARI,Chiron,AriesD3,382,327,709,0.54,0.46
CH_Z02_1TAU,Chiron,TaurusD1,342,345,687,0.5,0.5
CH_Z02_2TAU,Chiron,TaurusD2,274,285,559,0.49,0.51
CH_Z02_3TAU,Chiron,TaurusD3,239,278,517,0.46,0.54
CH_Z03_1GEM,Chiron,GeminiD1,222,236,458,0.48,0.52
CH_Z03_2GEM,Chiron,GeminiD2,195,174,369,0.53,0.47
CH_Z03_3GEM,Chiron,GeminiD3,195,149,344,0.57,0.43
CH_Z04_1CAN,Chiron,CancerD1,134,133,267,0.5,0.5
CH_Z04_2CAN,Chiron,CancerD2,125,134,259,0.48,0.52
CH_Z04_3CAN,Chiron,CancerD3,123,129,252,0.49,0.51
CH_Z05_1LEO,Chiron,LeoD1,121,125,246,0.49,0.51
CH_Z05_2LEO,Chiron,LeoD2,76,65,141,0.54,0.46
CH_Z05_3LEO,Chiron,LeoD1,82,70,152,0.54,0.46
CH_Z06_1VIR,Chiron,VirgoD1,132,99,231,0.57,0.43
CH_Z06_2VIR,Chiron,VirgoD2,28,28,56,0.5,0.5
CH_Z06_3VIR,Chiron,VirgoD3,115,106,221,0.52,0.48
