PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,45,31,76,0.59,0.41
CE_Z02_TAU,Ceres,Taurus,60,74,134,0.45,0.55
CE_Z03_GEM,Ceres,Gemini,118,120,238,0.5,0.5
CE_Z04_CAN,Ceres,Cancer,36,33,69,0.52,0.48
CE_Z05_LEO,Ceres,Leo,158,139,297,0.53,0.47
CE_Z06_VIR,Ceres,Virgo,71,79,150,0.47,0.53
CE_Z07_LIB,Ceres,Libra,55,49,104,0.53,0.47
CE_Z08_SCO,Ceres,Scorpio,32,43,75,0.43,0.57
CE_Z09_SAG,Ceres,Sagittarius,146,149,295,0.49,0.51
CE_Z10_CAP,Ceres,Capricorn,41,35,76,0.54,0.46
CE_Z11_AQU,Ceres,Aquarius,61,65,126,0.48,0.52
CE_Z12_PIS,Ceres,Pisces,148,113,261,0.57,0.43
CH_Z01_ARI,Chiron,Aries,814,784,1598,0.51,0.49
CH_Z12_PIS,Chiron,Pisces,157,146,303,0.52,0.48
JN_Z01_ARI,Juno,Aries,34,42,76,0.45,0.55
JN_Z02_TAU,Juno,Taurus,87,113,200,0.44,0.56
JN_Z03_GEM,Juno,Gemini,50,43,93,0.54,0.46
JN_Z04_CAN,Juno,Cancer,34,28,62,0.55,0.45
JN_Z05_LEO,Juno,Leo,26,37,63,0.41,0.59
JN_Z06_VIR,Juno,Virgo,35,38,73,0.48,0.52
JN_Z07_LIB,Juno,Libra,171,150,321,0.53,0.47
JN_Z08_SCO,Juno,Scorpio,42,47,89,0.47,0.53
JN_Z09_SAG,Juno,Sagittarius,184,147,331,0.56,0.44
JN_Z10_CAP,Juno,Capricorn,62,52,114,0.54,0.46
JN_Z11_AQU,Juno,Aquarius,75,72,147,0.51,0.49
JN_Z12_PIS,Juno,Pisces,171,161,332,0.52,0.48
JU_Z01_ARI,Jupiter,Aries,111,96,207,0.54,0.46
JU_Z08_SCO,Jupiter,Scorpio,185,177,362,0.51,0.49
JU_Z09_SAG,Jupiter,Sagittarius,184,205,389,0.47,0.53
JU_Z10_CAP,Jupiter,Capricorn,204,179,383,0.53,0.47
JU_Z11_AQU,Jupiter,Aquarius,170,129,299,0.57,0.43
JU_Z12_PIS,Jupiter,Pisces,117,144,261,0.45,0.55
MA_Z01_ARI,Mars,Aries,142,136,278,0.51,0.49
MA_Z02_TAU,Mars,Taurus,85,63,148,0.57,0.43
MA_Z03_GEM,Mars,Gemini,143,111,254,0.56,0.44
MA_Z04_CAN,Mars,Cancer,45,50,95,0.47,0.53
MA_Z05_LEO,Mars,Leo,44,52,96,0.46,0.54
MA_Z06_VIR,Mars,Virgo,49,45,94,0.52,0.48
MA_Z07_LIB,Mars,Libra,70,50,120,0.58,0.42
MA_Z08_SCO,Mars,Scorpio,68,69,137,0.5,0.5
MA_Z09_SAG,Mars,Sagittarius,69,67,136,0.51,0.49
MA_Z10_CAP,Mars,Capricorn,82,91,173,0.47,0.53
MA_Z11_AQU,Mars,Aquarius,118,120,238,0.5,0.5
MA_Z12_PIS,Mars,Pisces,56,76,132,0.42,0.58
ME_Z01_ARI,Mercury,Aries,71,62,133,0.53,0.47
ME_Z02_TAU,Mercury,Taurus,46,53,99,0.46,0.54
ME_Z03_GEM,Mercury,Gemini,78,81,159,0.49,0.51
ME_Z04_CAN,Mercury,Cancer,86,76,162,0.53,0.47
ME_Z05_LEO,Mercury,Leo,66,89,155,0.43,0.57
ME_Z06_VIR,Mercury,Virgo,54,52,106,0.51,0.49
ME_Z07_LIB,Mercury,Libra,93,92,185,0.5,0.5
ME_Z08_SCO,Mercury,Scorpio,87,103,190,0.46,0.54
ME_Z09_SAG,Mercury,Sagittarius,106,87,193,0.55,0.45
ME_Z10_CAP,Mercury,Capricorn,90,75,165,0.55,0.45
ME_Z11_AQU,Mercury,Aquarius,92,87,179,0.51,0.49
ME_Z12_PIS,Mercury,Pisces,102,73,175,0.58,0.42
MO_Z01_ARI,Moon,Aries,80,88,168,0.48,0.52
MO_Z02_TAU,Moon,Taurus,82,83,165,0.5,0.5
MO_Z03_GEM,Moon,Gemini,74,86,160,0.46,0.54
