PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM07,Ceres,Dira,1,6,7,0.14,0.86
CE_AM08,Ceres,Natra,15,16,31,0.48,0.52
CE_AM09,Ceres,Tarf(a),9,24,33,0.27,0.73
CE_AM10,Ceres,Gabha,43,63,106,0.41,0.59
CE_AM11,Ceres,Zubra,89,71,160,0.56,0.44
CE_AM12,Ceres,Sarfa,15,18,33,0.45,0.55
CE_AM13,Ceres,Auwa,13,18,31,0.42,0.58
CE_AM14,Ceres,Simak,14,15,29,0.48,0.52
CE_AM15,Ceres,Gafr,14,14,28,0.5,0.5
CE_AM16,Ceres,Zubana,14,15,29,0.48,0.52
CE_AM17,Ceres,Iklik,13,16,29,0.45,0.55
CE_AM18,Ceres,Qualb,14,18,32,0.44,0.56
CE_AM19,Ceres,Saula,53,56,109,0.49,0.51
CE_AM20,Ceres,Na'a'im,90,82,172,0.52,0.48
CE_AM21,Ceres,Balda,17,20,37,0.46,0.54
CE_AM22,Ceres,Dabih,16,17,33,0.48,0.52
CE_AM23,Ceres,Bula,18,14,32,0.56,0.44
CE_AM24,Ceres,Su'ud,20,13,33,0.61,0.39
CE_AM25,Ceres,Ahbija,16,19,35,0.46,0.54
CE_AM26,Ceres,Muqaddam,69,60,129,0.53,0.47
CE_AM27,Ceres,Mu'ahhar,81,80,161,0.5,0.5
CE_AM28,Ceres,Risa,16,12,28,0.57,0.43
CH_AM01,Chiron,Saratan,450,433,883,0.51,0.49
CH_AM28,Chiron,Risa,200,234,434,0.46,0.54
JN_AM01,Juno,Saratan,11,16,27,0.41,0.59
JN_AM02,Juno,Butain,14,13,27,0.52,0.48
JN_AM03,Juno,Turaija,13,16,29,0.45,0.55
JN_AM04,Juno,Dabaran,30,35,65,0.46,0.54
JN_AM05,Juno,Haq'a,75,77,152,0.49,0.51
JN_AM06,Juno,Han'a,13,17,30,0.43,0.57
JN_AM07,Juno,Dira,18,9,27,0.67,0.33
JN_AM08,Juno,Natra,13,13,26,0.5,0.5
JN_AM09,Juno,Tarf(a),12,15,27,0.44,0.56
JN_AM10,Juno,Gabha,15,11,26,0.58,0.42
JN_AM11,Juno,Zubra,13,15,28,0.46,0.54
JN_AM12,Juno,Sarfa,11,17,28,0.39,0.61
JN_AM13,Juno,Auwa,17,13,30,0.57,0.43
JN_AM14,Juno,Simak,14,19,33,0.42,0.58
JN_AM15,Juno,Gafr,75,70,145,0.52,0.48
JN_AM16,Juno,Zubana,87,74,161,0.54,0.46
JN_AM17,Juno,Iklik,19,18,37,0.51,0.49
JN_AM18,Juno,Qualb,18,19,37,0.49,0.51
JN_AM19,Juno,Saula,19,21,40,0.48,0.52
JN_AM20,Juno,Na'a'im,24,19,43,0.56,0.44
JN_AM22,Juno,Dabih,42,75,117,0.36,0.64
JN_AM23,Juno,Bula,24,14,38,0.63,0.37
JN_AM24,Juno,Su'ud,19,13,32,0.59,0.41
JN_AM25,Juno,Ahbija,14,15,29,0.48,0.52
JN_AM26,Juno,Muqaddam,14,15,29,0.48,0.52
JN_AM27,Juno,Mu'ahhar,7,20,27,0.26,0.74
JN_AM28,Juno,Risa,19,8,27,0.7,0.3
JU_AM16,Jupiter,Zubana,28,51,79,0.35,0.65
JU_AM17,Jupiter,Iklik,28,32,60,0.47,0.53
JU_AM18,Jupiter,Qualb,125,118,243,0.51,0.49
JU_AM19,Jupiter,Saula,57,73,130,0.44,0.56
JU_AM20,Jupiter,Na'a'im,69,78,147,0.47,0.53
JU_AM21,Jupiter,Balda,114,109,223,0.51,0.49
JU_AM22,Jupiter,Dabih,32,25,57,0.56,0.44
JU_AM23,Jupiter,Bula,124,114,238,0.52,0.48
JU_AM24,Jupiter,Su'ud,61,60,121,0.5,0.5
JU_AM25,Jupiter,Ahbija,12,7,19,0.63,0.37
MA_AM01,Mars,Saratan,21,20,41,0.51,0.49
MA_AM02,Mars,Butain,73,67,140,0.52,0.48
MA_AM03,Mars,Turaija,43,40,83,0.52,0.48
MA_AM04,Mars,Dabaran,21,18,39,0.54,0.46
MA_AM05,Mars,Haq'a,12,7,19,0.63,0.37
MA_AM06,Mars,Han'a,10,10,20,0.5,0.5
MA_AM07,Mars,Dira,11,9,20,0.55,0.45
MA_AM08,Mars,Natra,9,11,20,0.45,0.55
MA_AM09,Mars,Tarf(a),13,17,30,0.43,0.57
MA_AM10,Mars,Gabha,18,22,40,0.45,0.55
MA_AM11,Mars,Zubra,16,24,40,0.4,0.6
MA_AM12,Mars,Sarfa,16,25,41,0.39,0.61
MA_AM13,Mars,Auwa,19,22,41,0.46,0.54
MA_AM14,Mars,Simak,16,24,40,0.4,0.6
MA_AM15,Mars,Gafr,22,19,41,0.54,0.46
MA_AM16,Mars,Zubana,22,17,39,0.56,0.44
MA_AM17,Mars,Iklik,19,21,40,0.48,0.52
MA_AM18,Mars,Qualb,23,17,40,0.58,0.42
MA_AM19,Mars,Saula,21,19,40,0.52,0.48
MA_AM20,Mars,Na'a'im,22,18,40,0.55,0.45
MA_AM21,Mars,Balda,18,23,41,0.44,0.56
MA_AM22,Mars,Dabih,19,23,42,0.45,0.55
MA_AM23,Mars,Bula,27,17,44,0.61,0.39
MA_AM24,Mars,Su'ud,71,82,153,0.46,0.54
MA_AM25,Mars,Ahbija,33,30,63,0.52,0.48
MA_AM26,Mars,Muqaddam,19,21,40,0.48,0.52
MA_AM27,Mars,Mu'ahhar,17,22,39,0.44,0.56
MA_AM28,Mars,Risa,19,22,41,0.46,0.54
ME_AM01,Mercury,Saratan,29,25,54,0.54,0.46
ME_AM02,Mercury,Butain,18,23,41,0.44,0.56
ME_AM03,Mercury,Turaija,10,11,21,0.48,0.52
ME_AM04,Mercury,Dabaran,9,10,19,0.47,0.53
ME_AM05,Mercury,Haq'a,10,8,18,0.56,0.44
ME_AM06,Mercury,Han'a,10,9,19,0.53,0.47
ME_AM07,Mercury,Dira,8,12,20,0.4,0.6
ME_AM08,Mercury,Natra,29,30,59,0.49,0.51
ME_AM09,Mercury,Tarf(a),28,23,51,0.55,0.45
ME_AM10,Mercury,Gabha,29,38,67,0.43,0.57
ME_AM11,Mercury,Zubra,32,32,64,0.5,0.5
ME_AM12,Mercury,Sarfa,27,40,67,0.4,0.6
ME_AM13,Mercury,Auwa,22,34,56,0.39,0.61
ME_AM14,Mercury,Simak,16,12,28,0.57,0.43
ME_AM15,Mercury,Gafr,15,16,31,0.48,0.52
ME_AM16,Mercury,Zubana,13,20,33,0.39,0.61
ME_AM17,Mercury,Iklik,33,33,66,0.5,0.5
ME_AM18,Mercury,Qualb,32,40,72,0.44,0.56
ME_AM19,Mercury,Saula,39,37,76,0.51,0.49
ME_AM20,Mercury,Na'a'im,35,40,75,0.47,0.53
ME_AM21,Mercury,Balda,40,25,65,0.62,0.38
ME_AM22,Mercury,Dabih,17,16,33,0.52,0.48
ME_AM23,Mercury,Bula,17,15,32,0.53,0.47
ME_AM24,Mercury,Su'ud,12,19,31,0.39,0.61
ME_AM25,Mercury,Ahbija,22,16,38,0.58,0.42
ME_AM26,Mercury,Muqaddam,34,27,61,0.56,0.44
ME_AM27,Mercury,Mu'ahhar,33,25,58,0.57,0.43
ME_AM28,Mercury,Risa,31,31,62,0.5,0.5
MO_AM01,Moon,Saratan,24,26,50,0.48,0.52
MO_AM02,Moon,Butain,28,22,50,0.56,0.44
MO_AM03,Moon,Turaija,21,27,48,0.44,0.56
MO_AM04,Moon,Dabaran,24,23,47,0.51,0.49
MO_AM05,Moon,Haq'a,20,26,46,0.43,0.57
MO_AM06,Moon,Han'a,16,31,47,0.34,0.66
MO_AM07,Moon,Dira,21,25,46,0.46,0.54
MO_AM08,Moon,Natra,27,16,43,0.63,0.37
MO_AM09,Moon,Tarf(a),24,20,44,0.55,0.45
MO_AM10,Moon,Gabha,22,22,44,0.5,0.5
MO_AM11,Moon,Zubra,23,20,43,0.53,0.47
MO_AM12,Moon,Sarfa,12,29,41,0.29,0.71
MO_AM13,Moon,Auwa,24,20,44,0.55,0.45
MO_AM14,Moon,Simak,25,19,44,0.57,0.43
MO_AM15,Moon,Gafr,19,24,43,0.44,0.56
MO_AM16,Moon,Zubana,19,25,44,0.43,0.57
MO_AM17,Moon,Iklik,16,27,43,0.37,0.63
MO_AM18,Moon,Qualb,20,29,49,0.41,0.59
MO_AM19,Moon,Saula,27,19,46,0.59,0.41
MO_AM20,Moon,Na'a'im,25,23,48,0.52,0.48
MO_AM21,Moon,Balda,27,23,50,0.54,0.46
MO_AM22,Moon,Dabih,28,24,52,0.54,0.46
MO_AM23,Moon,Bula,25,24,49,0.51,0.49
MO_AM24,Moon,Su'ud,30,23,53,0.57,0.43
MO_AM25,Moon,Ahbija,30,21,51,0.59,0.41
MO_AM26,Moon,Muqaddam,26,24,50,0.52,0.48
MO_AM27,Moon,Mu'ahhar,26,27,53,0.49,0.51
MO_AM28,Moon,Risa,21,28,49,0.43,0.57
NE_AM27,Neptune,Mu'ahhar,373,404,777,0.48,0.52
NE_AM28,Neptune,Risa,277,263,540,0.51,0.49
NN_AM06,NNode,Han'a,9,5,14,0.64,0.36
NN_AM07,NNode,Dira,120,117,237,0.51,0.49
NN_AM08,NNode,Natra,126,116,242,0.52,0.48
NN_AM09,NNode,Tarf(a),124,118,242,0.51,0.49
NN_AM10,NNode,Gabha,113,130,243,0.47,0.53
NN_AM11,NNode,Zubra,123,120,243,0.51,0.49
NN_AM12,NNode,Sarfa,35,61,96,0.36,0.64
PA_AM02,Pallas,Butain,12,11,23,0.52,0.48
PA_AM03,Pallas,Turaija,64,56,120,0.53,0.47
PA_AM04,Pallas,Dabaran,39,71,110,0.35,0.65
PA_AM05,Pallas,Haq'a,8,16,24,0.33,0.67
PA_AM06,Pallas,Han'a,17,6,23,0.74,0.26
PA_AM07,Pallas,Dira,9,13,22,0.41,0.59
PA_AM08,Pallas,Natra,11,11,22,0.5,0.5
PA_AM09,Pallas,Tarf(a),10,12,22,0.45,0.55
PA_AM10,Pallas,Gabha,10,12,22,0.45,0.55
PA_AM11,Pallas,Zubra,9,15,24,0.38,0.62
PA_AM12,Pallas,Sarfa,12,12,24,0.5,0.5
PA_AM13,Pallas,Auwa,15,11,26,0.58,0.42
PA_AM14,Pallas,Simak,13,15,28,0.46,0.54
PA_AM15,Pallas,Gafr,37,46,83,0.45,0.55
PA_AM16,Pallas,Zubana,71,66,137,0.52,0.48
PA_AM17,Pallas,Iklik,49,47,96,0.51,0.49
PA_AM18,Pallas,Qualb,14,18,32,0.44,0.56
PA_AM19,Pallas,Saula,15,15,30,0.5,0.5
PA_AM20,Pallas,Na'a'im,14,16,30,0.47,0.53
PA_AM21,Pallas,Balda,19,12,31,0.61,0.39
PA_AM22,Pallas,Dabih,32,31,63,0.51,0.49
PA_AM23,Pallas,Bula,86,75,161,0.53,0.47
PA_AM24,Pallas,Su'ud,61,62,123,0.5,0.5
PA_AM25,Pallas,Ahbija,20,18,38,0.53,0.47
PA_AM26,Pallas,Muqaddam,3,0,3,1,0
PH_AM21,Pholus,Balda,211,254,465,0.45,0.55
PH_AM22,Pholus,Dabih,439,413,852,0.52,0.48
PL_AM23,Pluto,Bula,650,667,1317,0.49,0.51
SA_AM21,Saturn,Balda,75,95,170,0.44,0.56
SA_AM22,Saturn,Dabih,184,205,389,0.47,0.53
SA_AM23,Saturn,Bula,221,208,429,0.52,0.48
SA_AM24,Saturn,Su'ud,170,159,329,0.52,0.48
SN_AM20,SNode,Na'a'im,8,3,11,0.73,0.27
SN_AM21,SNode,Balda,121,119,240,0.5,0.5
SN_AM22,SNode,Dabih,126,116,242,0.52,0.48
SN_AM23,SNode,Bula,124,118,242,0.51,0.49
SN_AM24,SNode,Su'ud,113,130,243,0.47,0.53
SN_AM25,SNode,Ahbija,123,120,243,0.51,0.49
SN_AM26,SNode,Muqaddam,35,61,96,0.36,0.64
SU_AM01,Sun,Saratan,20,19,39,0.51,0.49
SU_AM02,Sun,Butain,24,15,39,0.62,0.38
SU_AM03,Sun,Turaija,24,15,39,0.62,0.38
SU_AM04,Sun,Dabaran,17,23,40,0.42,0.58
SU_AM05,Sun,Haq'a,19,20,39,0.49,0.51
SU_AM06,Sun,Han'a,23,19,42,0.55,0.45
SU_AM07,Sun,Dira,21,18,39,0.54,0.46
SU_AM08,Sun,Natra,20,22,42,0.48,0.52
SU_AM09,Sun,Tarf(a),21,33,54,0.39,0.61
SU_AM10,Sun,Gabha,28,26,54,0.52,0.48
SU_AM11,Sun,Zubra,23,30,53,0.43,0.57
SU_AM12,Sun,Sarfa,20,34,54,0.37,0.63
SU_AM13,Sun,Auwa,25,28,53,0.47,0.53
SU_AM14,Sun,Simak,30,23,53,0.57,0.43
SU_AM15,Sun,Gafr,25,27,52,0.48,0.52
SU_AM16,Sun,Zubana,16,33,49,0.33,0.67
SU_AM17,Sun,Iklik,29,23,52,0.56,0.44
SU_AM18,Sun,Qualb,26,25,51,0.51,0.49
SU_AM19,Sun,Saula,24,27,51,0.47,0.53
SU_AM20,Sun,Na'a'im,26,25,51,0.51,0.49
SU_AM21,Sun,Balda,26,24,50,0.52,0.48
SU_AM22,Sun,Dabih,25,25,50,0.5,0.5
SU_AM23,Sun,Bula,28,23,51,0.55,0.45
SU_AM24,Sun,Su'ud,25,25,50,0.5,0.5
SU_AM25,Sun,Ahbija,30,21,51,0.59,0.41
SU_AM26,Sun,Muqaddam,25,17,42,0.6,0.4
SU_AM27,Sun,Mu'ahhar,16,22,38,0.42,0.58
SU_AM28,Sun,Risa,14,25,39,0.36,0.64
UR_AM02,Uranus,Butain,58,48,106,0.55,0.45
UR_AM03,Uranus,Turaija,514,545,1059,0.49,0.51
UR_AM04,Uranus,Dabaran,78,74,152,0.51,0.49
VE_AM01,Venus,Saratan,12,21,33,0.36,0.64
VE_AM02,Venus,Butain,13,19,32,0.41,0.59
VE_AM03,Venus,Turaija,17,17,34,0.5,0.5
VE_AM04,Venus,Dabaran,19,13,32,0.59,0.41
VE_AM05,Venus,Haq'a,22,19,41,0.54,0.46
VE_AM06,Venus,Han'a,57,50,107,0.53,0.47
VE_AM07,Venus,Dira,37,41,78,0.47,0.53
VE_AM08,Venus,Natra,23,23,46,0.5,0.5
VE_AM09,Venus,Tarf(a),20,25,45,0.44,0.56
VE_AM10,Venus,Gabha,17,27,44,0.39,0.61
VE_AM11,Venus,Zubra,20,23,43,0.47,0.53
VE_AM12,Venus,Sarfa,20,23,43,0.47,0.53
VE_AM13,Venus,Auwa,18,23,41,0.44,0.56
VE_AM14,Venus,Simak,20,24,44,0.45,0.55
VE_AM15,Venus,Gafr,15,28,43,0.35,0.65
VE_AM16,Venus,Zubana,33,25,58,0.57,0.43
VE_AM17,Venus,Iklik,48,53,101,0.48,0.52
VE_AM18,Venus,Qualb,31,35,66,0.47,0.53
VE_AM19,Venus,Saula,25,20,45,0.56,0.44
VE_AM20,Venus,Na'a'im,21,21,42,0.5,0.5
VE_AM21,Venus,Balda,20,22,42,0.48,0.52
VE_AM22,Venus,Dabih,25,18,43,0.58,0.42
VE_AM23,Venus,Bula,21,21,42,0.5,0.5
VE_AM24,Venus,Su'ud,24,17,41,0.59,0.41
VE_AM25,Venus,Ahbija,21,16,37,0.57,0.43
VE_AM26,Venus,Muqaddam,17,15,32,0.53,0.47
VE_AM27,Venus,Mu'ahhar,17,13,30,0.57,0.43
VE_AM28,Venus,Risa,17,15,32,0.53,0.47
VS_AM01,Vesta,Saratan,14,14,28,0.5,0.5
VS_AM02,Vesta,Butain,16,13,29,0.55,0.45
VS_AM03,Vesta,Turaija,16,16,32,0.5,0.5
VS_AM04,Vesta,Dabaran,79,71,150,0.53,0.47
VS_AM05,Vesta,Haq'a,58,67,125,0.46,0.54
VS_AM06,Vesta,Han'a,20,12,32,0.62,0.38
VS_AM07,Vesta,Dira,14,16,30,0.47,0.53
VS_AM08,Vesta,Natra,16,14,30,0.53,0.47
VS_AM09,Vesta,Tarf(a),16,13,29,0.55,0.45
VS_AM10,Vesta,Gabha,16,14,30,0.53,0.47
VS_AM11,Vesta,Zubra,15,15,30,0.5,0.5
VS_AM12,Vesta,Sarfa,24,30,54,0.44,0.56
VS_AM13,Vesta,Auwa,30,40,70,0.43,0.57
VS_AM14,Vesta,Simak,41,45,86,0.48,0.52
VS_AM15,Vesta,Gafr,9,16,25,0.36,0.64
VS_AM16,Vesta,Zubana,12,13,25,0.48,0.52
VS_AM17,Vesta,Iklik,15,10,25,0.6,0.4
VS_AM18,Vesta,Qualb,15,11,26,0.58,0.42
VS_AM19,Vesta,Saula,15,12,27,0.56,0.44
VS_AM20,Vesta,Na'a'im,14,15,29,0.48,0.52
VS_AM21,Vesta,Balda,58,78,136,0.43,0.57
VS_AM22,Vesta,Dabih,56,51,107,0.52,0.48
VS_AM23,Vesta,Bula,14,16,30,0.47,0.53
VS_AM24,Vesta,Su'ud,11,16,27,0.41,0.59
VS_AM25,Vesta,Ahbija,13,14,27,0.48,0.52
VS_AM26,Vesta,Muqaddam,14,12,26,0.54,0.46
VS_AM27,Vesta,Mu'ahhar,15,11,26,0.58,0.42
VS_AM28,Vesta,Risa,14,12,26,0.54,0.46
