PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM07,Ceres,Punavasu,5,10,15,0.33,0.67
CE_VM08,Ceres,Pushya,15,18,33,0.45,0.55
CE_VM09,Ceres,Ashlesha,11,24,35,0.31,0.69
CE_VM10,Ceres,Magha,76,75,151,0.5,0.5
CE_VM11,Ceres,PurvaPhalguni,71,46,117,0.61,0.39
CE_VM12,Ceres,UttaraPhalguni,12,21,33,0.36,0.64
CE_VM13,Ceres,Hasta,9,22,31,0.29,0.71
CE_VM14,Ceres,Chitra,14,15,29,0.48,0.52
CE_VM15,Ceres,Swati,14,16,30,0.47,0.53
CE_VM16,Ceres,Vishakha,15,15,30,0.5,0.5
CE_VM17,Ceres,Anuradha,12,20,32,0.38,0.62
CE_VM18,Ceres,Jyeshtha,17,18,35,0.49,0.51
CE_VM19,Ceres,Mula,103,109,212,0.49,0.51
CE_VM20,Ceres,PurvaAshada,41,33,74,0.55,0.45
CE_VM21,Ceres,UttaraAshada,12,23,35,0.34,0.66
CE_VM22,Ceres,Shravana,21,12,33,0.64,0.36
CE_VM23,Ceres,Danishtha,22,12,34,0.65,0.35
CE_VM24,Ceres,Shatabhisha,15,21,36,0.42,0.58
CE_VM25,Ceres,PurvaBhadrapada,60,60,120,0.5,0.5
CE_VM26,Ceres,UttaraBhadrapada,94,79,173,0.54,0.46
CE_VM27,Ceres,Revati,11,9,20,0.55,0.45
CH_,Chiron,,1,0,1,1,0
CH_VM01,Chiron,Aswini,439,435,874,0.5,0.5
CH_VM27,Chiron,Revati,210,223,433,0.48,0.52
JN_VM01,Juno,Aswini,13,15,28,0.46,0.54
JN_VM02,Juno,Bharani,12,16,28,0.43,0.57
JN_VM03,Juno,Krittica,14,17,31,0.45,0.55
JN_VM04,Juno,Rohini,38,51,89,0.43,0.57
JN_VM05,Juno,Mrigashira,59,71,130,0.45,0.55
JN_VM06,Juno,Ardra,14,16,30,0.47,0.53
JN_VM07,Juno,Punavasu,17,11,28,0.61,0.39
JN_VM08,Juno,Pushya,15,12,27,0.56,0.44
JN_VM09,Juno,Ashlesha,17,11,28,0.61,0.39
JN_VM10,Juno,Magha,9,18,27,0.33,0.67
JN_VM11,Juno,PurvaPhalguni,14,15,29,0.48,0.52
JN_VM12,Juno,UttaraPhalguni,12,18,30,0.4,0.6
JN_VM13,Juno,Hasta,15,17,32,0.47,0.53
JN_VM14,Juno,Chitra,37,36,73,0.51,0.49
JN_VM15,Juno,Swati,105,81,186,0.56,0.44
JN_VM16,Juno,Vishakha,44,45,89,0.49,0.51
JN_VM17,Juno,Anuradha,14,23,37,0.38,0.62
JN_VM18,Juno,Jyeshtha,22,17,39,0.56,0.44
JN_VM19,Juno,Mula,24,21,45,0.53,0.47
JN_VM20,Juno,PurvaAshada,2,1,3,0.67,0.33
JN_VM21,Juno,UttaraAshada,39,64,103,0.38,0.62
JN_VM22,Juno,Shravana,30,16,46,0.65,0.35
JN_VM23,Juno,Danishtha,22,12,34,0.65,0.35
JN_VM24,Juno,Shatabhisha,16,14,30,0.53,0.47
JN_VM25,Juno,PurvaBhadrapada,15,14,29,0.52,0.48
JN_VM26,Juno,UttaraBhadrapada,10,19,29,0.34,0.66
JN_VM27,Juno,Revati,21,7,28,0.75,0.25
JU_VM15,Jupiter,Swati,20,28,48,0.42,0.58
JU_VM16,Jupiter,Vishakha,23,43,66,0.35,0.65
JU_VM17,Jupiter,Anuradha,85,79,164,0.52,0.48
JU_VM18,Jupiter,Jyeshtha,111,104,215,0.52,0.48
JU_VM19,Jupiter,Mula,23,38,61,0.38,0.62
JU_VM20,Jupiter,PurvaAshada,156,157,313,0.5,0.5
JU_VM21,Jupiter,UttaraAshada,31,28,59,0.53,0.47
