PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,214,186,400,0.54,0.47
CE_VM02,Ceres,Bharani,116,157,273,0.42,0.58
CE_VM03,Ceres,Krittica,187,146,333,0.56,0.44
CE_VM04,Ceres,Rohini,179,159,338,0.53,0.47
CE_VM05,Ceres,Mrigashira,144,113,257,0.56,0.44
CE_VM06,Ceres,Ardra,129,112,241,0.54,0.46
CE_VM07,Ceres,Punavasu,153,104,257,0.6,0.4
CE_VM08,Ceres,Pushya,164,105,269,0.61,0.39
CE_VM09,Ceres,Ashlesha,175,144,319,0.55,0.45
CE_VM10,Ceres,Magha,119,106,225,0.53,0.47
CE_VM11,Ceres,PurvaPhalguni,106,113,219,0.48,0.52
CE_VM12,Ceres,UttaraPhalguni,142,105,247,0.57,0.43
CE_VM13,Ceres,Hasta,107,90,197,0.54,0.46
CE_VM14,Ceres,Chitra,139,107,246,0.57,0.43
CE_VM15,Ceres,Swati,115,87,202,0.57,0.43
CE_VM16,Ceres,Vishakha,124,116,240,0.52,0.48
CE_VM17,Ceres,Anuradha,190,132,322,0.59,0.41
CE_VM18,Ceres,Jyeshtha,173,133,306,0.57,0.43
CE_VM19,Ceres,Mula,149,111,260,0.57,0.43
CE_VM20,Ceres,PurvaAshada,149,128,277,0.54,0.46
CE_VM21,Ceres,UttaraAshada,212,174,386,0.55,0.45
CE_VM22,Ceres,Shravana,202,166,368,0.55,0.45
CE_VM23,Ceres,Danishtha,171,160,331,0.52,0.48
CE_VM24,Ceres,Shatabhisha,244,170,414,0.59,0.41
CE_VM25,Ceres,PurvaBhadrapada,139,137,276,0.5,0.5
CE_VM26,Ceres,UttaraBhadrapada,170,126,296,0.57,0.43
CE_VM27,Ceres,Revati,166,156,322,0.52,0.48
CH_VM08,Chiron,Pushya,66,66,132,0.5,0.5
CH_VM09,Chiron,Ashlesha,133,124,257,0.52,0.48
