PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,148,131,279,0.53,0.47
CE_AM02,Ceres,Butain,177,158,335,0.53,0.47
CE_AM03,Ceres,Turaija,183,163,346,0.53,0.47
CE_AM04,Ceres,Dabaran,103,142,245,0.42,0.58
CE_AM05,Ceres,Haq'a,132,104,236,0.56,0.44
CE_AM06,Ceres,Han'a,123,102,225,0.55,0.45
CE_AM07,Ceres,Dira,130,93,223,0.58,0.42
CE_AM08,Ceres,Natra,110,98,208,0.53,0.47
CE_AM09,Ceres,Tarf(a),148,95,243,0.61,0.39
CE_AM10,Ceres,Gabha,125,91,216,0.58,0.42
CE_AM11,Ceres,Zubra,185,134,319,0.58,0.42
CE_AM12,Ceres,Sarfa,96,84,180,0.53,0.47
CE_AM13,Ceres,Auwa,106,105,211,0.5,0.5
CE_AM14,Ceres,Simak,99,82,181,0.55,0.45
CE_AM15,Ceres,Gafr,108,102,210,0.51,0.49
CE_AM16,Ceres,Zubana,125,78,203,0.62,0.38
CE_AM17,Ceres,Iklik,109,83,192,0.57,0.43
CE_AM18,Ceres,Qualb,123,103,226,0.54,0.46
CE_AM19,Ceres,Saula,150,130,280,0.54,0.46
CE_AM20,Ceres,Na'a'im,191,145,336,0.57,0.43
CE_AM21,Ceres,Balda,145,91,236,0.61,0.39
CE_AM22,Ceres,Dabih,138,135,273,0.51,0.49
CE_AM23,Ceres,Bula,161,117,278,0.58,0.42
CE_AM24,Ceres,Su'ud,228,168,396,0.58,0.42
CE_AM25,Ceres,Ahbija,155,156,311,0.5,0.5
CE_AM26,Ceres,Muqaddam,195,165,360,0.54,0.46
CE_AM27,Ceres,Mu'ahhar,206,164,370,0.56,0.44
CE_AM28,Ceres,Risa,154,118,272,0.57,0.43
CH_AM01,Chiron,Saratan,369,303,672,0.55,0.45
CH_AM10,Chiron,Gabha,58,63,121,0.48,0.52
CH_AM11,Chiron,Zubra,91,91,182,0.5,0.5
CH_AM12,Chiron,Sarfa,105,93,198,0.53,0.47
CH_AM13,Chiron,Auwa,114,73,187,0.61,0.39
CH_AM14,Chiron,Simak,149,93,242,0.62,0.38
CH_AM15,Chiron,Gafr,108,77,185,0.58,0.42
CH_AM16,Chiron,Zubana,81,46,127,0.64,0.36
CH_AM17,Chiron,Iklik,133,103,236,0.56,0.44
CH_AM18,Chiron,Qualb,135,112,247,0.55,0.45
CH_AM19,Chiron,Saula,144,109,253,0.57,0.43
CH_AM20,Chiron,Na'a'im,126,120,246,0.51,0.49
CH_AM21,Chiron,Balda,146,136,282,0.52,0.48
CH_AM22,Chiron,Dabih,154,163,317,0.49,0.51
CH_AM23,Chiron,Bula,228,187,415,0.55,0.45
CH_AM24,Chiron,Su'ud,265,218,483,0.55,0.45
CH_AM25,Chiron,Ahbija,299,321,620,0.48,0.52
CH_AM26,Chiron,Muqaddam,377,278,655,0.58,0.42
CH_AM27,Chiron,Mu'ahhar,452,365,817,0.55,0.45
CH_AM28,Chiron,Risa,519,386,905,0.57,0.43
JN_AM01,Juno,Saratan,143,106,249,0.57,0.43
JN_AM02,Juno,Butain,98,75,173,0.57,0.43
JN_AM03,Juno,Turaija,72,49,121,0.6,0.4
JN_AM04,Juno,Dabaran,83,55,138,0.6,0.4
JN_AM05,Juno,Haq'a,109,95,204,0.53,0.47
JN_AM06,Juno,Han'a,84,89,173,0.49,0.51
JN_AM07,Juno,Dira,101,77,178,0.57,0.43
JN_AM08,Juno,Natra,133,106,239,0.56,0.44
JN_AM09,Juno,Tarf(a),73,56,129,0.57,0.43
JN_AM10,Juno,Gabha,110,81,191,0.58,0.42
JN_AM11,Juno,Zubra,129,143,272,0.47,0.53
JN_AM12,Juno,Sarfa,117,105,222,0.53,0.47
JN_AM13,Juno,Auwa,100,106,206,0.49,0.51
JN_AM14,Juno,Simak,212,141,353,0.6,0.4
JN_AM15,Juno,Gafr,194,153,347,0.56,0.44
JN_AM16,Juno,Zubana,255,199,454,0.56,0.44
JN_AM17,Juno,Iklik,229,220,449,0.51,0.49
JN_AM18,Juno,Qualb,187,187,374,0.5,0.5
JN_AM19,Juno,Saula,223,167,390,0.57,0.43
JN_AM20,Juno,Na'a'im,204,164,368,0.55,0.45
JN_AM21,Juno,Balda,231,203,434,0.53,0.47
JN_AM22,Juno,Dabih,228,127,355,0.64,0.36
JN_AM23,Juno,Bula,162,153,315,0.51,0.49
JN_AM24,Juno,Su'ud,123,71,194,0.63,0.37
JN_AM25,Juno,Ahbija,161,148,309,0.52,0.48
JN_AM26,Juno,Muqaddam,115,91,206,0.56,0.44
JN_AM27,Juno,Mu'ahhar,62,77,139,0.45,0.55
JN_AM28,Juno,Risa,115,93,208,0.55,0.45
JU_AM01,Jupiter,Saratan,84,61,145,0.58,0.42
JU_AM02,Jupiter,Butain,67,37,104,0.64,0.36
JU_AM03,Jupiter,Turaija,179,162,341,0.52,0.48
JU_AM04,Jupiter,Dabaran,59,64,123,0.48,0.52
JU_AM05,Jupiter,Haq'a,70,69,139,0.5,0.5
JU_AM06,Jupiter,Han'a,200,155,355,0.56,0.44
JU_AM07,Jupiter,Dira,37,41,78,0.47,0.53
JU_AM08,Jupiter,Natra,124,118,242,0.51,0.49
JU_AM09,Jupiter,Tarf(a),137,121,258,0.53,0.47
JU_AM10,Jupiter,Gabha,56,51,107,0.52,0.48
JU_AM11,Jupiter,Zubra,189,178,367,0.51,0.49
JU_AM12,Jupiter,Sarfa,65,55,120,0.54,0.46
JU_AM13,Jupiter,Auwa,234,205,439,0.53,0.47
JU_AM14,Jupiter,Simak,144,128,272,0.53,0.47
JU_AM15,Jupiter,Gafr,180,152,332,0.54,0.46
JU_AM16,Jupiter,Zubana,254,195,449,0.57,0.43
JU_AM17,Jupiter,Iklik,127,74,201,0.63,0.37
JU_AM18,Jupiter,Qualb,300,225,525,0.57,0.43
JU_AM19,Jupiter,Saula,90,82,172,0.52,0.48
JU_AM20,Jupiter,Na'a'im,266,200,466,0.57,0.43
JU_AM21,Jupiter,Balda,176,121,297,0.59,0.41
JU_AM22,Jupiter,Dabih,122,106,228,0.54,0.46
JU_AM23,Jupiter,Bula,239,244,483,0.49,0.51
JU_AM24,Jupiter,Su'ud,89,68,157,0.57,0.43
JU_AM25,Jupiter,Ahbija,193,149,342,0.56,0.44
JU_AM26,Jupiter,Muqaddam,130,96,226,0.58,0.42
JU_AM27,Jupiter,Mu'ahhar,55,21,76,0.72,0.28
JU_AM28,Jupiter,Risa,187,159,346,0.54,0.46
MA_AM01,Mars,Saratan,115,78,193,0.6,0.4
MA_AM02,Mars,Butain,157,113,270,0.58,0.42
MA_AM03,Mars,Turaija,133,107,240,0.55,0.45
MA_AM04,Mars,Dabaran,157,119,276,0.57,0.43
MA_AM05,Mars,Haq'a,118,118,236,0.5,0.5
MA_AM06,Mars,Han'a,110,112,222,0.5,0.5
MA_AM07,Mars,Dira,135,129,264,0.51,0.49
MA_AM08,Mars,Natra,169,158,327,0.52,0.48
MA_AM09,Mars,Tarf(a),150,125,275,0.55,0.45
MA_AM10,Mars,Gabha,169,136,305,0.55,0.45
MA_AM11,Mars,Zubra,188,158,346,0.54,0.46
MA_AM12,Mars,Sarfa,151,155,306,0.49,0.51
MA_AM13,Mars,Auwa,175,129,304,0.58,0.42
MA_AM14,Mars,Simak,199,138,337,0.59,0.41
MA_AM15,Mars,Gafr,173,129,302,0.57,0.43
MA_AM16,Mars,Zubana,171,124,295,0.58,0.42
MA_AM17,Mars,Iklik,152,144,296,0.51,0.49
MA_AM18,Mars,Qualb,153,91,244,0.63,0.37
MA_AM19,Mars,Saula,156,121,277,0.56,0.44
MA_AM20,Mars,Na'a'im,119,139,258,0.46,0.54
MA_AM21,Mars,Balda,138,131,269,0.51,0.49
MA_AM22,Mars,Dabih,111,90,201,0.55,0.45
MA_AM23,Mars,Bula,110,91,201,0.55,0.45
MA_AM24,Mars,Su'ud,147,123,270,0.54,0.46
MA_AM25,Mars,Ahbija,120,90,210,0.57,0.43
MA_AM26,Mars,Muqaddam,133,103,236,0.56,0.44
MA_AM27,Mars,Mu'ahhar,135,100,235,0.57,0.43
MA_AM28,Mars,Risa,109,86,195,0.56,0.44
