PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,122,101,223,0.55,0.45
CE_Z01_2ARI,Ceres,AriesD2,101,113,214,0.47,0.53
CE_Z01_3ARI,Ceres,AriesD3,163,124,287,0.57,0.43
CE_Z02_1TAU,Ceres,TaurusD1,143,137,280,0.51,0.49
CE_Z02_2TAU,Ceres,TaurusD2,86,123,209,0.41,0.59
CE_Z02_3TAU,Ceres,TaurusD3,133,103,236,0.56,0.44
CE_Z03_1GEM,Ceres,GeminiD1,145,129,274,0.53,0.47
CE_Z03_2GEM,Ceres,GeminiD2,130,93,223,0.58,0.42
CE_Z03_3GEM,Ceres,GeminiD3,105,95,200,0.52,0.48
CE_Z04_1CAN,Ceres,CancerD1,95,73,168,0.57,0.43
CE_Z04_2CAN,Ceres,CancerD2,110,88,198,0.56,0.44
CE_Z04_3CAN,Ceres,CancerD3,100,78,178,0.56,0.44
CE_Z05_1LEO,Ceres,LeoD1,140,82,222,0.63,0.37
CE_Z05_2LEO,Ceres,LeoD2,148,123,271,0.55,0.45
CE_Z05_3LEO,Ceres,LeoD1,65,68,133,0.49,0.51
CE_Z06_1VIR,Ceres,VirgoD1,114,88,202,0.56,0.44
CE_Z06_2VIR,Ceres,VirgoD2,75,89,164,0.46,0.54
CE_Z06_3VIR,Ceres,VirgoD3,101,71,172,0.59,0.41
CE_Z07_1LIB,Ceres,LibraD1,110,97,207,0.53,0.47
CE_Z07_2LIB,Ceres,LibraD2,84,46,130,0.65,0.35
CE_Z07_3LIB,Ceres,LibraD3,89,83,172,0.52,0.48
CE_Z08_1SCO,Ceres,ScorpioD1,81,56,137,0.59,0.41
CE_Z08_2SCO,Ceres,ScorpioD2,104,81,185,0.56,0.44
CE_Z08_3SCO,Ceres,ScorpioD3,77,86,163,0.47,0.53
CE_Z09_1SAG,Ceres,SagittariusD1,168,112,280,0.6,0.4
CE_Z09_2SAG,Ceres,SagittariusD2,123,108,231,0.53,0.47
CE_Z09_3SAG,Ceres,SagittariusD3,129,73,202,0.64,0.36
CE_Z10_1CAP,Ceres,CapricornD1,103,105,208,0.5,0.5
CE_Z10_2CAP,Ceres,CapricornD2,113,89,202,0.56,0.44
CE_Z10_3CAP,Ceres,CapricornD3,163,130,293,0.56,0.44
CE_Z11_1AQU,Ceres,AquariusD1,170,132,302,0.56,0.44
CE_Z11_2AQU,Ceres,AquariusD2,120,104,224,0.54,0.46
CE_Z11_3AQU,Ceres,AquariusD3,128,127,255,0.5,0.5
CE_Z12_1PIS,Ceres,PiscesD1,164,124,288,0.57,0.43
CE_Z12_2PIS,Ceres,PiscesD2,159,124,283,0.56,0.44
CE_Z12_3PIS,Ceres,PiscesD3,117,88,205,0.57,0.43
CH_Z01_1ARI,Chiron,AriesD1,409,334,743,0.55,0.45
CH_Z01_2ARI,Chiron,AriesD2,185,175,360,0.51,0.49
CH_Z05_1LEO,Chiron,LeoD1,63,66,129,0.49,0.51
CH_Z05_2LEO,Chiron,LeoD2,70,71,141,0.5,0.5
CH_Z05_3LEO,Chiron,LeoD1,85,67,152,0.56,0.44
CH_Z06_1VIR,Chiron,VirgoD1,132,99,231,0.57,0.43
CH_Z06_2VIR,Chiron,VirgoD2,30,26,56,0.54,0.46
CH_Z06_3VIR,Chiron,VirgoD3,137,84,221,0.62,0.38
CH_Z07_1LIB,Chiron,LibraD1,67,53,120,0.56,0.44
CH_Z07_2LIB,Chiron,LibraD2,97,60,157,0.62,0.38
CH_Z07_3LIB,Chiron,LibraD3,95,63,158,0.6,0.4
CH_Z08_1SCO,Chiron,ScorpioD1,65,55,120,0.54,0.46
CH_Z08_2SCO,Chiron,ScorpioD2,131,101,232,0.56,0.44
CH_Z08_3SCO,Chiron,ScorpioD3,70,63,133,0.53,0.47
CH_Z09_1SAG,Chiron,SagittariusD1,95,65,160,0.59,0.41
CH_Z09_2SAG,Chiron,SagittariusD2,126,121,247,0.51,0.49
CH_Z09_3SAG,Chiron,SagittariusD3,127,122,249,0.51,0.49
CH_Z10_1CAP,Chiron,CapricornD1,120,141,261,0.46,0.54
CH_Z10_2CAP,Chiron,CapricornD2,149,118,267,0.56,0.44
CH_Z10_3CAP,Chiron,CapricornD3,199,165,364,0.55,0.45
CH_Z11_1AQU,Chiron,AquariusD1,217,181,398,0.55,0.45
CH_Z11_2AQU,Chiron,AquariusD2,208,227,435,0.48,0.52
CH_Z11_3AQU,Chiron,AquariusD3,297,221,518,0.57,0.43
CH_Z12_1PIS,Chiron,PiscesD1,351,294,645,0.54,0.46
CH_Z12_2PIS,Chiron,PiscesD2,340,260,600,0.57,0.43
CH_Z12_3PIS,Chiron,PiscesD3,413,311,724,0.57,0.43
JN_Z01_1ARI,Juno,AriesD1,123,84,207,0.59,0.41
JN_Z01_2ARI,Juno,AriesD2,93,75,168,0.55,0.45
JN_Z01_3ARI,Juno,AriesD3,52,40,92,0.57,0.43
JN_Z02_1TAU,Juno,TaurusD1,56,37,93,0.6,0.4
JN_Z02_2TAU,Juno,TaurusD2,58,39,97,0.6,0.4
JN_Z02_3TAU,Juno,TaurusD3,92,83,175,0.53,0.47
JN_Z03_1GEM,Juno,GeminiD1,53,60,113,0.47,0.53
JN_Z03_2GEM,Juno,GeminiD2,87,79,166,0.52,0.48
JN_Z03_3GEM,Juno,GeminiD3,79,52,131,0.6,0.4
JN_Z04_1CAN,Juno,CancerD1,102,78,180,0.57,0.43
JN_Z04_2CAN,Juno,CancerD2,75,58,133,0.56,0.44
JN_Z04_3CAN,Juno,CancerD3,55,43,98,0.56,0.44
JN_Z05_1LEO,Juno,LeoD1,93,76,169,0.55,0.45
JN_Z05_2LEO,Juno,LeoD2,106,123,229,0.46,0.54
JN_Z05_3LEO,Juno,LeoD1,99,94,193,0.51,0.49
JN_Z06_1VIR,Juno,VirgoD1,73,48,121,0.6,0.4
JN_Z06_2VIR,Juno,VirgoD2,93,100,193,0.48,0.52
JN_Z06_3VIR,Juno,VirgoD3,178,118,296,0.6,0.4
JN_Z07_1LIB,Juno,LibraD1,144,118,262,0.55,0.45
JN_Z07_2LIB,Juno,LibraD2,202,145,347,0.58,0.42
JN_Z07_3LIB,Juno,LibraD3,180,164,344,0.52,0.48
JN_Z08_1SCO,Juno,ScorpioD1,173,167,340,0.51,0.49
JN_Z08_2SCO,Juno,ScorpioD2,149,142,291,0.51,0.49
JN_Z08_3SCO,Juno,ScorpioD3,169,139,308,0.55,0.45
JN_Z09_1SAG,Juno,SagittariusD1,181,152,333,0.54,0.46
JN_Z09_2SAG,Juno,SagittariusD2,185,170,355,0.52,0.48
JN_Z09_3SAG,Juno,SagittariusD3,211,157,368,0.57,0.43
JN_Z10_1CAP,Juno,CapricornD1,194,101,295,0.66,0.34
JN_Z10_2CAP,Juno,CapricornD2,149,143,292,0.51,0.49
JN_Z10_3CAP,Juno,CapricornD3,103,81,184,0.56,0.44
JN_Z11_1AQU,Juno,AquariusD1,112,75,187,0.6,0.4
JN_Z11_2AQU,Juno,AquariusD2,151,132,283,0.53,0.47
JN_Z11_3AQU,Juno,AquariusD3,117,85,202,0.58,0.42
JN_Z12_1PIS,Juno,PiscesD1,80,82,162,0.49,0.51
JN_Z12_2PIS,Juno,PiscesD2,81,111,192,0.42,0.58
JN_Z12_3PIS,Juno,PiscesD3,130,92,222,0.59,0.41
JU_Z01_1ARI,Jupiter,AriesD1,152,118,270,0.56,0.44
JU_Z01_2ARI,Jupiter,AriesD2,40,19,59,0.68,0.32
JU_Z01_3ARI,Jupiter,AriesD3,69,73,142,0.49,0.51
JU_Z02_1TAU,Jupiter,TaurusD1,163,132,295,0.55,0.45
JU_Z02_2TAU,Jupiter,TaurusD2,40,40,80,0.5,0.5
JU_Z02_3TAU,Jupiter,TaurusD3,22,38,60,0.37,0.63
JU_Z03_1GEM,Jupiter,GeminiD1,151,107,258,0.59,0.41
JU_Z03_2GEM,Jupiter,GeminiD2,107,93,200,0.54,0.47
JU_Z03_3GEM,Jupiter,GeminiD3,29,33,62,0.47,0.53
JU_Z04_1CAN,Jupiter,CancerD1,74,68,142,0.52,0.48
JU_Z04_2CAN,Jupiter,CancerD2,156,140,296,0.53,0.47
JU_Z04_3CAN,Jupiter,CancerD3,46,43,89,0.52,0.48
JU_Z05_1LEO,Jupiter,LeoD1,57,58,115,0.5,0.5
JU_Z05_2LEO,Jupiter,LeoD2,157,145,302,0.52,0.48
JU_Z05_3LEO,Jupiter,LeoD1,65,58,123,0.53,0.47
JU_Z06_1VIR,Jupiter,VirgoD1,101,89,190,0.53,0.47
JU_Z06_2VIR,Jupiter,VirgoD2,217,165,382,0.57,0.43
JU_Z06_3VIR,Jupiter,VirgoD3,76,90,166,0.46,0.54
JU_Z07_1LIB,Jupiter,LibraD1,124,107,231,0.54,0.46
JU_Z07_2LIB,Jupiter,LibraD2,239,188,427,0.56,0.44
JU_Z07_3LIB,Jupiter,LibraD3,102,63,165,0.62,0.38
JU_Z08_1SCO,Jupiter,ScorpioD1,132,93,225,0.59,0.41
JU_Z08_2SCO,Jupiter,ScorpioD2,244,180,424,0.58,0.42
JU_Z08_3SCO,Jupiter,ScorpioD3,90,79,169,0.53,0.47
JU_Z09_1SAG,Jupiter,SagittariusD1,96,85,181,0.53,0.47
JU_Z09_2SAG,Jupiter,SagittariusD2,271,176,447,0.61,0.39
