PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,11,14,25,0.44,0.56
CE_Z01_2ARI,Ceres,AriesD2,17,9,26,0.65,0.35
CE_Z01_3ARI,Ceres,AriesD3,17,8,25,0.68,0.32
CE_Z02_1TAU,Ceres,TaurusD1,12,14,26,0.46,0.54
CE_Z02_2TAU,Ceres,TaurusD2,12,15,27,0.44,0.56
CE_Z02_3TAU,Ceres,TaurusD3,42,39,81,0.52,0.48
CE_Z03_1GEM,Ceres,GeminiD1,69,63,132,0.52,0.48
CE_Z03_2GEM,Ceres,GeminiD2,48,32,80,0.6,0.4
CE_Z03_3GEM,Ceres,GeminiD3,9,17,26,0.35,0.65
CE_Z04_1CAN,Ceres,CancerD1,9,15,24,0.38,0.62
CE_Z04_2CAN,Ceres,CancerD2,7,16,23,0.3,0.7
CE_Z04_3CAN,Ceres,CancerD3,14,8,22,0.64,0.36
CE_Z05_1LEO,Ceres,LeoD1,52,51,103,0.5,0.5
CE_Z05_2LEO,Ceres,LeoD2,80,64,144,0.56,0.44
CE_Z05_3LEO,Ceres,LeoD1,21,29,50,0.42,0.58
CE_Z06_1VIR,Ceres,VirgoD1,25,23,48,0.52,0.48
CE_Z06_2VIR,Ceres,VirgoD2,14,34,48,0.29,0.71
CE_Z06_3VIR,Ceres,VirgoD3,28,26,54,0.52,0.48
CE_Z07_1LIB,Ceres,LibraD1,35,25,60,0.58,0.42
CE_Z07_2LIB,Ceres,LibraD2,11,11,22,0.5,0.5
CE_Z07_3LIB,Ceres,LibraD3,13,9,22,0.59,0.41
CE_Z08_1SCO,Ceres,ScorpioD1,5,18,23,0.22,0.78
CE_Z08_2SCO,Ceres,ScorpioD2,12,13,25,0.48,0.52
CE_Z08_3SCO,Ceres,ScorpioD3,10,17,27,0.37,0.63
CE_Z09_1SAG,Ceres,SagittariusD1,84,76,160,0.52,0.48
CE_Z09_2SAG,Ceres,SagittariusD2,58,49,107,0.54,0.46
CE_Z09_3SAG,Ceres,SagittariusD3,14,14,28,0.5,0.5
CE_Z10_1CAP,Ceres,CapricornD1,10,16,26,0.38,0.62
CE_Z10_2CAP,Ceres,CapricornD2,11,14,25,0.44,0.56
CE_Z10_3CAP,Ceres,CapricornD3,17,8,25,0.68,0.32
CE_Z11_1AQU,Ceres,AquariusD1,18,8,26,0.69,0.31
CE_Z11_2AQU,Ceres,AquariusD2,12,15,27,0.44,0.56
CE_Z11_3AQU,Ceres,AquariusD3,44,29,73,0.6,0.4
CE_Z12_1PIS,Ceres,PiscesD1,79,60,139,0.57,0.43
CE_Z12_2PIS,Ceres,PiscesD2,66,29,95,0.69,0.31
CE_Z12_3PIS,Ceres,PiscesD3,16,11,27,0.59,0.41
CH_Z01_1ARI,Chiron,AriesD1,580,494,1074,0.54,0.46
CH_Z01_2ARI,Chiron,AriesD2,271,253,524,0.52,0.48
CH_Z12_3PIS,Chiron,PiscesD3,151,152,303,0.5,0.5
JN_Z01_1ARI,Juno,AriesD1,14,19,33,0.42,0.58
JN_Z01_2ARI,Juno,AriesD2,9,12,21,0.43,0.57
JN_Z01_3ARI,Juno,AriesD3,9,13,22,0.41,0.59
JN_Z02_1TAU,Juno,TaurusD1,12,11,23,0.52,0.48
JN_Z02_2TAU,Juno,TaurusD2,7,19,26,0.27,0.73
JN_Z02_3TAU,Juno,TaurusD3,65,86,151,0.43,0.57
JN_Z03_1GEM,Juno,GeminiD1,26,24,50,0.52,0.48
JN_Z03_2GEM,Juno,GeminiD2,12,10,22,0.55,0.45
JN_Z03_3GEM,Juno,GeminiD3,14,7,21,0.67,0.33
JN_Z04_1CAN,Juno,CancerD1,12,9,21,0.57,0.43
JN_Z04_2CAN,Juno,CancerD2,13,7,20,0.65,0.35
JN_Z04_3CAN,Juno,CancerD3,14,7,21,0.67,0.33
JN_Z05_1LEO,Juno,LeoD1,10,10,20,0.5,0.5
JN_Z05_2LEO,Juno,LeoD2,8,14,22,0.36,0.64
JN_Z05_3LEO,Juno,LeoD1,11,10,21,0.52,0.48
JN_Z06_1VIR,Juno,VirgoD1,12,11,23,0.52,0.48
JN_Z06_2VIR,Juno,VirgoD2,12,12,24,0.5,0.5
JN_Z06_3VIR,Juno,VirgoD3,11,15,26,0.42,0.58
JN_Z07_1LIB,Juno,LibraD1,58,51,109,0.53,0.47
JN_Z07_2LIB,Juno,LibraD2,79,54,133,0.59,0.41
JN_Z07_3LIB,Juno,LibraD3,45,34,79,0.57,0.43
JN_Z08_1SCO,Juno,ScorpioD1,16,14,30,0.53,0.47
JN_Z08_2SCO,Juno,ScorpioD2,18,11,29,0.62,0.38
JN_Z08_3SCO,Juno,ScorpioD3,19,11,30,0.63,0.37
JN_Z09_1SAG,Juno,SagittariusD1,54,29,83,0.65,0.35
JN_Z09_2SAG,Juno,SagittariusD2,72,65,137,0.53,0.47
JN_Z09_3SAG,Juno,SagittariusD3,65,46,111,0.59,0.41
JN_Z10_1CAP,Juno,CapricornD1,15,13,28,0.54,0.46
JN_Z10_2CAP,Juno,CapricornD2,19,15,34,0.56,0.44
JN_Z10_3CAP,Juno,CapricornD3,31,21,52,0.6,0.4
JN_Z11_1AQU,Juno,AquariusD1,30,21,51,0.59,0.41
JN_Z11_2AQU,Juno,AquariusD2,24,23,47,0.51,0.49
JN_Z11_3AQU,Juno,AquariusD3,27,22,49,0.55,0.45
JN_Z12_1PIS,Juno,PiscesD1,37,63,100,0.37,0.63
JN_Z12_2PIS,Juno,PiscesD2,62,83,145,0.43,0.57
JN_Z12_3PIS,Juno,PiscesD3,60,27,87,0.69,0.31
JU_Z01_1ARI,Jupiter,AriesD1,107,100,207,0.52,0.48
JU_Z08_1SCO,Jupiter,ScorpioD1,13,1,14,0.93,0.07
JU_Z08_2SCO,Jupiter,ScorpioD2,96,108,204,0.47,0.53
JU_Z08_3SCO,Jupiter,ScorpioD3,72,72,144,0.5,0.5
JU_Z09_1SAG,Jupiter,SagittariusD1,15,30,45,0.33,0.67
JU_Z09_2SAG,Jupiter,SagittariusD2,87,95,182,0.48,0.52
JU_Z09_3SAG,Jupiter,SagittariusD3,88,74,162,0.54,0.46
JU_Z10_1CAP,Jupiter,CapricornD1,22,22,44,0.5,0.5
JU_Z10_2CAP,Jupiter,CapricornD2,76,55,131,0.58,0.42
JU_Z10_3CAP,Jupiter,CapricornD3,127,81,208,0.61,0.39
JU_Z11_1AQU,Jupiter,AquariusD1,28,15,43,0.65,0.35
JU_Z11_2AQU,Jupiter,AquariusD2,24,20,44,0.55,0.45
JU_Z11_3AQU,Jupiter,AquariusD3,127,85,212,0.6,0.4
JU_Z12_1PIS,Jupiter,PiscesD1,56,65,121,0.46,0.54
JU_Z12_2PIS,Jupiter,PiscesD2,22,20,42,0.52,0.48
JU_Z12_3PIS,Jupiter,PiscesD3,42,56,98,0.43,0.57
MA_Z01_1ARI,Mars,AriesD1,25,20,45,0.56,0.44
MA_Z01_2ARI,Mars,AriesD2,57,49,106,0.54,0.46
MA_Z01_3ARI,Mars,AriesD3,71,56,127,0.56,0.44
MA_Z02_1TAU,Mars,TaurusD1,34,16,50,0.68,0.32
MA_Z02_2TAU,Mars,TaurusD2,26,22,48,0.54,0.46
MA_Z02_3TAU,Mars,TaurusD3,22,28,50,0.44,0.56
MA_Z03_1GEM,Mars,GeminiD1,51,28,79,0.65,0.35
MA_Z03_2GEM,Mars,GeminiD2,44,40,84,0.52,0.48
MA_Z03_3GEM,Mars,GeminiD3,50,41,91,0.55,0.45
MA_Z04_1CAN,Mars,CancerD1,21,10,31,0.68,0.32
MA_Z04_2CAN,Mars,CancerD2,18,15,33,0.55,0.45
MA_Z04_3CAN,Mars,CancerD3,15,16,31,0.48,0.52
MA_Z05_1LEO,Mars,LeoD1,11,21,32,0.34,0.66
MA_Z05_2LEO,Mars,LeoD2,16,16,32,0.5,0.5
MA_Z05_3LEO,Mars,LeoD1,18,14,32,0.56,0.44
MA_Z06_1VIR,Mars,VirgoD1,20,11,31,0.65,0.35
MA_Z06_2VIR,Mars,VirgoD2,18,14,32,0.56,0.44
MA_Z06_3VIR,Mars,VirgoD3,16,15,31,0.52,0.48
MA_Z07_1LIB,Mars,LibraD1,12,19,31,0.39,0.61
MA_Z07_2LIB,Mars,LibraD2,31,12,43,0.72,0.28
MA_Z07_3LIB,Mars,LibraD3,26,20,46,0.57,0.43
MA_Z08_1SCO,Mars,ScorpioD1,21,25,46,0.46,0.54
MA_Z08_2SCO,Mars,ScorpioD2,26,19,45,0.58,0.42
MA_Z08_3SCO,Mars,ScorpioD3,21,25,46,0.46,0.54
MA_Z09_1SAG,Mars,SagittariusD1,27,18,45,0.6,0.4
MA_Z09_2SAG,Mars,SagittariusD2,23,22,45,0.51,0.49
MA_Z09_3SAG,Mars,SagittariusD3,20,26,46,0.43,0.57
MA_Z10_1CAP,Mars,CapricornD1,23,23,46,0.5,0.5
MA_Z10_2CAP,Mars,CapricornD2,27,20,47,0.57,0.43
MA_Z10_3CAP,Mars,CapricornD3,34,46,80,0.42,0.58
MA_Z11_1AQU,Mars,AquariusD1,71,75,146,0.49,0.51
MA_Z11_2AQU,Mars,AquariusD2,29,17,46,0.63,0.37
MA_Z11_3AQU,Mars,AquariusD3,23,23,46,0.5,0.5
MA_Z12_1PIS,Mars,PiscesD1,15,28,43,0.35,0.65
MA_Z12_2PIS,Mars,PiscesD2,19,26,45,0.42,0.58
MA_Z12_3PIS,Mars,PiscesD3,21,23,44,0.48,0.52
ME_Z01_1ARI,Mercury,AriesD1,33,18,51,0.65,0.35
ME_Z01_2ARI,Mercury,AriesD2,28,27,55,0.51,0.49
ME_Z01_3ARI,Mercury,AriesD3,12,15,27,0.44,0.56
ME_Z02_1TAU,Mercury,TaurusD1,15,11,26,0.58,0.42
ME_Z02_2TAU,Mercury,TaurusD2,13,11,24,0.54,0.46
ME_Z02_3TAU,Mercury,TaurusD3,19,30,49,0.39,0.61
ME_Z03_1GEM,Mercury,GeminiD1,28,26,54,0.52,0.48
ME_Z03_2GEM,Mercury,GeminiD2,23,28,51,0.45,0.55
ME_Z03_3GEM,Mercury,GeminiD3,23,31,54,0.43,0.57
ME_Z04_1CAN,Mercury,CancerD1,32,21,53,0.6,0.4
ME_Z04_2CAN,Mercury,CancerD2,35,20,55,0.64,0.36
ME_Z04_3CAN,Mercury,CancerD3,32,22,54,0.59,0.41
ME_Z05_1LEO,Mercury,LeoD1,26,25,51,0.51,0.49
ME_Z05_2LEO,Mercury,LeoD2,29,28,57,0.51,0.49
ME_Z05_3LEO,Mercury,LeoD1,15,32,47,0.32,0.68
ME_Z06_1VIR,Mercury,VirgoD1,12,15,27,0.44,0.56
ME_Z06_2VIR,Mercury,VirgoD2,16,12,28,0.57,0.43
ME_Z06_3VIR,Mercury,VirgoD3,26,25,51,0.51,0.49
ME_Z07_1LIB,Mercury,LibraD1,37,23,60,0.62,0.38
ME_Z07_2LIB,Mercury,LibraD2,30,29,59,0.51,0.49
ME_Z07_3LIB,Mercury,LibraD3,37,29,66,0.56,0.44
ME_Z08_1SCO,Mercury,ScorpioD1,30,26,56,0.54,0.46
ME_Z08_2SCO,Mercury,ScorpioD2,24,42,66,0.36,0.64
ME_Z08_3SCO,Mercury,ScorpioD3,33,35,68,0.49,0.51
ME_Z09_1SAG,Mercury,SagittariusD1,27,27,54,0.5,0.5
ME_Z09_2SAG,Mercury,SagittariusD2,40,35,75,0.53,0.47
ME_Z09_3SAG,Mercury,SagittariusD3,41,23,64,0.64,0.36
ME_Z10_1CAP,Mercury,CapricornD1,24,27,51,0.47,0.53
ME_Z10_2CAP,Mercury,CapricornD2,31,18,49,0.63,0.37
ME_Z10_3CAP,Mercury,CapricornD3,39,26,65,0.6,0.4
ME_Z11_1AQU,Mercury,AquariusD1,17,36,53,0.32,0.68
ME_Z11_2AQU,Mercury,AquariusD2,39,24,63,0.62,0.38
ME_Z11_3AQU,Mercury,AquariusD3,36,27,63,0.57,0.43
ME_Z12_1PIS,Mercury,PiscesD1,25,28,53,0.47,0.53
ME_Z12_2PIS,Mercury,PiscesD2,40,22,62,0.65,0.35
ME_Z12_3PIS,Mercury,PiscesD3,35,25,60,0.58,0.42
MO_Z01_1ARI,Moon,AriesD1,27,29,56,0.48,0.52
MO_Z01_2ARI,Moon,AriesD2,21,35,56,0.38,0.62
MO_Z01_3ARI,Moon,AriesD3,33,23,56,0.59,0.41
MO_Z02_1TAU,Moon,TaurusD1,33,21,54,0.61,0.39
MO_Z02_2TAU,Moon,TaurusD2,28,28,56,0.5,0.5
MO_Z02_3TAU,Moon,TaurusD3,28,27,55,0.51,0.49
