PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,109,115,224,0.49,0.51
CE_VM02,Ceres,Bharani,37,36,73,0.51,0.49
CE_VM03,Ceres,Krittica,26,22,48,0.54,0.46
CE_VM04,Ceres,Rohini,22,10,32,0.69,0.31
CE_VM05,Ceres,Mrigashira,12,20,32,0.38,0.62
CE_VM06,Ceres,Ardra,19,13,32,0.59,0.41
CE_VM07,Ceres,Punavasu,19,15,34,0.56,0.44
CE_VM08,Ceres,Pushya,64,63,127,0.5,0.5
CE_VM09,Ceres,Ashlesha,79,63,142,0.56,0.44
CE_VM10,Ceres,Magha,17,17,34,0.5,0.5
CE_VM11,Ceres,PurvaPhalguni,9,22,31,0.29,0.71
CE_VM12,Ceres,UttaraPhalguni,13,17,30,0.43,0.57
CE_VM13,Ceres,Hasta,15,14,29,0.52,0.48
CE_VM14,Ceres,Chitra,16,14,30,0.53,0.47
CE_VM15,Ceres,Swati,7,24,31,0.23,0.77
CE_VM16,Ceres,Vishakha,18,16,34,0.53,0.47
CE_VM17,Ceres,Anuradha,92,84,176,0.52,0.48
CE_VM18,Ceres,Jyeshtha,59,51,110,0.54,0.46
CE_VM19,Ceres,Mula,14,22,36,0.39,0.61
CE_VM20,Ceres,PurvaAshada,15,18,33,0.45,0.55
CE_VM21,Ceres,UttaraAshada,64,66,130,0.49,0.51
CE_VM22,Ceres,Shravana,37,40,77,0.48,0.52
CE_VM23,Ceres,Danishtha,80,46,126,0.63,0.37
CE_VM24,Ceres,Shatabhisha,146,91,237,0.62,0.38
CE_VM25,Ceres,PurvaBhadrapada,41,31,72,0.57,0.43
CE_VM26,Ceres,UttaraBhadrapada,35,35,70,0.5,0.5
CE_VM27,Ceres,Revati,69,66,135,0.51,0.49
CH_VM25,Chiron,PurvaBhadrapada,422,391,813,0.52,0.48
CH_VM26,Chiron,UttaraBhadrapada,675,599,1274,0.53,0.47
CH_VM27,Chiron,Revati,37,41,78,0.47,0.53
JN_VM01,Juno,Aswini,15,15,30,0.5,0.5
JN_VM02,Juno,Bharani,20,31,51,0.39,0.61
