PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,45,31,76,0.59,0.41
CE_Z02_TAU,Ceres,Taurus,66,68,134,0.49,0.51
CE_Z03_GEM,Ceres,Gemini,126,112,238,0.53,0.47
CE_Z04_CAN,Ceres,Cancer,30,39,69,0.43,0.57
CE_Z05_LEO,Ceres,Leo,153,144,297,0.52,0.48
CE_Z06_VIR,Ceres,Virgo,67,83,150,0.45,0.55
CE_Z07_LIB,Ceres,Libra,59,45,104,0.57,0.43
CE_Z08_SCO,Ceres,Scorpio,27,48,75,0.36,0.64
CE_Z09_SAG,Ceres,Sagittarius,156,139,295,0.53,0.47
CE_Z10_CAP,Ceres,Capricorn,38,38,76,0.5,0.5
CE_Z11_AQU,Ceres,Aquarius,74,52,126,0.59,0.41
CE_Z12_PIS,Ceres,Pisces,161,100,261,0.62,0.38
CH_Z01_ARI,Chiron,Aries,851,747,1598,0.53,0.47
CH_Z12_PIS,Chiron,Pisces,151,152,303,0.5,0.5
JN_Z01_ARI,Juno,Aries,32,44,76,0.42,0.58
JN_Z02_TAU,Juno,Taurus,84,116,200,0.42,0.58
JN_Z03_GEM,Juno,Gemini,52,41,93,0.56,0.44
JN_Z04_CAN,Juno,Cancer,39,23,62,0.63,0.37
JN_Z05_LEO,Juno,Leo,29,34,63,0.46,0.54
JN_Z06_VIR,Juno,Virgo,35,38,73,0.48,0.52
JN_Z07_LIB,Juno,Libra,182,139,321,0.57,0.43
JN_Z08_SCO,Juno,Scorpio,53,36,89,0.6,0.4
JN_Z09_SAG,Juno,Sagittarius,191,140,331,0.58,0.42
JN_Z10_CAP,Juno,Capricorn,65,49,114,0.57,0.43
JN_Z11_AQU,Juno,Aquarius,81,66,147,0.55,0.45
JN_Z12_PIS,Juno,Pisces,159,173,332,0.48,0.52
JU_Z01_ARI,Jupiter,Aries,107,100,207,0.52,0.48
JU_Z08_SCO,Jupiter,Scorpio,181,181,362,0.5,0.5
JU_Z09_SAG,Jupiter,Sagittarius,190,199,389,0.49,0.51
JU_Z10_CAP,Jupiter,Capricorn,225,158,383,0.59,0.41
JU_Z11_AQU,Jupiter,Aquarius,179,120,299,0.6,0.4
JU_Z12_PIS,Jupiter,Pisces,120,141,261,0.46,0.54
MA_Z01_ARI,Mars,Aries,153,125,278,0.55,0.45
MA_Z02_TAU,Mars,Taurus,82,66,148,0.55,0.45
MA_Z03_GEM,Mars,Gemini,145,109,254,0.57,0.43
MA_Z04_CAN,Mars,Cancer,54,41,95,0.57,0.43
MA_Z05_LEO,Mars,Leo,45,51,96,0.47,0.53
MA_Z06_VIR,Mars,Virgo,54,40,94,0.57,0.43
MA_Z07_LIB,Mars,Libra,69,51,120,0.58,0.42
MA_Z08_SCO,Mars,Scorpio,68,69,137,0.5,0.5
MA_Z09_SAG,Mars,Sagittarius,70,66,136,0.51,0.49
MA_Z10_CAP,Mars,Capricorn,84,89,173,0.49,0.51
MA_Z11_AQU,Mars,Aquarius,123,115,238,0.52,0.48
MA_Z12_PIS,Mars,Pisces,55,77,132,0.42,0.58
ME_Z01_ARI,Mercury,Aries,73,60,133,0.55,0.45
ME_Z02_TAU,Mercury,Taurus,47,52,99,0.47,0.53
ME_Z03_GEM,Mercury,Gemini,74,85,159,0.47,0.53
ME_Z04_CAN,Mercury,Cancer,99,63,162,0.61,0.39
ME_Z05_LEO,Mercury,Leo,70,85,155,0.45,0.55
ME_Z06_VIR,Mercury,Virgo,54,52,106,0.51,0.49
ME_Z07_LIB,Mercury,Libra,104,81,185,0.56,0.44
ME_Z08_SCO,Mercury,Scorpio,87,103,190,0.46,0.54
ME_Z09_SAG,Mercury,Sagittarius,108,85,193,0.56,0.44
ME_Z10_CAP,Mercury,Capricorn,94,71,165,0.57,0.43
ME_Z11_AQU,Mercury,Aquarius,92,87,179,0.51,0.49
ME_Z12_PIS,Mercury,Pisces,100,75,175,0.57,0.43
MO_Z01_ARI,Moon,Aries,81,87,168,0.48,0.52
MO_Z02_TAU,Moon,Taurus,89,76,165,0.54,0.46
MO_Z03_GEM,Moon,Gemini,77,83,160,0.48,0.52
MO_Z04_CAN,Moon,Cancer,85,72,157,0.54,0.46
MO_Z05_LEO,Moon,Leo,81,74,155,0.52,0.48
