PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a0,Ceres,Chiron,Conjunction,17,8,25,0.68,0.32
CE_CH_a103,Ceres,Chiron,BiSeptile,14,17,31,0.45,0.55
CE_CH_a120,Ceres,Chiron,Trine,31,30,61,0.51,0.49
CE_CH_a135,Ceres,Chiron,SesquiSquare,23,30,53,0.43,0.57
CE_CH_a144,Ceres,Chiron,BiQuintile,35,28,63,0.56,0.44
CE_CH_a150,Ceres,Chiron,Quincunx,13,7,20,0.65,0.35
CE_CH_a180,Ceres,Chiron,Opposition,3,5,8,0.38,0.62
CE_CH_a30,Ceres,Chiron,SemiSextile,88,56,144,0.61,0.39
CE_CH_a36,Ceres,Chiron,SemiQuintile,107,56,163,0.66,0.34
CE_CH_a45,Ceres,Chiron,SemiSquare,52,47,99,0.53,0.47
CE_CH_a60,Ceres,Chiron,Sextile,25,12,37,0.68,0.32
CE_CH_a72,Ceres,Chiron,Quintile,19,14,33,0.58,0.42
CE_CH_a90,Ceres,Chiron,Square,13,18,31,0.42,0.58
CE_JU_a0,Ceres,Jupiter,Conjunction,10,14,24,0.42,0.58
CE_JU_a103,Ceres,Jupiter,BiSeptile,39,14,53,0.74,0.26
CE_JU_a120,Ceres,Jupiter,Trine,13,7,20,0.65,0.35
CE_JU_a135,Ceres,Jupiter,SesquiSquare,56,28,84,0.67,0.33
CE_JU_a144,Ceres,Jupiter,BiQuintile,44,35,79,0.56,0.44
CE_JU_a150,Ceres,Jupiter,Quincunx,33,28,61,0.54,0.46
CE_JU_a180,Ceres,Jupiter,Opposition,23,9,32,0.72,0.28
CE_JU_a30,Ceres,Jupiter,SemiSextile,14,22,36,0.39,0.61
CE_JU_a36,Ceres,Jupiter,SemiQuintile,46,30,76,0.61,0.39
CE_JU_a45,Ceres,Jupiter,SemiSquare,41,40,81,0.51,0.49
CE_JU_a60,Ceres,Jupiter,Sextile,11,15,26,0.42,0.58
CE_JU_a72,Ceres,Jupiter,Quintile,8,2,10,0.8,0.2
CE_JU_a90,Ceres,Jupiter,Square,23,26,49,0.47,0.53
CE_NE_a0,Ceres,Neptune,Conjunction,12,12,24,0.5,0.5
CE_NE_a103,Ceres,Neptune,BiSeptile,39,32,71,0.55,0.45
CE_NE_a120,Ceres,Neptune,Trine,14,6,20,0.7,0.3
CE_NE_a135,Ceres,Neptune,SesquiSquare,7,13,20,0.35,0.65
CE_NE_a144,Ceres,Neptune,BiQuintile,37,23,60,0.62,0.38
CE_NE_a150,Ceres,Neptune,Quincunx,27,27,54,0.5,0.5
CE_NE_a180,Ceres,Neptune,Opposition,0,9,9,0,1
CE_NE_a30,Ceres,Neptune,SemiSextile,49,48,97,0.51,0.49
CE_NE_a36,Ceres,Neptune,SemiQuintile,52,42,94,0.55,0.45
CE_NE_a45,Ceres,Neptune,SemiSquare,53,36,89,0.6,0.4
CE_NE_a60,Ceres,Neptune,Sextile,17,19,36,0.47,0.53
CE_NE_a72,Ceres,Neptune,Quintile,17,15,32,0.53,0.47
CE_NE_a90,Ceres,Neptune,Square,23,9,32,0.72,0.28
CE_NN_a0,Ceres,NNode,Conjunction,38,33,71,0.54,0.46
CE_NN_a103,Ceres,NNode,BiSeptile,25,17,42,0.6,0.4
CE_NN_a120,Ceres,NNode,Trine,72,35,107,0.67,0.33
CE_NN_a135,Ceres,NNode,SesquiSquare,123,71,194,0.63,0.37
CE_NN_a144,Ceres,NNode,BiQuintile,30,29,59,0.51,0.49
CE_NN_a150,Ceres,NNode,Quincunx,18,23,41,0.44,0.56
CE_NN_a180,Ceres,NNode,Opposition,10,9,19,0.53,0.47
CE_NN_a30,Ceres,NNode,SemiSextile,11,16,27,0.41,0.59
CE_NN_a36,Ceres,NNode,SemiQuintile,16,16,32,0.5,0.5
CE_NN_a45,Ceres,NNode,SemiSquare,25,11,36,0.69,0.31
CE_NN_a60,Ceres,NNode,Sextile,20,15,35,0.57,0.43
CE_NN_a72,Ceres,NNode,Quintile,17,18,35,0.49,0.51
CE_NN_a90,Ceres,NNode,Square,18,19,37,0.49,0.51
CE_PA_a103,Ceres,Pallas,BiSeptile,9,7,16,0.56,0.44
CE_PA_a30,Ceres,Pallas,SemiSextile,165,140,305,0.54,0.46
CE_PA_a36,Ceres,Pallas,SemiQuintile,173,119,292,0.59,0.41
CE_PA_a45,Ceres,Pallas,SemiSquare,57,66,123,0.46,0.54
CE_PA_a60,Ceres,Pallas,Sextile,52,32,84,0.62,0.38
CE_PA_a72,Ceres,Pallas,Quintile,37,32,69,0.54,0.46
CE_PA_a90,Ceres,Pallas,Square,9,5,14,0.64,0.36
CE_PH_a0,Ceres,Pholus,Conjunction,7,16,23,0.3,0.7
CE_PH_a103,Ceres,Pholus,BiSeptile,13,17,30,0.43,0.57
CE_PH_a120,Ceres,Pholus,Trine,38,26,64,0.59,0.41
CE_PH_a135,Ceres,Pholus,SesquiSquare,24,34,58,0.41,0.59
CE_PH_a144,Ceres,Pholus,BiQuintile,48,21,69,0.7,0.3
CE_PH_a150,Ceres,Pholus,Quincunx,13,8,21,0.62,0.38
CE_PH_a180,Ceres,Pholus,Opposition,5,4,9,0.56,0.44
CE_PH_a30,Ceres,Pholus,SemiSextile,59,46,105,0.56,0.44
CE_PH_a36,Ceres,Pholus,SemiQuintile,45,50,95,0.47,0.53
CE_PH_a45,Ceres,Pholus,SemiSquare,50,35,85,0.59,0.41
CE_PH_a60,Ceres,Pholus,Sextile,50,38,88,0.57,0.43
CE_PH_a72,Ceres,Pholus,Quintile,35,24,59,0.59,0.41
CE_PH_a90,Ceres,Pholus,Square,23,7,30,0.77,0.23
CE_PL_a0,Ceres,Pluto,Conjunction,15,8,23,0.65,0.35
CE_PL_a103,Ceres,Pluto,BiSeptile,38,21,59,0.64,0.36
CE_PL_a120,Ceres,Pluto,Trine,13,7,20,0.65,0.35
CE_PL_a135,Ceres,Pluto,SesquiSquare,13,7,20,0.65,0.35
CE_PL_a144,Ceres,Pluto,BiQuintile,14,7,21,0.67,0.33
CE_PL_a150,Ceres,Pluto,Quincunx,43,26,69,0.62,0.38
CE_PL_a180,Ceres,Pluto,Opposition,5,5,10,0.5,0.5
CE_PL_a30,Ceres,Pluto,SemiSextile,28,21,49,0.57,0.43
CE_PL_a36,Ceres,Pluto,SemiQuintile,67,36,103,0.65,0.35
CE_PL_a45,Ceres,Pluto,SemiSquare,75,63,138,0.54,0.46
CE_PL_a60,Ceres,Pluto,Sextile,22,13,35,0.63,0.37
CE_PL_a72,Ceres,Pluto,Quintile,18,15,33,0.55,0.45
CE_PL_a90,Ceres,Pluto,Square,24,8,32,0.75,0.25
CE_SA_a0,Ceres,Saturn,Conjunction,17,12,29,0.59,0.41
CE_SA_a103,Ceres,Saturn,BiSeptile,12,7,19,0.63,0.37
CE_SA_a120,Ceres,Saturn,Trine,33,19,52,0.63,0.37
CE_SA_a135,Ceres,Saturn,SesquiSquare,38,45,83,0.46,0.54
CE_SA_a144,Ceres,Saturn,BiQuintile,56,52,108,0.52,0.48
CE_SA_a150,Ceres,Saturn,Quincunx,35,20,55,0.64,0.36
CE_SA_a180,Ceres,Saturn,Opposition,3,6,9,0.33,0.67
CE_SA_a30,Ceres,Saturn,SemiSextile,20,22,42,0.48,0.52
CE_SA_a36,Ceres,Saturn,SemiQuintile,96,69,165,0.58,0.42
CE_SA_a45,Ceres,Saturn,SemiSquare,89,59,148,0.6,0.4
CE_SA_a60,Ceres,Saturn,Sextile,35,50,85,0.41,0.59
CE_SA_a72,Ceres,Saturn,Quintile,14,23,37,0.38,0.62
CE_SA_a90,Ceres,Saturn,Square,12,9,21,0.57,0.43
CE_SN_a0,Ceres,SNode,Conjunction,10,9,19,0.53,0.47
CE_SN_a103,Ceres,SNode,BiSeptile,20,16,36,0.56,0.44
CE_SN_a120,Ceres,SNode,Trine,20,15,35,0.57,0.43
CE_SN_a135,Ceres,SNode,SesquiSquare,25,11,36,0.69,0.31
CE_SN_a144,Ceres,SNode,BiQuintile,16,17,33,0.48,0.52
CE_SN_a150,Ceres,SNode,Quincunx,11,16,27,0.41,0.59
CE_SN_a180,Ceres,SNode,Opposition,38,33,71,0.54,0.46
CE_SN_a30,Ceres,SNode,SemiSextile,18,23,41,0.44,0.56
CE_SN_a36,Ceres,SNode,SemiQuintile,30,29,59,0.51,0.49
CE_SN_a45,Ceres,SNode,SemiSquare,123,71,194,0.63,0.37
CE_SN_a60,Ceres,SNode,Sextile,72,36,108,0.67,0.33
CE_SN_a72,Ceres,SNode,Quintile,54,47,101,0.53,0.47
CE_SN_a90,Ceres,SNode,Square,18,19,37,0.49,0.51
CE_UR_a0,Ceres,Uranus,Conjunction,42,23,65,0.65,0.35
CE_UR_a103,Ceres,Uranus,BiSeptile,35,35,70,0.5,0.5
CE_UR_a120,Ceres,Uranus,Trine,21,9,30,0.7,0.3
CE_UR_a135,Ceres,Uranus,SesquiSquare,7,23,30,0.23,0.77
CE_UR_a144,Ceres,Uranus,BiQuintile,32,31,63,0.51,0.49
CE_UR_a150,Ceres,Uranus,Quincunx,31,27,58,0.53,0.47
CE_UR_a180,Ceres,Uranus,Opposition,1,8,9,0.11,0.89
CE_UR_a30,Ceres,Uranus,SemiSextile,28,8,36,0.78,0.22
CE_UR_a36,Ceres,Uranus,SemiQuintile,21,14,35,0.6,0.4
CE_UR_a45,Ceres,Uranus,SemiSquare,18,16,34,0.53,0.47
CE_UR_a60,Ceres,Uranus,Sextile,61,30,91,0.67,0.33
CE_UR_a72,Ceres,Uranus,Quintile,85,61,146,0.58,0.42
CE_UR_a90,Ceres,Uranus,Square,18,16,34,0.53,0.47
CH_PH_a90,Chiron,Pholus,Square,432,359,791,0.55,0.45
CH_PL_a60,Chiron,Pluto,Sextile,58,67,125,0.46,0.54
CH_PL_a72,Chiron,Pluto,Quintile,401,323,724,0.55,0.45
CH_UR_a30,Chiron,Uranus,SemiSextile,1132,912,2044,0.55,0.45
JN_CE_a103,Juno,Ceres,BiSeptile,83,56,139,0.6,0.4
JN_CE_a120,Juno,Ceres,Trine,108,88,196,0.55,0.45
JN_CE_a135,Juno,Ceres,SesquiSquare,46,43,89,0.52,0.48
JN_CE_a144,Juno,Ceres,BiQuintile,49,28,77,0.64,0.36
JN_CE_a150,Juno,Ceres,Quincunx,50,37,87,0.57,0.43
JN_CE_a180,Juno,Ceres,Opposition,47,37,84,0.56,0.44
JN_CE_a90,Juno,Ceres,Square,17,30,47,0.36,0.64
JN_CH_a0,Juno,Chiron,Conjunction,4,5,9,0.44,0.56
JN_CH_a103,Juno,Chiron,BiSeptile,11,10,21,0.52,0.48
JN_CH_a120,Juno,Chiron,Trine,25,9,34,0.74,0.26
JN_CH_a135,Juno,Chiron,SesquiSquare,71,44,115,0.62,0.38
JN_CH_a144,Juno,Chiron,BiQuintile,79,65,144,0.55,0.45
JN_CH_a150,Juno,Chiron,Quincunx,37,37,74,0.5,0.5
JN_CH_a180,Juno,Chiron,Opposition,38,33,71,0.54,0.46
JN_CH_a30,Juno,Chiron,SemiSextile,16,3,19,0.84,0.16
JN_CH_a36,Juno,Chiron,SemiQuintile,11,9,20,0.55,0.45
JN_CH_a45,Juno,Chiron,SemiSquare,6,14,20,0.3,0.7
JN_CH_a60,Juno,Chiron,Sextile,40,43,83,0.48,0.52
JN_CH_a72,Juno,Chiron,Quintile,55,27,82,0.67,0.33
JN_CH_a90,Juno,Chiron,Square,14,9,23,0.61,0.39
JN_JU_a0,Juno,Jupiter,Conjunction,13,8,21,0.62,0.38
JN_JU_a103,Juno,Jupiter,BiSeptile,22,24,46,0.48,0.52
JN_JU_a120,Juno,Jupiter,Trine,8,7,15,0.53,0.47
JN_JU_a135,Juno,Jupiter,SesquiSquare,8,6,14,0.57,0.43
JN_JU_a144,Juno,Jupiter,BiQuintile,9,5,14,0.64,0.36
JN_JU_a150,Juno,Jupiter,Quincunx,8,6,14,0.57,0.43
JN_JU_a180,Juno,Jupiter,Opposition,10,23,33,0.3,0.7
JN_JU_a30,Juno,Jupiter,SemiSextile,13,9,22,0.59,0.41
JN_JU_a36,Juno,Jupiter,SemiQuintile,14,5,19,0.74,0.26
JN_JU_a45,Juno,Jupiter,SemiSquare,51,31,82,0.62,0.38
JN_JU_a60,Juno,Jupiter,Sextile,56,27,83,0.67,0.33
JN_JU_a72,Juno,Jupiter,Quintile,53,29,82,0.65,0.35
JN_JU_a90,Juno,Jupiter,Square,42,41,83,0.51,0.49
JN_NE_a0,Juno,Neptune,Conjunction,1,8,9,0.11,0.89
JN_NE_a103,Juno,Neptune,BiSeptile,27,8,35,0.77,0.23
JN_NE_a120,Juno,Neptune,Trine,44,28,72,0.61,0.39
JN_NE_a135,Juno,Neptune,SesquiSquare,13,20,33,0.39,0.61
JN_NE_a144,Juno,Neptune,BiQuintile,50,42,92,0.54,0.46
JN_NE_a150,Juno,Neptune,Quincunx,60,57,117,0.51,0.49
JN_NE_a180,Juno,Neptune,Opposition,9,10,19,0.47,0.53
JN_NE_a30,Juno,Neptune,SemiSextile,9,10,19,0.47,0.53
JN_NE_a36,Juno,Neptune,SemiQuintile,11,9,20,0.55,0.45
JN_NE_a45,Juno,Neptune,SemiSquare,18,2,20,0.9,0.1
JN_NE_a60,Juno,Neptune,Sextile,30,38,68,0.44,0.56
JN_NE_a72,Juno,Neptune,Quintile,42,47,89,0.47,0.53
JN_NE_a90,Juno,Neptune,Square,43,43,86,0.5,0.5
JN_NN_a0,Juno,NNode,Conjunction,8,10,18,0.44,0.56
JN_NN_a103,Juno,NNode,BiSeptile,47,41,88,0.53,0.47
JN_NN_a120,Juno,NNode,Trine,17,14,31,0.55,0.45
JN_NN_a135,Juno,NNode,SesquiSquare,55,23,78,0.71,0.29
JN_NN_a144,Juno,NNode,BiQuintile,19,11,30,0.63,0.37
JN_NN_a150,Juno,NNode,Quincunx,19,10,29,0.66,0.34
JN_NN_a180,Juno,NNode,Opposition,14,8,22,0.64,0.36
JN_NN_a30,Juno,NNode,SemiSextile,21,15,36,0.58,0.42
JN_NN_a36,Juno,NNode,SemiQuintile,21,17,38,0.55,0.45
JN_NN_a45,Juno,NNode,SemiSquare,56,51,107,0.52,0.48
JN_NN_a60,Juno,NNode,Sextile,59,81,140,0.42,0.58
JN_NN_a72,Juno,NNode,Quintile,18,22,40,0.45,0.55
JN_NN_a90,Juno,NNode,Square,21,12,33,0.64,0.36
JN_PA_a103,Juno,Pallas,BiSeptile,46,36,82,0.56,0.44
JN_PA_a120,Juno,Pallas,Trine,37,28,65,0.57,0.43
JN_PA_a135,Juno,Pallas,SesquiSquare,16,16,32,0.5,0.5
JN_PA_a144,Juno,Pallas,BiQuintile,32,31,63,0.51,0.49
JN_PA_a150,Juno,Pallas,Quincunx,14,19,33,0.42,0.58
JN_PA_a60,Juno,Pallas,Sextile,39,41,80,0.49,0.51
JN_PA_a72,Juno,Pallas,Quintile,169,101,270,0.63,0.37
JN_PA_a90,Juno,Pallas,Square,64,60,124,0.52,0.48
JN_PH_a0,Juno,Pholus,Conjunction,10,4,14,0.71,0.29
JN_PH_a103,Juno,Pholus,BiSeptile,10,19,29,0.34,0.66
JN_PH_a120,Juno,Pholus,Trine,16,12,28,0.57,0.43
JN_PH_a135,Juno,Pholus,SesquiSquare,28,32,60,0.47,0.53
JN_PH_a144,Juno,Pholus,BiQuintile,43,50,93,0.46,0.54
JN_PH_a150,Juno,Pholus,Quincunx,33,33,66,0.5,0.5
JN_PH_a180,Juno,Pholus,Opposition,6,3,9,0.67,0.33
JN_PH_a30,Juno,Pholus,SemiSextile,28,12,40,0.7,0.3
JN_PH_a36,Juno,Pholus,SemiQuintile,23,16,39,0.59,0.41
JN_PH_a45,Juno,Pholus,SemiSquare,58,42,100,0.58,0.42
JN_PH_a60,Juno,Pholus,Sextile,21,15,36,0.58,0.42
JN_PH_a72,Juno,Pholus,Quintile,47,40,87,0.54,0.46
JN_PH_a90,Juno,Pholus,Square,15,16,31,0.48,0.52
JN_PL_a0,Juno,Pluto,Conjunction,40,15,55,0.73,0.27
JN_PL_a103,Juno,Pluto,BiSeptile,34,36,70,0.49,0.51
JN_PL_a120,Juno,Pluto,Trine,37,38,75,0.49,0.51
JN_PL_a135,Juno,Pluto,SesquiSquare,16,15,31,0.52,0.48
JN_PL_a144,Juno,Pluto,BiQuintile,22,34,56,0.39,0.61
JN_PL_a150,Juno,Pluto,Quincunx,39,23,62,0.63,0.37
JN_PL_a180,Juno,Pluto,Opposition,4,4,8,0.5,0.5
JN_PL_a30,Juno,Pluto,SemiSextile,13,10,23,0.57,0.43
JN_PL_a36,Juno,Pluto,SemiQuintile,43,26,69,0.62,0.38
JN_PL_a45,Juno,Pluto,SemiSquare,16,22,38,0.42,0.58
JN_PL_a60,Juno,Pluto,Sextile,33,24,57,0.58,0.42
