PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,176,108,284,0.62,0.38
CE_Z02_TAU,Ceres,Taurus,166,140,306,0.54,0.46
CE_Z03_GEM,Ceres,Gemini,163,147,310,0.53,0.47
CE_Z04_CAN,Ceres,Cancer,73,72,145,0.5,0.5
CE_Z05_LEO,Ceres,Leo,175,170,345,0.51,0.49
CE_Z06_VIR,Ceres,Virgo,73,77,150,0.49,0.51
CE_Z07_LIB,Ceres,Libra,55,49,104,0.53,0.47
CE_Z08_SCO,Ceres,Scorpio,44,69,113,0.39,0.61
CE_Z09_SAG,Ceres,Sagittarius,189,179,368,0.51,0.49
CE_Z10_CAP,Ceres,Capricorn,132,114,246,0.54,0.46
CE_Z11_AQU,Ceres,Aquarius,186,155,341,0.55,0.45
CE_Z12_PIS,Ceres,Pisces,209,129,338,0.62,0.38
CH_Z01_ARI,Chiron,Aries,837,761,1598,0.52,0.48
CH_Z12_PIS,Chiron,Pisces,804,648,1452,0.55,0.45
JN_Z01_ARI,Juno,Aries,35,41,76,0.46,0.54
JN_Z02_TAU,Juno,Taurus,89,111,200,0.44,0.56
JN_Z03_GEM,Juno,Gemini,56,37,93,0.6,0.4
JN_Z04_CAN,Juno,Cancer,48,32,80,0.6,0.4
JN_Z05_LEO,Juno,Leo,166,163,329,0.5,0.5
JN_Z06_VIR,Juno,Virgo,64,88,152,0.42,0.58
JN_Z07_LIB,Juno,Libra,242,194,436,0.56,0.44
JN_Z08_SCO,Juno,Scorpio,241,149,390,0.62,0.38
JN_Z09_SAG,Juno,Sagittarius,241,179,420,0.57,0.43
JN_Z10_CAP,Juno,Capricorn,234,161,395,0.59,0.41
JN_Z11_AQU,Juno,Aquarius,73,74,147,0.5,0.5
JN_Z12_PIS,Juno,Pisces,152,180,332,0.46,0.54
JU_Z01_ARI,Jupiter,Aries,104,103,207,0.5,0.5
JU_Z05_LEO,Jupiter,Leo,159,167,326,0.49,0.51
JU_Z06_VIR,Jupiter,Virgo,235,160,395,0.59,0.41
JU_Z07_LIB,Jupiter,Libra,250,146,396,0.63,0.37
JU_Z08_SCO,Jupiter,Scorpio,202,192,394,0.51,0.49
JU_Z09_SAG,Jupiter,Sagittarius,191,198,389,0.49,0.51
JU_Z10_CAP,Jupiter,Capricorn,222,161,383,0.58,0.42
JU_Z11_AQU,Jupiter,Aquarius,166,133,299,0.56,0.44
JU_Z12_PIS,Jupiter,Pisces,112,149,261,0.43,0.57
MA_Z01_ARI,Mars,Aries,213,145,358,0.59,0.41
