PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,133,91,224,0.59,0.41
CE_VM02,Ceres,Bharani,33,40,73,0.45,0.55
CE_VM03,Ceres,Krittica,56,20,76,0.74,0.26
CE_VM04,Ceres,Rohini,27,13,40,0.68,0.32
CE_VM05,Ceres,Mrigashira,14,18,32,0.44,0.56
CE_VM06,Ceres,Ardra,21,11,32,0.66,0.34
CE_VM07,Ceres,Punavasu,17,17,34,0.5,0.5
CE_VM08,Ceres,Pushya,70,57,127,0.55,0.45
CE_VM09,Ceres,Ashlesha,72,70,142,0.51,0.49
CE_VM10,Ceres,Magha,20,14,34,0.59,0.41
CE_VM11,Ceres,PurvaPhalguni,14,17,31,0.45,0.55
CE_VM12,Ceres,UttaraPhalguni,18,12,30,0.6,0.4
CE_VM13,Ceres,Hasta,14,15,29,0.48,0.52
CE_VM14,Ceres,Chitra,10,20,30,0.33,0.67
CE_VM15,Ceres,Swati,7,24,31,0.23,0.77
CE_VM16,Ceres,Vishakha,32,34,66,0.48,0.52
CE_VM17,Ceres,Anuradha,107,101,208,0.51,0.49
CE_VM18,Ceres,Jyeshtha,76,66,142,0.54,0.46
CE_VM19,Ceres,Mula,27,43,70,0.39,0.61
CE_VM20,Ceres,PurvaAshada,33,36,69,0.48,0.52
CE_VM21,Ceres,UttaraAshada,113,87,200,0.56,0.44
CE_VM22,Ceres,Shravana,86,79,165,0.52,0.48
CE_VM23,Ceres,Danishtha,79,47,126,0.63,0.37
CE_VM24,Ceres,Shatabhisha,145,92,237,0.61,0.39
CE_VM25,Ceres,PurvaBhadrapada,42,30,72,0.58,0.42
CE_VM26,Ceres,UttaraBhadrapada,44,26,70,0.63,0.37
CE_VM27,Ceres,Revati,81,54,135,0.6,0.4
CH_VM24,Chiron,Shatabhisha,38,50,88,0.43,0.57
CH_VM25,Chiron,PurvaBhadrapada,608,441,1049,0.58,0.42
CH_VM26,Chiron,UttaraBhadrapada,688,586,1274,0.54,0.46
CH_VM27,Chiron,Revati,57,57,114,0.5,0.5
JN_VM01,Juno,Aswini,18,12,30,0.6,0.4
JN_VM02,Juno,Bharani,24,27,51,0.47,0.53
JN_VM03,Juno,Krittica,72,95,167,0.43,0.57
JN_VM04,Juno,Rohini,18,13,31,0.58,0.42
JN_VM05,Juno,Mrigashira,20,9,29,0.69,0.31
JN_VM06,Juno,Ardra,20,7,27,0.74,0.26
JN_VM07,Juno,Punavasu,20,19,39,0.51,0.49
JN_VM08,Juno,Pushya,82,77,159,0.52,0.48
JN_VM09,Juno,Ashlesha,75,78,153,0.49,0.51
JN_VM10,Juno,Magha,33,33,66,0.5,0.5
JN_VM11,Juno,PurvaPhalguni,24,43,67,0.36,0.64
JN_VM12,Juno,UttaraPhalguni,30,39,69,0.43,0.57
JN_VM13,Juno,Hasta,134,91,225,0.6,0.4
JN_VM14,Juno,Chitra,112,94,206,0.54,0.46
JN_VM15,Juno,Swati,137,94,231,0.59,0.41
JN_VM16,Juno,Vishakha,79,44,123,0.64,0.36
JN_VM17,Juno,Anuradha,81,49,130,0.62,0.38
JN_VM18,Juno,Jyeshtha,103,92,195,0.53,0.47
JN_VM19,Juno,Mula,88,45,133,0.66,0.34
JN_VM20,Juno,PurvaAshada,115,70,185,0.62,0.38
JN_VM21,Juno,UttaraAshada,23,12,35,0.66,0.34
JN_VM22,Juno,Shravana,13,18,31,0.42,0.58
JN_VM23,Juno,Danishtha,16,14,30,0.53,0.47
JN_VM24,Juno,Shatabhisha,15,13,28,0.54,0.46
JN_VM25,Juno,PurvaBhadrapada,15,13,28,0.54,0.46
JN_VM26,Juno,UttaraBhadrapada,11,17,28,0.39,0.61
JN_VM27,Juno,Revati,13,16,29,0.45,0.55
JU_VM09,Jupiter,Ashlesha,145,152,297,0.49,0.51
JU_VM10,Jupiter,Magha,28,35,63,0.44,0.56
JU_VM11,Jupiter,PurvaPhalguni,143,88,231,0.62,0.38
JU_VM12,Jupiter,UttaraPhalguni,86,62,148,0.58,0.42
JU_VM13,Jupiter,Hasta,114,64,178,0.64,0.36
JU_VM14,Jupiter,Chitra,130,73,203,0.64,0.36
JU_VM15,Jupiter,Swati,65,40,105,0.62,0.38
JU_VM16,Jupiter,Vishakha,131,143,274,0.48,0.52
JU_VM17,Jupiter,Anuradha,19,41,60,0.32,0.68
JU_VM18,Jupiter,Jyeshtha,145,138,283,0.51,0.49
JU_VM19,Jupiter,Mula,43,47,90,0.48,0.52
JU_VM20,Jupiter,PurvaAshada,91,64,155,0.59,0.41
JU_VM21,Jupiter,UttaraAshada,132,78,210,0.63,0.37
JU_VM22,Jupiter,Shravana,29,28,57,0.51,0.49
JU_VM23,Jupiter,Danishtha,65,44,109,0.6,0.4
JU_VM24,Jupiter,Shatabhisha,25,37,62,0.4,0.6
MA_VM01,Mars,Aswini,71,64,135,0.53,0.47
MA_VM02,Mars,Bharani,45,37,82,0.55,0.45
MA_VM03,Mars,Krittica,52,29,81,0.64,0.36
MA_VM04,Mars,Rohini,51,30,81,0.63,0.37
MA_VM05,Mars,Mrigashira,54,29,83,0.65,0.35
MA_VM06,Mars,Ardra,44,38,82,0.54,0.46
MA_VM07,Mars,Punavasu,45,39,84,0.54,0.46
MA_VM08,Mars,Pushya,37,47,84,0.44,0.56
MA_VM09,Mars,Ashlesha,47,37,84,0.56,0.44
MA_VM10,Mars,Magha,50,34,84,0.6,0.4
MA_VM11,Mars,PurvaPhalguni,45,31,76,0.59,0.41
MA_VM12,Mars,UttaraPhalguni,29,36,65,0.45,0.55
MA_VM13,Mars,Hasta,38,26,64,0.59,0.41
MA_VM14,Mars,Chitra,37,28,65,0.57,0.43
MA_VM15,Mars,Swati,30,37,67,0.45,0.55
MA_VM16,Mars,Vishakha,61,61,122,0.5,0.5
MA_VM17,Mars,Anuradha,106,73,179,0.59,0.41
MA_VM18,Mars,Jyeshtha,52,32,84,0.62,0.38
MA_VM19,Mars,Mula,36,46,82,0.44,0.56
MA_VM20,Mars,PurvaAshada,44,37,81,0.54,0.46
MA_VM21,Mars,UttaraAshada,69,78,147,0.47,0.53
MA_VM22,Mars,Shravana,80,64,144,0.56,0.44
MA_VM23,Mars,Danishtha,36,41,77,0.47,0.53
MA_VM24,Mars,Shatabhisha,38,36,74,0.51,0.49
MA_VM25,Mars,PurvaBhadrapada,41,36,77,0.53,0.47
MA_VM26,Mars,UttaraBhadrapada,39,38,77,0.51,0.49
MA_VM27,Mars,Revati,114,50,164,0.7,0.3
ME_VM01,Mercury,Aswini,67,34,101,0.66,0.34
ME_VM02,Mercury,Bharani,54,27,81,0.67,0.33
ME_VM03,Mercury,Krittica,42,28,70,0.6,0.4
ME_VM04,Mercury,Rohini,56,55,111,0.5,0.5
ME_VM05,Mercury,Mrigashira,42,49,91,0.46,0.54
ME_VM06,Mercury,Ardra,49,40,89,0.55,0.45
ME_VM07,Mercury,Punavasu,48,30,78,0.62,0.38
ME_VM08,Mercury,Pushya,53,32,85,0.62,0.38
ME_VM09,Mercury,Ashlesha,50,50,100,0.5,0.5
ME_VM10,Mercury,Magha,39,43,82,0.48,0.52
ME_VM11,Mercury,PurvaPhalguni,50,44,94,0.53,0.47
ME_VM12,Mercury,UttaraPhalguni,54,35,89,0.61,0.39
ME_VM13,Mercury,Hasta,48,41,89,0.54,0.46
ME_VM14,Mercury,Chitra,53,49,102,0.52,0.48
ME_VM15,Mercury,Swati,61,49,110,0.55,0.45
ME_VM16,Mercury,Vishakha,46,49,95,0.48,0.52
ME_VM17,Mercury,Anuradha,43,53,96,0.45,0.55
ME_VM18,Mercury,Jyeshtha,49,56,105,0.47,0.53
ME_VM19,Mercury,Mula,57,43,100,0.57,0.43
ME_VM20,Mercury,PurvaAshada,67,37,104,0.64,0.36
ME_VM21,Mercury,UttaraAshada,56,43,99,0.57,0.43
ME_VM22,Mercury,Shravana,59,54,113,0.52,0.48
ME_VM23,Mercury,Danishtha,56,40,96,0.58,0.42
ME_VM24,Mercury,Shatabhisha,42,47,89,0.47,0.53
ME_VM25,Mercury,PurvaBhadrapada,65,26,91,0.71,0.29
ME_VM26,Mercury,UttaraBhadrapada,49,41,90,0.54,0.46
ME_VM27,Mercury,Revati,36,39,75,0.48,0.52
MO_VM01,Moon,Aswini,48,43,91,0.53,0.47
MO_VM02,Moon,Bharani,49,45,94,0.52,0.48
MO_VM03,Moon,Krittica,44,44,88,0.5,0.5
MO_VM04,Moon,Rohini,53,39,92,0.58,0.42
MO_VM05,Moon,Mrigashira,48,41,89,0.54,0.46
MO_VM06,Moon,Ardra,49,42,91,0.54,0.46
MO_VM07,Moon,Punavasu,51,41,92,0.55,0.45
MO_VM08,Moon,Pushya,49,42,91,0.54,0.46
MO_VM09,Moon,Ashlesha,49,41,90,0.54,0.46
MO_VM10,Moon,Magha,40,52,92,0.43,0.57
MO_VM11,Moon,PurvaPhalguni,49,42,91,0.54,0.46
MO_VM12,Moon,UttaraPhalguni,60,36,96,0.62,0.38
MO_VM13,Moon,Hasta,53,39,92,0.58,0.42
MO_VM14,Moon,Chitra,50,47,97,0.52,0.48
MO_VM15,Moon,Swati,57,37,94,0.61,0.39
MO_VM16,Moon,Vishakha,51,45,96,0.53,0.47
MO_VM17,Moon,Anuradha,52,43,95,0.55,0.45
MO_VM18,Moon,Jyeshtha,54,44,98,0.55,0.45
MO_VM19,Moon,Mula,49,46,95,0.52,0.48
MO_VM20,Moon,PurvaAshada,49,50,99,0.49,0.51
MO_VM21,Moon,UttaraAshada,50,45,95,0.53,0.47
MO_VM22,Moon,Shravana,59,38,97,0.61,0.39
MO_VM23,Moon,Danishtha,59,35,94,0.63,0.37
MO_VM24,Moon,Shatabhisha,51,44,95,0.54,0.46
MO_VM25,Moon,PurvaBhadrapada,59,36,95,0.62,0.38
MO_VM26,Moon,UttaraBhadrapada,56,38,94,0.6,0.4
MO_VM27,Moon,Revati,53,39,92,0.58,0.42
NE_VM24,Neptune,Shatabhisha,711,555,1266,0.56,0.44
NE_VM25,Neptune,PurvaBhadrapada,680,579,1259,0.54,0.46
NN_VM04,NNode,Rohini,109,96,205,0.53,0.47
NN_VM05,NNode,Mrigashira,153,96,249,0.61,0.39
NN_VM06,NNode,Ardra,118,132,250,0.47,0.53
NN_VM07,NNode,Punavasu,146,106,252,0.58,0.42
NN_VM08,NNode,Pushya,113,139,252,0.45,0.55
NN_VM09,NNode,Ashlesha,137,115,252,0.54,0.46
NN_VM10,NNode,Magha,167,84,251,0.67,0.33
NN_VM11,NNode,PurvaPhalguni,150,102,252,0.6,0.4
NN_VM12,NNode,UttaraPhalguni,146,106,252,0.58,0.42
NN_VM13,NNode,Hasta,124,128,252,0.49,0.51
NN_VM14,NNode,Chitra,28,30,58,0.48,0.52
PA_VM01,Pallas,Aswini,85,71,156,0.54,0.46
PA_VM02,Pallas,Bharani,71,51,122,0.58,0.42
PA_VM03,Pallas,Krittica,7,18,25,0.28,0.72
PA_VM04,Pallas,Rohini,16,7,23,0.7,0.3
PA_VM05,Pallas,Mrigashira,9,14,23,0.39,0.61
PA_VM06,Pallas,Ardra,9,14,23,0.39,0.61
PA_VM07,Pallas,Punavasu,15,8,23,0.65,0.35
PA_VM08,Pallas,Pushya,14,9,23,0.61,0.39
PA_VM09,Pallas,Ashlesha,8,17,25,0.32,0.68
PA_VM10,Pallas,Magha,14,11,25,0.56,0.44
PA_VM11,Pallas,PurvaPhalguni,15,12,27,0.56,0.44
PA_VM12,Pallas,UttaraPhalguni,9,21,30,0.3,0.7
PA_VM13,Pallas,Hasta,66,59,125,0.53,0.47
PA_VM14,Pallas,Chitra,106,88,194,0.55,0.45
PA_VM15,Pallas,Swati,25,39,64,0.39,0.61
PA_VM16,Pallas,Vishakha,25,38,63,0.4,0.6
PA_VM17,Pallas,Anuradha,23,41,64,0.36,0.64
PA_VM18,Pallas,Jyeshtha,105,101,206,0.51,0.49
PA_VM19,Pallas,Mula,92,69,161,0.57,0.43
PA_VM20,Pallas,PurvaAshada,110,76,186,0.59,0.41
PA_VM21,Pallas,UttaraAshada,119,82,201,0.59,0.41
PA_VM22,Pallas,Shravana,48,31,79,0.61,0.39
PA_VM23,Pallas,Danishtha,145,85,230,0.63,0.37
PA_VM24,Pallas,Shatabhisha,112,77,189,0.59,0.41
PA_VM25,Pallas,PurvaBhadrapada,71,66,137,0.52,0.48
PA_VM26,Pallas,UttaraBhadrapada,40,22,62,0.65,0.35
PA_VM27,Pallas,Revati,32,7,39,0.82,0.18
PH_VM18,Pholus,Jyeshtha,125,121,246,0.51,0.49
PH_VM19,Pholus,Mula,1266,1013,2279,0.56,0.44
PL_VM20,Pluto,PurvaAshada,825,661,1486,0.56,0.44
PL_VM21,Pluto,UttaraAshada,566,473,1039,0.54,0.46
SA_VM16,Saturn,Vishakha,35,37,72,0.49,0.51
SA_VM17,Saturn,Anuradha,243,216,459,0.53,0.47
SA_VM18,Saturn,Jyeshtha,269,184,453,0.59,0.41
SA_VM19,Saturn,Mula,255,193,448,0.57,0.43
SA_VM20,Saturn,PurvaAshada,244,247,491,0.5,0.5
SA_VM21,Saturn,UttaraAshada,233,156,389,0.6,0.4
SA_VM22,Saturn,Shravana,112,101,213,0.53,0.47
SN_VM17,SNode,Anuradha,41,38,79,0.52,0.48
SN_VM18,SNode,Jyeshtha,149,100,249,0.6,0.4
SN_VM19,SNode,Mula,140,110,250,0.56,0.44
SN_VM20,SNode,PurvaAshada,120,132,252,0.48,0.52
SN_VM21,SNode,UttaraAshada,127,125,252,0.5,0.5
SN_VM22,SNode,Shravana,125,127,252,0.5,0.5
SN_VM23,SNode,Danishtha,159,93,252,0.63,0.37
SN_VM24,SNode,Shatabhisha,157,94,251,0.63,0.37
SN_VM25,SNode,PurvaBhadrapada,151,101,252,0.6,0.4
