PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_JU_a0,Ceres,Jupiter,Conjunction,7,3,10,0.7,0.3
CE_JU_a103,Ceres,Jupiter,BiSeptile,7,13,20,0.35,0.65
CE_JU_a120,Ceres,Jupiter,Trine,11,13,24,0.46,0.54
CE_JU_a135,Ceres,Jupiter,SesquiSquare,85,70,155,0.55,0.45
CE_JU_a144,Ceres,Jupiter,BiQuintile,31,33,64,0.48,0.52
CE_JU_a150,Ceres,Jupiter,Quincunx,24,26,50,0.48,0.52
CE_JU_a180,Ceres,Jupiter,Opposition,7,4,11,0.64,0.36
CE_JU_a30,Ceres,Jupiter,SemiSextile,17,17,34,0.5,0.5
CE_JU_a36,Ceres,Jupiter,SemiQuintile,47,62,109,0.43,0.57
CE_JU_a45,Ceres,Jupiter,SemiSquare,46,37,83,0.55,0.45
CE_JU_a60,Ceres,Jupiter,Sextile,13,18,31,0.42,0.58
CE_JU_a72,Ceres,Jupiter,Quintile,26,41,67,0.39,0.61
CE_JU_a90,Ceres,Jupiter,Square,13,8,21,0.62,0.38
CE_MA_a0,Ceres,Mars,Conjunction,10,11,21,0.48,0.52
CE_MA_a103,Ceres,Mars,BiSeptile,43,41,84,0.51,0.49
CE_MA_a120,Ceres,Mars,Trine,7,15,22,0.32,0.68
CE_MA_a135,Ceres,Mars,SesquiSquare,11,9,20,0.55,0.45
CE_MA_a144,Ceres,Mars,BiQuintile,12,9,21,0.57,0.43
CE_MA_a150,Ceres,Mars,Quincunx,8,14,22,0.36,0.64
CE_MA_a180,Ceres,Mars,Opposition,49,32,81,0.6,0.4
CE_MA_a30,Ceres,Mars,SemiSextile,18,34,52,0.35,0.65
CE_MA_a36,Ceres,Mars,SemiQuintile,30,48,78,0.38,0.62
CE_MA_a45,Ceres,Mars,SemiSquare,14,4,18,0.78,0.22
CE_MA_a60,Ceres,Mars,Sextile,9,11,20,0.45,0.55
CE_MA_a72,Ceres,Mars,Quintile,9,12,21,0.43,0.57
CE_MA_a90,Ceres,Mars,Square,71,65,136,0.52,0.48
CE_ME_a0,Ceres,Mercury,Conjunction,5,16,21,0.24,0.76
CE_ME_a103,Ceres,Mercury,BiSeptile,21,41,62,0.34,0.66
CE_ME_a120,Ceres,Mercury,Trine,14,8,22,0.64,0.36
CE_ME_a135,Ceres,Mercury,SesquiSquare,13,9,22,0.59,0.41
CE_ME_a144,Ceres,Mercury,BiQuintile,11,11,22,0.5,0.5
CE_ME_a150,Ceres,Mercury,Quincunx,15,8,23,0.65,0.35
CE_ME_a180,Ceres,Mercury,Opposition,5,7,12,0.42,0.58
CE_ME_a30,Ceres,Mercury,SemiSextile,45,25,70,0.64,0.36
CE_ME_a36,Ceres,Mercury,SemiQuintile,20,34,54,0.37,0.63
CE_ME_a45,Ceres,Mercury,SemiSquare,18,38,56,0.32,0.68
CE_ME_a60,Ceres,Mercury,Sextile,8,11,19,0.42,0.58
CE_ME_a72,Ceres,Mercury,Quintile,33,47,80,0.41,0.59
CE_ME_a90,Ceres,Mercury,Square,9,14,23,0.39,0.61
CE_MO_a0,Ceres,Moon,Conjunction,6,4,10,0.6,0.4
CE_MO_a103,Ceres,Moon,BiSeptile,28,30,58,0.48,0.52
CE_MO_a120,Ceres,Moon,Trine,32,8,40,0.8,0.2
CE_MO_a135,Ceres,Moon,SesquiSquare,11,10,21,0.52,0.48
CE_MO_a144,Ceres,Moon,BiQuintile,8,14,22,0.36,0.64
CE_MO_a150,Ceres,Moon,Quincunx,9,14,23,0.39,0.61
CE_MO_a180,Ceres,Moon,Opposition,3,8,11,0.27,0.73
CE_MO_a30,Ceres,Moon,SemiSextile,40,28,68,0.59,0.41
CE_MO_a36,Ceres,Moon,SemiQuintile,9,14,23,0.39,0.61
CE_MO_a45,Ceres,Moon,SemiSquare,14,21,35,0.4,0.6
CE_MO_a60,Ceres,Moon,Sextile,9,21,30,0.3,0.7
CE_MO_a72,Ceres,Moon,Quintile,13,16,29,0.45,0.55
CE_MO_a90,Ceres,Moon,Square,26,41,67,0.39,0.61
CE_NE_a0,Ceres,Neptune,Conjunction,44,29,73,0.6,0.4
CE_NE_a103,Ceres,Neptune,BiSeptile,21,36,57,0.37,0.63
CE_NE_a120,Ceres,Neptune,Trine,7,12,19,0.37,0.63
CE_NE_a135,Ceres,Neptune,SesquiSquare,14,5,19,0.74,0.26
CE_NE_a144,Ceres,Neptune,BiQuintile,38,47,85,0.45,0.55
CE_NE_a150,Ceres,Neptune,Quincunx,18,34,52,0.35,0.65
CE_NE_a180,Ceres,Neptune,Opposition,7,13,20,0.35,0.65
CE_NE_a30,Ceres,Neptune,SemiSextile,8,13,21,0.38,0.62
CE_NE_a36,Ceres,Neptune,SemiQuintile,13,8,21,0.62,0.38
CE_NE_a45,Ceres,Neptune,SemiSquare,14,8,22,0.64,0.36
CE_NE_a60,Ceres,Neptune,Sextile,8,13,21,0.38,0.62
CE_NE_a72,Ceres,Neptune,Quintile,7,17,24,0.29,0.71
CE_NE_a90,Ceres,Neptune,Square,74,72,146,0.51,0.49
CE_NN_a0,Ceres,NNode,Conjunction,7,13,20,0.35,0.65
CE_NN_a103,Ceres,NNode,BiSeptile,33,32,65,0.51,0.49
CE_NN_a120,Ceres,NNode,Trine,11,11,22,0.5,0.5
CE_NN_a135,Ceres,NNode,SesquiSquare,11,10,21,0.52,0.48
CE_NN_a144,Ceres,NNode,BiQuintile,11,11,22,0.5,0.5
CE_NN_a150,Ceres,NNode,Quincunx,17,6,23,0.74,0.26
CE_NN_a180,Ceres,NNode,Opposition,9,3,12,0.75,0.25
CE_NN_a30,Ceres,NNode,SemiSextile,11,20,31,0.35,0.65
CE_NN_a36,Ceres,NNode,SemiQuintile,15,17,32,0.47,0.53
CE_NN_a45,Ceres,NNode,SemiSquare,17,15,32,0.53,0.47
CE_NN_a60,Ceres,NNode,Sextile,3,17,20,0.15,0.85
CE_NN_a72,Ceres,NNode,Quintile,44,49,93,0.47,0.53
CE_NN_a90,Ceres,NNode,Square,11,11,22,0.5,0.5
CE_PL_a0,Ceres,Pluto,Conjunction,4,7,11,0.36,0.64
CE_PL_a103,Ceres,Pluto,BiSeptile,28,13,41,0.68,0.32
CE_PL_a120,Ceres,Pluto,Trine,10,22,32,0.31,0.69
CE_PL_a135,Ceres,Pluto,SesquiSquare,36,39,75,0.48,0.52
CE_PL_a144,Ceres,Pluto,BiQuintile,47,53,100,0.47,0.53
CE_PL_a150,Ceres,Pluto,Quincunx,47,48,95,0.49,0.51
CE_PL_a180,Ceres,Pluto,Opposition,7,3,10,0.7,0.3
CE_PL_a30,Ceres,Pluto,SemiSextile,11,12,23,0.48,0.52
CE_PL_a36,Ceres,Pluto,SemiQuintile,41,29,70,0.59,0.41
CE_PL_a45,Ceres,Pluto,SemiSquare,71,74,145,0.49,0.51
CE_PL_a60,Ceres,Pluto,Sextile,14,9,23,0.61,0.39
CE_PL_a72,Ceres,Pluto,Quintile,8,13,21,0.38,0.62
CE_PL_a90,Ceres,Pluto,Square,9,10,19,0.47,0.53
CE_SA_a0,Ceres,Saturn,Conjunction,8,4,12,0.67,0.33
CE_SA_a103,Ceres,Saturn,BiSeptile,17,13,30,0.57,0.43
CE_SA_a120,Ceres,Saturn,Trine,12,20,32,0.38,0.62
CE_SA_a135,Ceres,Saturn,SesquiSquare,37,41,78,0.47,0.53
CE_SA_a144,Ceres,Saturn,BiQuintile,13,8,21,0.62,0.38
CE_SA_a150,Ceres,Saturn,Quincunx,10,11,21,0.48,0.52
CE_SA_a180,Ceres,Saturn,Opposition,3,8,11,0.27,0.73
CE_SA_a30,Ceres,Saturn,SemiSextile,15,6,21,0.71,0.29
CE_SA_a36,Ceres,Saturn,SemiQuintile,14,6,20,0.7,0.3
CE_SA_a45,Ceres,Saturn,SemiSquare,8,12,20,0.4,0.6
CE_SA_a60,Ceres,Saturn,Sextile,12,9,21,0.57,0.43
CE_SA_a72,Ceres,Saturn,Quintile,31,32,63,0.49,0.51
CE_SA_a90,Ceres,Saturn,Square,15,18,33,0.45,0.55
CE_SN_a0,Ceres,SNode,Conjunction,9,3,12,0.75,0.25
CE_SN_a103,Ceres,SNode,BiSeptile,23,38,61,0.38,0.62
CE_SN_a120,Ceres,SNode,Trine,3,17,20,0.15,0.85
CE_SN_a135,Ceres,SNode,SesquiSquare,17,15,32,0.53,0.47
CE_SN_a144,Ceres,SNode,BiQuintile,15,17,32,0.47,0.53
CE_SN_a150,Ceres,SNode,Quincunx,11,20,31,0.35,0.65
CE_SN_a180,Ceres,SNode,Opposition,7,13,20,0.35,0.65
CE_SN_a30,Ceres,SNode,SemiSextile,17,6,23,0.74,0.26
CE_SN_a36,Ceres,SNode,SemiQuintile,11,11,22,0.5,0.5
CE_SN_a45,Ceres,SNode,SemiSquare,11,10,21,0.52,0.48
CE_SN_a60,Ceres,SNode,Sextile,11,11,22,0.5,0.5
CE_SN_a72,Ceres,SNode,Quintile,32,33,65,0.49,0.51
CE_SN_a90,Ceres,SNode,Square,11,11,22,0.5,0.5
CE_SU_a0,Ceres,Sun,Conjunction,7,19,26,0.27,0.73
CE_SU_a103,Ceres,Sun,BiSeptile,10,12,22,0.45,0.55
CE_SU_a120,Ceres,Sun,Trine,39,30,69,0.57,0.43
CE_SU_a135,Ceres,Sun,SesquiSquare,6,16,22,0.27,0.73
CE_SU_a144,Ceres,Sun,BiQuintile,14,9,23,0.61,0.39
CE_SU_a150,Ceres,Sun,Quincunx,45,35,80,0.56,0.44
CE_SU_a180,Ceres,Sun,Opposition,6,4,10,0.6,0.4
CE_SU_a30,Ceres,Sun,SemiSextile,11,18,29,0.38,0.62
CE_SU_a36,Ceres,Sun,SemiQuintile,9,22,31,0.29,0.71
CE_SU_a45,Ceres,Sun,SemiSquare,47,43,90,0.52,0.48
CE_SU_a60,Ceres,Sun,Sextile,35,46,81,0.43,0.57
CE_SU_a72,Ceres,Sun,Quintile,44,44,88,0.5,0.5
CE_SU_a90,Ceres,Sun,Square,10,10,20,0.5,0.5
CE_UR_a0,Ceres,Uranus,Conjunction,7,3,10,0.7,0.3
CE_UR_a103,Ceres,Uranus,BiSeptile,20,35,55,0.36,0.64
CE_UR_a120,Ceres,Uranus,Trine,11,19,30,0.37,0.63
CE_UR_a135,Ceres,Uranus,SesquiSquare,50,54,104,0.48,0.52
CE_UR_a144,Ceres,Uranus,BiQuintile,38,46,84,0.45,0.55
CE_UR_a150,Ceres,Uranus,Quincunx,17,17,34,0.5,0.5
CE_UR_a180,Ceres,Uranus,Opposition,6,3,9,0.67,0.33
CE_UR_a30,Ceres,Uranus,SemiSextile,33,35,68,0.49,0.51
