PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CECH_a103,Ceres,Chiron,BiSeptile,5,6,11,0.45,0.55
CECH_a120,Ceres,Chiron,Trine,25,22,47,0.53,0.47
CECH_a135,Ceres,Chiron,SesquiSquare,19,34,53,0.36,0.64
CECH_a144,Ceres,Chiron,BiQuintile,35,28,63,0.56,0.44
CECH_a150,Ceres,Chiron,Quincunx,10,10,20,0.5,0.5
CECH_a180,Ceres,Chiron,Opposition,2,6,8,0.25,0.75
CECH_a30,Ceres,Chiron,SemiSextile,37,31,68,0.54,0.46
CECH_a36,Ceres,Chiron,SemiQuintile,51,40,91,0.56,0.44
CECH_a45,Ceres,Chiron,SemiSquare,9,5,14,0.64,0.36
CECH_a60,Ceres,Chiron,Sextile,8,3,11,0.73,0.27
CECH_a72,Ceres,Chiron,Quintile,6,5,11,0.55,0.45
CECH_a90,Ceres,Chiron,Square,5,6,11,0.45,0.55
CEJU_a0,Ceres,Jupiter,Conjunction,14,10,24,0.58,0.42
CEJU_a103,Ceres,Jupiter,BiSeptile,18,9,27,0.67,0.33
CEJU_a30,Ceres,Jupiter,SemiSextile,15,21,36,0.42,0.58
CEJU_a36,Ceres,Jupiter,SemiQuintile,43,33,76,0.57,0.43
CEJU_a45,Ceres,Jupiter,SemiSquare,30,27,57,0.53,0.47
CEJU_a60,Ceres,Jupiter,Sextile,2,9,11,0.18,0.82
CEJU_a72,Ceres,Jupiter,Quintile,6,4,10,0.6,0.4
CEJU_a90,Ceres,Jupiter,Square,12,11,23,0.52,0.48
CENE_a0,Ceres,Neptune,Conjunction,7,6,13,0.54,0.46
CENE_a103,Ceres,Neptune,BiSeptile,26,25,51,0.51,0.49
CENE_a120,Ceres,Neptune,Trine,5,5,10,0.5,0.5
CENE_a135,Ceres,Neptune,SesquiSquare,3,6,9,0.33,0.67
CENE_a144,Ceres,Neptune,BiQuintile,27,33,60,0.45,0.55
CENE_a150,Ceres,Neptune,Quincunx,20,34,54,0.37,0.63
CENE_a180,Ceres,Neptune,Opposition,2,7,9,0.22,0.78
CENE_a30,Ceres,Neptune,SemiSextile,8,5,13,0.62,0.38
CENE_a36,Ceres,Neptune,SemiQuintile,5,7,12,0.42,0.58
CENE_a45,Ceres,Neptune,SemiSquare,8,4,12,0.67,0.33
CENE_a60,Ceres,Neptune,Sextile,6,5,11,0.55,0.45
CENE_a72,Ceres,Neptune,Quintile,6,5,11,0.55,0.45
CENE_a90,Ceres,Neptune,Square,6,6,12,0.5,0.5
CENN_a0,Ceres,NNode,Conjunction,39,32,71,0.55,0.45
CENN_a103,Ceres,NNode,BiSeptile,9,13,22,0.41,0.59
CENN_a120,Ceres,NNode,Trine,13,10,23,0.57,0.43
CENN_a135,Ceres,NNode,SesquiSquare,52,47,99,0.53,0.47
CENN_a144,Ceres,NNode,BiQuintile,17,20,37,0.46,0.54
CENN_a150,Ceres,NNode,Quincunx,9,11,20,0.45,0.55
CENN_a180,Ceres,NNode,Opposition,6,3,9,0.67,0.33
CENN_a30,Ceres,NNode,SemiSextile,6,3,9,0.67,0.33
CENN_a36,Ceres,NNode,SemiQuintile,2,7,9,0.22,0.78
CENN_a45,Ceres,NNode,SemiSquare,4,4,8,0.5,0.5
CENN_a60,Ceres,NNode,Sextile,3,5,8,0.38,0.62
CENN_a72,Ceres,NNode,Quintile,4,5,9,0.44,0.56
CENN_a90,Ceres,NNode,Square,6,13,19,0.32,0.68
CEPA_a103,Ceres,Pallas,BiSeptile,10,6,16,0.62,0.38
CEPA_a30,Ceres,Pallas,SemiSextile,83,76,159,0.52,0.48
CEPA_a36,Ceres,Pallas,SemiQuintile,101,70,171,0.59,0.41
CEPA_a45,Ceres,Pallas,SemiSquare,35,36,71,0.49,0.51
CEPA_a60,Ceres,Pallas,Sextile,18,20,38,0.47,0.53
CEPA_a72,Ceres,Pallas,Quintile,3,5,8,0.38,0.62
CEPA_a90,Ceres,Pallas,Square,6,8,14,0.43,0.57
CEPH_a0,Ceres,Pholus,Conjunction,5,7,12,0.42,0.58
CEPH_a103,Ceres,Pholus,BiSeptile,1,8,9,0.11,0.89
CEPH_a120,Ceres,Pholus,Trine,5,5,10,0.5,0.5
CEPH_a135,Ceres,Pholus,SesquiSquare,18,29,47,0.38,0.62
CEPH_a144,Ceres,Pholus,BiQuintile,24,26,50,0.48,0.52
CEPH_a30,Ceres,Pholus,SemiSextile,41,39,80,0.51,0.49
CEPH_a36,Ceres,Pholus,SemiQuintile,10,14,24,0.42,0.58
CEPH_a45,Ceres,Pholus,SemiSquare,15,8,23,0.65,0.35
CEPH_a60,Ceres,Pholus,Sextile,41,35,76,0.54,0.46
CEPH_a72,Ceres,Pholus,Quintile,24,24,48,0.5,0.5
CEPH_a90,Ceres,Pholus,Square,4,5,9,0.44,0.56
CEPL_a0,Ceres,Pluto,Conjunction,5,6,11,0.45,0.55
CEPL_a103,Ceres,Pluto,BiSeptile,7,2,9,0.78,0.22
CEPL_a120,Ceres,Pluto,Trine,5,4,9,0.56,0.44
CEPL_a135,Ceres,Pluto,SesquiSquare,4,6,10,0.4,0.6
CEPL_a144,Ceres,Pluto,BiQuintile,4,7,11,0.36,0.64
CEPL_a150,Ceres,Pluto,Quincunx,39,21,60,0.65,0.35
CEPL_a30,Ceres,Pluto,SemiSextile,14,12,26,0.54,0.46
CEPL_a36,Ceres,Pluto,SemiQuintile,44,35,79,0.56,0.44
CEPL_a45,Ceres,Pluto,SemiSquare,61,55,116,0.53,0.47
CEPL_a60,Ceres,Pluto,Sextile,11,7,18,0.61,0.39
CEPL_a72,Ceres,Pluto,Quintile,4,7,11,0.36,0.64
CEPL_a90,Ceres,Pluto,Square,5,5,10,0.5,0.5
CESA_a0,Ceres,Saturn,Conjunction,7,8,15,0.47,0.53
CESA_a103,Ceres,Saturn,BiSeptile,4,5,9,0.44,0.56
CESA_a120,Ceres,Saturn,Trine,3,6,9,0.33,0.67
CESA_a135,Ceres,Saturn,SesquiSquare,19,27,46,0.41,0.59
CESA_a144,Ceres,Saturn,BiQuintile,8,16,24,0.33,0.67
CESA_a150,Ceres,Saturn,Quincunx,18,17,35,0.51,0.49
CESA_a30,Ceres,Saturn,SemiSextile,18,11,29,0.62,0.38
CESA_a36,Ceres,Saturn,SemiQuintile,84,68,152,0.55,0.45
CESA_a45,Ceres,Saturn,SemiSquare,69,66,135,0.51,0.49
CESA_a60,Ceres,Saturn,Sextile,4,9,13,0.31,0.69
CESA_a72,Ceres,Saturn,Quintile,3,8,11,0.27,0.73
CESA_a90,Ceres,Saturn,Square,3,7,10,0.3,0.7
CESN_a0,Ceres,SNode,Conjunction,6,3,9,0.67,0.33
CESN_a103,Ceres,SNode,BiSeptile,5,3,8,0.62,0.38
CESN_a120,Ceres,SNode,Trine,3,5,8,0.38,0.62
CESN_a135,Ceres,SNode,SesquiSquare,4,4,8,0.5,0.5
CESN_a144,Ceres,SNode,BiQuintile,2,7,9,0.22,0.78
CESN_a150,Ceres,SNode,Quincunx,6,3,9,0.67,0.33
CESN_a180,Ceres,SNode,Opposition,39,32,71,0.55,0.45
CESN_a30,Ceres,SNode,SemiSextile,9,11,20,0.45,0.55
CESN_a36,Ceres,SNode,SemiQuintile,17,20,37,0.46,0.54
CESN_a45,Ceres,SNode,SemiSquare,52,47,99,0.53,0.47
CESN_a60,Ceres,SNode,Sextile,13,11,24,0.54,0.46
CESN_a72,Ceres,SNode,Quintile,42,37,79,0.53,0.47
CESN_a90,Ceres,SNode,Square,6,13,19,0.32,0.68
CEUR_a103,Ceres,Uranus,BiSeptile,26,34,60,0.43,0.57
CEUR_a120,Ceres,Uranus,Trine,12,8,20,0.6,0.4
CEUR_a135,Ceres,Uranus,SesquiSquare,8,12,20,0.4,0.6
CEUR_a144,Ceres,Uranus,BiQuintile,27,27,54,0.5,0.5
CEUR_a150,Ceres,Uranus,Quincunx,26,27,53,0.49,0.51
CEUR_a180,Ceres,Uranus,Opposition,2,7,9,0.22,0.78
CEUR_a45,Ceres,Uranus,SemiSquare,8,4,12,0.67,0.33
CEUR_a60,Ceres,Uranus,Sextile,36,34,70,0.51,0.49
CEUR_a72,Ceres,Uranus,Quintile,25,17,42,0.6,0.4
CEUR_a90,Ceres,Uranus,Square,9,3,12,0.75,0.25
CHPH_a90,Chiron,Pholus,Square,231,229,460,0.5,0.5
CHPL_a72,Chiron,Pluto,Quintile,287,265,552,0.52,0.48
CHUR_a30,Chiron,Uranus,SemiSextile,525,514,1039,0.51,0.49
JNCE_a103,Juno,Ceres,BiSeptile,22,17,39,0.56,0.44
JNCE_a120,Juno,Ceres,Trine,41,45,86,0.48,0.52
JNCE_a135,Juno,Ceres,SesquiSquare,22,22,44,0.5,0.5
JNCE_a144,Juno,Ceres,BiQuintile,20,20,40,0.5,0.5
JNCE_a150,Juno,Ceres,Quincunx,27,25,52,0.52,0.48
JNCE_a180,Juno,Ceres,Opposition,19,15,34,0.56,0.44
JNCE_a90,Juno,Ceres,Square,24,23,47,0.51,0.49
JNCH_a0,Juno,Chiron,Conjunction,5,4,9,0.56,0.44
JNCH_a103,Juno,Chiron,BiSeptile,6,3,9,0.67,0.33
JNCH_a120,Juno,Chiron,Trine,14,9,23,0.61,0.39
JNCH_a135,Juno,Chiron,SesquiSquare,10,10,20,0.5,0.5
JNCH_a144,Juno,Chiron,BiQuintile,6,13,19,0.32,0.68
JNCH_a150,Juno,Chiron,Quincunx,11,6,17,0.65,0.35
JNCH_a180,Juno,Chiron,Opposition,34,27,61,0.56,0.44
JNCH_a30,Juno,Chiron,SemiSextile,8,11,19,0.42,0.58
JNCH_a36,Juno,Chiron,SemiQuintile,10,10,20,0.5,0.5
JNCH_a45,Juno,Chiron,SemiSquare,5,15,20,0.25,0.75
JNCH_a60,Juno,Chiron,Sextile,40,43,83,0.48,0.52
JNCH_a72,Juno,Chiron,Quintile,12,12,24,0.5,0.5
JNCH_a90,Juno,Chiron,Square,3,7,10,0.3,0.7
JNJU_a103,Juno,Jupiter,BiSeptile,25,21,46,0.54,0.46
JNJU_a120,Juno,Jupiter,Trine,9,6,15,0.6,0.4
JNJU_a135,Juno,Jupiter,SesquiSquare,6,8,14,0.43,0.57
JNJU_a144,Juno,Jupiter,BiQuintile,7,7,14,0.5,0.5
JNJU_a150,Juno,Jupiter,Quincunx,8,6,14,0.57,0.43
JNJU_a180,Juno,Jupiter,Opposition,13,20,33,0.39,0.61
JNJU_a60,Juno,Jupiter,Sextile,20,18,38,0.53,0.47
JNJU_a72,Juno,Jupiter,Quintile,29,13,42,0.69,0.31
JNJU_a90,Juno,Jupiter,Square,21,28,49,0.43,0.57
JNNE_a0,Juno,Neptune,Conjunction,3,6,9,0.33,0.67
JNNE_a103,Juno,Neptune,BiSeptile,9,14,23,0.39,0.61
JNNE_a120,Juno,Neptune,Trine,12,9,21,0.57,0.43
JNNE_a135,Juno,Neptune,SesquiSquare,11,8,19,0.58,0.42
JNNE_a144,Juno,Neptune,BiQuintile,29,15,44,0.66,0.34
JNNE_a150,Juno,Neptune,Quincunx,30,31,61,0.49,0.51
JNNE_a180,Juno,Neptune,Opposition,5,4,9,0.56,0.44
JNNE_a30,Juno,Neptune,SemiSextile,9,10,19,0.47,0.53
JNNE_a36,Juno,Neptune,SemiQuintile,12,8,20,0.6,0.4
JNNE_a45,Juno,Neptune,SemiSquare,11,9,20,0.55,0.45
JNNE_a60,Juno,Neptune,Sextile,8,16,24,0.33,0.67
JNNE_a72,Juno,Neptune,Quintile,16,34,50,0.32,0.68
JNNE_a90,Juno,Neptune,Square,6,4,10,0.6,0.4
JNNN_a0,Juno,NNode,Conjunction,5,3,8,0.62,0.38
JNNN_a103,Juno,NNode,BiSeptile,39,38,77,0.51,0.49
JNNN_a120,Juno,NNode,Trine,10,9,19,0.53,0.47
JNNN_a135,Juno,NNode,SesquiSquare,14,9,23,0.61,0.39
JNNN_a144,Juno,NNode,BiQuintile,16,14,30,0.53,0.47
JNNN_a150,Juno,NNode,Quincunx,17,12,29,0.59,0.41
JNNN_a180,Juno,NNode,Opposition,5,5,10,0.5,0.5
JNNN_a30,Juno,NNode,SemiSextile,8,8,16,0.5,0.5
JNNN_a36,Juno,NNode,SemiQuintile,8,8,16,0.5,0.5
JNNN_a45,Juno,NNode,SemiSquare,8,9,17,0.47,0.53
JNNN_a60,Juno,NNode,Sextile,21,32,53,0.4,0.6
JNNN_a72,Juno,NNode,Quintile,10,10,20,0.5,0.5
JNNN_a90,Juno,NNode,Square,13,8,21,0.62,0.38
JNPA_a103,Juno,Pallas,BiSeptile,21,20,41,0.51,0.49
JNPA_a120,Juno,Pallas,Trine,12,8,20,0.6,0.4
JNPA_a135,Juno,Pallas,SesquiSquare,6,8,14,0.43,0.57
JNPA_a144,Juno,Pallas,BiQuintile,9,10,19,0.47,0.53
JNPA_a150,Juno,Pallas,Quincunx,18,15,33,0.55,0.45
JNPA_a60,Juno,Pallas,Sextile,41,39,80,0.51,0.49
JNPA_a72,Juno,Pallas,Quintile,50,51,101,0.5,0.5
JNPA_a90,Juno,Pallas,Square,24,31,55,0.44,0.56
JNPH_a103,Juno,Pholus,BiSeptile,8,11,19,0.42,0.58
JNPH_a120,Juno,Pholus,Trine,10,7,17,0.59,0.41
JNPH_a135,Juno,Pholus,SesquiSquare,5,13,18,0.28,0.72
JNPH_a144,Juno,Pholus,BiQuintile,23,31,54,0.43,0.57
JNPH_a150,Juno,Pholus,Quincunx,33,31,64,0.52,0.48
JNPH_a180,Juno,Pholus,Opposition,3,6,9,0.33,0.67
JNPH_a30,Juno,Pholus,SemiSextile,19,8,27,0.7,0.3
JNPH_a36,Juno,Pholus,SemiQuintile,15,10,25,0.6,0.4
JNPH_a45,Juno,Pholus,SemiSquare,13,10,23,0.57,0.43
JNPH_a60,Juno,Pholus,Sextile,9,14,23,0.39,0.61
JNPH_a72,Juno,Pholus,Quintile,37,39,76,0.49,0.51
JNPH_a90,Juno,Pholus,Square,12,9,21,0.57,0.43
JNPL_a0,Juno,Pluto,Conjunction,10,4,14,0.71,0.29
JNPL_a103,Juno,Pluto,BiSeptile,29,30,59,0.49,0.51
JNPL_a120,Juno,Pluto,Trine,33,32,65,0.51,0.49
JNPL_a135,Juno,Pluto,SesquiSquare,9,11,20,0.45,0.55
JNPL_a144,Juno,Pluto,BiQuintile,9,10,19,0.47,0.53
JNPL_a150,Juno,Pluto,Quincunx,8,9,17,0.47,0.53
JNPL_a180,Juno,Pluto,Opposition,4,4,8,0.5,0.5
JNPL_a30,Juno,Pluto,SemiSextile,2,7,9,0.22,0.78
