PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z05_LEO,Ceres,Leo,118,150,268,0.44,0.56
CE_Z06_VIR,Ceres,Virgo,29,41,70,0.41,0.59
CE_Z07_LIB,Ceres,Libra,31,35,66,0.47,0.53
CE_Z08_SCO,Ceres,Scorpio,33,42,75,0.44,0.56
CE_Z09_SAG,Ceres,Sagittarius,149,146,295,0.51,0.49
CE_Z10_CAP,Ceres,Capricorn,39,37,76,0.51,0.49
CE_Z11_AQU,Ceres,Aquarius,61,61,122,0.5,0.5
CE_Z12_PIS,Ceres,Pisces,140,106,246,0.57,0.43
CH_Z01_ARI,Chiron,Aries,440,436,876,0.5,0.5
CH_Z12_PIS,Chiron,Pisces,160,182,342,0.47,0.53
JN_Z01_ARI,Juno,Aries,21,43,64,0.33,0.67
JN_Z02_TAU,Juno,Taurus,85,115,200,0.42,0.57
JN_Z03_GEM,Juno,Gemini,53,40,93,0.57,0.43
JN_Z04_CAN,Juno,Cancer,29,33,62,0.47,0.53
JN_Z05_LEO,Juno,Leo,28,35,63,0.44,0.56
JN_Z06_VIR,Juno,Virgo,38,35,73,0.52,0.48
JN_Z07_LIB,Juno,Libra,174,146,320,0.54,0.46
JN_Z08_SCO,Juno,Scorpio,44,42,86,0.51,0.49
JN_Z09_SAG,Juno,Sagittarius,29,21,50,0.58,0.42
JN_Z10_CAP,Juno,Capricorn,42,32,74,0.57,0.43
JN_Z11_AQU,Juno,Aquarius,30,39,69,0.43,0.57
JN_Z12_PIS,Juno,Pisces,27,37,64,0.42,0.58
JU_Z07_LIB,Jupiter,Libra,3,4,7,0.43,0.57
JU_Z08_SCO,Jupiter,Scorpio,174,220,394,0.44,0.56
JU_Z09_SAG,Jupiter,Sagittarius,190,199,389,0.49,0.51
JU_Z10_CAP,Jupiter,Capricorn,205,174,379,0.54,0.46
JU_Z11_AQU,Jupiter,Aquarius,28,21,49,0.57,0.43
MA_Z01_ARI,Mars,Aries,117,116,233,0.5,0.5
MA_Z02_TAU,Mars,Taurus,50,26,76,0.66,0.34
MA_Z03_GEM,Mars,Gemini,19,27,46,0.41,0.59
MA_Z04_CAN,Mars,Cancer,23,23,46,0.5,0.5
MA_Z05_LEO,Mars,Leo,20,28,48,0.42,0.58
MA_Z06_VIR,Mars,Virgo,34,32,66,0.52,0.48
MA_Z07_LIB,Mars,Libra,51,43,94,0.54,0.46
MA_Z08_SCO,Mars,Scorpio,46,47,93,0.49,0.51
MA_Z09_SAG,Mars,Sagittarius,43,51,94,0.46,0.54
MA_Z10_CAP,Mars,Capricorn,55,77,132,0.42,0.58
MA_Z11_AQU,Mars,Aquarius,95,102,197,0.48,0.52
MA_Z12_PIS,Mars,Pisces,47,46,93,0.51,0.49
ME_Z01_ARI,Mercury,Aries,46,56,102,0.45,0.55
ME_Z02_TAU,Mercury,Taurus,20,25,45,0.44,0.56
ME_Z03_GEM,Mercury,Gemini,24,21,45,0.53,0.47
ME_Z04_CAN,Mercury,Cancer,70,61,131,0.53,0.47
ME_Z05_LEO,Mercury,Leo,51,74,125,0.41,0.59
ME_Z06_VIR,Mercury,Virgo,19,29,48,0.4,0.6
ME_Z07_LIB,Mercury,Libra,46,39,85,0.54,0.46
ME_Z08_SCO,Mercury,Scorpio,79,89,168,0.47,0.53
ME_Z09_SAG,Mercury,Sagittarius,86,75,161,0.53,0.47
ME_Z10_CAP,Mercury,Capricorn,38,38,76,0.5,0.5
ME_Z11_AQU,Mercury,Aquarius,47,47,94,0.5,0.5
ME_Z12_PIS,Mercury,Pisces,74,64,138,0.54,0.46
MO_Z01_ARI,Moon,Aries,50,60,110,0.45,0.55
MO_Z02_TAU,Moon,Taurus,59,47,106,0.56,0.44
MO_Z03_GEM,Moon,Gemini,45,54,99,0.45,0.55
MO_Z04_CAN,Moon,Cancer,51,45,96,0.53,0.47
MO_Z05_LEO,Moon,Leo,39,54,93,0.42,0.58
MO_Z06_VIR,Moon,Virgo,44,50,94,0.47,0.53
MO_Z07_LIB,Moon,Libra,53,44,97,0.55,0.45
MO_Z08_SCO,Moon,Scorpio,47,52,99,0.47,0.53
MO_Z09_SAG,Moon,Sagittarius,53,48,101,0.52,0.48
MO_Z10_CAP,Moon,Capricorn,51,55,106,0.48,0.52
MO_Z11_AQU,Moon,Aquarius,57,51,108,0.53,0.47
MO_Z12_PIS,Moon,Pisces,51,58,109,0.47,0.53
NE_Z12_PIS,Neptune,Pisces,600,618,1218,0.49,0.51
NN_Z03_GEM,NNode,Gemini,127,117,244,0.52,0.48
NN_Z04_CAN,NNode,Cancer,294,272,566,0.52,0.48
NN_Z05_LEO,NNode,Leo,179,229,408,0.44,0.56
PA_Z01_ARI,Pallas,Aries,37,28,65,0.57,0.43
PA_Z02_TAU,Pallas,Taurus,42,71,113,0.37,0.63
PA_Z03_GEM,Pallas,Gemini,28,24,52,0.54,0.46
PA_Z04_CAN,Pallas,Cancer,17,34,51,0.33,0.67
PA_Z05_LEO,Pallas,Leo,23,32,55,0.42,0.58
PA_Z06_VIR,Pallas,Virgo,28,34,62,0.45,0.55
PA_Z07_LIB,Pallas,Libra,142,152,294,0.48,0.52
PA_Z08_SCO,Pallas,Scorpio,38,36,74,0.51,0.49
PA_Z09_SAG,Pallas,Sagittarius,37,34,71,0.52,0.48
PA_Z10_CAP,Pallas,Capricorn,150,137,287,0.52,0.48
PA_Z11_AQU,Pallas,Aquarius,58,36,94,0.62,0.38
PH_Z09_SAG,Pholus,Sagittarius,172,201,373,0.46,0.54
PH_Z10_CAP,Pholus,Capricorn,428,417,845,0.51,0.49
PL_Z10_CAP,Pluto,Capricorn,600,618,1218,0.49,0.51
SA_Z09_SAG,Saturn,Sagittarius,45,33,78,0.58,0.42
SA_Z10_CAP,Saturn,Capricorn,461,528,989,0.47,0.53
SA_Z11_AQU,Saturn,Aquarius,94,57,151,0.62,0.38
SN_Z09_SAG,SNode,Sagittarius,127,117,244,0.52,0.48
SN_Z10_CAP,SNode,Capricorn,294,272,566,0.52,0.48
SN_Z11_AQU,SNode,Aquarius,179,229,408,0.44,0.56
SU_Z01_ARI,Sun,Aries,52,39,91,0.57,0.43
SU_Z02_TAU,Sun,Taurus,47,46,93,0.51,0.49
SU_Z03_GEM,Sun,Gemini,43,50,93,0.46,0.54
SU_Z04_CAN,Sun,Cancer,51,44,95,0.54,0.46
SU_Z05_LEO,Sun,Leo,35,59,94,0.37,0.63
SU_Z06_VIR,Sun,Virgo,43,50,93,0.46,0.54
SU_Z07_LIB,Sun,Libra,55,52,107,0.51,0.49
SU_Z08_SCO,Sun,Scorpio,57,63,120,0.48,0.52
SU_Z09_SAG,Sun,Sagittarius,63,55,118,0.53,0.47
SU_Z10_CAP,Sun,Capricorn,65,53,118,0.55,0.45
SU_Z11_AQU,Sun,Aquarius,53,53,106,0.5,0.5
SU_Z12_PIS,Sun,Pisces,36,54,90,0.4,0.6
UR_Z01_ARI,Uranus,Aries,158,186,344,0.46,0.54
UR_Z02_TAU,Uranus,Taurus,442,432,874,0.51,0.49
VE_Z01_ARI,Venus,Aries,28,49,77,0.36,0.64
VE_Z02_TAU,Venus,Taurus,42,36,78,0.54,0.46
VE_Z03_GEM,Venus,Gemini,101,73,174,0.58,0.42
VE_Z04_CAN,Venus,Cancer,30,50,80,0.38,0.62
VE_Z05_LEO,Venus,Leo,31,46,77,0.4,0.6
VE_Z06_VIR,Venus,Virgo,41,44,85,0.48,0.52
VE_Z07_LIB,Venus,Libra,65,73,138,0.47,0.53
VE_Z08_SCO,Venus,Scorpio,82,78,160,0.51,0.49
VE_Z09_SAG,Venus,Sagittarius,48,51,99,0.48,0.52
VE_Z10_CAP,Venus,Capricorn,51,48,99,0.52,0.48
VE_Z11_AQU,Venus,Aquarius,46,31,77,0.6,0.4
VE_Z12_PIS,Venus,Pisces,35,39,74,0.47,0.53
VS_Z01_ARI,Vesta,Aries,26,41,67,0.39,0.61
VS_Z02_TAU,Vesta,Taurus,143,143,286,0.5,0.5
VS_Z03_GEM,Vesta,Gemini,50,23,73,0.68,0.32
VS_Z04_CAN,Vesta,Cancer,40,29,69,0.58,0.42
VS_Z05_LEO,Vesta,Leo,30,39,69,0.43,0.57
VS_Z06_VIR,Vesta,Virgo,58,49,107,0.54,0.46
VS_Z07_LIB,Vesta,Libra,24,20,44,0.55,0.45
VS_Z08_SCO,Vesta,Scorpio,34,26,60,0.57,0.43
VS_Z09_SAG,Vesta,Sagittarius,61,113,174,0.35,0.65
VS_Z10_CAP,Vesta,Capricorn,65,81,146,0.45,0.55
VS_Z11_AQU,Vesta,Aquarius,29,33,62,0.47,0.53
VS_Z12_PIS,Vesta,Pisces,40,21,61,0.66,0.34
