PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,21,13,34,0.62,0.38
CE_VM02,Ceres,Bharani,17,19,36,0.47,0.53
CE_VM03,Ceres,Krittica,4,11,15,0.27,0.73
CE_VM08,Ceres,Pushya,47,63,110,0.43,0.57
CE_VM09,Ceres,Ashlesha,67,75,142,0.47,0.53
CE_VM10,Ceres,Magha,14,20,34,0.41,0.59
CE_VM11,Ceres,PurvaPhalguni,9,22,31,0.29,0.71
CE_VM12,Ceres,UttaraPhalguni,13,17,30,0.43,0.57
CE_VM13,Ceres,Hasta,15,14,29,0.52,0.48
CE_VM14,Ceres,Chitra,14,16,30,0.47,0.53
CE_VM15,Ceres,Swati,9,22,31,0.29,0.71
CE_VM16,Ceres,Vishakha,21,13,34,0.62,0.38
CE_VM17,Ceres,Anuradha,83,93,176,0.47,0.53
CE_VM18,Ceres,Jyeshtha,58,52,110,0.53,0.47
CE_VM19,Ceres,Mula,18,18,36,0.5,0.5
CE_VM20,Ceres,PurvaAshada,16,17,33,0.48,0.52
CE_VM21,Ceres,UttaraAshada,22,12,34,0.65,0.35
CE_VM22,Ceres,Shravana,13,22,35,0.37,0.63
CE_VM23,Ceres,Danishtha,51,39,90,0.57,0.43
CE_VM24,Ceres,Shatabhisha,112,91,203,0.55,0.45
CE_VM25,Ceres,PurvaBhadrapada,23,15,38,0.61,0.39
CE_VM26,Ceres,UttaraBhadrapada,18,16,34,0.53,0.47
CE_VM27,Ceres,Revati,15,19,34,0.44,0.56
CH_VM25,Chiron,PurvaBhadrapada,73,77,150,0.49,0.51
CH_VM26,Chiron,UttaraBhadrapada,570,581,1151,0.5,0.5
CH_VM27,Chiron,Revati,37,41,78,0.47,0.53
JN_VM01,Juno,Aswini,14,16,30,0.47,0.53
JN_VM02,Juno,Bharani,20,31,51,0.39,0.61
JN_VM03,Juno,Krittica,74,93,167,0.44,0.56
JN_VM04,Juno,Rohini,21,10,31,0.68,0.32
JN_VM05,Juno,Mrigashira,14,15,29,0.48,0.52
JN_VM06,Juno,Ardra,11,16,27,0.41,0.59
JN_VM07,Juno,Punavasu,14,13,27,0.52,0.48
JN_VM08,Juno,Pushya,13,15,28,0.46,0.54
JN_VM09,Juno,Ashlesha,11,17,28,0.39,0.61
JN_VM10,Juno,Magha,13,17,30,0.43,0.57
JN_VM11,Juno,PurvaPhalguni,19,13,32,0.59,0.41
JN_VM12,Juno,UttaraPhalguni,19,16,35,0.54,0.46
JN_VM13,Juno,Hasta,112,77,189,0.59,0.41
JN_VM14,Juno,Chitra,56,66,122,0.46,0.54
JN_VM15,Juno,Swati,17,20,37,0.46,0.54
JN_VM16,Juno,Vishakha,21,18,39,0.54,0.46
JN_VM17,Juno,Anuradha,26,29,55,0.47,0.53
JN_VM18,Juno,Jyeshtha,82,74,156,0.53,0.47
JN_VM19,Juno,Mula,7,4,11,0.64,0.36
JN_VM20,Juno,PurvaAshada,26,20,46,0.57,0.43
JN_VM21,Juno,UttaraAshada,22,13,35,0.63,0.37
JN_VM22,Juno,Shravana,15,16,31,0.48,0.52
JN_VM23,Juno,Danishtha,9,21,30,0.3,0.7
JN_VM24,Juno,Shatabhisha,7,21,28,0.25,0.75
JN_VM25,Juno,PurvaBhadrapada,17,11,28,0.61,0.39
JN_VM26,Juno,UttaraBhadrapada,10,18,28,0.36,0.64
JN_VM27,Juno,Revati,10,19,29,0.34,0.66
JU_VM14,Jupiter,Chitra,6,4,10,0.6,0.4
JU_VM15,Jupiter,Swati,53,52,105,0.5,0.5
JU_VM16,Jupiter,Vishakha,111,163,274,0.41,0.59
JU_VM17,Jupiter,Anuradha,26,34,60,0.43,0.57
JU_VM18,Jupiter,Jyeshtha,143,140,283,0.51,0.49
JU_VM19,Jupiter,Mula,41,49,90,0.46,0.54
JU_VM20,Jupiter,PurvaAshada,77,78,155,0.5,0.5
JU_VM21,Jupiter,UttaraAshada,124,86,210,0.59,0.41
JU_VM22,Jupiter,Shravana,34,23,57,0.6,0.4
JU_VM23,Jupiter,Danishtha,40,37,77,0.52,0.48
JU_VM24,Jupiter,Shatabhisha,25,33,58,0.43,0.57
MA_VM01,Mars,Aswini,47,51,98,0.48,0.52
MA_VM02,Mars,Bharani,30,15,45,0.67,0.33
MA_VM03,Mars,Krittica,30,13,43,0.7,0.3
MA_VM04,Mars,Rohini,14,29,43,0.33,0.67
MA_VM05,Mars,Mrigashira,20,23,43,0.47,0.53
MA_VM06,Mars,Ardra,24,18,42,0.57,0.43
MA_VM07,Mars,Punavasu,23,20,43,0.53,0.47
MA_VM08,Mars,Pushya,16,26,42,0.38,0.62
MA_VM09,Mars,Ashlesha,16,24,40,0.4,0.6
MA_VM10,Mars,Magha,10,11,21,0.48,0.52
MA_VM11,Mars,PurvaPhalguni,12,13,25,0.48,0.52
MA_VM12,Mars,UttaraPhalguni,24,19,43,0.56,0.44
MA_VM13,Mars,Hasta,22,19,41,0.54,0.46
MA_VM14,Mars,Chitra,22,20,42,0.52,0.48
MA_VM15,Mars,Swati,25,16,41,0.61,0.39
MA_VM16,Mars,Vishakha,18,24,42,0.43,0.57
MA_VM17,Mars,Anuradha,20,21,41,0.49,0.51
MA_VM18,Mars,Jyeshtha,19,23,42,0.45,0.55
MA_VM19,Mars,Mula,13,30,43,0.3,0.7
MA_VM20,Mars,PurvaAshada,24,21,45,0.53,0.47
MA_VM21,Mars,UttaraAshada,44,67,111,0.4,0.6
MA_VM22,Mars,Shravana,53,56,109,0.49,0.51
MA_VM23,Mars,Danishtha,24,18,42,0.57,0.43
MA_VM24,Mars,Shatabhisha,19,21,40,0.48,0.52
MA_VM25,Mars,PurvaBhadrapada,23,19,42,0.55,0.45
MA_VM26,Mars,UttaraBhadrapada,28,14,42,0.67,0.33
MA_VM27,Mars,Revati,60,68,128,0.47,0.53
ME_VM01,Mercury,Aswini,8,21,29,0.28,0.72
ME_VM02,Mercury,Bharani,17,10,27,0.63,0.37
ME_VM03,Mercury,Krittica,13,12,25,0.52,0.48
ME_VM04,Mercury,Rohini,26,14,40,0.65,0.35
ME_VM05,Mercury,Mrigashira,28,41,69,0.41,0.59
ME_VM06,Mercury,Ardra,40,28,68,0.59,0.41
ME_VM07,Mercury,Punavasu,21,31,52,0.4,0.6
ME_VM08,Mercury,Pushya,28,29,57,0.49,0.51
ME_VM09,Mercury,Ashlesha,30,41,71,0.42,0.58
ME_VM10,Mercury,Magha,2,19,21,0.1,0.9
ME_VM11,Mercury,PurvaPhalguni,11,11,22,0.5,0.5
ME_VM12,Mercury,UttaraPhalguni,12,10,22,0.55,0.45
ME_VM13,Mercury,Hasta,14,17,31,0.45,0.55
ME_VM14,Mercury,Chitra,28,22,50,0.56,0.44
ME_VM15,Mercury,Swati,36,40,76,0.47,0.53
ME_VM16,Mercury,Vishakha,34,35,69,0.49,0.51
ME_VM17,Mercury,Anuradha,32,39,71,0.45,0.55
ME_VM18,Mercury,Jyeshtha,45,33,78,0.58,0.42
ME_VM19,Mercury,Mula,23,27,50,0.46,0.54
ME_VM20,Mercury,PurvaAshada,20,15,35,0.57,0.43
ME_VM21,Mercury,UttaraAshada,16,17,33,0.48,0.52
ME_VM22,Mercury,Shravana,26,28,54,0.48,0.52
ME_VM23,Mercury,Danishtha,39,31,70,0.56,0.44
ME_VM24,Mercury,Shatabhisha,28,38,66,0.42,0.58
ME_VM25,Mercury,PurvaBhadrapada,43,26,69,0.62,0.38
ME_VM26,Mercury,UttaraBhadrapada,33,36,69,0.48,0.52
ME_VM27,Mercury,Revati,27,28,55,0.49,0.51
MO_VM01,Moon,Aswini,29,25,54,0.54,0.46
MO_VM02,Moon,Bharani,34,20,54,0.63,0.37
MO_VM03,Moon,Krittica,22,29,51,0.43,0.57
MO_VM04,Moon,Rohini,21,31,52,0.4,0.6
MO_VM05,Moon,Mrigashira,26,24,50,0.52,0.48
MO_VM06,Moon,Ardra,27,24,51,0.53,0.47
MO_VM07,Moon,Punavasu,25,24,49,0.51,0.49
MO_VM08,Moon,Pushya,21,28,49,0.43,0.57
MO_VM09,Moon,Ashlesha,18,28,46,0.39,0.61
MO_VM10,Moon,Magha,18,30,48,0.38,0.62
MO_VM11,Moon,PurvaPhalguni,21,24,45,0.47,0.53
MO_VM12,Moon,UttaraPhalguni,28,22,50,0.56,0.44
MO_VM13,Moon,Hasta,23,24,47,0.49,0.51
MO_VM14,Moon,Chitra,26,23,49,0.53,0.47
MO_VM15,Moon,Swati,23,25,48,0.48,0.52
MO_VM16,Moon,Vishakha,20,30,50,0.4,0.6
MO_VM17,Moon,Anuradha,28,21,49,0.57,0.43
MO_VM18,Moon,Jyeshtha,27,24,51,0.53,0.47
MO_VM19,Moon,Mula,29,22,51,0.57,0.43
MO_VM20,Moon,PurvaAshada,26,28,54,0.48,0.52
MO_VM21,Moon,UttaraAshada,26,27,53,0.49,0.51
MO_VM22,Moon,Shravana,31,23,54,0.57,0.43
MO_VM23,Moon,Danishtha,28,25,53,0.53,0.47
MO_VM24,Moon,Shatabhisha,29,25,54,0.54,0.46
MO_VM25,Moon,PurvaBhadrapada,26,31,57,0.46,0.54
MO_VM26,Moon,UttaraBhadrapada,19,37,56,0.34,0.66
MO_VM27,Moon,Revati,29,25,54,0.54,0.46
NE_VM24,Neptune,Shatabhisha,100,120,220,0.45,0.55
NE_VM25,Neptune,PurvaBhadrapada,580,579,1159,0.5,0.5
NN_VM04,NNode,Rohini,88,81,169,0.52,0.48
NN_VM05,NNode,Mrigashira,130,119,249,0.52,0.48
