PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,3]",Ceres,Conjunction,"(0,3]",293,299,592,0.49,0.51
CE_a0_0,Ceres,Conjunction,0,2828,2560,5388,0.52,0.48
"CE_a103_(0,4]",Ceres,BiSeptile,"(0,4]",577,558,1135,0.51,0.49
CE_a103_0,Ceres,BiSeptile,0,2544,2301,4845,0.53,0.47
"CE_a120_(0,3]",Ceres,Trine,"(0,3]",646,583,1229,0.53,0.47
CE_a120_0,Ceres,Trine,0,2475,2276,4751,0.52,0.48
"CE_a135_(0,4]",Ceres,SesquiSquare,"(0,4]",570,534,1104,0.52,0.48
CE_a135_0,Ceres,SesquiSquare,0,2551,2325,4876,0.52,0.48
"CE_a144_(0,3]",Ceres,BiQuintile,"(0,3]",639,592,1231,0.52,0.48
CE_a144_0,Ceres,BiQuintile,0,2482,2267,4749,0.52,0.48
"CE_a150_(0,4]",Ceres,Quincunx,"(0,4]",618,633,1251,0.49,0.51
CE_a150_0,Ceres,Quincunx,0,2503,2226,4729,0.53,0.47
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",320,294,614,0.52,0.48
CE_a180_0,Ceres,Opposition,0,2801,2565,5366,0.52,0.48
"CE_a30_(0,4]",Ceres,SemiSextile,"(0,4]",606,535,1141,0.53,0.47
CE_a30_0,Ceres,SemiSextile,0,2515,2324,4839,0.52,0.48
"CE_a36_(0,4]",Ceres,SemiQuintile,"(0,4]",593,576,1169,0.51,0.49
CE_a36_0,Ceres,SemiQuintile,0,2528,2283,4811,0.53,0.47
"CE_a45_(0,3]",Ceres,SemiSquare,"(0,3]",635,637,1272,0.5,0.5
CE_a45_0,Ceres,SemiSquare,0,2486,2222,4708,0.53,0.47
"CE_a60_(0,3]",Ceres,Sextile,"(0,3]",558,514,1072,0.52,0.48
CE_a60_0,Ceres,Sextile,0,2563,2345,4908,0.52,0.48
"CE_a72_(0,3]",Ceres,Quintile,"(0,3]",602,517,1119,0.54,0.46
CE_a72_0,Ceres,Quintile,0,2519,2342,4861,0.52,0.48
"CE_a90_(0,4]",Ceres,Square,"(0,4]",579,549,1128,0.51,0.49
CE_a90_0,Ceres,Square,0,2542,2310,4852,0.52,0.48
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",496,468,964,0.51,0.49
CH_a0_0,Chiron,Conjunction,0,2625,2391,5016,0.52,0.48
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",912,831,1743,0.52,0.48
"CH_a103_(1,4]",Chiron,BiSeptile,"(1,4]",200,173,373,0.54,0.46
CH_a103_0,Chiron,BiSeptile,0,2009,1855,3864,0.52,0.48
"CH_a120_(0,1]",Chiron,Trine,"(0,1]",716,687,1403,0.51,0.49
"CH_a120_(1,4]",Chiron,Trine,"(1,4]",160,150,310,0.52,0.48
CH_a120_0,Chiron,Trine,0,2245,2022,4267,0.53,0.47
"CH_a135_(0,1]",Chiron,SesquiSquare,"(0,1]",725,671,1396,0.52,0.48
"CH_a135_(1,4]",Chiron,SesquiSquare,"(1,4]",176,167,343,0.51,0.49
CH_a135_0,Chiron,SesquiSquare,0,2220,2021,4241,0.52,0.48
"CH_a144_(0,1]",Chiron,BiQuintile,"(0,1]",752,718,1470,0.51,0.49
"CH_a144_(1,4]",Chiron,BiQuintile,"(1,4]",181,153,334,0.54,0.46
CH_a144_0,Chiron,BiQuintile,0,2188,1988,4176,0.52,0.48
"CH_a150_(0,1]",Chiron,Quincunx,"(0,1]",840,725,1565,0.54,0.46
"CH_a150_(1,4]",Chiron,Quincunx,"(1,4]",150,139,289,0.52,0.48
CH_a150_0,Chiron,Quincunx,0,2131,1995,4126,0.52,0.48
"CH_a180_(0,4]",Chiron,Opposition,"(0,4]",578,521,1099,0.53,0.47
CH_a180_0,Chiron,Opposition,0,2543,2338,4881,0.52,0.48
"CH_a30_(0,1]",Chiron,SemiSextile,"(0,1]",743,713,1456,0.51,0.49
"CH_a30_(1,4]",Chiron,SemiSextile,"(1,4]",142,128,270,0.53,0.47
CH_a30_0,Chiron,SemiSextile,0,2236,2018,4254,0.53,0.47
"CH_a36_(0,1]",Chiron,SemiQuintile,"(0,1]",815,772,1587,0.51,0.49
"CH_a36_(1,4]",Chiron,SemiQuintile,"(1,4]",112,107,219,0.51,0.49
CH_a36_0,Chiron,SemiQuintile,0,2194,1980,4174,0.53,0.47
"CH_a45_(0,1]",Chiron,SemiSquare,"(0,1]",700,608,1308,0.54,0.46
"CH_a45_(1,4]",Chiron,SemiSquare,"(1,4]",104,120,224,0.46,0.54
CH_a45_0,Chiron,SemiSquare,0,2317,2131,4448,0.52,0.48
"CH_a60_(0,1]",Chiron,Sextile,"(0,1]",767,765,1532,0.5,0.5
"CH_a60_(1,4]",Chiron,Sextile,"(1,4]",147,99,246,0.6,0.4
CH_a60_0,Chiron,Sextile,0,2207,1995,4202,0.53,0.47
"CH_a72_(0,1]",Chiron,Quintile,"(0,1]",791,711,1502,0.53,0.47
"CH_a72_(1,4]",Chiron,Quintile,"(1,4]",171,122,293,0.58,0.42
CH_a72_0,Chiron,Quintile,0,2159,2026,4185,0.52,0.48
"CH_a90_(0,1]",Chiron,Square,"(0,1]",694,663,1357,0.51,0.49
"CH_a90_(1,5]",Chiron,Square,"(1,5]",156,112,268,0.58,0.42
CH_a90_0,Chiron,Square,0,2271,2084,4355,0.52,0.48
"JN_a0_(0,3]",Juno,Conjunction,"(0,3]",277,275,552,0.5,0.5
JN_a0_0,Juno,Conjunction,0,2844,2584,5428,0.52,0.48
"JN_a103_(0,4]",Juno,BiSeptile,"(0,4]",561,471,1032,0.54,0.46
JN_a103_0,Juno,BiSeptile,0,2560,2388,4948,0.52,0.48
"JN_a120_(0,4]",Juno,Trine,"(0,4]",534,469,1003,0.53,0.47
JN_a120_0,Juno,Trine,0,2587,2390,4977,0.52,0.48
"JN_a135_(0,3]",Juno,SesquiSquare,"(0,3]",492,439,931,0.53,0.47
JN_a135_0,Juno,SesquiSquare,0,2629,2420,5049,0.52,0.48
"JN_a144_(0,3]",Juno,BiQuintile,"(0,3]",500,476,976,0.51,0.49
JN_a144_0,Juno,BiQuintile,0,2621,2383,5004,0.52,0.48
"JN_a150_(0,4]",Juno,Quincunx,"(0,4]",527,477,1004,0.52,0.48
JN_a150_0,Juno,Quincunx,0,2594,2382,4976,0.52,0.48
"JN_a180_(0,4]",Juno,Opposition,"(0,4]",209,200,409,0.51,0.49
JN_a180_0,Juno,Opposition,0,2912,2659,5571,0.52,0.48
"JN_a30_(0,4]",Juno,SemiSextile,"(0,4]",664,641,1305,0.51,0.49
JN_a30_0,Juno,SemiSextile,0,2457,2218,4675,0.53,0.47
"JN_a36_(0,4]",Juno,SemiQuintile,"(0,4]",630,557,1187,0.53,0.47
JN_a36_0,Juno,SemiQuintile,0,2491,2302,4793,0.52,0.48
"JN_a45_(0,4]",Juno,SemiSquare,"(0,4]",550,539,1089,0.51,0.49
JN_a45_0,Juno,SemiSquare,0,2571,2320,4891,0.53,0.47
"JN_a60_(0,4]",Juno,Sextile,"(0,4]",539,530,1069,0.5,0.5
JN_a60_0,Juno,Sextile,0,2582,2329,4911,0.53,0.47
"JN_a72_(0,4]",Juno,Quintile,"(0,4]",613,545,1158,0.53,0.47
JN_a72_0,Juno,Quintile,0,2508,2314,4822,0.52,0.48
"JN_a90_(0,3]",Juno,Square,"(0,3]",615,513,1128,0.55,0.45
JN_a90_0,Juno,Square,0,2506,2346,4852,0.52,0.48
"JU_a0_(0,3]",Jupiter,Conjunction,"(0,3]",414,359,773,0.54,0.46
JU_a0_0,Jupiter,Conjunction,0,2707,2500,5207,0.52,0.48
"JU_a103_(0,4]",Jupiter,BiSeptile,"(0,4]",718,631,1349,0.53,0.47
JU_a103_0,Jupiter,BiSeptile,0,2403,2228,4631,0.52,0.48
"JU_a120_(0,4]",Jupiter,Trine,"(0,4]",640,601,1241,0.52,0.48
JU_a120_0,Jupiter,Trine,0,2481,2258,4739,0.52,0.48
"JU_a135_(0,4]",Jupiter,SesquiSquare,"(0,4]",771,659,1430,0.54,0.46
JU_a135_0,Jupiter,SesquiSquare,0,2350,2200,4550,0.52,0.48
"JU_a144_(0,4]",Jupiter,BiQuintile,"(0,4]",713,668,1381,0.52,0.48
JU_a144_0,Jupiter,BiQuintile,0,2408,2191,4599,0.52,0.48
"JU_a150_(0,4]",Jupiter,Quincunx,"(0,4]",683,662,1345,0.51,0.49
JU_a150_0,Jupiter,Quincunx,0,2438,2197,4635,0.53,0.47
"JU_a180_(0,3]",Jupiter,Opposition,"(0,3]",423,352,775,0.55,0.45
JU_a180_0,Jupiter,Opposition,0,2698,2507,5205,0.52,0.48
"JU_a30_(0,4]",Jupiter,SemiSextile,"(0,4]",683,645,1328,0.51,0.49
JU_a30_0,Jupiter,SemiSextile,0,2438,2214,4652,0.52,0.48
"JU_a36_(0,4]",Jupiter,SemiQuintile,"(0,4]",743,658,1401,0.53,0.47
JU_a36_0,Jupiter,SemiQuintile,0,2378,2201,4579,0.52,0.48
"JU_a45_(0,4]",Jupiter,SemiSquare,"(0,4]",736,717,1453,0.51,0.49
JU_a45_0,Jupiter,SemiSquare,0,2385,2142,4527,0.53,0.47
"JU_a60_(0,5]",Jupiter,Sextile,"(0,5]",701,667,1368,0.51,0.49
JU_a60_0,Jupiter,Sextile,0,2420,2192,4612,0.52,0.48
"JU_a72_(0,5]",Jupiter,Quintile,"(0,5]",721,687,1408,0.51,0.49
JU_a72_0,Jupiter,Quintile,0,2400,2172,4572,0.52,0.48
"JU_a90_(0,4]",Jupiter,Square,"(0,4]",742,654,1396,0.53,0.47
JU_a90_0,Jupiter,Square,0,2379,2205,4584,0.52,0.48
"MA_a0_(0,3]",Mars,Conjunction,"(0,3]",298,245,543,0.55,0.45
MA_a0_0,Mars,Conjunction,0,2823,2614,5437,0.52,0.48
"MA_a103_(0,3]",Mars,BiSeptile,"(0,3]",421,399,820,0.51,0.49
MA_a103_0,Mars,BiSeptile,0,2700,2460,5160,0.52,0.48
"MA_a120_(0,3]",Mars,Trine,"(0,3]",354,293,647,0.55,0.45
MA_a120_0,Mars,Trine,0,2767,2566,5333,0.52,0.48
"MA_a135_(0,3]",Mars,SesquiSquare,"(0,3]",304,300,604,0.5,0.5
MA_a135_0,Mars,SesquiSquare,0,2817,2559,5376,0.52,0.48
"MA_a144_(0,2]",Mars,BiQuintile,"(0,2]",281,297,578,0.49,0.51
MA_a144_0,Mars,BiQuintile,0,2840,2562,5402,0.53,0.47
"MA_a150_(0,3]",Mars,Quincunx,"(0,3]",290,283,573,0.51,0.49
MA_a150_0,Mars,Quincunx,0,2831,2576,5407,0.52,0.48
"MA_a180_(0,3]",Mars,Opposition,"(0,3]",148,138,286,0.52,0.48
MA_a180_0,Mars,Opposition,0,2973,2721,5694,0.52,0.48
"MA_a30_(0,3]",Mars,SemiSextile,"(0,3]",488,480,968,0.5,0.5
MA_a30_0,Mars,SemiSextile,0,2633,2379,5012,0.53,0.47
"MA_a36_(0,3]",Mars,SemiQuintile,"(0,3]",465,455,920,0.51,0.49
MA_a36_0,Mars,SemiQuintile,0,2656,2404,5060,0.52,0.48
"MA_a45_(0,3]",Mars,SemiSquare,"(0,3]",543,484,1027,0.53,0.47
MA_a45_0,Mars,SemiSquare,0,2578,2375,4953,0.52,0.48
"MA_a60_(0,3]",Mars,Sextile,"(0,3]",460,453,913,0.5,0.5
MA_a60_0,Mars,Sextile,0,2661,2406,5067,0.53,0.47
"MA_a72_(0,3]",Mars,Quintile,"(0,3]",492,405,897,0.55,0.45
MA_a72_0,Mars,Quintile,0,2629,2454,5083,0.52,0.48
