PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,126,106,232,0.54,0.46
CE_VM02,Ceres,Bharani,111,112,223,0.5,0.5
CE_VM03,Ceres,Krittica,130,91,221,0.59,0.41
CE_VM04,Ceres,Rohini,115,94,209,0.55,0.45
CE_VM05,Ceres,Mrigashira,114,99,213,0.54,0.46
CE_VM06,Ceres,Ardra,90,104,194,0.46,0.54
CE_VM07,Ceres,Punavasu,118,98,216,0.55,0.45
CE_VM08,Ceres,Pushya,90,85,175,0.51,0.49
CE_VM09,Ceres,Ashlesha,102,82,184,0.55,0.45
CE_VM10,Ceres,Magha,92,89,181,0.51,0.49
CE_VM11,Ceres,PurvaPhalguni,98,75,173,0.57,0.43
CE_VM12,Ceres,UttaraPhalguni,102,93,195,0.52,0.48
CE_VM13,Ceres,Hasta,76,87,163,0.47,0.53
CE_VM14,Ceres,Chitra,119,106,225,0.53,0.47
CE_VM15,Ceres,Swati,93,88,181,0.51,0.49
CE_VM16,Ceres,Vishakha,103,115,218,0.47,0.53
CE_VM17,Ceres,Anuradha,110,101,211,0.52,0.48
CE_VM18,Ceres,Jyeshtha,118,100,218,0.54,0.46
CE_VM19,Ceres,Mula,106,115,221,0.48,0.52
CE_VM20,Ceres,PurvaAshada,122,109,231,0.53,0.47
CE_VM21,Ceres,UttaraAshada,134,117,251,0.53,0.47
CE_VM22,Ceres,Shravana,123,123,246,0.5,0.5
CE_VM23,Ceres,Danishtha,130,150,280,0.46,0.54
CE_VM24,Ceres,Shatabhisha,204,169,373,0.55,0.45
CE_VM25,Ceres,PurvaBhadrapada,127,123,250,0.51,0.49
CE_VM26,Ceres,UttaraBhadrapada,142,105,247,0.57,0.43
CE_VM27,Ceres,Revati,123,118,241,0.51,0.49
CH_VM14,Chiron,Chitra,40,37,77,0.52,0.48
CH_VM15,Chiron,Swati,69,63,132,0.52,0.48
CH_VM16,Chiron,Vishakha,103,86,189,0.54,0.46
CH_VM17,Chiron,Anuradha,135,123,258,0.52,0.48
CH_VM18,Chiron,Jyeshtha,129,190,319,0.4,0.6
CH_VM19,Chiron,Mula,164,179,343,0.48,0.52
CH_VM20,Chiron,PurvaAshada,215,169,384,0.56,0.44
CH_VM21,Chiron,UttaraAshada,239,244,483,0.49,0.51
CH_VM22,Chiron,Shravana,297,296,593,0.5,0.5
CH_VM23,Chiron,Danishtha,355,301,656,0.54,0.46
CH_VM24,Chiron,Shatabhisha,441,415,856,0.52,0.48
CH_VM25,Chiron,PurvaBhadrapada,485,369,854,0.57,0.43
CH_VM26,Chiron,UttaraBhadrapada,446,382,828,0.54,0.46
JN_VM01,Juno,Aswini,51,36,87,0.59,0.41
JN_VM02,Juno,Bharani,60,42,102,0.59,0.41
JN_VM03,Juno,Krittica,98,83,181,0.54,0.46
JN_VM04,Juno,Rohini,67,74,141,0.48,0.52
JN_VM05,Juno,Mrigashira,87,68,155,0.56,0.44
JN_VM06,Juno,Ardra,48,60,108,0.44,0.56
JN_VM07,Juno,Punavasu,53,55,108,0.49,0.51
JN_VM08,Juno,Pushya,104,82,186,0.56,0.44
JN_VM09,Juno,Ashlesha,135,130,265,0.51,0.49
JN_VM10,Juno,Magha,85,104,189,0.45,0.55
JN_VM11,Juno,PurvaPhalguni,109,107,216,0.5,0.5
JN_VM12,Juno,UttaraPhalguni,183,160,343,0.53,0.47
JN_VM13,Juno,Hasta,207,160,367,0.56,0.44
JN_VM14,Juno,Chitra,191,158,349,0.55,0.45
JN_VM15,Juno,Swati,206,159,365,0.56,0.44
JN_VM16,Juno,Vishakha,195,176,371,0.53,0.47
JN_VM17,Juno,Anuradha,184,189,373,0.49,0.51
JN_VM18,Juno,Jyeshtha,127,140,267,0.48,0.52
JN_VM19,Juno,Mula,138,124,262,0.53,0.47
JN_VM20,Juno,PurvaAshada,176,157,333,0.53,0.47
JN_VM21,Juno,UttaraAshada,98,86,184,0.53,0.47
JN_VM22,Juno,Shravana,151,134,285,0.53,0.47
JN_VM23,Juno,Danishtha,114,111,225,0.51,0.49
JN_VM24,Juno,Shatabhisha,54,47,101,0.53,0.47
JN_VM25,Juno,PurvaBhadrapada,77,80,157,0.49,0.51
JN_VM26,Juno,UttaraBhadrapada,76,87,163,0.47,0.53
JN_VM27,Juno,Revati,44,45,89,0.49,0.51
JU_VM01,Jupiter,Aswini,171,181,352,0.49,0.51
JU_VM02,Jupiter,Bharani,73,72,145,0.5,0.5
JU_VM03,Jupiter,Krittica,56,83,139,0.4,0.6
JU_VM04,Jupiter,Rohini,177,183,360,0.49,0.51
JU_VM05,Jupiter,Mrigashira,44,36,80,0.55,0.45
JU_VM06,Jupiter,Ardra,127,147,274,0.46,0.54
JU_VM07,Jupiter,Punavasu,123,110,233,0.53,0.47
JU_VM08,Jupiter,Pushya,80,65,145,0.55,0.45
JU_VM09,Jupiter,Ashlesha,200,171,371,0.54,0.46
JU_VM10,Jupiter,Magha,49,38,87,0.56,0.44
JU_VM11,Jupiter,PurvaPhalguni,206,172,378,0.54,0.46
JU_VM12,Jupiter,UttaraPhalguni,74,71,145,0.51,0.49
JU_VM13,Jupiter,Hasta,160,140,300,0.53,0.47
JU_VM14,Jupiter,Chitra,125,103,228,0.55,0.45
JU_VM15,Jupiter,Swati,116,87,203,0.57,0.43
JU_VM16,Jupiter,Vishakha,174,145,319,0.55,0.45
JU_VM17,Jupiter,Anuradha,51,62,113,0.45,0.55
JU_VM18,Jupiter,Jyeshtha,207,173,380,0.54,0.46
JU_VM19,Jupiter,Mula,55,46,101,0.54,0.46
JU_VM20,Jupiter,PurvaAshada,126,150,276,0.46,0.54
JU_VM21,Jupiter,UttaraAshada,128,104,232,0.55,0.45
JU_VM22,Jupiter,Shravana,87,77,164,0.53,0.47
JU_VM23,Jupiter,Danishtha,153,140,293,0.52,0.48
JU_VM24,Jupiter,Shatabhisha,46,32,78,0.59,0.41
JU_VM25,Jupiter,PurvaBhadrapada,160,130,290,0.55,0.45
JU_VM26,Jupiter,UttaraBhadrapada,109,97,206,0.53,0.47
JU_VM27,Jupiter,Revati,41,39,80,0.51,0.49
MA_VM01,Mars,Aswini,108,102,210,0.51,0.49
MA_VM02,Mars,Bharani,117,129,246,0.48,0.52
MA_VM03,Mars,Krittica,97,100,197,0.49,0.51
MA_VM04,Mars,Rohini,96,73,169,0.57,0.43
MA_VM05,Mars,Mrigashira,109,108,217,0.5,0.5
MA_VM06,Mars,Ardra,121,120,241,0.5,0.5
MA_VM07,Mars,Punavasu,87,90,177,0.49,0.51
MA_VM08,Mars,Pushya,133,116,249,0.53,0.47
MA_VM09,Mars,Ashlesha,106,133,239,0.44,0.56
MA_VM10,Mars,Magha,105,112,217,0.48,0.52
MA_VM11,Mars,PurvaPhalguni,120,133,253,0.47,0.53
MA_VM12,Mars,UttaraPhalguni,128,108,236,0.54,0.46
MA_VM13,Mars,Hasta,141,114,255,0.55,0.45
MA_VM14,Mars,Chitra,150,155,305,0.49,0.51
MA_VM15,Mars,Swati,143,118,261,0.55,0.45
MA_VM16,Mars,Vishakha,121,100,221,0.55,0.45
MA_VM17,Mars,Anuradha,132,123,255,0.52,0.48
MA_VM18,Mars,Jyeshtha,123,116,239,0.51,0.49
MA_VM19,Mars,Mula,115,99,214,0.54,0.46
MA_VM20,Mars,PurvaAshada,92,78,170,0.54,0.46
MA_VM21,Mars,UttaraAshada,116,97,213,0.54,0.46
MA_VM22,Mars,Shravana,126,90,216,0.58,0.42
MA_VM23,Mars,Danishtha,97,75,172,0.56,0.44
MA_VM24,Mars,Shatabhisha,126,117,243,0.52,0.48
MA_VM25,Mars,PurvaBhadrapada,91,71,162,0.56,0.44
MA_VM26,Mars,UttaraBhadrapada,94,73,167,0.56,0.44
MA_VM27,Mars,Revati,124,104,228,0.54,0.46
ME_VM01,Mercury,Aswini,102,99,201,0.51,0.49
ME_VM02,Mercury,Bharani,120,74,194,0.62,0.38
ME_VM03,Mercury,Krittica,80,100,180,0.44,0.56
