PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,96,93,189,0.51,0.49
CE_VM02,Ceres,Bharani,84,92,176,0.48,0.52
CE_VM03,Ceres,Krittica,68,51,119,0.57,0.43
CE_VM04,Ceres,Rohini,32,40,72,0.44,0.56
CE_VM05,Ceres,Mrigashira,89,82,171,0.52,0.48
CE_VM06,Ceres,Ardra,83,67,150,0.55,0.45
CE_VM07,Ceres,Punavasu,81,67,148,0.55,0.45
CE_VM08,Ceres,Pushya,74,87,161,0.46,0.54
CE_VM09,Ceres,Ashlesha,90,79,169,0.53,0.47
CE_VM10,Ceres,Magha,83,80,163,0.51,0.49
CE_VM11,Ceres,PurvaPhalguni,75,79,154,0.49,0.51
CE_VM12,Ceres,UttaraPhalguni,50,40,90,0.56,0.44
CE_VM13,Ceres,Hasta,48,37,85,0.56,0.44
CE_VM14,Ceres,Chitra,100,109,209,0.48,0.52
CE_VM15,Ceres,Swati,78,89,167,0.47,0.53
CE_VM16,Ceres,Vishakha,101,100,201,0.5,0.5
CE_VM17,Ceres,Anuradha,84,105,189,0.44,0.56
CE_VM18,Ceres,Jyeshtha,87,102,189,0.46,0.54
CE_VM19,Ceres,Mula,102,103,205,0.5,0.5
CE_VM20,Ceres,PurvaAshada,44,56,100,0.44,0.56
CE_VM21,Ceres,UttaraAshada,84,108,192,0.44,0.56
CE_VM22,Ceres,Shravana,118,113,231,0.51,0.49
CE_VM23,Ceres,Danishtha,121,120,241,0.5,0.5
CE_VM24,Ceres,Shatabhisha,128,96,224,0.57,0.43
CE_VM25,Ceres,PurvaBhadrapada,97,106,203,0.48,0.52
CE_VM26,Ceres,UttaraBhadrapada,69,58,127,0.54,0.46
CE_VM27,Ceres,Revati,61,60,121,0.5,0.5
CH_VM20,Chiron,PurvaAshada,33,26,59,0.56,0.44
CH_VM21,Chiron,UttaraAshada,249,250,499,0.5,0.5
CH_VM22,Chiron,Shravana,307,300,607,0.51,0.49
CH_VM23,Chiron,Danishtha,337,339,676,0.5,0.5
CH_VM24,Chiron,Shatabhisha,451,437,888,0.51,0.49
CH_VM25,Chiron,PurvaBhadrapada,430,454,884,0.49,0.51
CH_VM26,Chiron,UttaraBhadrapada,420,413,833,0.5,0.5
JN_VM01,Juno,Aswini,34,40,74,0.46,0.54
JN_VM02,Juno,Bharani,39,50,89,0.44,0.56
JN_VM03,Juno,Krittica,95,78,173,0.55,0.45
JN_VM04,Juno,Rohini,51,78,129,0.4,0.6
JN_VM05,Juno,Mrigashira,64,74,138,0.46,0.54
JN_VM06,Juno,Ardra,38,37,75,0.51,0.49
JN_VM07,Juno,Punavasu,43,35,78,0.55,0.45
JN_VM08,Juno,Pushya,73,80,153,0.48,0.52
JN_VM09,Juno,Ashlesha,71,79,150,0.47,0.53
JN_VM10,Juno,Magha,44,45,89,0.49,0.51
JN_VM11,Juno,PurvaPhalguni,78,73,151,0.52,0.48
JN_VM12,Juno,UttaraPhalguni,92,91,183,0.5,0.5
JN_VM13,Juno,Hasta,148,134,282,0.52,0.48
JN_VM14,Juno,Chitra,146,160,306,0.48,0.52
JN_VM15,Juno,Swati,104,119,223,0.47,0.53
JN_VM16,Juno,Vishakha,108,112,220,0.49,0.51
JN_VM17,Juno,Anuradha,123,92,215,0.57,0.43
JN_VM18,Juno,Jyeshtha,100,112,212,0.47,0.53
JN_VM19,Juno,Mula,121,122,243,0.5,0.5
JN_VM20,Juno,PurvaAshada,168,146,314,0.54,0.46
JN_VM21,Juno,UttaraAshada,89,80,169,0.53,0.47
JN_VM22,Juno,Shravana,114,91,205,0.56,0.44
JN_VM23,Juno,Danishtha,61,59,120,0.51,0.49
JN_VM24,Juno,Shatabhisha,48,38,86,0.56,0.44
JN_VM25,Juno,PurvaBhadrapada,74,69,143,0.52,0.48
JN_VM26,Juno,UttaraBhadrapada,70,80,150,0.47,0.53
JN_VM27,Juno,Revati,31,45,76,0.41,0.59
JU_VM01,Jupiter,Aswini,82,69,151,0.54,0.46
JU_VM02,Jupiter,Bharani,54,53,107,0.5,0.5
JU_VM03,Jupiter,Krittica,15,27,42,0.36,0.64
JU_VM04,Jupiter,Rohini,111,106,217,0.51,0.49
JU_VM05,Jupiter,Mrigashira,21,22,43,0.49,0.51
JU_VM06,Jupiter,Ardra,55,60,115,0.48,0.52
JU_VM07,Jupiter,Punavasu,86,63,149,0.58,0.42
JU_VM08,Jupiter,Pushya,15,28,43,0.35,0.65
JU_VM09,Jupiter,Ashlesha,110,113,223,0.49,0.51
JU_VM10,Jupiter,Magha,22,23,45,0.49,0.51
JU_VM11,Jupiter,PurvaPhalguni,175,170,345,0.51,0.49
