PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-VFD.csv,ADA-USD,2020-12-08T10:01:56Z,0,0.55,0.711,0.674,0.767,0.129,0.113,0.132,0.525,0.441,0.411,0.5,0.121,0.102,0.125,0.599569612133272
ADA-USD-predict-ensamble-gakknn-VGC.csv,ADA-USD,2020-12-08T16:02:58Z,0,0.533,0.571,0.624,0.7,0.113,0.119,0.107,0.549,0.507,0.492,0.5,0.063,0.027,0.011,0.582544711460691
ADA-USD-predict-ensamble-gakknn-VDIBCFF.csv,ADA-USD,2020-12-25T20:15:32Z,0,0.56,0.64,0.674,0.767,0.062,0.11,0.132,0.501,0.439,0.445,0.567,0.116,0.122,0.173,0.574886439150656
ADA-USD-predict-ensamble-gakknn-UADAD.csv,ADA-USD,2020-12-27T12:25:25Z,0,0.552,0.625,0.688,0.667,0.082,0.111,0.03,0.497,0.452,0.428,0.533,0.105,0.113,0.149,0.563407336434489
ADA-USD-predict-ensamble-gakknn-MIHE.csv,ADA-USD,2020-11-29T17:39:19Z,0,0.53,0.617,0.64,0.667,0.067,0.048,0.038,0.508,0.439,0.444,0.533,0.109,0.09,0.126,0.545661293399298
ADA-USD-predict-ensamble-gakknn-NAABCAABE.csv,ADA-USD,"",0,0.504,0.597,0.591,0.667,0.138,0.076,0.106,0.479,0.502,0.556,0.467,0.095,0.13,0.126,0.543485156155376
ADA-USD-predict-ensamble-ga-mlpML-10-5-10-MAABBAAB.csv,ADA-USD,"",0,0.502,0.64,0.656,0.7,0.114,0.052,0.062,0.426,0.44,0.427,0.5,0.058,0.076,0.103,0.543397188781755
ADA-USD-predict-ensamble-gakknn-UADBA.csv,ADA-USD,2020-12-27T15:02:51Z,0,0.55,0.642,0.606,0.6,0.105,0.063,0.009,0.527,0.528,0.506,0.4,0.127,0.113,0.151,0.536179719703995
ADA-USD-predict-kknnLDDBC-ensamble.csv,ADA-USD,"",0,0.581,0.594,0.606,0.567,0.033,0.044,0.056,0.491,0.531,0.475,0.433,0.114,0.106,0.059,0.53427306105433
ADA-USD-predict-ensamble-gakknn-UA.csv,ADA-USD,2020-12-05T20:45:13Z,0,0.468,0.526,0.575,0.633,0.047,0.103,0.083,0.495,0.484,0.476,0.5,0.096,0.028,0.034,0.532774749134868
ADA-USD-predict-ensamble-gakknn-VGG.csv,ADA-USD,2020-12-08T20:29:37Z,0,0.54,0.615,0.673,0.733,0.077,0.117,0.085,0.419,0.483,0.511,0.667,0.05,0.163,0.22,0.53115645887119
