PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CECH_a103,Ceres,Chiron,BiSeptile,6,5,11,0.55,0.45
CECH_a120,Ceres,Chiron,Trine,18,29,47,0.38,0.62
CECH_a135,Ceres,Chiron,SesquiSquare,20,33,53,0.38,0.62
CECH_a144,Ceres,Chiron,BiQuintile,33,30,63,0.52,0.48
CECH_a150,Ceres,Chiron,Quincunx,9,11,20,0.45,0.55
CECH_a180,Ceres,Chiron,Opposition,3,5,8,0.38,0.62
CECH_a30,Ceres,Chiron,SemiSextile,35,33,68,0.51,0.49
CECH_a36,Ceres,Chiron,SemiQuintile,48,43,91,0.53,0.47
CECH_a45,Ceres,Chiron,SemiSquare,9,5,14,0.64,0.36
CECH_a60,Ceres,Chiron,Sextile,7,4,11,0.64,0.36
CECH_a72,Ceres,Chiron,Quintile,8,3,11,0.73,0.27
CECH_a90,Ceres,Chiron,Square,2,9,11,0.18,0.82
CEJU_a0,Ceres,Jupiter,Conjunction,11,13,24,0.46,0.54
CEJU_a103,Ceres,Jupiter,BiSeptile,17,10,27,0.63,0.37
CEJU_a30,Ceres,Jupiter,SemiSextile,19,17,36,0.53,0.47
CEJU_a36,Ceres,Jupiter,SemiQuintile,44,32,76,0.58,0.42
CEJU_a45,Ceres,Jupiter,SemiSquare,28,29,57,0.49,0.51
CEJU_a60,Ceres,Jupiter,Sextile,4,7,11,0.36,0.64
CEJU_a72,Ceres,Jupiter,Quintile,5,5,10,0.5,0.5
CEJU_a90,Ceres,Jupiter,Square,14,9,23,0.61,0.39
CENE_a0,Ceres,Neptune,Conjunction,5,8,13,0.38,0.62
CENE_a103,Ceres,Neptune,BiSeptile,21,30,51,0.41,0.59
CENE_a120,Ceres,Neptune,Trine,7,3,10,0.7,0.3
CENE_a135,Ceres,Neptune,SesquiSquare,5,4,9,0.56,0.44
CENE_a144,Ceres,Neptune,BiQuintile,36,24,60,0.6,0.4
CENE_a150,Ceres,Neptune,Quincunx,21,33,54,0.39,0.61
CENE_a180,Ceres,Neptune,Opposition,2,7,9,0.22,0.78
CENE_a30,Ceres,Neptune,SemiSextile,8,5,13,0.62,0.38
CENE_a36,Ceres,Neptune,SemiQuintile,7,5,12,0.58,0.42
CENE_a45,Ceres,Neptune,SemiSquare,7,5,12,0.58,0.42
CENE_a60,Ceres,Neptune,Sextile,5,6,11,0.45,0.55
CENE_a72,Ceres,Neptune,Quintile,5,6,11,0.45,0.55
CENE_a90,Ceres,Neptune,Square,7,5,12,0.58,0.42
CENN_a0,Ceres,NNode,Conjunction,44,27,71,0.62,0.38
CENN_a103,Ceres,NNode,BiSeptile,10,12,22,0.45,0.55
CENN_a120,Ceres,NNode,Trine,11,12,23,0.48,0.52
CENN_a135,Ceres,NNode,SesquiSquare,48,51,99,0.48,0.52
CENN_a144,Ceres,NNode,BiQuintile,17,20,37,0.46,0.54
CENN_a150,Ceres,NNode,Quincunx,12,8,20,0.6,0.4
CENN_a180,Ceres,NNode,Opposition,3,6,9,0.33,0.67
CENN_a30,Ceres,NNode,SemiSextile,3,6,9,0.33,0.67
CENN_a36,Ceres,NNode,SemiQuintile,6,3,9,0.67,0.33
CENN_a45,Ceres,NNode,SemiSquare,4,4,8,0.5,0.5
CENN_a60,Ceres,NNode,Sextile,5,3,8,0.62,0.38
CENN_a72,Ceres,NNode,Quintile,4,5,9,0.44,0.56
CENN_a90,Ceres,NNode,Square,10,9,19,0.53,0.47
CEPA_a103,Ceres,Pallas,BiSeptile,7,9,16,0.44,0.56
CEPA_a30,Ceres,Pallas,SemiSextile,91,68,159,0.57,0.43
CEPA_a36,Ceres,Pallas,SemiQuintile,85,86,171,0.5,0.5
CEPA_a45,Ceres,Pallas,SemiSquare,35,36,71,0.49,0.51
CEPA_a60,Ceres,Pallas,Sextile,26,12,38,0.68,0.32
CEPA_a72,Ceres,Pallas,Quintile,3,5,8,0.38,0.62
CEPA_a90,Ceres,Pallas,Square,5,9,14,0.36,0.64
CEPH_a0,Ceres,Pholus,Conjunction,4,8,12,0.33,0.67
CEPH_a103,Ceres,Pholus,BiSeptile,1,8,9,0.11,0.89
CEPH_a120,Ceres,Pholus,Trine,4,6,10,0.4,0.6
CEPH_a135,Ceres,Pholus,SesquiSquare,18,29,47,0.38,0.62
CEPH_a144,Ceres,Pholus,BiQuintile,33,26,59,0.56,0.44
CEPH_a30,Ceres,Pholus,SemiSextile,36,44,80,0.45,0.55
CEPH_a36,Ceres,Pholus,SemiQuintile,13,11,24,0.54,0.46
CEPH_a45,Ceres,Pholus,SemiSquare,16,7,23,0.7,0.3
CEPH_a60,Ceres,Pholus,Sextile,40,36,76,0.53,0.47
CEPH_a72,Ceres,Pholus,Quintile,27,21,48,0.56,0.44
CEPH_a90,Ceres,Pholus,Square,2,7,9,0.22,0.78
CEPL_a0,Ceres,Pluto,Conjunction,9,2,11,0.82,0.18
CEPL_a103,Ceres,Pluto,BiSeptile,6,3,9,0.67,0.33
CEPL_a120,Ceres,Pluto,Trine,5,4,9,0.56,0.44
CEPL_a135,Ceres,Pluto,SesquiSquare,3,7,10,0.3,0.7
CEPL_a144,Ceres,Pluto,BiQuintile,4,7,11,0.36,0.64
CEPL_a150,Ceres,Pluto,Quincunx,34,26,60,0.57,0.43
CEPL_a30,Ceres,Pluto,SemiSextile,17,9,26,0.65,0.35
CEPL_a36,Ceres,Pluto,SemiQuintile,46,33,79,0.58,0.42
CEPL_a45,Ceres,Pluto,SemiSquare,56,60,116,0.48,0.52
CEPL_a60,Ceres,Pluto,Sextile,10,8,18,0.56,0.44
CEPL_a72,Ceres,Pluto,Quintile,5,6,11,0.45,0.55
CEPL_a90,Ceres,Pluto,Square,8,2,10,0.8,0.2
CESA_a0,Ceres,Saturn,Conjunction,12,3,15,0.8,0.2
CESA_a103,Ceres,Saturn,BiSeptile,4,5,9,0.44,0.56
CESA_a120,Ceres,Saturn,Trine,2,7,9,0.22,0.78
CESA_a135,Ceres,Saturn,SesquiSquare,18,28,46,0.39,0.61
CESA_a144,Ceres,Saturn,BiQuintile,8,17,25,0.32,0.68
CESA_a150,Ceres,Saturn,Quincunx,22,13,35,0.63,0.37
CESA_a30,Ceres,Saturn,SemiSextile,18,11,29,0.62,0.38
CESA_a36,Ceres,Saturn,SemiQuintile,74,78,152,0.49,0.51
CESA_a45,Ceres,Saturn,SemiSquare,62,73,135,0.46,0.54
CESA_a60,Ceres,Saturn,Sextile,5,8,13,0.38,0.62
CESA_a72,Ceres,Saturn,Quintile,7,4,11,0.64,0.36
CESA_a90,Ceres,Saturn,Square,5,5,10,0.5,0.5
CESN_a0,Ceres,SNode,Conjunction,3,6,9,0.33,0.67
CESN_a103,Ceres,SNode,BiSeptile,6,2,8,0.75,0.25
CESN_a120,Ceres,SNode,Trine,5,3,8,0.62,0.38
