PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,13,20,33,0.39,0.61
CE_AM02,Ceres,Butain,19,13,32,0.59,0.41
CE_AM03,Ceres,Turaija,17,16,33,0.52,0.48
CE_AM04,Ceres,Dabaran,14,21,35,0.4,0.6
CE_AM05,Ceres,Haq'a,24,18,42,0.57,0.43
CE_AM06,Ceres,Han'a,50,56,106,0.47,0.53
CE_AM10,Ceres,Gabha,52,44,96,0.54,0.46
CE_AM11,Ceres,Zubra,83,77,160,0.52,0.48
CE_AM12,Ceres,Sarfa,11,22,33,0.33,0.67
CE_AM13,Ceres,Auwa,11,20,31,0.35,0.65
CE_AM14,Ceres,Simak,15,14,29,0.52,0.48
CE_AM15,Ceres,Gafr,16,12,28,0.57,0.43
CE_AM16,Ceres,Zubana,19,10,29,0.66,0.34
CE_AM17,Ceres,Iklik,12,17,29,0.41,0.59
CE_AM18,Ceres,Qualb,15,17,32,0.47,0.53
CE_AM19,Ceres,Saula,55,54,109,0.5,0.5
CE_AM20,Ceres,Na'a'im,88,84,172,0.51,0.49
CE_AM21,Ceres,Balda,18,19,37,0.49,0.51
CE_AM22,Ceres,Dabih,10,23,33,0.3,0.7
CE_AM23,Ceres,Bula,20,12,32,0.62,0.38
CE_AM24,Ceres,Su'ud,22,11,33,0.67,0.33
CE_AM25,Ceres,Ahbija,13,22,35,0.37,0.63
CE_AM26,Ceres,Muqaddam,75,54,129,0.58,0.42
CE_AM27,Ceres,Mu'ahhar,97,64,161,0.6,0.4
CE_AM28,Ceres,Risa,23,13,36,0.64,0.36
CH_AM01,Chiron,Saratan,593,553,1146,0.52,0.48
CH_AM02,Chiron,Butain,14,12,26,0.54,0.46
CH_AM28,Chiron,Risa,185,168,353,0.52,0.48
JN_AM01,Juno,Saratan,14,13,27,0.52,0.48
JN_AM02,Juno,Butain,10,17,27,0.37,0.63
JN_AM03,Juno,Turaija,11,18,29,0.38,0.62
