PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z04_3CAN,Ceres,CancerD3,1,1,2,0.5,0.5
CE_Z05_1LEO,Ceres,LeoD1,54,57,111,0.49,0.51
CE_Z05_2LEO,Ceres,LeoD2,66,73,139,0.47,0.53
CE_Z05_3LEO,Ceres,LeoD1,8,19,27,0.3,0.7
CE_Z06_1VIR,Ceres,VirgoD1,9,15,24,0.38,0.62
CE_Z06_2VIR,Ceres,VirgoD2,10,13,23,0.43,0.57
CE_Z06_3VIR,Ceres,VirgoD3,12,11,23,0.52,0.48
CE_Z07_1LIB,Ceres,LibraD1,10,12,22,0.45,0.55
CE_Z07_2LIB,Ceres,LibraD2,12,10,22,0.55,0.45
CE_Z07_3LIB,Ceres,LibraD3,12,10,22,0.55,0.45
CE_Z08_1SCO,Ceres,ScorpioD1,9,14,23,0.39,0.61
CE_Z08_2SCO,Ceres,ScorpioD2,15,10,25,0.6,0.4
CE_Z08_3SCO,Ceres,ScorpioD3,13,14,27,0.48,0.52
CE_Z09_1SAG,Ceres,SagittariusD1,75,85,160,0.47,0.53
CE_Z09_2SAG,Ceres,SagittariusD2,56,51,107,0.52,0.48
CE_Z09_3SAG,Ceres,SagittariusD3,13,15,28,0.46,0.54
CE_Z10_1CAP,Ceres,CapricornD1,9,17,26,0.35,0.65
CE_Z10_2CAP,Ceres,CapricornD2,11,14,25,0.44,0.56
CE_Z10_3CAP,Ceres,CapricornD3,17,8,25,0.68,0.32
CE_Z11_1AQU,Ceres,AquariusD1,14,12,26,0.54,0.46
CE_Z11_2AQU,Ceres,AquariusD2,15,12,27,0.56,0.44
CE_Z11_3AQU,Ceres,AquariusD3,40,29,69,0.58,0.42
CE_Z12_1PIS,Ceres,PiscesD1,72,67,139,0.52,0.48
CE_Z12_2PIS,Ceres,PiscesD2,52,43,95,0.55,0.45
CE_Z12_3PIS,Ceres,PiscesD3,7,7,14,0.5,0.5
CH_Z01_1ARI,Chiron,AriesD1,441,437,878,0.5,0.5
CH_Z12_3PIS,Chiron,PiscesD3,171,182,353,0.48,0.52
JN_Z01_1ARI,Juno,AriesD1,10,11,21,0.48,0.52
JN_Z01_2ARI,Juno,AriesD2,8,13,21,0.38,0.62
JN_Z01_3ARI,Juno,AriesD3,8,14,22,0.36,0.64
JN_Z02_1TAU,Juno,TaurusD1,8,15,23,0.35,0.65
JN_Z02_2TAU,Juno,TaurusD2,12,14,26,0.46,0.54
JN_Z02_3TAU,Juno,TaurusD3,71,80,151,0.47,0.53
JN_Z03_1GEM,Juno,GeminiD1,28,22,50,0.56,0.44
JN_Z03_2GEM,Juno,GeminiD2,10,12,22,0.45,0.55
JN_Z03_3GEM,Juno,GeminiD3,10,11,21,0.48,0.52
JN_Z04_1CAN,Juno,CancerD1,11,10,21,0.52,0.48
JN_Z04_2CAN,Juno,CancerD2,11,9,20,0.55,0.45
JN_Z04_3CAN,Juno,CancerD3,10,11,21,0.48,0.52
JN_Z05_1LEO,Juno,LeoD1,12,8,20,0.6,0.4
JN_Z05_2LEO,Juno,LeoD2,8,14,22,0.36,0.64
JN_Z05_3LEO,Juno,LeoD1,11,10,21,0.52,0.48
JN_Z06_1VIR,Juno,VirgoD1,9,14,23,0.39,0.61
JN_Z06_2VIR,Juno,VirgoD2,16,8,24,0.67,0.33
JN_Z06_3VIR,Juno,VirgoD3,11,15,26,0.42,0.58
JN_Z07_1LIB,Juno,LibraD1,59,50,109,0.54,0.46
JN_Z07_2LIB,Juno,LibraD2,71,61,132,0.54,0.46
JN_Z07_3LIB,Juno,LibraD3,40,39,79,0.51,0.49
JN_Z08_1SCO,Juno,ScorpioD1,15,12,27,0.56,0.44
JN_Z08_2SCO,Juno,ScorpioD2,16,13,29,0.55,0.45
JN_Z08_3SCO,Juno,ScorpioD3,17,13,30,0.57,0.43
JN_Z09_1SAG,Juno,SagittariusD1,16,17,33,0.48,0.52
JN_Z09_2SAG,Juno,SagittariusD2,9,10,19,0.47,0.53
JN_Z10_1CAP,Juno,CapricornD1,13,13,26,0.5,0.5
JN_Z10_2CAP,Juno,CapricornD2,13,19,32,0.41,0.59
JN_Z10_3CAP,Juno,CapricornD3,15,12,27,0.56,0.44
JN_Z11_1AQU,Juno,AquariusD1,16,9,25,0.64,0.36
JN_Z11_2AQU,Juno,AquariusD2,7,15,22,0.32,0.68
JN_Z11_3AQU,Juno,AquariusD3,11,11,22,0.5,0.5
JN_Z12_1PIS,Juno,PiscesD1,7,15,22,0.32,0.68
JN_Z12_2PIS,Juno,PiscesD2,9,12,21,0.43,0.57
JN_Z12_3PIS,Juno,PiscesD3,14,7,21,0.67,0.33
JU_Z07_3LIB,Jupiter,LibraD3,10,8,18,0.56,0.44
JU_Z08_1SCO,Jupiter,ScorpioD1,18,28,46,0.39,0.61
JU_Z08_2SCO,Jupiter,ScorpioD2,98,106,204,0.48,0.52
JU_Z08_3SCO,Jupiter,ScorpioD3,67,77,144,0.47,0.53
JU_Z09_1SAG,Jupiter,SagittariusD1,22,23,45,0.49,0.51
JU_Z09_2SAG,Jupiter,SagittariusD2,87,95,182,0.48,0.52
JU_Z09_3SAG,Jupiter,SagittariusD3,78,84,162,0.48,0.52
JU_Z10_1CAP,Jupiter,CapricornD1,22,22,44,0.5,0.5
