PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,13,20,33,0.39,0.61
CE_AM02,Ceres,Butain,17,15,32,0.53,0.47
CE_AM03,Ceres,Turaija,16,17,33,0.48,0.52
CE_AM04,Ceres,Dabaran,15,20,35,0.43,0.57
CE_AM05,Ceres,Haq'a,66,67,133,0.5,0.5
CE_AM06,Ceres,Han'a,71,78,149,0.48,0.52
CE_AM07,Ceres,Dira,11,22,33,0.33,0.67
CE_AM08,Ceres,Natra,8,22,30,0.27,0.73
CE_AM09,Ceres,Tarf(a),14,15,29,0.48,0.52
CE_AM10,Ceres,Gabha,48,49,97,0.49,0.51
CE_AM11,Ceres,Zubra,87,80,167,0.52,0.48
CE_AM12,Ceres,Sarfa,31,32,63,0.49,0.51
CE_AM13,Ceres,Auwa,23,40,63,0.37,0.63
CE_AM14,Ceres,Simak,26,41,67,0.39,0.61
CE_AM15,Ceres,Gafr,40,26,66,0.61,0.39
CE_AM16,Ceres,Zubana,13,16,29,0.45,0.55
CE_AM17,Ceres,Iklik,14,15,29,0.48,0.52
CE_AM18,Ceres,Qualb,14,18,32,0.44,0.56
CE_AM19,Ceres,Saula,39,70,109,0.36,0.64
CE_AM20,Ceres,Na'a'im,87,85,172,0.51,0.49
CE_AM21,Ceres,Balda,16,21,37,0.43,0.57
CE_AM22,Ceres,Dabih,11,22,33,0.33,0.67
CE_AM23,Ceres,Bula,19,13,32,0.59,0.41
CE_AM24,Ceres,Su'ud,21,12,33,0.64,0.36
CE_AM25,Ceres,Ahbija,15,20,35,0.43,0.57
CE_AM26,Ceres,Muqaddam,71,62,133,0.53,0.47
CE_AM27,Ceres,Mu'ahhar,77,84,161,0.48,0.52
CE_AM28,Ceres,Risa,22,14,36,0.61,0.39
CH_AM01,Chiron,Saratan,658,703,1361,0.48,0.52
CH_AM02,Chiron,Butain,101,136,237,0.43,0.57
CH_AM28,Chiron,Risa,146,157,303,0.48,0.52
JN_AM01,Juno,Saratan,15,24,39,0.38,0.62
JN_AM02,Juno,Butain,12,15,27,0.44,0.56
JN_AM03,Juno,Turaija,14,15,29,0.48,0.52
JN_AM04,Juno,Dabaran,28,37,65,0.43,0.57
JN_AM05,Juno,Haq'a,68,84,152,0.45,0.55
JN_AM06,Juno,Han'a,17,13,30,0.57,0.43
JN_AM07,Juno,Dira,14,13,27,0.52,0.48
JN_AM08,Juno,Natra,10,16,26,0.38,0.62
JN_AM09,Juno,Tarf(a),14,13,27,0.52,0.48
JN_AM10,Juno,Gabha,12,14,26,0.46,0.54
JN_AM11,Juno,Zubra,10,18,28,0.36,0.64
JN_AM12,Juno,Sarfa,11,17,28,0.39,0.61
JN_AM13,Juno,Auwa,14,16,30,0.47,0.53
JN_AM14,Juno,Simak,17,16,33,0.52,0.48
JN_AM15,Juno,Gafr,72,74,146,0.49,0.51
JN_AM16,Juno,Zubana,83,78,161,0.52,0.48
JN_AM17,Juno,Iklik,19,21,40,0.48,0.52
JN_AM18,Juno,Qualb,17,20,37,0.46,0.54
JN_AM19,Juno,Saula,17,23,40,0.42,0.58
JN_AM20,Juno,Na'a'im,88,80,168,0.52,0.48
JN_AM21,Juno,Balda,75,74,149,0.5,0.5
JN_AM22,Juno,Dabih,12,24,36,0.33,0.67
JN_AM23,Juno,Bula,32,25,57,0.56,0.44
JN_AM24,Juno,Su'ud,39,25,64,0.61,0.39
JN_AM25,Juno,Ahbija,32,30,62,0.52,0.48
JN_AM26,Juno,Muqaddam,25,39,64,0.39,0.61
JN_AM27,Juno,Mu'ahhar,67,111,178,0.38,0.62
JN_AM28,Juno,Risa,71,61,132,0.54,0.46
JU_AM01,Jupiter,Saratan,103,104,207,0.5,0.5
JU_AM17,Jupiter,Iklik,4,4,8,0.5,0.5
JU_AM18,Jupiter,Qualb,127,116,243,0.52,0.48
JU_AM19,Jupiter,Saula,55,75,130,0.42,0.58
JU_AM20,Jupiter,Na'a'im,60,87,147,0.41,0.59
JU_AM21,Jupiter,Balda,105,118,223,0.47,0.53
JU_AM22,Jupiter,Dabih,28,29,57,0.49,0.51
JU_AM23,Jupiter,Bula,122,119,241,0.51,0.49
JU_AM24,Jupiter,Su'ud,63,59,122,0.52,0.48
JU_AM25,Jupiter,Ahbija,29,27,56,0.52,0.48
JU_AM26,Jupiter,Muqaddam,146,156,302,0.48,0.52
JU_AM27,Jupiter,Mu'ahhar,22,33,55,0.4,0.6
JU_AM28,Jupiter,Risa,41,69,110,0.37,0.63
MA_AM01,Mars,Saratan,30,29,59,0.51,0.49
MA_AM02,Mars,Butain,69,92,161,0.43,0.57
MA_AM03,Mars,Turaija,51,50,101,0.5,0.5
