PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,94,130,224,0.42,0.58
CE_VM02,Ceres,Bharani,34,39,73,0.47,0.53
CE_VM03,Ceres,Krittica,49,27,76,0.64,0.36
CE_VM04,Ceres,Rohini,20,20,40,0.5,0.5
CE_VM05,Ceres,Mrigashira,11,21,32,0.34,0.66
CE_VM06,Ceres,Ardra,15,17,32,0.47,0.53
CE_VM07,Ceres,Punavasu,16,18,34,0.47,0.53
CE_VM08,Ceres,Pushya,60,67,127,0.47,0.53
CE_VM09,Ceres,Ashlesha,74,68,142,0.52,0.48
CE_VM10,Ceres,Magha,15,19,34,0.44,0.56
CE_VM11,Ceres,PurvaPhalguni,12,19,31,0.39,0.61
CE_VM12,Ceres,UttaraPhalguni,16,14,30,0.53,0.47
CE_VM13,Ceres,Hasta,15,14,29,0.52,0.48
CE_VM14,Ceres,Chitra,18,12,30,0.6,0.4
CE_VM15,Ceres,Swati,8,23,31,0.26,0.74
CE_VM16,Ceres,Vishakha,30,36,66,0.45,0.55
CE_VM17,Ceres,Anuradha,90,118,208,0.43,0.57
CE_VM18,Ceres,Jyeshtha,72,70,142,0.51,0.49
CE_VM19,Ceres,Mula,29,41,70,0.41,0.59
CE_VM20,Ceres,PurvaAshada,27,42,69,0.39,0.61
CE_VM21,Ceres,UttaraAshada,99,101,200,0.5,0.5
CE_VM22,Ceres,Shravana,71,94,165,0.43,0.57
CE_VM23,Ceres,Danishtha,73,53,126,0.58,0.42
CE_VM24,Ceres,Shatabhisha,116,121,237,0.49,0.51
CE_VM25,Ceres,PurvaBhadrapada,41,31,72,0.57,0.43
CE_VM26,Ceres,UttaraBhadrapada,29,41,70,0.41,0.59
CE_VM27,Ceres,Revati,45,90,135,0.33,0.67
CH_VM24,Chiron,Shatabhisha,46,42,88,0.52,0.48
CH_VM25,Chiron,PurvaBhadrapada,471,578,1049,0.45,0.55
CH_VM26,Chiron,UttaraBhadrapada,606,668,1274,0.48,0.52
CH_VM27,Chiron,Revati,56,58,114,0.49,0.51
JN_VM01,Juno,Aswini,14,16,30,0.47,0.53
JN_VM02,Juno,Bharani,23,28,51,0.45,0.55
JN_VM03,Juno,Krittica,74,93,167,0.44,0.56
JN_VM04,Juno,Rohini,17,14,31,0.55,0.45
JN_VM05,Juno,Mrigashira,14,15,29,0.48,0.52
JN_VM06,Juno,Ardra,11,16,27,0.41,0.59
JN_VM07,Juno,Punavasu,19,20,39,0.49,0.51
JN_VM08,Juno,Pushya,66,93,159,0.42,0.58
JN_VM09,Juno,Ashlesha,76,77,153,0.5,0.5
JN_VM10,Juno,Magha,28,38,66,0.42,0.58
JN_VM11,Juno,PurvaPhalguni,25,42,67,0.37,0.63
JN_VM12,Juno,UttaraPhalguni,31,38,69,0.45,0.55
JN_VM13,Juno,Hasta,114,111,225,0.51,0.49
JN_VM14,Juno,Chitra,104,102,206,0.5,0.5
JN_VM15,Juno,Swati,108,123,231,0.47,0.53
JN_VM16,Juno,Vishakha,52,71,123,0.42,0.58
JN_VM17,Juno,Anuradha,60,70,130,0.46,0.54
JN_VM18,Juno,Jyeshtha,86,109,195,0.44,0.56
JN_VM19,Juno,Mula,57,76,133,0.43,0.57
JN_VM20,Juno,PurvaAshada,95,90,185,0.51,0.49
JN_VM21,Juno,UttaraAshada,26,9,35,0.74,0.26
JN_VM22,Juno,Shravana,18,13,31,0.58,0.42
JN_VM23,Juno,Danishtha,11,19,30,0.37,0.63
JN_VM24,Juno,Shatabhisha,11,17,28,0.39,0.61
JN_VM25,Juno,PurvaBhadrapada,17,11,28,0.61,0.39
JN_VM26,Juno,UttaraBhadrapada,10,18,28,0.36,0.64
JN_VM27,Juno,Revati,12,17,29,0.41,0.59
JU_VM09,Jupiter,Ashlesha,137,160,297,0.46,0.54
JU_VM10,Jupiter,Magha,23,40,63,0.37,0.63
JU_VM11,Jupiter,PurvaPhalguni,102,129,231,0.44,0.56
JU_VM12,Jupiter,UttaraPhalguni,76,72,148,0.51,0.49
JU_VM13,Jupiter,Hasta,75,103,178,0.42,0.58
JU_VM14,Jupiter,Chitra,88,115,203,0.43,0.57
JU_VM15,Jupiter,Swati,56,49,105,0.53,0.47
JU_VM16,Jupiter,Vishakha,129,145,274,0.47,0.53
JU_VM17,Jupiter,Anuradha,27,33,60,0.45,0.55
JU_VM18,Jupiter,Jyeshtha,126,157,283,0.45,0.55
JU_VM19,Jupiter,Mula,36,54,90,0.4,0.6
JU_VM20,Jupiter,PurvaAshada,80,75,155,0.52,0.48
JU_VM21,Jupiter,UttaraAshada,109,101,210,0.52,0.48
JU_VM22,Jupiter,Shravana,30,27,57,0.53,0.47
JU_VM23,Jupiter,Danishtha,63,46,109,0.58,0.42
JU_VM24,Jupiter,Shatabhisha,22,40,62,0.35,0.65
MA_VM01,Mars,Aswini,64,71,135,0.47,0.53
MA_VM02,Mars,Bharani,51,31,82,0.62,0.38
MA_VM03,Mars,Krittica,40,41,81,0.49,0.51
MA_VM04,Mars,Rohini,46,35,81,0.57,0.43
MA_VM05,Mars,Mrigashira,35,48,83,0.42,0.58
MA_VM06,Mars,Ardra,40,42,82,0.49,0.51
MA_VM07,Mars,Punavasu,34,50,84,0.4,0.6
MA_VM08,Mars,Pushya,30,54,84,0.36,0.64
MA_VM09,Mars,Ashlesha,33,51,84,0.39,0.61
MA_VM10,Mars,Magha,43,41,84,0.51,0.49
MA_VM11,Mars,PurvaPhalguni,42,34,76,0.55,0.45
MA_VM12,Mars,UttaraPhalguni,30,35,65,0.46,0.54
MA_VM13,Mars,Hasta,31,33,64,0.48,0.52
MA_VM14,Mars,Chitra,35,30,65,0.54,0.46
MA_VM15,Mars,Swati,40,27,67,0.6,0.4
MA_VM16,Mars,Vishakha,58,64,122,0.48,0.52
