PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,114,170,284,0.4,0.6
CE_Z02_TAU,Ceres,Taurus,114,142,256,0.45,0.55
CE_Z03_GEM,Ceres,Gemini,95,98,193,0.49,0.51
CE_Z04_CAN,Ceres,Cancer,36,40,76,0.47,0.53
CE_Z05_LEO,Ceres,Leo,135,142,277,0.49,0.51
CE_Z06_VIR,Ceres,Virgo,33,37,70,0.47,0.53
CE_Z07_LIB,Ceres,Libra,37,29,66,0.56,0.44
CE_Z08_SCO,Ceres,Scorpio,42,71,113,0.37,0.63
CE_Z09_SAG,Ceres,Sagittarius,174,194,368,0.47,0.53
CE_Z10_CAP,Ceres,Capricorn,103,143,246,0.42,0.58
CE_Z11_AQU,Ceres,Aquarius,174,163,337,0.52,0.48
CE_Z12_PIS,Ceres,Pisces,168,170,338,0.5,0.5
CH_Z01_ARI,Chiron,Aries,566,606,1172,0.48,0.52
CH_Z12_PIS,Chiron,Pisces,659,793,1452,0.45,0.55
JN_Z01_ARI,Juno,Aries,23,41,64,0.36,0.64
JN_Z02_TAU,Juno,Taurus,87,113,200,0.44,0.56
JN_Z03_GEM,Juno,Gemini,51,42,93,0.55,0.45
JN_Z04_CAN,Juno,Cancer,35,45,80,0.44,0.56
JN_Z05_LEO,Juno,Leo,150,179,329,0.46,0.54
JN_Z06_VIR,Juno,Virgo,64,88,152,0.42,0.58
JN_Z07_LIB,Juno,Libra,218,217,435,0.5,0.5
JN_Z08_SCO,Juno,Scorpio,175,212,387,0.45,0.55
JN_Z09_SAG,Juno,Sagittarius,193,227,420,0.46,0.54
JN_Z10_CAP,Juno,Capricorn,163,168,331,0.49,0.51
JN_Z11_AQU,Juno,Aquarius,35,34,69,0.51,0.49
JN_Z12_PIS,Juno,Pisces,31,33,64,0.48,0.52
JU_Z05_LEO,Jupiter,Leo,147,179,326,0.45,0.55
JU_Z06_VIR,Jupiter,Virgo,182,213,395,0.46,0.54
JU_Z07_LIB,Jupiter,Libra,171,225,396,0.43,0.57
JU_Z08_SCO,Jupiter,Scorpio,193,201,394,0.49,0.51
JU_Z09_SAG,Jupiter,Sagittarius,171,218,389,0.44,0.56
JU_Z10_CAP,Jupiter,Capricorn,192,187,379,0.51,0.49
JU_Z11_AQU,Jupiter,Aquarius,139,130,269,0.52,0.48
JU_Z12_PIS,Jupiter,Pisces,30,46,76,0.39,0.61
MA_Z01_ARI,Mars,Aries,136,177,313,0.43,0.57
MA_Z02_TAU,Mars,Taurus,105,82,187,0.56,0.44
MA_Z03_GEM,Mars,Gemini,93,90,183,0.51,0.49
MA_Z04_CAN,Mars,Cancer,82,104,186,0.44,0.56
MA_Z05_LEO,Mars,Leo,77,114,191,0.4,0.6
MA_Z06_VIR,Mars,Virgo,99,90,189,0.52,0.48
MA_Z07_LIB,Mars,Libra,96,96,192,0.5,0.5
MA_Z08_SCO,Mars,Scorpio,123,130,253,0.49,0.51
MA_Z09_SAG,Mars,Sagittarius,120,149,269,0.45,0.55
MA_Z10_CAP,Mars,Capricorn,99,115,214,0.46,0.54
MA_Z11_AQU,Mars,Aquarius,132,144,276,0.48,0.52
MA_Z12_PIS,Mars,Pisces,63,108,171,0.37,0.63
ME_Z01_ARI,Mercury,Aries,100,90,190,0.53,0.47
ME_Z02_TAU,Mercury,Taurus,85,101,186,0.46,0.54
ME_Z03_GEM,Mercury,Gemini,98,115,213,0.46,0.54
ME_Z04_CAN,Mercury,Cancer,85,106,191,0.45,0.55
ME_Z05_LEO,Mercury,Leo,90,111,201,0.45,0.55
ME_Z06_VIR,Mercury,Virgo,94,118,212,0.44,0.56
ME_Z07_LIB,Mercury,Libra,131,146,277,0.47,0.53
ME_Z08_SCO,Mercury,Scorpio,111,146,257,0.43,0.57
ME_Z09_SAG,Mercury,Sagittarius,115,118,233,0.49,0.51
ME_Z10_CAP,Mercury,Capricorn,103,110,213,0.48,0.52
ME_Z11_AQU,Mercury,Aquarius,105,138,243,0.43,0.57
ME_Z12_PIS,Mercury,Pisces,108,100,208,0.52,0.48
MO_Z01_ARI,Moon,Aries,97,124,221,0.44,0.56
MO_Z02_TAU,Moon,Taurus,99,117,216,0.46,0.54
MO_Z03_GEM,Moon,Gemini,98,114,212,0.46,0.54
MO_Z04_CAN,Moon,Cancer,92,120,212,0.43,0.57
MO_Z05_LEO,Moon,Leo,95,120,215,0.44,0.56
MO_Z06_VIR,Moon,Virgo,114,104,218,0.52,0.48
MO_Z07_LIB,Moon,Libra,108,111,219,0.49,0.51
MO_Z08_SCO,Moon,Scorpio,104,118,222,0.47,0.53
MO_Z09_SAG,Moon,Sagittarius,97,123,220,0.44,0.56
MO_Z10_CAP,Moon,Capricorn,111,115,226,0.49,0.51
MO_Z11_AQU,Moon,Aquarius,105,117,222,0.47,0.53
MO_Z12_PIS,Moon,Pisces,105,116,221,0.48,0.52
NE_Z12_PIS,Neptune,Pisces,1225,1399,2624,0.47,0.53
NN_Z03_GEM,NNode,Gemini,258,282,540,0.48,0.52
NN_Z04_CAN,NNode,Cancer,270,296,566,0.48,0.52
NN_Z05_LEO,NNode,Leo,277,289,566,0.49,0.51
NN_Z06_VIR,NNode,Virgo,250,317,567,0.44,0.56
NN_Z07_LIB,NNode,Libra,170,215,385,0.44,0.56
PA_Z01_ARI,Pallas,Aries,94,60,154,0.61,0.39
PA_Z02_TAU,Pallas,Taurus,91,120,211,0.43,0.57
PA_Z03_GEM,Pallas,Gemini,27,25,52,0.52,0.48
PA_Z04_CAN,Pallas,Cancer,20,31,51,0.39,0.61
PA_Z05_LEO,Pallas,Leo,27,28,55,0.49,0.51
PA_Z06_VIR,Pallas,Virgo,32,30,62,0.52,0.48
PA_Z07_LIB,Pallas,Libra,141,183,324,0.44,0.56
PA_Z08_SCO,Pallas,Scorpio,73,70,143,0.51,0.49
PA_Z09_SAG,Pallas,Sagittarius,152,206,358,0.42,0.58
PA_Z10_CAP,Pallas,Capricorn,200,191,391,0.51,0.49
PA_Z11_AQU,Pallas,Aquarius,159,196,355,0.45,0.55
PA_Z12_PIS,Pallas,Pisces,209,259,468,0.45,0.55
PH_Z09_SAG,Pholus,Sagittarius,679,804,1483,0.46,0.54
PH_Z10_CAP,Pholus,Capricorn,546,595,1141,0.48,0.52
PL_Z10_CAP,Pluto,Capricorn,1225,1399,2624,0.47,0.53
SA_Z08_SCO,Saturn,Scorpio,82,109,191,0.43,0.57
SA_Z09_SAG,Saturn,Sagittarius,460,537,997,0.46,0.54
SA_Z10_CAP,Saturn,Capricorn,458,531,989,0.46,0.54
SA_Z11_AQU,Saturn,Aquarius,225,222,447,0.5,0.5
SN_Z01_ARI,SNode,Aries,171,215,386,0.44,0.56
SN_Z09_SAG,SNode,Sagittarius,258,282,540,0.48,0.52
SN_Z10_CAP,SNode,Capricorn,270,296,566,0.48,0.52
SN_Z11_AQU,SNode,Aquarius,277,289,566,0.49,0.51
SN_Z12_PIS,SNode,Pisces,249,317,566,0.44,0.56
SU_Z01_ARI,Sun,Aries,115,97,212,0.54,0.46
SU_Z02_TAU,Sun,Taurus,107,110,217,0.49,0.51
SU_Z03_GEM,Sun,Gemini,102,117,219,0.47,0.53
SU_Z04_CAN,Sun,Cancer,92,129,221,0.42,0.58
SU_Z05_LEO,Sun,Leo,90,128,218,0.41,0.59
SU_Z06_VIR,Sun,Virgo,105,116,221,0.48,0.52
SU_Z07_LIB,Sun,Libra,116,123,239,0.49,0.51
SU_Z08_SCO,Sun,Scorpio,103,137,240,0.43,0.57
SU_Z09_SAG,Sun,Sagittarius,103,111,214,0.48,0.52
SU_Z10_CAP,Sun,Capricorn,108,98,206,0.52,0.48
SU_Z11_AQU,Sun,Aquarius,93,114,207,0.45,0.55
SU_Z12_PIS,Sun,Pisces,91,119,210,0.43,0.57
UR_Z01_ARI,Uranus,Aries,659,795,1454,0.45,0.55
UR_Z02_TAU,Uranus,Taurus,566,604,1170,0.48,0.52
VE_Z01_ARI,Venus,Aries,111,136,247,0.45,0.55
VE_Z02_TAU,Venus,Taurus,85,96,181,0.47,0.53
VE_Z03_GEM,Venus,Gemini,135,140,275,0.49,0.51
VE_Z04_CAN,Venus,Cancer,79,106,185,0.43,0.57
VE_Z05_LEO,Venus,Leo,103,159,262,0.39,0.61
VE_Z06_VIR,Venus,Virgo,100,103,203,0.49,0.51
VE_Z07_LIB,Venus,Libra,114,124,238,0.48,0.52
VE_Z08_SCO,Venus,Scorpio,125,136,261,0.48,0.52
VE_Z09_SAG,Venus,Sagittarius,97,104,201,0.48,0.52
VE_Z10_CAP,Venus,Capricorn,93,104,197,0.47,0.53
VE_Z11_AQU,Venus,Aquarius,77,94,171,0.45,0.55
VE_Z12_PIS,Venus,Pisces,106,97,203,0.52,0.48
VS_Z01_ARI,Vesta,Aries,137,167,304,0.45,0.55
VS_Z02_TAU,Vesta,Taurus,161,194,355,0.45,0.55
VS_Z03_GEM,Vesta,Gemini,77,66,143,0.54,0.46
VS_Z04_CAN,Vesta,Cancer,123,145,268,0.46,0.54
VS_Z05_LEO,Vesta,Leo,91,136,227,0.4,0.6
VS_Z06_VIR,Vesta,Virgo,153,180,333,0.46,0.54
VS_Z07_LIB,Vesta,Libra,64,58,122,0.52,0.48
VS_Z08_SCO,Vesta,Scorpio,77,57,134,0.57,0.43
VS_Z09_SAG,Vesta,Sagittarius,107,138,245,0.44,0.56
VS_Z10_CAP,Vesta,Capricorn,98,104,202,0.49,0.51
VS_Z11_AQU,Vesta,Aquarius,48,73,121,0.4,0.6
VS_Z12_PIS,Vesta,Pisces,89,81,170,0.52,0.48
