PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,4]",Ceres,Conjunction,"(0,4]",120,110,230,0.52,0.48
CE_a0_0,Ceres,Conjunction,0,499,571,1070,0.47,0.53
"CE_a103_(0,1]",Ceres,BiSeptile,"(0,1]",205,184,389,0.53,0.47
"CE_a103_(1,6]",Ceres,BiSeptile,"(1,6]",54,58,112,0.48,0.52
CE_a103_0,Ceres,BiSeptile,0,360,439,799,0.45,0.55
"CE_a120_(0,1]",Ceres,Trine,"(0,1]",162,188,350,0.46,0.54
"CE_a120_(1,4]",Ceres,Trine,"(1,4]",49,42,91,0.54,0.46
CE_a120_0,Ceres,Trine,0,408,451,859,0.47,0.53
"CE_a135_(0,1]",Ceres,SesquiSquare,"(0,1]",166,193,359,0.46,0.54
"CE_a135_(1,4]",Ceres,SesquiSquare,"(1,4]",37,59,96,0.39,0.61
CE_a135_0,Ceres,SesquiSquare,0,416,429,845,0.49,0.51
"CE_a144_(0,1]",Ceres,BiQuintile,"(0,1]",165,181,346,0.48,0.52
"CE_a144_(1,5]",Ceres,BiQuintile,"(1,5]",67,62,129,0.52,0.48
CE_a144_0,Ceres,BiQuintile,0,387,438,825,0.47,0.53
"CE_a150_(0,1]",Ceres,Quincunx,"(0,1]",192,208,400,0.48,0.52
"CE_a150_(1,5]",Ceres,Quincunx,"(1,5]",35,30,65,0.54,0.46
CE_a150_0,Ceres,Quincunx,0,392,443,835,0.47,0.53
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",124,111,235,0.53,0.47
CE_a180_0,Ceres,Opposition,0,495,570,1065,0.46,0.54
"CE_a30_(0,1]",Ceres,SemiSextile,"(0,1]",192,228,420,0.46,0.54
"CE_a30_(1,4]",Ceres,SemiSextile,"(1,4]",59,70,129,0.46,0.54
CE_a30_0,Ceres,SemiSextile,0,368,383,751,0.49,0.51
"CE_a36_(0,1]",Ceres,SemiQuintile,"(0,1]",195,189,384,0.51,0.49
"CE_a36_(1,5]",Ceres,SemiQuintile,"(1,5]",107,141,248,0.43,0.57
CE_a36_0,Ceres,SemiQuintile,0,317,351,668,0.47,0.53
"CE_a45_(0,1]",Ceres,SemiSquare,"(0,1]",211,224,435,0.49,0.51
"CE_a45_(1,5]",Ceres,SemiSquare,"(1,5]",85,114,199,0.43,0.57
