PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_JU_a0,Ceres,Jupiter,Conjunction,4,5,9,0.44,0.56
CE_JU_a103,Ceres,Jupiter,BiSeptile,13,8,21,0.62,0.38
CE_JU_a120,Ceres,Jupiter,Trine,10,14,24,0.42,0.58
CE_JU_a135,Ceres,Jupiter,SesquiSquare,49,54,103,0.48,0.52
CE_JU_a144,Ceres,Jupiter,BiQuintile,38,44,82,0.46,0.54
CE_JU_a150,Ceres,Jupiter,Quincunx,12,11,23,0.52,0.48
CE_JU_a180,Ceres,Jupiter,Opposition,5,6,11,0.45,0.55
CE_JU_a30,Ceres,Jupiter,SemiSextile,11,19,30,0.37,0.63
CE_JU_a36,Ceres,Jupiter,SemiQuintile,16,16,32,0.5,0.5
CE_JU_a45,Ceres,Jupiter,SemiSquare,30,52,82,0.37,0.63
CE_JU_a60,Ceres,Jupiter,Sextile,48,29,77,0.62,0.38
CE_JU_a72,Ceres,Jupiter,Quintile,51,51,102,0.5,0.5
CE_JU_a90,Ceres,Jupiter,Square,17,14,31,0.55,0.45
CE_MA_a0,Ceres,Mars,Conjunction,31,32,63,0.49,0.51
CE_MA_a103,Ceres,Mars,BiSeptile,9,14,23,0.39,0.61
CE_MA_a120,Ceres,Mars,Trine,42,31,73,0.58,0.42
CE_MA_a135,Ceres,Mars,SesquiSquare,7,15,22,0.32,0.68
CE_MA_a144,Ceres,Mars,BiQuintile,8,13,21,0.38,0.62
CE_MA_a150,Ceres,Mars,Quincunx,29,22,51,0.57,0.43
CE_MA_a180,Ceres,Mars,Opposition,6,5,11,0.55,0.45
CE_MA_a30,Ceres,Mars,SemiSextile,12,18,30,0.4,0.6
CE_MA_a36,Ceres,Mars,SemiQuintile,14,17,31,0.45,0.55
CE_MA_a45,Ceres,Mars,SemiSquare,14,20,34,0.41,0.59
CE_MA_a60,Ceres,Mars,Sextile,15,6,21,0.71,0.29
CE_MA_a72,Ceres,Mars,Quintile,27,36,63,0.43,0.57
CE_MA_a90,Ceres,Mars,Square,7,14,21,0.33,0.67
CE_ME_a0,Ceres,Mercury,Conjunction,11,8,19,0.58,0.42
CE_ME_a103,Ceres,Mercury,BiSeptile,45,36,81,0.56,0.44
CE_ME_a120,Ceres,Mercury,Trine,5,16,21,0.24,0.76
CE_ME_a135,Ceres,Mercury,SesquiSquare,11,10,21,0.52,0.48
CE_ME_a144,Ceres,Mercury,BiQuintile,12,9,21,0.57,0.43
CE_ME_a150,Ceres,Mercury,Quincunx,11,10,21,0.52,0.48
CE_ME_a180,Ceres,Mercury,Opposition,42,40,82,0.51,0.49
CE_ME_a30,Ceres,Mercury,SemiSextile,29,38,67,0.43,0.57
CE_ME_a36,Ceres,Mercury,SemiQuintile,43,46,89,0.48,0.52
CE_ME_a45,Ceres,Mercury,SemiSquare,12,18,30,0.4,0.6
CE_ME_a60,Ceres,Mercury,Sextile,4,16,20,0.2,0.8
CE_ME_a72,Ceres,Mercury,Quintile,9,12,21,0.43,0.57
CE_ME_a90,Ceres,Mercury,Square,74,63,137,0.54,0.46
CE_MO_a0,Ceres,Moon,Conjunction,6,5,11,0.55,0.45
CE_MO_a103,Ceres,Moon,BiSeptile,12,21,33,0.36,0.64
CE_MO_a120,Ceres,Moon,Trine,69,53,122,0.57,0.43
CE_MO_a135,Ceres,Moon,SesquiSquare,14,19,33,0.42,0.58
CE_MO_a144,Ceres,Moon,BiQuintile,14,15,29,0.48,0.52
CE_MO_a150,Ceres,Moon,Quincunx,14,15,29,0.48,0.52
CE_MO_a180,Ceres,Moon,Opposition,16,6,22,0.73,0.27
CE_MO_a30,Ceres,Moon,SemiSextile,30,34,64,0.47,0.53
CE_MO_a36,Ceres,Moon,SemiQuintile,33,33,66,0.5,0.5
CE_MO_a45,Ceres,Moon,SemiSquare,13,11,24,0.54,0.46
CE_MO_a60,Ceres,Moon,Sextile,30,33,63,0.48,0.52
CE_MO_a72,Ceres,Moon,Quintile,10,11,21,0.48,0.52
CE_MO_a90,Ceres,Moon,Square,7,14,21,0.33,0.67
CE_NE_a0,Ceres,Neptune,Conjunction,29,28,57,0.51,0.49
CE_NE_a103,Ceres,Neptune,BiSeptile,24,52,76,0.32,0.68
CE_NE_a120,Ceres,Neptune,Trine,6,13,19,0.32,0.68
CE_NE_a135,Ceres,Neptune,SesquiSquare,10,20,30,0.33,0.67
