PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,16,17,33,0.48,0.52
CE_AM02,Ceres,Butain,15,17,32,0.47,0.53
CE_AM03,Ceres,Turaija,14,19,33,0.42,0.58
CE_AM04,Ceres,Dabaran,16,19,35,0.46,0.54
CE_AM05,Ceres,Haq'a,68,65,133,0.51,0.49
CE_AM06,Ceres,Han'a,76,73,149,0.51,0.49
CE_AM07,Ceres,Dira,12,21,33,0.36,0.64
CE_AM08,Ceres,Natra,10,20,30,0.33,0.67
CE_AM09,Ceres,Tarf(a),26,28,54,0.48,0.52
CE_AM10,Ceres,Gabha,73,62,135,0.54,0.46
CE_AM11,Ceres,Zubra,99,90,189,0.52,0.48
CE_AM12,Ceres,Sarfa,27,36,63,0.43,0.57
CE_AM13,Ceres,Auwa,26,37,63,0.41,0.59
CE_AM14,Ceres,Simak,30,37,67,0.45,0.55
CE_AM15,Ceres,Gafr,37,29,66,0.56,0.44
CE_AM16,Ceres,Zubana,16,13,29,0.55,0.45
CE_AM17,Ceres,Iklik,7,22,29,0.24,0.76
CE_AM18,Ceres,Qualb,12,20,32,0.38,0.62
CE_AM19,Ceres,Saula,41,68,109,0.38,0.62
CE_AM20,Ceres,Na'a'im,92,80,172,0.53,0.47
CE_AM21,Ceres,Balda,16,21,37,0.43,0.57
CE_AM22,Ceres,Dabih,11,22,33,0.33,0.67
CE_AM23,Ceres,Bula,18,14,32,0.56,0.44
CE_AM24,Ceres,Su'ud,20,13,33,0.61,0.39
CE_AM25,Ceres,Ahbija,15,20,35,0.43,0.57
CE_AM26,Ceres,Muqaddam,60,57,117,0.51,0.49
CE_AM27,Ceres,Mu'ahhar,76,85,161,0.47,0.53
CE_AM28,Ceres,Risa,20,15,35,0.57,0.43
CH_AM01,Chiron,Saratan,656,688,1344,0.49,0.51
CH_AM02,Chiron,Butain,113,124,237,0.48,0.52
CH_AM28,Chiron,Risa,180,208,388,0.46,0.54
JN_AM01,Juno,Saratan,22,17,39,0.56,0.44
JN_AM02,Juno,Butain,9,18,27,0.33,0.67
JN_AM03,Juno,Turaija,14,15,29,0.48,0.52
JN_AM04,Juno,Dabaran,25,40,65,0.38,0.62
JN_AM05,Juno,Haq'a,60,92,152,0.39,0.61
JN_AM06,Juno,Han'a,17,13,30,0.57,0.43
JN_AM07,Juno,Dira,16,11,27,0.59,0.41
JN_AM08,Juno,Natra,12,14,26,0.46,0.54
JN_AM09,Juno,Tarf(a),14,13,27,0.52,0.48
JN_AM10,Juno,Gabha,11,15,26,0.42,0.58
JN_AM11,Juno,Zubra,10,18,28,0.36,0.64
JN_AM12,Juno,Sarfa,11,17,28,0.39,0.61
JN_AM13,Juno,Auwa,17,13,30,0.57,0.43
JN_AM14,Juno,Simak,18,15,33,0.55,0.45
JN_AM15,Juno,Gafr,65,81,146,0.45,0.55
JN_AM16,Juno,Zubana,82,79,161,0.51,0.49
JN_AM17,Juno,Iklik,10,14,24,0.42,0.58
JN_AM18,Juno,Qualb,16,21,37,0.43,0.57
JN_AM19,Juno,Saula,20,20,40,0.5,0.5
JN_AM20,Juno,Na'a'im,91,76,167,0.54,0.46
JN_AM21,Juno,Balda,71,78,149,0.48,0.52
JN_AM22,Juno,Dabih,45,62,107,0.42,0.58
JN_AM23,Juno,Bula,35,36,71,0.49,0.51
JN_AM24,Juno,Su'ud,41,23,64,0.64,0.36
JN_AM25,Juno,Ahbija,35,27,62,0.56,0.44
JN_AM26,Juno,Muqaddam,26,38,64,0.41,0.59
JN_AM27,Juno,Mu'ahhar,77,101,178,0.43,0.57
JN_AM28,Juno,Risa,79,53,132,0.6,0.4
JU_AM01,Jupiter,Saratan,109,98,207,0.53,0.47
JU_AM16,Jupiter,Zubana,13,20,33,0.39,0.61
JU_AM17,Jupiter,Iklik,29,31,60,0.48,0.52
JU_AM18,Jupiter,Qualb,126,117,243,0.52,0.48
JU_AM19,Jupiter,Saula,53,77,130,0.41,0.59
JU_AM20,Jupiter,Na'a'im,65,82,147,0.44,0.56
JU_AM21,Jupiter,Balda,105,118,223,0.47,0.53
JU_AM22,Jupiter,Dabih,26,31,57,0.46,0.54
JU_AM23,Jupiter,Bula,111,114,225,0.49,0.51
JU_AM24,Jupiter,Su'ud,60,62,122,0.49,0.51
JU_AM25,Jupiter,Ahbija,30,25,55,0.55,0.45
JU_AM26,Jupiter,Muqaddam,145,157,302,0.48,0.52
JU_AM27,Jupiter,Mu'ahhar,25,30,55,0.45,0.55
JU_AM28,Jupiter,Risa,52,58,110,0.47,0.53
MA_AM01,Mars,Saratan,29,30,59,0.49,0.51
MA_AM02,Mars,Butain,74,77,151,0.49,0.51
MA_AM03,Mars,Turaija,41,54,95,0.43,0.57
MA_AM04,Mars,Dabaran,36,26,62,0.58,0.42
MA_AM05,Mars,Haq'a,36,26,62,0.58,0.42
MA_AM06,Mars,Han'a,61,59,120,0.51,0.49
MA_AM07,Mars,Dira,53,61,114,0.46,0.54
MA_AM08,Mars,Natra,19,22,41,0.46,0.54
MA_AM09,Mars,Tarf(a),21,20,41,0.51,0.49
MA_AM10,Mars,Gabha,11,30,41,0.27,0.73
MA_AM11,Mars,Zubra,21,24,45,0.47,0.53
MA_AM12,Mars,Sarfa,32,29,61,0.52,0.48
MA_AM13,Mars,Auwa,32,29,61,0.52,0.48
MA_AM14,Mars,Simak,31,29,60,0.52,0.48
MA_AM15,Mars,Gafr,29,32,61,0.48,0.52
MA_AM16,Mars,Zubana,29,30,59,0.49,0.51
MA_AM17,Mars,Iklik,33,26,59,0.56,0.44
MA_AM18,Mars,Qualb,28,31,59,0.47,0.53
MA_AM19,Mars,Saula,27,31,58,0.47,0.53
MA_AM20,Mars,Na'a'im,28,30,58,0.48,0.52
MA_AM21,Mars,Balda,26,33,59,0.44,0.56
MA_AM22,Mars,Dabih,36,24,60,0.6,0.4
MA_AM23,Mars,Bula,33,28,61,0.54,0.46
MA_AM24,Mars,Su'ud,75,95,170,0.44,0.56
MA_AM25,Mars,Ahbija,48,33,81,0.59,0.41
MA_AM26,Mars,Muqaddam,20,37,57,0.35,0.65
MA_AM27,Mars,Mu'ahhar,16,40,56,0.29,0.71
MA_AM28,Mars,Risa,24,34,58,0.41,0.59
