PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,269,245,514,0.52,0.48
CE_AM02,Ceres,Butain,319,245,564,0.57,0.43
CE_AM03,Ceres,Turaija,325,266,591,0.55,0.45
CE_AM04,Ceres,Dabaran,252,228,480,0.52,0.48
CE_AM05,Ceres,Haq'a,295,245,540,0.55,0.45
CE_AM06,Ceres,Han'a,307,241,548,0.56,0.44
CE_AM07,Ceres,Dira,225,212,437,0.51,0.49
CE_AM08,Ceres,Natra,217,188,405,0.54,0.46
CE_AM09,Ceres,Tarf(a),286,188,474,0.6,0.4
CE_AM10,Ceres,Gabha,204,174,378,0.54,0.46
CE_AM11,Ceres,Zubra,300,257,557,0.54,0.46
CE_AM12,Ceres,Sarfa,201,168,369,0.54,0.46
CE_AM13,Ceres,Auwa,240,200,440,0.55,0.45
CE_AM14,Ceres,Simak,196,161,357,0.55,0.45
CE_AM15,Ceres,Gafr,224,207,431,0.52,0.48
CE_AM16,Ceres,Zubana,209,164,373,0.56,0.44
CE_AM17,Ceres,Iklik,213,169,382,0.56,0.44
CE_AM18,Ceres,Qualb,209,212,421,0.5,0.5
CE_AM19,Ceres,Saula,244,218,462,0.53,0.47
CE_AM20,Ceres,Na'a'im,324,239,563,0.58,0.42
CE_AM21,Ceres,Balda,264,194,458,0.58,0.42
CE_AM22,Ceres,Dabih,237,242,479,0.49,0.51
CE_AM23,Ceres,Bula,257,222,479,0.54,0.46
CE_AM24,Ceres,Su'ud,279,209,488,0.57,0.43
CE_AM25,Ceres,Ahbija,254,232,486,0.52,0.48
CE_AM26,Ceres,Muqaddam,301,301,602,0.5,0.5
CE_AM27,Ceres,Mu'ahhar,312,282,594,0.53,0.47
CE_AM28,Ceres,Risa,285,224,509,0.56,0.44
CH_AM01,Chiron,Saratan,818,617,1435,0.57,0.43
CH_AM02,Chiron,Butain,556,564,1120,0.5,0.5
CH_AM03,Chiron,Turaija,397,422,819,0.48,0.52
CH_AM04,Chiron,Dabaran,417,341,758,0.55,0.45
CH_AM05,Chiron,Haq'a,345,330,675,0.51,0.49
CH_AM06,Chiron,Han'a,313,219,532,0.59,0.41
CH_AM07,Chiron,Dira,243,186,429,0.57,0.43
CH_AM08,Chiron,Natra,211,159,370,0.57,0.43
CH_AM09,Chiron,Tarf(a),157,160,317,0.5,0.5
CH_AM10,Chiron,Gabha,131,149,280,0.47,0.53
CH_AM11,Chiron,Zubra,122,109,231,0.53,0.47
CH_AM12,Chiron,Sarfa,106,92,198,0.54,0.46
