PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,219,194,413,0.53,0.47
CE_Z01_2ARI,Ceres,AriesD2,213,184,397,0.54,0.46
CE_Z01_3ARI,Ceres,AriesD3,256,193,449,0.57,0.43
CE_Z02_1TAU,Ceres,TaurusD1,246,209,455,0.54,0.46
CE_Z02_2TAU,Ceres,TaurusD2,202,181,383,0.53,0.47
CE_Z02_3TAU,Ceres,TaurusD3,198,161,359,0.55,0.45
CE_Z03_1GEM,Ceres,GeminiD1,208,159,367,0.57,0.43
CE_Z03_2GEM,Ceres,GeminiD2,179,141,320,0.56,0.44
CE_Z03_3GEM,Ceres,GeminiD3,175,172,347,0.5,0.5
CE_Z04_1CAN,Ceres,CancerD1,163,139,302,0.54,0.46
CE_Z04_2CAN,Ceres,CancerD2,198,135,333,0.59,0.41
CE_Z04_3CAN,Ceres,CancerD3,176,143,319,0.55,0.45
CE_Z05_1LEO,Ceres,LeoD1,172,140,312,0.55,0.45
CE_Z05_2LEO,Ceres,LeoD2,217,196,413,0.53,0.47
CE_Z05_3LEO,Ceres,LeoD1,136,105,241,0.56,0.44
CE_Z06_1VIR,Ceres,VirgoD1,191,153,344,0.56,0.44
CE_Z06_2VIR,Ceres,VirgoD2,154,131,285,0.54,0.46
CE_Z06_3VIR,Ceres,VirgoD3,160,121,281,0.57,0.43
CE_Z07_1LIB,Ceres,LibraD1,179,158,337,0.53,0.47
CE_Z07_2LIB,Ceres,LibraD2,130,106,236,0.55,0.45
CE_Z07_3LIB,Ceres,LibraD3,185,160,345,0.54,0.46
CE_Z08_1SCO,Ceres,ScorpioD1,147,124,271,0.54,0.46
CE_Z08_2SCO,Ceres,ScorpioD2,174,177,351,0.5,0.5
CE_Z08_3SCO,Ceres,ScorpioD3,164,152,316,0.52,0.48
CE_Z09_1SAG,Ceres,SagittariusD1,248,187,435,0.57,0.43
CE_Z09_2SAG,Ceres,SagittariusD2,221,177,398,0.56,0.44
CE_Z09_3SAG,Ceres,SagittariusD3,224,153,377,0.59,0.41
CE_Z10_1CAP,Ceres,CapricornD1,168,186,354,0.47,0.53
CE_Z10_2CAP,Ceres,CapricornD2,192,173,365,0.53,0.47
CE_Z10_3CAP,Ceres,CapricornD3,232,188,420,0.55,0.45
CE_Z11_1AQU,Ceres,AquariusD1,214,163,377,0.57,0.43
CE_Z11_2AQU,Ceres,AquariusD2,194,173,367,0.53,0.47
CE_Z11_3AQU,Ceres,AquariusD3,209,219,428,0.49,0.51
CE_Z12_1PIS,Ceres,PiscesD1,250,220,470,0.53,0.47
CE_Z12_2PIS,Ceres,PiscesD2,250,233,483,0.52,0.48
CE_Z12_3PIS,Ceres,PiscesD3,216,157,373,0.58,0.42
CH_Z01_1ARI,Chiron,AriesD1,565,418,983,0.57,0.43
CH_Z01_2ARI,Chiron,AriesD2,407,377,784,0.52,0.48
CH_Z01_3ARI,Chiron,AriesD3,342,367,709,0.48,0.52
CH_Z02_1TAU,Chiron,TaurusD1,345,342,687,0.5,0.5
CH_Z02_2TAU,Chiron,TaurusD2,310,249,559,0.55,0.45
