PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,24,13,37,0.65,0.35
CE_VM02,Ceres,Bharani,67,62,129,0.52,0.48
CE_VM03,Ceres,Krittica,73,89,162,0.45,0.55
CE_VM04,Ceres,Rohini,25,11,36,0.69,0.31
CE_VM05,Ceres,Mrigashira,20,12,32,0.62,0.38
CE_VM06,Ceres,Ardra,16,16,32,0.5,0.5
CE_VM07,Ceres,Punavasu,17,15,32,0.53,0.47
CE_VM08,Ceres,Pushya,18,15,33,0.55,0.45
CE_VM09,Ceres,Ashlesha,19,16,35,0.54,0.46
CE_VM10,Ceres,Magha,76,75,151,0.5,0.5
CE_VM11,Ceres,PurvaPhalguni,62,55,117,0.53,0.47
CE_VM12,Ceres,UttaraPhalguni,11,22,33,0.33,0.67
CE_VM13,Ceres,Hasta,10,21,31,0.32,0.68
CE_VM14,Ceres,Chitra,15,14,29,0.52,0.48
CE_VM15,Ceres,Swati,14,16,30,0.47,0.53
CE_VM16,Ceres,Vishakha,12,18,30,0.4,0.6
CE_VM17,Ceres,Anuradha,17,20,37,0.46,0.54
CE_VM18,Ceres,Jyeshtha,29,39,68,0.43,0.57
CE_VM19,Ceres,Mula,118,127,245,0.48,0.52
CE_VM20,Ceres,PurvaAshada,50,56,106,0.47,0.53
CE_VM21,Ceres,UttaraAshada,24,44,68,0.35,0.65
CE_VM22,Ceres,Shravana,44,27,71,0.62,0.38
CE_VM23,Ceres,Danishtha,115,114,229,0.5,0.5
CE_VM24,Ceres,Shatabhisha,71,66,137,0.52,0.48
CE_VM25,Ceres,PurvaBhadrapada,86,69,155,0.55,0.45
CE_VM26,Ceres,UttaraBhadrapada,119,88,207,0.57,0.43
CE_VM27,Ceres,Revati,30,24,54,0.56,0.44
CH_,Chiron,,1,0,1,1,0
CH_VM01,Chiron,Aswini,440,434,874,0.5,0.5
CH_VM26,Chiron,UttaraBhadrapada,68,92,160,0.42,0.57
CH_VM27,Chiron,Revati,673,618,1291,0.52,0.48
JN_VM01,Juno,Aswini,11,17,28,0.39,0.61
JN_VM02,Juno,Bharani,12,16,28,0.43,0.57
JN_VM03,Juno,Krittica,12,19,31,0.39,0.61
JN_VM04,Juno,Rohini,40,49,89,0.45,0.55
JN_VM05,Juno,Mrigashira,61,69,130,0.47,0.53
JN_VM06,Juno,Ardra,18,12,30,0.6,0.4
JN_VM07,Juno,Punavasu,14,14,28,0.5,0.5
JN_VM08,Juno,Pushya,15,12,27,0.56,0.44
JN_VM09,Juno,Ashlesha,22,24,46,0.48,0.52
JN_VM10,Juno,Magha,85,98,183,0.46,0.54
JN_VM11,Juno,PurvaPhalguni,56,74,130,0.43,0.57
JN_VM12,Juno,UttaraPhalguni,37,29,66,0.56,0.44
JN_VM13,Juno,Hasta,30,37,67,0.45,0.55
JN_VM14,Juno,Chitra,54,53,107,0.5,0.5
JN_VM15,Juno,Swati,122,101,223,0.55,0.45
JN_VM16,Juno,Vishakha,103,106,209,0.49,0.51
JN_VM17,Juno,Anuradha,128,109,237,0.54,0.46
JN_VM18,Juno,Jyeshtha,48,33,81,0.59,0.41
JN_VM19,Juno,Mula,38,46,84,0.45,0.55
JN_VM20,Juno,PurvaAshada,25,17,42,0.6,0.4
JN_VM21,Juno,UttaraAshada,79,70,149,0.53,0.47
JN_VM22,Juno,Shravana,97,64,161,0.6,0.4
JN_VM23,Juno,Danishtha,19,15,34,0.56,0.44
JN_VM24,Juno,Shatabhisha,13,17,30,0.43,0.57
JN_VM25,Juno,PurvaBhadrapada,17,12,29,0.59,0.41
JN_VM26,Juno,UttaraBhadrapada,9,20,29,0.31,0.69
JN_VM27,Juno,Revati,17,11,28,0.61,0.39
JU_VM10,Jupiter,Magha,18,26,44,0.41,0.59
JU_VM11,Jupiter,PurvaPhalguni,134,132,266,0.5,0.5
JU_VM12,Jupiter,UttaraPhalguni,30,32,62,0.48,0.52
JU_VM13,Jupiter,Hasta,169,147,316,0.53,0.47
JU_VM14,Jupiter,Chitra,28,36,64,0.44,0.56
JU_VM15,Jupiter,Swati,121,101,222,0.55,0.45
JU_VM16,Jupiter,Vishakha,83,75,158,0.53,0.47
JU_VM17,Jupiter,Anuradha,78,86,164,0.48,0.52
JU_VM18,Jupiter,Jyeshtha,103,112,215,0.48,0.52
JU_VM19,Jupiter,Mula,26,35,61,0.43,0.57
JU_VM20,Jupiter,PurvaAshada,151,162,313,0.48,0.52
JU_VM21,Jupiter,UttaraAshada,29,30,59,0.49,0.51
JU_VM22,Jupiter,Shravana,103,94,197,0.52,0.48
JU_VM23,Jupiter,Danishtha,99,68,167,0.59,0.41
JU_VM24,Jupiter,Shatabhisha,10,8,18,0.56,0.44
MA_VM01,Mars,Aswini,40,38,78,0.51,0.49
MA_VM02,Mars,Bharani,112,74,186,0.6,0.4
MA_VM03,Mars,Krittica,55,58,113,0.49,0.51
MA_VM04,Mars,Rohini,41,24,65,0.63,0.37
MA_VM05,Mars,Mrigashira,36,23,59,0.61,0.39
MA_VM06,Mars,Ardra,29,29,58,0.5,0.5
MA_VM07,Mars,Punavasu,37,24,61,0.61,0.39
MA_VM08,Mars,Pushya,36,25,61,0.59,0.41
MA_VM09,Mars,Ashlesha,29,32,61,0.48,0.52
MA_VM10,Mars,Magha,29,34,63,0.46,0.54
MA_VM11,Mars,PurvaPhalguni,31,32,63,0.49,0.51
MA_VM12,Mars,UttaraPhalguni,30,34,64,0.47,0.53
MA_VM13,Mars,Hasta,34,29,63,0.54,0.46
MA_VM14,Mars,Chitra,28,37,65,0.43,0.57
MA_VM15,Mars,Swati,39,25,64,0.61,0.39
MA_VM16,Mars,Vishakha,32,33,65,0.49,0.51
MA_VM17,Mars,Anuradha,28,39,67,0.42,0.58
MA_VM18,Mars,Jyeshtha,67,73,140,0.48,0.52
MA_VM19,Mars,Mula,100,66,166,0.6,0.4
MA_VM20,Mars,PurvaAshada,39,43,82,0.48,0.52
MA_VM21,Mars,UttaraAshada,31,50,81,0.38,0.62
MA_VM22,Mars,Shravana,42,41,83,0.51,0.49
MA_VM23,Mars,Danishtha,80,88,168,0.48,0.52
MA_VM24,Mars,Shatabhisha,42,79,121,0.35,0.65
MA_VM25,Mars,PurvaBhadrapada,38,39,77,0.49,0.51
MA_VM26,Mars,UttaraBhadrapada,39,36,75,0.52,0.48
