PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a0,Ceres,Chiron,Conjunction,14,11,25,0.56,0.44
CE_CH_a103,Ceres,Chiron,BiSeptile,18,22,40,0.45,0.55
CE_CH_a120,Ceres,Chiron,Trine,32,37,69,0.46,0.54
CE_CH_a135,Ceres,Chiron,SesquiSquare,25,37,62,0.4,0.6
CE_CH_a144,Ceres,Chiron,BiQuintile,36,36,72,0.5,0.5
CE_CH_a150,Ceres,Chiron,Quincunx,16,14,30,0.53,0.47
CE_CH_a180,Ceres,Chiron,Opposition,2,6,8,0.25,0.75
CE_CH_a30,Ceres,Chiron,SemiSextile,81,75,156,0.52,0.48
CE_CH_a36,Ceres,Chiron,SemiQuintile,92,86,178,0.52,0.48
CE_CH_a45,Ceres,Chiron,SemiSquare,60,52,112,0.54,0.46
CE_CH_a60,Ceres,Chiron,Sextile,69,54,123,0.56,0.44
CE_CH_a72,Ceres,Chiron,Quintile,17,28,45,0.38,0.62
CE_CH_a90,Ceres,Chiron,Square,20,21,41,0.49,0.51
CE_JU_a0,Ceres,Jupiter,Conjunction,13,11,24,0.54,0.46
CE_JU_a103,Ceres,Jupiter,BiSeptile,53,37,90,0.59,0.41
CE_JU_a120,Ceres,Jupiter,Trine,13,16,29,0.45,0.55
CE_JU_a135,Ceres,Jupiter,SesquiSquare,49,43,92,0.53,0.47
CE_JU_a144,Ceres,Jupiter,BiQuintile,38,48,86,0.44,0.56
CE_JU_a150,Ceres,Jupiter,Quincunx,36,32,68,0.53,0.47
CE_JU_a180,Ceres,Jupiter,Opposition,32,27,59,0.54,0.46
CE_JU_a30,Ceres,Jupiter,SemiSextile,16,21,37,0.43,0.57
CE_JU_a36,Ceres,Jupiter,SemiQuintile,40,36,76,0.53,0.47
CE_JU_a45,Ceres,Jupiter,SemiSquare,41,40,81,0.51,0.49
CE_JU_a60,Ceres,Jupiter,Sextile,13,13,26,0.5,0.5
CE_JU_a72,Ceres,Jupiter,Quintile,8,14,22,0.36,0.64
CE_JU_a90,Ceres,Jupiter,Square,47,42,89,0.53,0.47
CE_NE_a0,Ceres,Neptune,Conjunction,12,12,24,0.5,0.5
CE_NE_a103,Ceres,Neptune,BiSeptile,40,41,81,0.49,0.51
CE_NE_a120,Ceres,Neptune,Trine,16,13,29,0.55,0.45
CE_NE_a135,Ceres,Neptune,SesquiSquare,13,16,29,0.45,0.55
CE_NE_a144,Ceres,Neptune,BiQuintile,40,28,68,0.59,0.41
CE_NE_a150,Ceres,Neptune,Quincunx,25,38,63,0.4,0.6
CE_NE_a180,Ceres,Neptune,Opposition,7,13,20,0.35,0.65
CE_NE_a30,Ceres,Neptune,SemiSextile,55,42,97,0.57,0.43
CE_NE_a36,Ceres,Neptune,SemiQuintile,45,49,94,0.48,0.52
CE_NE_a45,Ceres,Neptune,SemiSquare,52,49,101,0.51,0.49
CE_NE_a60,Ceres,Neptune,Sextile,25,23,48,0.52,0.48
CE_NE_a72,Ceres,Neptune,Quintile,43,42,85,0.51,0.49
CE_NE_a90,Ceres,Neptune,Square,24,19,43,0.56,0.44
CE_NN_a0,Ceres,NNode,Conjunction,79,69,148,0.53,0.47
CE_NN_a103,Ceres,NNode,BiSeptile,30,21,51,0.59,0.41
CE_NN_a120,Ceres,NNode,Trine,65,51,116,0.56,0.44
CE_NN_a135,Ceres,NNode,SesquiSquare,93,112,205,0.45,0.55
CE_NN_a144,Ceres,NNode,BiQuintile,37,39,76,0.49,0.51
CE_NN_a150,Ceres,NNode,Quincunx,18,23,41,0.44,0.56
CE_NN_a180,Ceres,NNode,Opposition,9,10,19,0.47,0.53
CE_NN_a30,Ceres,NNode,SemiSextile,16,30,46,0.35,0.65
CE_NN_a36,Ceres,NNode,SemiQuintile,24,22,46,0.52,0.48
CE_NN_a45,Ceres,NNode,SemiSquare,25,20,45,0.56,0.44
CE_NN_a60,Ceres,NNode,Sextile,24,19,43,0.56,0.44
CE_NN_a72,Ceres,NNode,Quintile,17,26,43,0.4,0.6
CE_NN_a90,Ceres,NNode,Square,20,25,45,0.44,0.56
CE_PA_a103,Ceres,Pallas,BiSeptile,10,6,16,0.62,0.38
CE_PA_a30,Ceres,Pallas,SemiSextile,159,147,306,0.52,0.48
CE_PA_a36,Ceres,Pallas,SemiQuintile,162,130,292,0.55,0.45
CE_PA_a45,Ceres,Pallas,SemiSquare,66,75,141,0.47,0.53
CE_PA_a60,Ceres,Pallas,Sextile,64,70,134,0.48,0.52
CE_PA_a72,Ceres,Pallas,Quintile,46,51,97,0.47,0.53
CE_PA_a90,Ceres,Pallas,Square,37,26,63,0.59,0.41
CE_PH_a0,Ceres,Pholus,Conjunction,5,18,23,0.22,0.78
CE_PH_a103,Ceres,Pholus,BiSeptile,24,19,43,0.56,0.44
CE_PH_a120,Ceres,Pholus,Trine,33,46,79,0.42,0.58
CE_PH_a135,Ceres,Pholus,SesquiSquare,39,40,79,0.49,0.51
CE_PH_a144,Ceres,Pholus,BiQuintile,88,72,160,0.55,0.45
CE_PH_a150,Ceres,Pholus,Quincunx,40,34,74,0.54,0.46
CE_PH_a180,Ceres,Pholus,Opposition,8,10,18,0.44,0.56
CE_PH_a30,Ceres,Pholus,SemiSextile,46,59,105,0.44,0.56
CE_PH_a36,Ceres,Pholus,SemiQuintile,44,51,95,0.46,0.54
CE_PH_a45,Ceres,Pholus,SemiSquare,54,31,85,0.64,0.36
CE_PH_a60,Ceres,Pholus,Sextile,48,40,88,0.55,0.45
CE_PH_a72,Ceres,Pholus,Quintile,32,27,59,0.54,0.46
CE_PH_a90,Ceres,Pholus,Square,27,17,44,0.61,0.39
CE_PL_a0,Ceres,Pluto,Conjunction,16,7,23,0.7,0.3
CE_PL_a103,Ceres,Pluto,BiSeptile,33,36,69,0.48,0.52
CE_PL_a120,Ceres,Pluto,Trine,34,36,70,0.49,0.51
CE_PL_a135,Ceres,Pluto,SesquiSquare,46,44,90,0.51,0.49
CE_PL_a144,Ceres,Pluto,BiQuintile,14,27,41,0.34,0.66
CE_PL_a150,Ceres,Pluto,Quincunx,49,39,88,0.56,0.44
CE_PL_a180,Ceres,Pluto,Opposition,14,4,18,0.78,0.22
CE_PL_a30,Ceres,Pluto,SemiSextile,26,23,49,0.53,0.47
CE_PL_a36,Ceres,Pluto,SemiQuintile,62,44,106,0.58,0.42
CE_PL_a45,Ceres,Pluto,SemiSquare,71,67,138,0.51,0.49
CE_PL_a60,Ceres,Pluto,Sextile,23,12,35,0.66,0.34
CE_PL_a72,Ceres,Pluto,Quintile,17,16,33,0.52,0.48
CE_PL_a90,Ceres,Pluto,Square,22,10,32,0.69,0.31
CE_SA_a0,Ceres,Saturn,Conjunction,16,13,29,0.55,0.45
CE_SA_a103,Ceres,Saturn,BiSeptile,39,37,76,0.51,0.49
CE_SA_a120,Ceres,Saturn,Trine,48,47,95,0.51,0.49
CE_SA_a135,Ceres,Saturn,SesquiSquare,40,52,92,0.43,0.57
CE_SA_a144,Ceres,Saturn,BiQuintile,59,75,134,0.44,0.56
CE_SA_a150,Ceres,Saturn,Quincunx,49,27,76,0.64,0.36
CE_SA_a180,Ceres,Saturn,Opposition,9,8,17,0.53,0.47
CE_SA_a30,Ceres,Saturn,SemiSextile,19,23,42,0.45,0.55
CE_SA_a36,Ceres,Saturn,SemiQuintile,92,73,165,0.56,0.44
CE_SA_a45,Ceres,Saturn,SemiSquare,72,76,148,0.49,0.51
CE_SA_a60,Ceres,Saturn,Sextile,36,49,85,0.42,0.58
CE_SA_a72,Ceres,Saturn,Quintile,15,22,37,0.41,0.59
CE_SA_a90,Ceres,Saturn,Square,16,15,31,0.52,0.48
CE_SN_a0,Ceres,SNode,Conjunction,9,10,19,0.47,0.53
CE_SN_a103,Ceres,SNode,BiSeptile,20,24,44,0.45,0.55
CE_SN_a120,Ceres,SNode,Trine,24,19,43,0.56,0.44
CE_SN_a135,Ceres,SNode,SesquiSquare,25,20,45,0.56,0.44
CE_SN_a144,Ceres,SNode,BiQuintile,24,23,47,0.51,0.49
CE_SN_a150,Ceres,SNode,Quincunx,16,30,46,0.35,0.65
CE_SN_a180,Ceres,SNode,Opposition,79,69,148,0.53,0.47
CE_SN_a30,Ceres,SNode,SemiSextile,18,23,41,0.44,0.56
CE_SN_a36,Ceres,SNode,SemiQuintile,37,39,76,0.49,0.51
CE_SN_a45,Ceres,SNode,SemiSquare,93,112,205,0.45,0.55
CE_SN_a60,Ceres,SNode,Sextile,65,52,117,0.56,0.44
CE_SN_a72,Ceres,SNode,Quintile,57,52,109,0.52,0.48
