PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,15,12,27,0.56,0.44
CE_Z01_2ARI,Ceres,AriesD2,17,13,30,0.57,0.43
CE_Z01_3ARI,Ceres,AriesD3,75,76,151,0.5,0.5
CE_Z02_1TAU,Ceres,TaurusD1,53,67,120,0.44,0.56
CE_Z02_2TAU,Ceres,TaurusD2,17,10,27,0.63,0.37
CE_Z02_3TAU,Ceres,TaurusD3,13,12,25,0.52,0.48
CE_Z03_1GEM,Ceres,GeminiD1,11,13,24,0.46,0.54
CE_Z03_2GEM,Ceres,GeminiD2,13,11,24,0.54,0.46
CE_Z03_3GEM,Ceres,GeminiD3,8,16,24,0.33,0.67
CE_Z04_1CAN,Ceres,CancerD1,12,12,24,0.5,0.5
CE_Z04_2CAN,Ceres,CancerD2,14,11,25,0.56,0.44
CE_Z04_3CAN,Ceres,CancerD3,13,14,27,0.48,0.52
CE_Z05_1LEO,Ceres,LeoD1,59,52,111,0.53,0.47
CE_Z05_2LEO,Ceres,LeoD2,67,72,139,0.48,0.52
CE_Z05_3LEO,Ceres,LeoD1,11,16,27,0.41,0.59
CE_Z06_1VIR,Ceres,VirgoD1,11,13,24,0.46,0.54
CE_Z06_2VIR,Ceres,VirgoD2,7,16,23,0.3,0.7
CE_Z06_3VIR,Ceres,VirgoD3,11,12,23,0.48,0.52
CE_Z07_1LIB,Ceres,LibraD1,11,11,22,0.5,0.5
CE_Z07_2LIB,Ceres,LibraD2,8,14,22,0.36,0.64
CE_Z07_3LIB,Ceres,LibraD3,9,13,22,0.41,0.59
CE_Z08_1SCO,Ceres,ScorpioD1,8,15,23,0.35,0.65
CE_Z08_2SCO,Ceres,ScorpioD2,13,25,38,0.34,0.66
CE_Z08_3SCO,Ceres,ScorpioD3,29,23,52,0.56,0.44
CE_Z09_1SAG,Ceres,SagittariusD1,96,89,185,0.52,0.48
CE_Z09_2SAG,Ceres,SagittariusD2,58,73,131,0.44,0.56
CE_Z09_3SAG,Ceres,SagittariusD3,25,27,52,0.48,0.52
CE_Z10_1CAP,Ceres,CapricornD1,24,27,51,0.47,0.53
CE_Z10_2CAP,Ceres,CapricornD2,30,23,53,0.57,0.43
CE_Z10_3CAP,Ceres,CapricornD3,68,74,142,0.48,0.52
CE_Z11_1AQU,Ceres,AquariusD1,94,91,185,0.51,0.49
CE_Z11_2AQU,Ceres,AquariusD2,28,29,57,0.49,0.51
CE_Z11_3AQU,Ceres,AquariusD3,49,46,95,0.52,0.48
CE_Z12_1PIS,Ceres,PiscesD1,94,71,165,0.57,0.43
CE_Z12_2PIS,Ceres,PiscesD2,57,63,120,0.48,0.52
CE_Z12_3PIS,Ceres,PiscesD3,23,17,40,0.58,0.42
CH_Z01_1ARI,Chiron,AriesD1,439,439,878,0.5,0.5
CH_Z12_2PIS,Chiron,PiscesD2,186,213,399,0.47,0.53
CH_Z12_3PIS,Chiron,PiscesD3,526,527,1053,0.5,0.5
JN_Z01_1ARI,Juno,AriesD1,10,11,21,0.48,0.52
JN_Z01_2ARI,Juno,AriesD2,9,12,21,0.43,0.57
JN_Z01_3ARI,Juno,AriesD3,9,13,22,0.41,0.59
JN_Z02_1TAU,Juno,TaurusD1,10,13,23,0.43,0.57
JN_Z02_2TAU,Juno,TaurusD2,9,17,26,0.35,0.65
JN_Z02_3TAU,Juno,TaurusD3,72,79,151,0.48,0.52
JN_Z03_1GEM,Juno,GeminiD1,25,25,50,0.5,0.5
JN_Z03_2GEM,Juno,GeminiD2,11,11,22,0.5,0.5
JN_Z03_3GEM,Juno,GeminiD3,11,10,21,0.52,0.48
JN_Z04_1CAN,Juno,CancerD1,6,15,21,0.29,0.71
JN_Z04_2CAN,Juno,CancerD2,12,8,20,0.6,0.4
JN_Z04_3CAN,Juno,CancerD3,17,22,39,0.44,0.56
JN_Z05_1LEO,Juno,LeoD1,69,69,138,0.5,0.5
JN_Z05_2LEO,Juno,LeoD2,69,73,142,0.49,0.51
JN_Z05_3LEO,Juno,LeoD1,28,21,49,0.57,0.43
JN_Z06_1VIR,Juno,VirgoD1,25,25,50,0.5,0.5
JN_Z06_2VIR,Juno,VirgoD2,25,25,50,0.5,0.5
JN_Z06_3VIR,Juno,VirgoD3,24,28,52,0.46,0.54
JN_Z07_1LIB,Juno,LibraD1,62,73,135,0.46,0.54
JN_Z07_2LIB,Juno,LibraD2,83,77,160,0.52,0.48
JN_Z07_3LIB,Juno,LibraD3,64,76,140,0.46,0.54
JN_Z08_1SCO,Juno,ScorpioD1,86,89,175,0.49,0.51
JN_Z08_2SCO,Juno,ScorpioD2,76,75,151,0.5,0.5
JN_Z08_3SCO,Juno,ScorpioD3,36,25,61,0.59,0.41
JN_Z09_1SAG,Juno,SagittariusD1,33,29,62,0.53,0.47
JN_Z09_2SAG,Juno,SagittariusD2,26,22,48,0.54,0.46
JN_Z09_3SAG,Juno,SagittariusD3,17,14,31,0.55,0.45
JN_Z10_1CAP,Juno,CapricornD1,69,70,139,0.5,0.5
JN_Z10_2CAP,Juno,CapricornD2,77,73,150,0.51,0.49
JN_Z10_3CAP,Juno,CapricornD3,17,10,27,0.63,0.37
JN_Z11_1AQU,Juno,AquariusD1,10,15,25,0.4,0.6
JN_Z11_2AQU,Juno,AquariusD2,9,13,22,0.41,0.59
JN_Z11_3AQU,Juno,AquariusD3,11,11,22,0.5,0.5
JN_Z12_1PIS,Juno,PiscesD1,10,12,22,0.45,0.55
JN_Z12_2PIS,Juno,PiscesD2,11,10,21,0.52,0.48
JN_Z12_3PIS,Juno,PiscesD3,13,8,21,0.62,0.38
JU_Z05_2LEO,Jupiter,LeoD2,101,92,193,0.52,0.48
JU_Z05_3LEO,Jupiter,LeoD1,65,68,133,0.49,0.51
JU_Z06_1VIR,Jupiter,VirgoD1,19,27,46,0.41,0.59
JU_Z06_2VIR,Jupiter,VirgoD2,102,102,204,0.5,0.5
JU_Z06_3VIR,Jupiter,VirgoD3,66,79,145,0.46,0.54
JU_Z07_1LIB,Jupiter,LibraD1,20,27,47,0.43,0.57
JU_Z07_2LIB,Jupiter,LibraD2,101,105,206,0.49,0.51
JU_Z07_3LIB,Jupiter,LibraD3,74,69,143,0.52,0.48
JU_Z08_1SCO,Jupiter,ScorpioD1,27,19,46,0.59,0.41
JU_Z08_2SCO,Jupiter,ScorpioD2,91,113,204,0.45,0.55
JU_Z08_3SCO,Jupiter,ScorpioD3,67,77,144,0.47,0.53
JU_Z09_1SAG,Jupiter,SagittariusD1,18,27,45,0.4,0.6
JU_Z09_2SAG,Jupiter,SagittariusD2,89,93,182,0.49,0.51
JU_Z09_3SAG,Jupiter,SagittariusD3,83,79,162,0.51,0.49
JU_Z10_1CAP,Jupiter,CapricornD1,22,22,44,0.5,0.5
JU_Z10_2CAP,Jupiter,CapricornD2,68,60,128,0.53,0.47
JU_Z10_3CAP,Jupiter,CapricornD3,108,99,207,0.52,0.48
JU_Z11_1AQU,Jupiter,AquariusD1,24,19,43,0.56,0.44
JU_Z11_2AQU,Jupiter,AquariusD2,6,2,8,0.75,0.25
MA_Z01_1ARI,Mars,AriesD1,26,32,58,0.45,0.55
MA_Z01_2ARI,Mars,AriesD2,71,48,119,0.6,0.4
MA_Z01_3ARI,Mars,AriesD3,76,60,136,0.56,0.44
MA_Z02_1TAU,Mars,TaurusD1,35,29,64,0.55,0.45
MA_Z02_2TAU,Mars,TaurusD2,35,21,56,0.62,0.38
MA_Z02_3TAU,Mars,TaurusD3,20,23,43,0.47,0.53
MA_Z03_1GEM,Mars,GeminiD1,25,18,43,0.58,0.42
MA_Z03_2GEM,Mars,GeminiD2,17,27,44,0.39,0.61
MA_Z03_3GEM,Mars,GeminiD3,25,21,46,0.54,0.46
MA_Z04_1CAN,Mars,CancerD1,29,16,45,0.64,0.36
MA_Z04_2CAN,Mars,CancerD2,20,27,47,0.43,0.57
MA_Z04_3CAN,Mars,CancerD3,22,23,45,0.49,0.51
MA_Z05_1LEO,Mars,LeoD1,23,25,48,0.48,0.52
MA_Z05_2LEO,Mars,LeoD2,21,26,47,0.45,0.55
MA_Z05_3LEO,Mars,LeoD1,24,24,48,0.5,0.5
MA_Z06_1VIR,Mars,VirgoD1,22,25,47,0.47,0.53
MA_Z06_2VIR,Mars,VirgoD2,21,26,47,0.45,0.55
MA_Z06_3VIR,Mars,VirgoD3,24,24,48,0.5,0.5
MA_Z07_1LIB,Mars,LibraD1,19,29,48,0.4,0.6
MA_Z07_2LIB,Mars,LibraD2,29,20,49,0.59,0.41
MA_Z07_3LIB,Mars,LibraD3,25,24,49,0.51,0.49
MA_Z08_1SCO,Mars,ScorpioD1,19,31,50,0.38,0.62
MA_Z08_2SCO,Mars,ScorpioD2,21,30,51,0.41,0.59
MA_Z08_3SCO,Mars,ScorpioD3,57,65,122,0.47,0.53
MA_Z09_1SAG,Mars,SagittariusD1,76,68,144,0.53,0.47
MA_Z09_2SAG,Mars,SagittariusD2,31,32,63,0.49,0.51
MA_Z09_3SAG,Mars,SagittariusD3,28,34,62,0.45,0.55
MA_Z10_1CAP,Mars,CapricornD1,27,33,60,0.45,0.55
MA_Z10_2CAP,Mars,CapricornD2,33,28,61,0.54,0.46
MA_Z10_3CAP,Mars,CapricornD3,46,47,93,0.49,0.51
MA_Z11_1AQU,Mars,AquariusD1,70,89,159,0.44,0.56
MA_Z11_2AQU,Mars,AquariusD2,26,33,59,0.44,0.56
MA_Z11_3AQU,Mars,AquariusD3,27,31,58,0.47,0.53
MA_Z12_1PIS,Mars,PiscesD1,29,27,56,0.52,0.48
MA_Z12_2PIS,Mars,PiscesD2,26,32,58,0.45,0.55
MA_Z12_3PIS,Mars,PiscesD3,26,31,57,0.46,0.54
ME_Z01_1ARI,Mercury,AriesD1,30,25,55,0.55,0.45
ME_Z01_2ARI,Mercury,AriesD2,28,33,61,0.46,0.54
ME_Z01_3ARI,Mercury,AriesD3,30,29,59,0.51,0.49
ME_Z02_1TAU,Mercury,TaurusD1,29,27,56,0.52,0.48
ME_Z02_2TAU,Mercury,TaurusD2,34,28,62,0.55,0.45
ME_Z02_3TAU,Mercury,TaurusD3,25,28,53,0.47,0.53
ME_Z03_1GEM,Mercury,GeminiD1,36,26,62,0.58,0.42
ME_Z03_2GEM,Mercury,GeminiD2,30,23,53,0.57,0.43
