PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,3]",Ceres,Conjunction,"(0,3]",110,89,199,0.55,0.45
CE_a0_0,Ceres,Conjunction,0,1147,1120,2267,0.51,0.49
"CE_a103_(0,4]",Ceres,BiSeptile,"(0,4]",304,304,608,0.5,0.5
CE_a103_0,Ceres,BiSeptile,0,953,905,1858,0.51,0.49
"CE_a120_(0,3]",Ceres,Trine,"(0,3]",284,339,623,0.46,0.54
CE_a120_0,Ceres,Trine,0,973,870,1843,0.53,0.47
"CE_a135_(0,4]",Ceres,SesquiSquare,"(0,4]",217,225,442,0.49,0.51
CE_a135_0,Ceres,SesquiSquare,0,1040,984,2024,0.51,0.49
"CE_a144_(0,3]",Ceres,BiQuintile,"(0,3]",247,221,468,0.53,0.47
CE_a144_0,Ceres,BiQuintile,0,1010,988,1998,0.51,0.49
"CE_a150_(0,4]",Ceres,Quincunx,"(0,4]",236,216,452,0.52,0.48
CE_a150_0,Ceres,Quincunx,0,1021,993,2014,0.51,0.49
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",126,118,244,0.52,0.48
CE_a180_0,Ceres,Opposition,0,1131,1091,2222,0.51,0.49
"CE_a30_(0,4]",Ceres,SemiSextile,"(0,4]",264,259,523,0.5,0.5
CE_a30_0,Ceres,SemiSextile,0,993,950,1943,0.51,0.49
"CE_a36_(0,4]",Ceres,SemiQuintile,"(0,4]",261,241,502,0.52,0.48
CE_a36_0,Ceres,SemiQuintile,0,996,968,1964,0.51,0.49
"CE_a45_(0,3]",Ceres,SemiSquare,"(0,3]",335,291,626,0.54,0.46
CE_a45_0,Ceres,SemiSquare,0,922,918,1840,0.5,0.5
"CE_a60_(0,3]",Ceres,Sextile,"(0,3]",257,217,474,0.54,0.46
CE_a60_0,Ceres,Sextile,0,1000,992,1992,0.5,0.5
"CE_a72_(0,3]",Ceres,Quintile,"(0,3]",190,190,380,0.5,0.5
CE_a72_0,Ceres,Quintile,0,1067,1019,2086,0.51,0.49
"CE_a90_(0,4]",Ceres,Square,"(0,4]",214,217,431,0.5,0.5
CE_a90_0,Ceres,Square,0,1043,992,2035,0.51,0.49
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",138,142,280,0.49,0.51
CH_a0_0,Chiron,Conjunction,0,1119,1067,2186,0.51,0.49
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",373,371,744,0.5,0.5
"CH_a103_(1,4]",Chiron,BiSeptile,"(1,4]",92,81,173,0.53,0.47
CH_a103_0,Chiron,BiSeptile,0,792,757,1549,0.51,0.49
"CH_a120_(0,1]",Chiron,Trine,"(0,1]",272,284,556,0.49,0.51
"CH_a120_(1,4]",Chiron,Trine,"(1,4]",37,55,92,0.4,0.6
CH_a120_0,Chiron,Trine,0,948,870,1818,0.52,0.48
"CH_a135_(0,1]",Chiron,SesquiSquare,"(0,1]",289,280,569,0.51,0.49
"CH_a135_(1,4]",Chiron,SesquiSquare,"(1,4]",42,54,96,0.44,0.56
CH_a135_0,Chiron,SesquiSquare,0,926,875,1801,0.51,0.49
"CH_a144_(0,1]",Chiron,BiQuintile,"(0,1]",271,302,573,0.47,0.53
"CH_a144_(1,4]",Chiron,BiQuintile,"(1,4]",94,84,178,0.53,0.47
CH_a144_0,Chiron,BiQuintile,0,892,823,1715,0.52,0.48
