PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,19,16,35,0.54,0.46
CE_AM02,Ceres,Butain,60,59,119,0.5,0.5
CE_AM03,Ceres,Turaija,79,91,170,0.46,0.54
CE_AM04,Ceres,Dabaran,21,14,35,0.6,0.4
CE_AM05,Ceres,Haq'a,18,14,32,0.56,0.44
CE_AM06,Ceres,Han'a,14,17,31,0.45,0.55
CE_AM07,Ceres,Dira,11,19,30,0.37,0.63
CE_AM08,Ceres,Natra,16,15,31,0.52,0.48
CE_AM09,Ceres,Tarf(a),17,16,33,0.52,0.48
CE_AM10,Ceres,Gabha,56,50,106,0.53,0.47
CE_AM11,Ceres,Zubra,79,81,160,0.49,0.51
CE_AM12,Ceres,Sarfa,13,20,33,0.39,0.61
CE_AM13,Ceres,Auwa,11,20,31,0.35,0.65
CE_AM14,Ceres,Simak,13,16,29,0.45,0.55
CE_AM15,Ceres,Gafr,12,16,28,0.43,0.57
CE_AM16,Ceres,Zubana,13,16,29,0.45,0.55
CE_AM17,Ceres,Iklik,10,19,29,0.34,0.66
CE_AM18,Ceres,Qualb,18,31,49,0.37,0.63
CE_AM19,Ceres,Saula,72,69,141,0.51,0.49
CE_AM20,Ceres,Na'a'im,101,102,203,0.5,0.5
CE_AM21,Ceres,Balda,31,37,68,0.46,0.54
CE_AM22,Ceres,Dabih,31,35,66,0.47,0.53
CE_AM23,Ceres,Bula,51,47,98,0.52,0.48
CE_AM24,Ceres,Su'ud,114,116,230,0.5,0.5
CE_AM25,Ceres,Ahbija,50,51,101,0.5,0.5
CE_AM26,Ceres,Muqaddam,86,77,163,0.53,0.47
CE_AM27,Ceres,Mu'ahhar,103,91,194,0.53,0.47
CE_AM28,Ceres,Risa,32,24,56,0.57,0.43
CH_AM01,Chiron,Saratan,439,439,878,0.5,0.5
CH_AM27,Chiron,Mu'ahhar,94,114,208,0.45,0.55
CH_AM28,Chiron,Risa,618,626,1244,0.5,0.5
JN_AM01,Juno,Saratan,12,15,27,0.44,0.56
JN_AM02,Juno,Butain,12,15,27,0.44,0.56
JN_AM03,Juno,Turaija,12,17,29,0.41,0.59
JN_AM04,Juno,Dabaran,30,35,65,0.46,0.54
JN_AM05,Juno,Haq'a,69,83,152,0.45,0.55
JN_AM06,Juno,Han'a,18,12,30,0.6,0.4
JN_AM07,Juno,Dira,13,14,27,0.48,0.52
JN_AM08,Juno,Natra,9,17,26,0.35,0.65
JN_AM09,Juno,Tarf(a),17,19,36,0.47,0.53
JN_AM10,Juno,Gabha,74,64,138,0.54,0.46
JN_AM11,Juno,Zubra,76,91,167,0.46,0.54
