PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,16,18,34,0.47,0.53
CE_VM02,Ceres,Bharani,18,18,36,0.5,0.5
CE_VM03,Ceres,Krittica,64,68,132,0.48,0.52
CE_VM04,Ceres,Rohini,85,67,152,0.56,0.44
CE_VM05,Ceres,Mrigashira,15,19,34,0.44,0.56
CE_VM06,Ceres,Ardra,11,21,32,0.34,0.66
CE_VM07,Ceres,Punavasu,15,15,30,0.5,0.5
CE_VM08,Ceres,Pushya,52,64,116,0.45,0.55
CE_VM09,Ceres,Ashlesha,76,81,157,0.48,0.52
CE_VM10,Ceres,Magha,27,38,65,0.42,0.58
CE_VM11,Ceres,PurvaPhalguni,29,36,65,0.45,0.55
CE_VM12,Ceres,UttaraPhalguni,34,43,77,0.44,0.56
CE_VM13,Ceres,Hasta,27,22,49,0.55,0.45
CE_VM14,Ceres,Chitra,19,11,30,0.63,0.37
CE_VM15,Ceres,Swati,8,23,31,0.26,0.74
CE_VM16,Ceres,Vishakha,16,18,34,0.47,0.53
CE_VM17,Ceres,Anuradha,83,93,176,0.47,0.53
CE_VM18,Ceres,Jyeshtha,53,57,110,0.48,0.52
CE_VM19,Ceres,Mula,12,24,36,0.33,0.67
CE_VM20,Ceres,PurvaAshada,21,12,33,0.64,0.36
CE_VM21,Ceres,UttaraAshada,21,13,34,0.62,0.38
CE_VM22,Ceres,Shravana,10,25,35,0.29,0.71
CE_VM23,Ceres,Danishtha,54,40,94,0.57,0.43
CE_VM24,Ceres,Shatabhisha,98,105,203,0.48,0.52
CE_VM25,Ceres,PurvaBhadrapada,25,13,38,0.66,0.34
CE_VM26,Ceres,UttaraBhadrapada,22,12,34,0.65,0.35
CE_VM27,Ceres,Revati,22,12,34,0.65,0.35
CH_VM25,Chiron,PurvaBhadrapada,58,53,111,0.52,0.48
CH_VM26,Chiron,UttaraBhadrapada,641,665,1306,0.49,0.51
CH_VM27,Chiron,Revati,234,250,484,0.48,0.52
JN_VM01,Juno,Aswini,14,16,30,0.47,0.53
JN_VM02,Juno,Bharani,22,29,51,0.43,0.57
JN_VM03,Juno,Krittica,76,91,167,0.46,0.54
JN_VM04,Juno,Rohini,15,16,31,0.48,0.52
JN_VM05,Juno,Mrigashira,17,12,29,0.59,0.41
JN_VM06,Juno,Ardra,12,15,27,0.44,0.56
JN_VM07,Juno,Punavasu,18,9,27,0.67,0.33
JN_VM08,Juno,Pushya,14,14,28,0.5,0.5
JN_VM09,Juno,Ashlesha,9,19,28,0.32,0.68
JN_VM10,Juno,Magha,12,18,30,0.4,0.6
JN_VM11,Juno,PurvaPhalguni,13,19,32,0.41,0.59
JN_VM12,Juno,UttaraPhalguni,14,21,35,0.4,0.6
JN_VM13,Juno,Hasta,101,89,190,0.53,0.47
JN_VM14,Juno,Chitra,52,70,122,0.43,0.57
JN_VM15,Juno,Swati,20,20,40,0.5,0.5
JN_VM16,Juno,Vishakha,22,17,39,0.56,0.44
JN_VM17,Juno,Anuradha,57,44,101,0.56,0.44
JN_VM18,Juno,Jyeshtha,122,90,212,0.58,0.42
JN_VM19,Juno,Mula,26,21,47,0.55,0.45
JN_VM20,Juno,PurvaAshada,25,20,45,0.56,0.44
JN_VM21,Juno,UttaraAshada,38,30,68,0.56,0.44
JN_VM22,Juno,Shravana,31,34,65,0.48,0.52
JN_VM23,Juno,Danishtha,31,35,66,0.47,0.53
JN_VM24,Juno,Shatabhisha,61,92,153,0.4,0.6
JN_VM25,Juno,PurvaBhadrapada,78,85,163,0.48,0.52
JN_VM26,Juno,UttaraBhadrapada,24,22,46,0.52,0.48
JN_VM27,Juno,Revati,9,20,29,0.31,0.69
JU_VM15,Jupiter,Swati,41,35,76,0.54,0.46
JU_VM16,Jupiter,Vishakha,120,154,274,0.44,0.56
JU_VM17,Jupiter,Anuradha,27,33,60,0.45,0.55
JU_VM18,Jupiter,Jyeshtha,128,155,283,0.45,0.55
JU_VM19,Jupiter,Mula,45,45,90,0.5,0.5
JU_VM20,Jupiter,PurvaAshada,76,82,158,0.48,0.52
JU_VM21,Jupiter,UttaraAshada,110,101,211,0.52,0.48
JU_VM22,Jupiter,Shravana,35,22,57,0.61,0.39
JU_VM23,Jupiter,Danishtha,142,99,241,0.59,0.41
JU_VM24,Jupiter,Shatabhisha,54,67,121,0.45,0.55
JU_VM25,Jupiter,PurvaBhadrapada,30,27,57,0.53,0.47
JU_VM26,Jupiter,UttaraBhadrapada,125,148,273,0.46,0.54
MA_VM01,Mars,Aswini,59,58,117,0.5,0.5
MA_VM02,Mars,Bharani,37,29,66,0.56,0.44
MA_VM03,Mars,Krittica,38,27,65,0.58,0.42
MA_VM04,Mars,Rohini,64,58,122,0.52,0.48
MA_VM05,Mars,Mrigashira,56,59,115,0.49,0.51
MA_VM06,Mars,Ardra,22,20,42,0.52,0.48
MA_VM07,Mars,Punavasu,26,17,43,0.6,0.4
MA_VM08,Mars,Pushya,18,24,42,0.43,0.57
MA_VM09,Mars,Ashlesha,14,29,43,0.33,0.67
MA_VM10,Mars,Magha,21,21,42,0.5,0.5
MA_VM11,Mars,PurvaPhalguni,25,17,42,0.6,0.4
MA_VM12,Mars,UttaraPhalguni,19,23,42,0.45,0.55
MA_VM13,Mars,Hasta,27,21,48,0.56,0.44
MA_VM14,Mars,Chitra,32,30,62,0.52,0.48
MA_VM15,Mars,Swati,34,27,61,0.56,0.44
MA_VM16,Mars,Vishakha,29,32,61,0.48,0.52
MA_VM17,Mars,Anuradha,35,25,60,0.58,0.42
MA_VM18,Mars,Jyeshtha,29,32,61,0.48,0.52
MA_VM19,Mars,Mula,17,44,61,0.28,0.72
MA_VM20,Mars,PurvaAshada,29,34,63,0.46,0.54
MA_VM21,Mars,UttaraAshada,61,68,129,0.47,0.53
MA_VM22,Mars,Shravana,68,60,128,0.53,0.47
MA_VM23,Mars,Danishtha,26,33,59,0.44,0.56
MA_VM24,Mars,Shatabhisha,24,34,58,0.41,0.59
MA_VM25,Mars,PurvaBhadrapada,26,34,60,0.43,0.57
MA_VM26,Mars,UttaraBhadrapada,25,35,60,0.42,0.58
MA_VM27,Mars,Revati,72,77,149,0.48,0.52
ME_VM01,Mercury,Aswini,12,23,35,0.34,0.66
ME_VM02,Mercury,Bharani,17,18,35,0.49,0.51
ME_VM03,Mercury,Krittica,28,44,72,0.39,0.61
ME_VM04,Mercury,Rohini,27,33,60,0.45,0.55
ME_VM05,Mercury,Mrigashira,34,42,76,0.45,0.55
ME_VM06,Mercury,Ardra,39,39,78,0.5,0.5
ME_VM07,Mercury,Punavasu,34,30,64,0.53,0.47
ME_VM08,Mercury,Pushya,29,41,70,0.41,0.59
ME_VM09,Mercury,Ashlesha,41,43,84,0.49,0.51
ME_VM10,Mercury,Magha,17,19,36,0.47,0.53
ME_VM11,Mercury,PurvaPhalguni,21,19,40,0.52,0.48
ME_VM12,Mercury,UttaraPhalguni,32,36,68,0.47,0.53
ME_VM13,Mercury,Hasta,41,43,84,0.49,0.51
ME_VM14,Mercury,Chitra,42,43,85,0.49,0.51
ME_VM15,Mercury,Swati,43,43,86,0.5,0.5
ME_VM16,Mercury,Vishakha,37,40,77,0.48,0.52
ME_VM17,Mercury,Anuradha,43,38,81,0.53,0.47
ME_VM18,Mercury,Jyeshtha,48,46,94,0.51,0.49
ME_VM19,Mercury,Mula,29,39,68,0.43,0.57
ME_VM20,Mercury,PurvaAshada,41,34,75,0.55,0.45
ME_VM21,Mercury,UttaraAshada,45,38,83,0.54,0.46
ME_VM22,Mercury,Shravana,41,41,82,0.5,0.5
ME_VM23,Mercury,Danishtha,43,36,79,0.54,0.46
ME_VM24,Mercury,Shatabhisha,31,43,74,0.42,0.58
ME_VM25,Mercury,PurvaBhadrapada,55,21,76,0.72,0.28
ME_VM26,Mercury,UttaraBhadrapada,32,45,77,0.42,0.58
ME_VM27,Mercury,Revati,31,31,62,0.5,0.5
MO_VM01,Moon,Aswini,38,38,76,0.5,0.5
MO_VM02,Moon,Bharani,35,38,73,0.48,0.52
MO_VM03,Moon,Krittica,33,38,71,0.46,0.54
MO_VM04,Moon,Rohini,29,43,72,0.4,0.6
MO_VM05,Moon,Mrigashira,28,42,70,0.4,0.6
MO_VM06,Moon,Ardra,33,40,73,0.45,0.55
MO_VM07,Moon,Punavasu,40,29,69,0.58,0.42
MO_VM08,Moon,Pushya,32,37,69,0.46,0.54
MO_VM09,Moon,Ashlesha,29,39,68,0.43,0.57
MO_VM10,Moon,Magha,35,34,69,0.51,0.49
MO_VM11,Moon,PurvaPhalguni,37,28,65,0.57,0.43
MO_VM12,Moon,UttaraPhalguni,33,36,69,0.48,0.52
MO_VM13,Moon,Hasta,30,35,65,0.46,0.54
MO_VM14,Moon,Chitra,31,37,68,0.46,0.54
MO_VM15,Moon,Swati,30,35,65,0.46,0.54
MO_VM16,Moon,Vishakha,32,38,70,0.46,0.54
MO_VM17,Moon,Anuradha,37,31,68,0.54,0.46
MO_VM18,Moon,Jyeshtha,36,33,69,0.52,0.48
MO_VM19,Moon,Mula,34,34,68,0.5,0.5
MO_VM20,Moon,PurvaAshada,40,33,73,0.55,0.45
MO_VM21,Moon,UttaraAshada,38,34,72,0.53,0.47
MO_VM22,Moon,Shravana,38,34,72,0.53,0.47
MO_VM23,Moon,Danishtha,43,29,72,0.6,0.4
MO_VM24,Moon,Shatabhisha,36,36,72,0.5,0.5
MO_VM25,Moon,PurvaBhadrapada,37,39,76,0.49,0.51
MO_VM26,Moon,UttaraBhadrapada,34,41,75,0.45,0.55
MO_VM27,Moon,Revati,35,37,72,0.49,0.51
NE_VM24,Neptune,Shatabhisha,89,92,181,0.49,0.51
NE_VM25,Neptune,PurvaBhadrapada,844,876,1720,0.49,0.51
NN_VM02,NNode,Bharani,107,115,222,0.48,0.52
NN_VM03,NNode,Krittica,120,132,252,0.48,0.52
NN_VM04,NNode,Rohini,145,107,252,0.58,0.42
NN_VM05,NNode,Mrigashira,126,126,252,0.5,0.5
NN_VM06,NNode,Ardra,123,128,251,0.49,0.51
NN_VM07,NNode,Punavasu,120,132,252,0.48,0.52
NN_VM08,NNode,Pushya,110,142,252,0.44,0.56
NN_VM09,NNode,Ashlesha,82,86,168,0.49,0.51
PA_VM01,Pallas,Aswini,66,55,121,0.55,0.45
PA_VM02,Pallas,Bharani,20,40,60,0.33,0.67
PA_VM03,Pallas,Krittica,19,34,53,0.36,0.64
PA_VM04,Pallas,Rohini,32,19,51,0.63,0.37
PA_VM05,Pallas,Mrigashira,22,29,51,0.43,0.57
PA_VM06,Pallas,Ardra,20,37,57,0.35,0.65
PA_VM07,Pallas,Punavasu,61,68,129,0.47,0.53
PA_VM08,Pallas,Pushya,13,10,23,0.57,0.43
PA_VM09,Pallas,Ashlesha,8,17,25,0.32,0.68
PA_VM10,Pallas,Magha,10,15,25,0.4,0.6
PA_VM11,Pallas,PurvaPhalguni,15,12,27,0.56,0.44
PA_VM12,Pallas,UttaraPhalguni,18,12,30,0.6,0.4
PA_VM13,Pallas,Hasta,55,69,124,0.44,0.56
PA_VM14,Pallas,Chitra,76,87,163,0.47,0.53
PA_VM15,Pallas,Swati,16,18,34,0.47,0.53
PA_VM16,Pallas,Vishakha,14,18,32,0.44,0.56
PA_VM17,Pallas,Anuradha,10,21,31,0.32,0.68
PA_VM18,Pallas,Jyeshtha,18,13,31,0.58,0.42
PA_VM19,Pallas,Mula,24,10,34,0.71,0.29
PA_VM20,Pallas,PurvaAshada,62,90,152,0.41,0.59
PA_VM21,Pallas,UttaraAshada,93,73,166,0.56,0.44
PA_VM22,Pallas,Shravana,21,19,40,0.52,0.48
PA_VM23,Pallas,Danishtha,25,14,39,0.64,0.36
PA_VM24,Pallas,Shatabhisha,77,50,127,0.61,0.39
PA_VM25,Pallas,PurvaBhadrapada,95,88,183,0.52,0.48
PA_VM26,Pallas,UttaraBhadrapada,27,33,60,0.45,0.55
PA_VM27,Pallas,Revati,16,17,33,0.48,0.52
PH_VM19,Pholus,Mula,904,940,1844,0.49,0.51
PH_VM20,Pholus,PurvaAshada,29,28,57,0.51,0.49
PL_VM20,Pluto,PurvaAshada,159,178,337,0.47,0.53
PL_VM21,Pluto,UttaraAshada,774,790,1564,0.49,0.51
SA_VM19,Saturn,Mula,137,146,283,0.48,0.52
SA_VM20,Saturn,PurvaAshada,220,271,491,0.45,0.55
SA_VM21,Saturn,UttaraAshada,200,193,393,0.51,0.49
SA_VM22,Saturn,Shravana,216,175,391,0.55,0.45
SA_VM23,Saturn,Danishtha,160,183,343,0.47,0.53
SN_VM15,SNode,Swati,47,49,96,0.49,0.51
SN_VM16,SNode,Vishakha,116,136,252,0.46,0.54
SN_VM17,SNode,Anuradha,131,121,252,0.52,0.48
SN_VM18,SNode,Jyeshtha,147,105,252,0.58,0.42
SN_VM19,SNode,Mula,119,132,251,0.47,0.53
SN_VM20,SNode,PurvaAshada,122,130,252,0.48,0.52
SN_VM21,SNode,UttaraAshada,117,135,252,0.46,0.54
SN_VM22,SNode,Shravana,106,146,252,0.42,0.58
