PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,213,161,374,0.57,0.43
CE_Z01_2ARI,Ceres,AriesD2,212,148,360,0.59,0.41
CE_Z01_3ARI,Ceres,AriesD3,191,151,342,0.56,0.44
CE_Z02_1TAU,Ceres,TaurusD1,198,156,354,0.56,0.44
CE_Z02_2TAU,Ceres,TaurusD2,204,160,364,0.56,0.44
CE_Z02_3TAU,Ceres,TaurusD3,181,157,338,0.54,0.46
CE_Z03_1GEM,Ceres,GeminiD1,206,146,352,0.59,0.41
CE_Z03_2GEM,Ceres,GeminiD2,182,138,320,0.57,0.43
CE_Z03_3GEM,Ceres,GeminiD3,189,158,347,0.54,0.46
CE_Z04_1CAN,Ceres,CancerD1,164,138,302,0.54,0.46
CE_Z04_2CAN,Ceres,CancerD2,197,136,333,0.59,0.41
CE_Z04_3CAN,Ceres,CancerD3,181,138,319,0.57,0.43
CE_Z05_1LEO,Ceres,LeoD1,172,140,312,0.55,0.45
CE_Z05_2LEO,Ceres,LeoD2,217,196,413,0.53,0.47
CE_Z05_3LEO,Ceres,LeoD1,148,93,241,0.61,0.39
CE_Z06_1VIR,Ceres,VirgoD1,197,147,344,0.57,0.43
CE_Z06_2VIR,Ceres,VirgoD2,166,119,285,0.58,0.42
CE_Z06_3VIR,Ceres,VirgoD3,161,120,281,0.57,0.43
CE_Z07_1LIB,Ceres,LibraD1,207,130,337,0.61,0.39
CE_Z07_2LIB,Ceres,LibraD2,130,106,236,0.55,0.45
CE_Z07_3LIB,Ceres,LibraD3,188,157,345,0.54,0.46
CE_Z08_1SCO,Ceres,ScorpioD1,150,121,271,0.55,0.45
CE_Z08_2SCO,Ceres,ScorpioD2,172,179,351,0.49,0.51
CE_Z08_3SCO,Ceres,ScorpioD3,174,142,316,0.55,0.45
CE_Z09_1SAG,Ceres,SagittariusD1,243,192,435,0.56,0.44
CE_Z09_2SAG,Ceres,SagittariusD2,223,175,398,0.56,0.44
CE_Z09_3SAG,Ceres,SagittariusD3,229,148,377,0.61,0.39
CE_Z10_1CAP,Ceres,CapricornD1,185,169,354,0.52,0.48
CE_Z10_2CAP,Ceres,CapricornD2,220,145,365,0.6,0.4
CE_Z10_3CAP,Ceres,CapricornD3,238,182,420,0.57,0.43
CE_Z11_1AQU,Ceres,AquariusD1,205,172,377,0.54,0.46
CE_Z11_2AQU,Ceres,AquariusD2,215,152,367,0.59,0.41
CE_Z11_3AQU,Ceres,AquariusD3,210,205,415,0.51,0.49
CE_Z12_1PIS,Ceres,PiscesD1,252,199,451,0.56,0.44
CE_Z12_2PIS,Ceres,PiscesD2,267,199,466,0.57,0.43
CE_Z12_3PIS,Ceres,PiscesD3,202,150,352,0.57,0.43
CH_Z01_1ARI,Chiron,AriesD1,424,280,704,0.6,0.4
CH_Z01_2ARI,Chiron,AriesD2,346,308,654,0.53,0.47
CH_Z01_3ARI,Chiron,AriesD3,379,330,709,0.53,0.47
CH_Z02_1TAU,Chiron,TaurusD1,420,267,687,0.61,0.39
CH_Z02_2TAU,Chiron,TaurusD2,355,204,559,0.64,0.36
CH_Z02_3TAU,Chiron,TaurusD3,282,235,517,0.55,0.45
CH_Z03_1GEM,Chiron,GeminiD1,244,214,458,0.53,0.47
CH_Z03_2GEM,Chiron,GeminiD2,223,146,369,0.6,0.4
CH_Z03_3GEM,Chiron,GeminiD3,212,132,344,0.62,0.38
CH_Z04_1CAN,Chiron,CancerD1,162,105,267,0.61,0.39
CH_Z04_2CAN,Chiron,CancerD2,149,110,259,0.58,0.42
CH_Z04_3CAN,Chiron,CancerD3,135,117,252,0.54,0.46
CH_Z05_1LEO,Chiron,LeoD1,131,115,246,0.53,0.47
