PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,16,17,33,0.48,0.52
CE_AM02,Ceres,Butain,23,9,32,0.72,0.28
CE_AM03,Ceres,Turaija,17,16,33,0.52,0.48
CE_AM04,Ceres,Dabaran,17,18,35,0.49,0.51
CE_AM05,Ceres,Haq'a,69,64,133,0.52,0.48
CE_AM06,Ceres,Han'a,66,83,149,0.44,0.56
CE_AM07,Ceres,Dira,10,23,33,0.3,0.7
CE_AM08,Ceres,Natra,11,19,30,0.37,0.63
CE_AM09,Ceres,Tarf(a),12,17,29,0.41,0.59
CE_AM10,Ceres,Gabha,41,56,97,0.42,0.58
CE_AM11,Ceres,Zubra,92,75,167,0.55,0.45
CE_AM12,Ceres,Sarfa,32,31,63,0.51,0.49
CE_AM13,Ceres,Auwa,30,33,63,0.48,0.52
CE_AM14,Ceres,Simak,26,41,67,0.39,0.61
CE_AM15,Ceres,Gafr,38,28,66,0.58,0.42
CE_AM16,Ceres,Zubana,11,18,29,0.38,0.62
CE_AM17,Ceres,Iklik,8,21,29,0.28,0.72
CE_AM18,Ceres,Qualb,16,16,32,0.5,0.5
CE_AM19,Ceres,Saula,52,57,109,0.48,0.52
CE_AM20,Ceres,Na'a'im,94,78,172,0.55,0.45
CE_AM21,Ceres,Balda,15,22,37,0.41,0.59
CE_AM22,Ceres,Dabih,14,19,33,0.42,0.58
CE_AM23,Ceres,Bula,21,11,32,0.66,0.34
CE_AM24,Ceres,Su'ud,20,13,33,0.61,0.39
CE_AM25,Ceres,Ahbija,13,22,35,0.37,0.63
CE_AM26,Ceres,Muqaddam,70,63,133,0.53,0.47
CE_AM27,Ceres,Mu'ahhar,80,81,161,0.5,0.5
CE_AM28,Ceres,Risa,20,16,36,0.56,0.44
CH_AM01,Chiron,Saratan,699,662,1361,0.51,0.49
CH_AM02,Chiron,Butain,100,137,237,0.42,0.58
CH_AM28,Chiron,Risa,135,168,303,0.45,0.55
JN_AM01,Juno,Saratan,19,20,39,0.49,0.51
JN_AM02,Juno,Butain,17,10,27,0.63,0.37
JN_AM03,Juno,Turaija,16,13,29,0.55,0.45
JN_AM04,Juno,Dabaran,32,33,65,0.49,0.51
JN_AM05,Juno,Haq'a,70,82,152,0.46,0.54
JN_AM06,Juno,Han'a,17,13,30,0.57,0.43
JN_AM07,Juno,Dira,16,11,27,0.59,0.41
JN_AM08,Juno,Natra,15,11,26,0.58,0.42
JN_AM09,Juno,Tarf(a),16,11,27,0.59,0.41
JN_AM10,Juno,Gabha,14,12,26,0.54,0.46
JN_AM11,Juno,Zubra,12,16,28,0.43,0.57
JN_AM12,Juno,Sarfa,14,14,28,0.5,0.5
JN_AM13,Juno,Auwa,11,19,30,0.37,0.63
JN_AM14,Juno,Simak,16,17,33,0.48,0.52
JN_AM15,Juno,Gafr,71,75,146,0.49,0.51
JN_AM16,Juno,Zubana,86,75,161,0.53,0.47
JN_AM17,Juno,Iklik,18,22,40,0.45,0.55
JN_AM18,Juno,Qualb,18,19,37,0.49,0.51
JN_AM19,Juno,Saula,19,21,40,0.48,0.52
JN_AM20,Juno,Na'a'im,87,81,168,0.52,0.48
JN_AM21,Juno,Balda,82,67,149,0.55,0.45
JN_AM22,Juno,Dabih,12,24,36,0.33,0.67
JN_AM23,Juno,Bula,32,25,57,0.56,0.44
JN_AM24,Juno,Su'ud,37,27,64,0.58,0.42
JN_AM25,Juno,Ahbija,32,30,62,0.52,0.48
JN_AM26,Juno,Muqaddam,22,42,64,0.34,0.66
JN_AM27,Juno,Mu'ahhar,61,117,178,0.34,0.66
JN_AM28,Juno,Risa,72,60,132,0.55,0.45
JU_AM01,Jupiter,Saratan,98,109,207,0.47,0.53
JU_AM17,Jupiter,Iklik,6,2,8,0.75,0.25
JU_AM18,Jupiter,Qualb,136,107,243,0.56,0.44
JU_AM19,Jupiter,Saula,43,87,130,0.33,0.67
JU_AM20,Jupiter,Na'a'im,69,78,147,0.47,0.53
JU_AM21,Jupiter,Balda,115,108,223,0.52,0.48
JU_AM22,Jupiter,Dabih,36,21,57,0.63,0.37
JU_AM23,Jupiter,Bula,117,124,241,0.49,0.51
JU_AM24,Jupiter,Su'ud,64,58,122,0.52,0.48
JU_AM25,Jupiter,Ahbija,30,26,56,0.54,0.46
JU_AM26,Jupiter,Muqaddam,152,150,302,0.5,0.5
JU_AM27,Jupiter,Mu'ahhar,26,29,55,0.47,0.53
JU_AM28,Jupiter,Risa,42,68,110,0.38,0.62
MA_AM01,Mars,Saratan,24,35,59,0.41,0.59
MA_AM02,Mars,Butain,76,85,161,0.47,0.53
MA_AM03,Mars,Turaija,54,47,101,0.53,0.47
MA_AM04,Mars,Dabaran,36,27,63,0.57,0.43
MA_AM05,Mars,Haq'a,35,27,62,0.56,0.44
MA_AM06,Mars,Han'a,59,61,120,0.49,0.51
MA_AM07,Mars,Dira,56,58,114,0.49,0.51
MA_AM08,Mars,Natra,25,16,41,0.61,0.39
MA_AM09,Mars,Tarf(a),20,21,41,0.49,0.51
MA_AM10,Mars,Gabha,15,26,41,0.37,0.63
MA_AM11,Mars,Zubra,18,23,41,0.44,0.56
MA_AM12,Mars,Sarfa,25,15,40,0.62,0.38
MA_AM13,Mars,Auwa,22,19,41,0.54,0.46
MA_AM14,Mars,Simak,16,24,40,0.4,0.6
MA_AM15,Mars,Gafr,18,23,41,0.44,0.56
MA_AM16,Mars,Zubana,34,25,59,0.58,0.42
MA_AM17,Mars,Iklik,28,31,59,0.47,0.53
MA_AM18,Mars,Qualb,26,33,59,0.44,0.56
MA_AM19,Mars,Saula,28,30,58,0.48,0.52
MA_AM20,Mars,Na'a'im,35,23,58,0.6,0.4
MA_AM21,Mars,Balda,22,37,59,0.37,0.63
MA_AM22,Mars,Dabih,27,33,60,0.45,0.55
MA_AM23,Mars,Bula,31,30,61,0.51,0.49
MA_AM24,Mars,Su'ud,87,83,170,0.51,0.49
MA_AM25,Mars,Ahbija,48,33,81,0.59,0.41
MA_AM26,Mars,Muqaddam,23,34,57,0.4,0.6
MA_AM27,Mars,Mu'ahhar,19,37,56,0.34,0.66
MA_AM28,Mars,Risa,27,31,58,0.47,0.53
ME_AM01,Mercury,Saratan,33,34,67,0.49,0.51
ME_AM02,Mercury,Butain,30,24,54,0.56,0.44
ME_AM03,Mercury,Turaija,12,22,34,0.35,0.65
ME_AM04,Mercury,Dabaran,17,15,32,0.53,0.47
ME_AM05,Mercury,Haq'a,32,42,74,0.43,0.57
ME_AM06,Mercury,Han'a,30,28,58,0.52,0.48
ME_AM07,Mercury,Dira,35,37,72,0.49,0.51
ME_AM08,Mercury,Natra,31,42,73,0.42,0.58
ME_AM09,Mercury,Tarf(a),37,26,63,0.59,0.41
ME_AM10,Mercury,Gabha,36,37,73,0.49,0.51
ME_AM11,Mercury,Zubra,40,28,68,0.59,0.41
ME_AM12,Mercury,Sarfa,27,24,51,0.53,0.47
ME_AM13,Mercury,Auwa,21,16,37,0.57,0.43
ME_AM14,Mercury,Simak,22,36,58,0.38,0.62
ME_AM15,Mercury,Gafr,38,43,81,0.47,0.53
ME_AM16,Mercury,Zubana,33,45,78,0.42,0.58
ME_AM17,Mercury,Iklik,30,43,73,0.41,0.59
ME_AM18,Mercury,Qualb,35,48,83,0.42,0.58
ME_AM19,Mercury,Saula,36,48,84,0.43,0.57
ME_AM20,Mercury,Na'a'im,38,50,88,0.43,0.57
ME_AM21,Mercury,Balda,45,36,81,0.56,0.44
ME_AM22,Mercury,Dabih,33,32,65,0.51,0.49
ME_AM23,Mercury,Bula,45,31,76,0.59,0.41
ME_AM24,Mercury,Su'ud,27,40,67,0.4,0.6
ME_AM25,Mercury,Ahbija,47,33,80,0.59,0.41
ME_AM26,Mercury,Muqaddam,39,41,80,0.49,0.51
ME_AM27,Mercury,Mu'ahhar,42,32,74,0.57,0.43
ME_AM28,Mercury,Risa,43,34,77,0.56,0.44
MO_AM01,Moon,Saratan,33,38,71,0.46,0.54
MO_AM02,Moon,Butain,25,47,72,0.35,0.65
MO_AM03,Moon,Turaija,38,33,71,0.54,0.46
MO_AM04,Moon,Dabaran,33,38,71,0.46,0.54
MO_AM05,Moon,Haq'a,31,38,69,0.45,0.55
MO_AM06,Moon,Han'a,39,32,71,0.55,0.45
MO_AM07,Moon,Dira,31,37,68,0.46,0.54
MO_AM08,Moon,Natra,30,39,69,0.43,0.57
MO_AM09,Moon,Tarf(a),31,35,66,0.47,0.53
MO_AM10,Moon,Gabha,36,31,67,0.54,0.46
MO_AM11,Moon,Zubra,36,30,66,0.55,0.45
MO_AM12,Moon,Sarfa,24,39,63,0.38,0.62
MO_AM13,Moon,Auwa,30,37,67,0.45,0.55
MO_AM14,Moon,Simak,34,32,66,0.52,0.48
MO_AM15,Moon,Gafr,39,25,64,0.61,0.39
MO_AM16,Moon,Zubana,34,30,64,0.53,0.47
MO_AM17,Moon,Iklik,24,38,62,0.39,0.61
MO_AM18,Moon,Qualb,30,38,68,0.44,0.56
MO_AM19,Moon,Saula,31,32,63,0.49,0.51
MO_AM20,Moon,Na'a'im,29,38,67,0.43,0.57
MO_AM21,Moon,Balda,34,34,68,0.5,0.5
MO_AM22,Moon,Dabih,34,33,67,0.51,0.49
MO_AM23,Moon,Bula,38,30,68,0.56,0.44
MO_AM24,Moon,Su'ud,39,31,70,0.56,0.44
MO_AM25,Moon,Ahbija,42,29,71,0.59,0.41
MO_AM26,Moon,Muqaddam,42,28,70,0.6,0.4
MO_AM27,Moon,Mu'ahhar,36,36,72,0.5,0.5
MO_AM28,Moon,Risa,31,39,70,0.44,0.56
NE_AM27,Neptune,Mu'ahhar,321,325,646,0.5,0.5
NE_AM28,Neptune,Risa,613,642,1255,0.49,0.51
NN_AM04,NNode,Dabaran,105,131,236,0.44,0.56
NN_AM05,NNode,Haq'a,108,135,243,0.44,0.56
NN_AM06,NNode,Han'a,133,113,246,0.54,0.46
NN_AM07,NNode,Dira,112,128,240,0.47,0.53
NN_AM08,NNode,Natra,131,112,243,0.54,0.46
NN_AM09,NNode,Tarf(a),128,114,242,0.53,0.47
NN_AM10,NNode,Gabha,116,127,243,0.48,0.52
NN_AM11,NNode,Zubra,101,107,208,0.49,0.51
PA_AM01,Pallas,Saratan,16,18,34,0.47,0.53
PA_AM02,Pallas,Butain,27,27,54,0.5,0.5
PA_AM03,Pallas,Turaija,48,52,100,0.48,0.52
PA_AM04,Pallas,Dabaran,18,38,56,0.32,0.68
PA_AM05,Pallas,Haq'a,17,35,52,0.33,0.67
PA_AM06,Pallas,Han'a,32,18,50,0.64,0.36
PA_AM07,Pallas,Dira,25,24,49,0.51,0.49
PA_AM08,Pallas,Natra,21,30,51,0.41,0.59
PA_AM09,Pallas,Tarf(a),55,54,109,0.5,0.5
PA_AM10,Pallas,Gabha,22,25,47,0.47,0.53
PA_AM11,Pallas,Zubra,11,13,24,0.46,0.54
PA_AM12,Pallas,Sarfa,13,11,24,0.54,0.46
PA_AM13,Pallas,Auwa,14,12,26,0.54,0.46
PA_AM14,Pallas,Simak,13,15,28,0.46,0.54
PA_AM15,Pallas,Gafr,36,47,83,0.43,0.57
PA_AM16,Pallas,Zubana,71,66,137,0.52,0.48
PA_AM17,Pallas,Iklik,51,45,96,0.53,0.47
PA_AM18,Pallas,Qualb,11,21,32,0.34,0.66
PA_AM19,Pallas,Saula,14,16,30,0.47,0.53
PA_AM20,Pallas,Na'a'im,12,18,30,0.4,0.6
PA_AM21,Pallas,Balda,21,10,31,0.68,0.32
PA_AM22,Pallas,Dabih,33,30,63,0.52,0.48
PA_AM23,Pallas,Bula,78,86,164,0.48,0.52
PA_AM24,Pallas,Su'ud,65,59,124,0.52,0.48
PA_AM25,Pallas,Ahbija,21,17,38,0.55,0.45
PA_AM26,Pallas,Muqaddam,21,18,39,0.54,0.46
PA_AM27,Pallas,Mu'ahhar,79,74,153,0.52,0.48
PA_AM28,Pallas,Risa,89,88,177,0.5,0.5
PH_AM21,Pholus,Balda,164,170,334,0.49,0.51
PH_AM22,Pholus,Dabih,770,797,1567,0.49,0.51
