PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,96,94,190,0.51,0.49
CE_Z02_TAU,Ceres,Taurus,81,95,176,0.46,0.54
CE_Z03_GEM,Ceres,Gemini,37,35,72,0.51,0.49
CE_Z04_CAN,Ceres,Cancer,36,40,76,0.47,0.53
CE_Z05_LEO,Ceres,Leo,138,139,277,0.5,0.5
CE_Z06_VIR,Ceres,Virgo,39,31,70,0.56,0.44
CE_Z07_LIB,Ceres,Libra,32,34,66,0.48,0.52
CE_Z08_SCO,Ceres,Scorpio,29,46,75,0.39,0.61
CE_Z09_SAG,Ceres,Sagittarius,151,144,295,0.51,0.49
CE_Z10_CAP,Ceres,Capricorn,43,33,76,0.57,0.43
CE_Z11_AQU,Ceres,Aquarius,54,68,122,0.44,0.56
CE_Z12_PIS,Ceres,Pisces,138,123,261,0.53,0.47
CH_Z01_ARI,Chiron,Aries,517,463,980,0.53,0.47
CH_Z12_PIS,Chiron,Pisces,357,419,776,0.46,0.54
JN_Z01_ARI,Juno,Aries,35,29,64,0.55,0.45
JN_Z02_TAU,Juno,Taurus,95,105,200,0.48,0.52
JN_Z03_GEM,Juno,Gemini,52,41,93,0.56,0.44
JN_Z04_CAN,Juno,Cancer,36,26,62,0.58,0.42
JN_Z05_LEO,Juno,Leo,31,32,63,0.49,0.51
JN_Z06_VIR,Juno,Virgo,31,42,73,0.42,0.58
JN_Z07_LIB,Juno,Libra,163,157,320,0.51,0.49
JN_Z08_SCO,Juno,Scorpio,79,110,189,0.42,0.58
JN_Z09_SAG,Juno,Sagittarius,125,118,243,0.51,0.49
JN_Z10_CAP,Juno,Capricorn,170,146,316,0.54,0.46
JN_Z11_AQU,Juno,Aquarius,36,33,69,0.52,0.48
JN_Z12_PIS,Juno,Pisces,21,43,64,0.33,0.67
JU_Z06_VIR,Jupiter,Virgo,18,27,45,0.4,0.6
JU_Z07_LIB,Jupiter,Libra,187,209,396,0.47,0.53
JU_Z08_SCO,Jupiter,Scorpio,201,193,394,0.51,0.49
JU_Z09_SAG,Jupiter,Sagittarius,185,204,389,0.48,0.52
JU_Z10_CAP,Jupiter,Capricorn,195,184,379,0.51,0.49
JU_Z11_AQU,Jupiter,Aquarius,84,61,145,0.58,0.42
JU_Z12_PIS,Jupiter,Pisces,4,4,8,0.5,0.5
MA_Z01_ARI,Mars,Aries,135,138,273,0.49,0.51
MA_Z02_TAU,Mars,Taurus,81,64,145,0.56,0.44
MA_Z03_GEM,Mars,Gemini,88,52,140,0.63,0.37
MA_Z04_CAN,Mars,Cancer,61,59,120,0.51,0.49
MA_Z05_LEO,Mars,Leo,45,50,95,0.47,0.53
MA_Z06_VIR,Mars,Virgo,41,53,94,0.44,0.56
MA_Z07_LIB,Mars,Libra,52,42,94,0.55,0.45
MA_Z08_SCO,Mars,Scorpio,53,47,100,0.53,0.47
MA_Z09_SAG,Mars,Sagittarius,66,84,150,0.44,0.56
MA_Z10_CAP,Mars,Capricorn,76,99,175,0.43,0.57
MA_Z11_AQU,Mars,Aquarius,121,116,237,0.51,0.49
MA_Z12_PIS,Mars,Pisces,55,78,133,0.41,0.59
ME_Z01_ARI,Mercury,Aries,87,74,161,0.54,0.46
ME_Z02_TAU,Mercury,Taurus,57,44,101,0.56,0.44
