PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_PA_a103,1,12,0.011,0.07,0.023,0.015,0.076,-0.124,0.099,0.224,-0.515,-0.999,0.02
CH_UR_a30,1,1365,0.002,0.052,0.001,0,0.033,-0.221,0.484,0.705,1.458,11.686,0.001
JN_JU_a72,1,71,0.003,0.071,0.001,0.001,0.03,-0.221,0.25,0.471,0.514,3.331,0.008
JN_PA_a103,1,76,0,0.042,-0.002,0.001,0.029,-0.162,0.112,0.275,-0.682,3.099,0.005
JN_PL_a0,1,18,-0.01,0.057,0.001,-0.01,0.037,-0.124,0.099,0.224,-0.456,-0.445,0.013
JU_PL_a72,1,66,0.014,0.069,0.002,0.007,0.04,-0.124,0.276,0.4,1.429,3.114,0.008
JU_SN_a103,1,20,-0.002,0.05,0.005,0,0.042,-0.124,0.099,0.224,-0.335,0.119,0.011
MA_CE_a60,1,44,0,0.038,0.003,0.001,0.033,-0.124,0.099,0.224,-0.449,1.492,0.006
MA_NE_a150,1,26,0,0.022,-0.002,0,0.019,-0.053,0.044,0.096,-0.278,-0.179,0.004
MA_SA_a72,1,42,0.006,0.042,0.002,0.006,0.036,-0.124,0.099,0.224,-0.267,0.954,0.006
ME_SN_a72,1,54,0.003,0.03,0.002,0.002,0.02,-0.057,0.105,0.162,0.649,1.515,0.004
ME_UR_a135,1,46,-0.014,0.049,-0.006,-0.012,0.035,-0.145,0.099,0.244,-0.512,0.353,0.007
MO_VE_a60,1,134,-0.001,0.041,-0.002,-0.003,0.031,-0.107,0.177,0.284,0.743,2.548,0.004
NN_CH_a144,1,53,0.016,0.072,0.013,0.016,0.063,-0.194,0.25,0.443,0.194,1.661,0.01
NN_SN_a180,1,1901,0.001,0.048,0,0,0.029,-0.221,0.484,0.705,1.469,12.779,0.001
PA_CH_a36,1,51,-0.001,0.056,0.011,0.003,0.045,-0.168,0.099,0.268,-0.681,0.456,0.008
PA_PL_a103,1,82,-0.002,0.05,0.008,0.001,0.04,-0.145,0.113,0.257,-0.563,0.51,0.006
PA_SN_a72,1,41,-0.003,0.067,0.002,0.002,0.051,-0.207,0.138,0.345,-0.777,1.204,0.011
SA_CH_a90,1,63,-0.006,0.045,0.002,-0.005,0.036,-0.126,0.103,0.229,-0.301,0.853,0.006
SA_PH_a0,1,48,0.014,0.07,0.015,0.015,0.044,-0.194,0.25,0.443,0.113,2.241,0.01
SA_UR_a120,1,95,-0.002,0.04,0.003,-0.001,0.026,-0.126,0.103,0.229,-0.314,1.768,0.004
SN_CH_a36,1,53,0.016,0.072,0.013,0.016,0.063,-0.194,0.25,0.443,0.194,1.661,0.01
SU_MA_a36,1,53,0.003,0.049,0.002,0.005,0.034,-0.162,0.113,0.275,-0.667,1.917,0.007
SU_NN_a90,1,44,-0.001,0.033,0.001,0.001,0.02,-0.124,0.086,0.21,-0.825,3.304,0.005
SU_PH_a36,1,49,0.003,0.046,-0.002,0.002,0.036,-0.124,0.106,0.231,0.067,0.624,0.007
SU_SA_a36,1,49,0.002,0.044,0.003,0.003,0.033,-0.124,0.128,0.253,-0.201,1.137,0.006
SU_SN_a90,1,44,-0.001,0.033,0.001,0.001,0.02,-0.124,0.086,0.21,-0.825,3.304,0.005
UR_NE_a45,1,586,0.002,0.044,0.003,0.002,0.029,-0.203,0.25,0.453,0.288,4.372,0.002
UR_PH_a120,1,362,0.002,0.049,0.002,0.001,0.034,-0.203,0.237,0.44,0.334,3.709,0.003
VE_JN_a72,1,40,-0.006,0.048,-0.003,-0.006,0.05,-0.124,0.113,0.237,0.028,0.124,0.008
VE_JU_a0,1,21,0.012,0.077,-0.004,0.007,0.043,-0.124,0.237,0.361,0.928,1.276,0.017
VE_PL_a72,1,56,-0.009,0.041,0.002,-0.005,0.034,-0.127,0.055,0.182,-0.931,0.832,0.005
VE_SN_a103,1,43,0.002,0.037,0.005,0.003,0.034,-0.124,0.086,0.21,-0.665,1.936,0.006
VS_CE_a72,1,2,-0.04,0.119,-0.04,-0.04,0.125,-0.124,0.044,0.168,0,-2.75,0.084
VS_NE_a135,1,18,0.004,0.032,0.002,0.003,0.023,-0.049,0.071,0.12,0.643,-0.291,0.007
VS_PH_a60,1,94,0.007,0.061,-0.002,0,0.031,-0.124,0.276,0.4,1.684,4.982,0.006
MO_JU_a60,1,141,0.001,0.049,0.001,0.002,0.03,-0.207,0.166,0.373,-0.535,3.805,0.004
MO_MA_a36,1,137,-0.005,0.046,-0.002,-0.004,0.025,-0.221,0.212,0.433,-0.002,6.052,0.004
MO_SU_a72,1,136,0.003,0.05,0.002,0.001,0.028,-0.107,0.364,0.471,2.923,19.201,0.004
MO_ME_a90,1,134,0.004,0.055,0,-0.002,0.031,-0.103,0.364,0.467,3.005,14.99,0.005
