PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,78,113,191,0.41,0.59
CE_VM02,Ceres,Bharani,38,35,73,0.52,0.48
CE_VM03,Ceres,Krittica,22,26,48,0.46,0.54
CE_VM04,Ceres,Rohini,21,11,32,0.66,0.34
CE_VM05,Ceres,Mrigashira,13,19,32,0.41,0.59
CE_VM06,Ceres,Ardra,13,19,32,0.41,0.59
CE_VM07,Ceres,Punavasu,18,16,34,0.53,0.47
CE_VM08,Ceres,Pushya,52,75,127,0.41,0.59
CE_VM09,Ceres,Ashlesha,80,62,142,0.56,0.44
CE_VM10,Ceres,Magha,22,12,34,0.65,0.35
CE_VM11,Ceres,PurvaPhalguni,16,15,31,0.52,0.48
CE_VM12,Ceres,UttaraPhalguni,17,13,30,0.57,0.43
CE_VM13,Ceres,Hasta,12,17,29,0.41,0.59
CE_VM14,Ceres,Chitra,14,16,30,0.47,0.53
CE_VM15,Ceres,Swati,7,24,31,0.23,0.77
CE_VM16,Ceres,Vishakha,18,16,34,0.53,0.47
CE_VM17,Ceres,Anuradha,92,84,176,0.52,0.48
CE_VM18,Ceres,Jyeshtha,56,54,110,0.51,0.49
CE_VM19,Ceres,Mula,13,23,36,0.36,0.64
CE_VM20,Ceres,PurvaAshada,20,13,33,0.61,0.39
CE_VM21,Ceres,UttaraAshada,23,11,34,0.68,0.32
CE_VM22,Ceres,Shravana,14,21,35,0.4,0.6
CE_VM23,Ceres,Danishtha,46,44,90,0.51,0.49
CE_VM24,Ceres,Shatabhisha,102,101,203,0.5,0.5
CE_VM25,Ceres,PurvaBhadrapada,21,17,38,0.55,0.45
CE_VM26,Ceres,UttaraBhadrapada,17,17,34,0.5,0.5
CE_VM27,Ceres,Revati,50,44,94,0.53,0.47
CH_VM25,Chiron,PurvaBhadrapada,222,239,461,0.48,0.52
CH_VM26,Chiron,UttaraBhadrapada,641,633,1274,0.5,0.5
CH_VM27,Chiron,Revati,32,46,78,0.41,0.59
JN_VM01,Juno,Aswini,19,11,30,0.63,0.37
JN_VM02,Juno,Bharani,26,25,51,0.51,0.49
JN_VM03,Juno,Krittica,75,92,167,0.45,0.55
JN_VM04,Juno,Rohini,18,13,31,0.58,0.42
JN_VM05,Juno,Mrigashira,16,13,29,0.55,0.45
JN_VM06,Juno,Ardra,16,11,27,0.59,0.41
JN_VM07,Juno,Punavasu,17,10,27,0.63,0.37
JN_VM08,Juno,Pushya,12,16,28,0.43,0.57
JN_VM09,Juno,Ashlesha,13,15,28,0.46,0.54
JN_VM10,Juno,Magha,17,13,30,0.57,0.43
JN_VM11,Juno,PurvaPhalguni,12,20,32,0.38,0.62
JN_VM12,Juno,UttaraPhalguni,15,20,35,0.43,0.57
JN_VM13,Juno,Hasta,97,92,189,0.51,0.49
JN_VM14,Juno,Chitra,62,60,122,0.51,0.49
JN_VM15,Juno,Swati,37,52,89,0.42,0.58
JN_VM16,Juno,Vishakha,33,49,82,0.4,0.6
JN_VM17,Juno,Anuradha,35,59,94,0.37,0.63
JN_VM18,Juno,Jyeshtha,104,91,195,0.53,0.47
JN_VM19,Juno,Mula,67,66,133,0.5,0.5
JN_VM20,Juno,PurvaAshada,103,82,185,0.56,0.44
JN_VM21,Juno,UttaraAshada,23,12,35,0.66,0.34
JN_VM22,Juno,Shravana,14,17,31,0.45,0.55
JN_VM23,Juno,Danishtha,16,14,30,0.53,0.47
JN_VM24,Juno,Shatabhisha,5,23,28,0.18,0.82
JN_VM25,Juno,PurvaBhadrapada,11,17,28,0.39,0.61
JN_VM26,Juno,UttaraBhadrapada,17,11,28,0.61,0.39
JN_VM27,Juno,Revati,15,14,29,0.52,0.48
JU_VM12,Jupiter,UttaraPhalguni,24,39,63,0.38,0.62
JU_VM13,Jupiter,Hasta,77,101,178,0.43,0.57
JU_VM14,Jupiter,Chitra,106,97,203,0.52,0.48
JU_VM15,Jupiter,Swati,62,43,105,0.59,0.41
JU_VM16,Jupiter,Vishakha,130,144,274,0.47,0.53
JU_VM17,Jupiter,Anuradha,23,37,60,0.38,0.62
JU_VM18,Jupiter,Jyeshtha,143,140,283,0.51,0.49
JU_VM19,Jupiter,Mula,44,46,90,0.49,0.51
JU_VM20,Jupiter,PurvaAshada,79,76,155,0.51,0.49
JU_VM21,Jupiter,UttaraAshada,109,101,210,0.52,0.48
JU_VM22,Jupiter,Shravana,28,29,57,0.49,0.51
JU_VM23,Jupiter,Danishtha,48,29,77,0.62,0.38
JU_VM24,Jupiter,Shatabhisha,22,36,58,0.38,0.62
MA_VM01,Mars,Aswini,63,54,117,0.54,0.46
MA_VM02,Mars,Bharani,35,29,64,0.55,0.45
MA_VM03,Mars,Krittica,38,24,62,0.61,0.39
MA_VM04,Mars,Rohini,32,30,62,0.52,0.48
MA_VM05,Mars,Mrigashira,42,21,63,0.67,0.33
MA_VM06,Mars,Ardra,36,26,62,0.58,0.42
MA_VM07,Mars,Punavasu,26,38,64,0.41,0.59
MA_VM08,Mars,Pushya,28,35,63,0.44,0.56
MA_VM09,Mars,Ashlesha,27,33,60,0.45,0.55
MA_VM10,Mars,Magha,21,21,42,0.5,0.5
MA_VM11,Mars,PurvaPhalguni,22,20,42,0.52,0.48
MA_VM12,Mars,UttaraPhalguni,16,27,43,0.37,0.63
MA_VM13,Mars,Hasta,23,18,41,0.56,0.44
MA_VM14,Mars,Chitra,20,22,42,0.48,0.52
MA_VM15,Mars,Swati,20,21,41,0.49,0.51
MA_VM16,Mars,Vishakha,25,17,42,0.6,0.4
MA_VM17,Mars,Anuradha,34,37,71,0.48,0.52
MA_VM18,Mars,Jyeshtha,32,33,65,0.49,0.51
MA_VM19,Mars,Mula,20,44,64,0.31,0.69
MA_VM20,Mars,PurvaAshada,24,40,64,0.38,0.62
MA_VM21,Mars,UttaraAshada,63,66,129,0.49,0.51
MA_VM22,Mars,Shravana,69,58,127,0.54,0.46
MA_VM23,Mars,Danishtha,31,29,60,0.52,0.48
MA_VM24,Mars,Shatabhisha,26,31,57,0.46,0.54
MA_VM25,Mars,PurvaBhadrapada,26,34,60,0.43,0.57
MA_VM26,Mars,UttaraBhadrapada,23,37,60,0.38,0.62
MA_VM27,Mars,Revati,73,73,146,0.5,0.5
ME_VM01,Mercury,Aswini,47,40,87,0.54,0.46
ME_VM02,Mercury,Bharani,22,14,36,0.61,0.39
ME_VM03,Mercury,Krittica,19,14,33,0.58,0.42
ME_VM04,Mercury,Rohini,25,21,46,0.54,0.46
ME_VM05,Mercury,Mrigashira,37,38,75,0.49,0.51
ME_VM06,Mercury,Ardra,31,43,74,0.42,0.58
ME_VM07,Mercury,Punavasu,30,29,59,0.51,0.49
ME_VM08,Mercury,Pushya,31,34,65,0.48,0.52
ME_VM09,Mercury,Ashlesha,44,36,80,0.55,0.45
ME_VM10,Mercury,Magha,29,38,67,0.43,0.57
ME_VM11,Mercury,PurvaPhalguni,40,39,79,0.51,0.49
ME_VM12,Mercury,UttaraPhalguni,25,42,67,0.37,0.63
ME_VM13,Mercury,Hasta,15,25,40,0.38,0.62
ME_VM14,Mercury,Chitra,21,37,58,0.36,0.64
ME_VM15,Mercury,Swati,35,49,84,0.42,0.58
ME_VM16,Mercury,Vishakha,36,41,77,0.47,0.53
ME_VM17,Mercury,Anuradha,37,43,80,0.46,0.54
ME_VM18,Mercury,Jyeshtha,44,43,87,0.51,0.49
ME_VM19,Mercury,Mula,38,46,84,0.45,0.55
ME_VM20,Mercury,PurvaAshada,37,28,65,0.57,0.43
ME_VM21,Mercury,UttaraAshada,25,18,43,0.58,0.42
ME_VM22,Mercury,Shravana,29,33,62,0.47,0.53
ME_VM23,Mercury,Danishtha,39,39,78,0.5,0.5
ME_VM24,Mercury,Shatabhisha,39,34,73,0.53,0.47
ME_VM25,Mercury,PurvaBhadrapada,50,26,76,0.66,0.34
ME_VM26,Mercury,UttaraBhadrapada,35,41,76,0.46,0.54
ME_VM27,Mercury,Revati,35,27,62,0.56,0.44
MO_VM01,Moon,Aswini,37,31,68,0.54,0.46
