PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,267,224,491,0.54,0.46
CE_AM02,Ceres,Butain,273,270,543,0.5,0.5
CE_AM03,Ceres,Turaija,295,273,568,0.52,0.48
CE_AM04,Ceres,Dabaran,237,219,456,0.52,0.48
CE_AM05,Ceres,Haq'a,239,210,449,0.53,0.47
CE_AM06,Ceres,Han'a,222,221,443,0.5,0.5
CE_AM07,Ceres,Dira,219,196,415,0.53,0.47
CE_AM08,Ceres,Natra,189,195,384,0.49,0.51
CE_AM09,Ceres,Tarf(a),243,212,455,0.53,0.47
CE_AM10,Ceres,Gabha,192,165,357,0.54,0.46
CE_AM11,Ceres,Zubra,292,245,537,0.54,0.46
CE_AM12,Ceres,Sarfa,176,173,349,0.5,0.5
CE_AM13,Ceres,Auwa,220,196,416,0.53,0.47
CE_AM14,Ceres,Simak,169,163,332,0.51,0.49
CE_AM15,Ceres,Gafr,208,199,407,0.51,0.49
CE_AM16,Ceres,Zubana,204,169,373,0.55,0.45
CE_AM17,Ceres,Iklik,218,164,382,0.57,0.43
CE_AM18,Ceres,Qualb,213,208,421,0.51,0.49
CE_AM19,Ceres,Saula,253,209,462,0.55,0.45
CE_AM20,Ceres,Na'a'im,306,257,563,0.54,0.46
CE_AM21,Ceres,Balda,250,208,458,0.55,0.45
CE_AM22,Ceres,Dabih,237,242,479,0.49,0.51
CE_AM23,Ceres,Bula,251,228,479,0.52,0.48
CE_AM24,Ceres,Su'ud,279,209,488,0.57,0.43
CE_AM25,Ceres,Ahbija,242,244,486,0.5,0.5
CE_AM26,Ceres,Muqaddam,297,305,602,0.49,0.51
CE_AM27,Ceres,Mu'ahhar,294,300,594,0.49,0.51
CE_AM28,Ceres,Risa,260,249,509,0.51,0.49
CH_AM01,Chiron,Saratan,597,518,1115,0.54,0.46
CH_AM02,Chiron,Butain,487,470,957,0.51,0.49
CH_AM03,Chiron,Turaija,394,425,819,0.48,0.52
CH_AM04,Chiron,Dabaran,371,387,758,0.49,0.51
CH_AM05,Chiron,Haq'a,359,316,675,0.53,0.47
CH_AM06,Chiron,Han'a,298,234,532,0.56,0.44
CH_AM07,Chiron,Dira,212,217,429,0.49,0.51
CH_AM08,Chiron,Natra,221,149,370,0.6,0.4
CH_AM09,Chiron,Tarf(a),161,156,317,0.51,0.49
CH_AM10,Chiron,Gabha,147,133,280,0.52,0.48
CH_AM11,Chiron,Zubra,139,92,231,0.6,0.4
CH_AM12,Chiron,Sarfa,89,109,198,0.45,0.55
CH_AM13,Chiron,Auwa,103,84,187,0.55,0.45
CH_AM14,Chiron,Simak,137,105,242,0.57,0.43
CH_AM15,Chiron,Gafr,114,71,185,0.62,0.38
CH_AM16,Chiron,Zubana,69,58,127,0.54,0.46
CH_AM17,Chiron,Iklik,121,115,236,0.51,0.49
CH_AM18,Chiron,Qualb,128,119,247,0.52,0.48
CH_AM19,Chiron,Saula,115,138,253,0.45,0.55
CH_AM20,Chiron,Na'a'im,125,121,246,0.51,0.49
CH_AM21,Chiron,Balda,139,143,282,0.49,0.51
CH_AM22,Chiron,Dabih,168,149,317,0.53,0.47
CH_AM23,Chiron,Bula,210,205,415,0.51,0.49
CH_AM24,Chiron,Su'ud,232,251,483,0.48,0.52
CH_AM25,Chiron,Ahbija,301,319,620,0.49,0.51
CH_AM26,Chiron,Muqaddam,369,286,655,0.56,0.44
CH_AM27,Chiron,Mu'ahhar,435,382,817,0.53,0.47
CH_AM28,Chiron,Risa,504,401,905,0.56,0.44
JN_AM01,Juno,Saratan,185,156,341,0.54,0.46
JN_AM02,Juno,Butain,150,136,286,0.52,0.48
JN_AM03,Juno,Turaija,160,136,296,0.54,0.46
JN_AM04,Juno,Dabaran,140,139,279,0.5,0.5
JN_AM05,Juno,Haq'a,183,163,346,0.53,0.47
JN_AM06,Juno,Han'a,138,119,257,0.54,0.46
JN_AM07,Juno,Dira,144,118,262,0.55,0.45
JN_AM08,Juno,Natra,167,154,321,0.52,0.48
JN_AM09,Juno,Tarf(a),154,147,301,0.51,0.49
JN_AM10,Juno,Gabha,156,167,323,0.48,0.52
JN_AM11,Juno,Zubra,188,186,374,0.5,0.5
JN_AM12,Juno,Sarfa,245,180,425,0.58,0.42
JN_AM13,Juno,Auwa,251,225,476,0.53,0.47
JN_AM14,Juno,Simak,293,262,555,0.53,0.47
JN_AM15,Juno,Gafr,344,312,656,0.52,0.48
JN_AM16,Juno,Zubana,386,342,728,0.53,0.47
JN_AM17,Juno,Iklik,369,325,694,0.53,0.47
JN_AM18,Juno,Qualb,350,349,699,0.5,0.5
JN_AM19,Juno,Saula,379,341,720,0.53,0.47
JN_AM20,Juno,Na'a'im,379,336,715,0.53,0.47
JN_AM21,Juno,Balda,310,331,641,0.48,0.52
JN_AM22,Juno,Dabih,307,271,578,0.53,0.47
JN_AM23,Juno,Bula,305,263,568,0.54,0.46
JN_AM24,Juno,Su'ud,255,229,484,0.53,0.47
JN_AM25,Juno,Ahbija,234,208,442,0.53,0.47
JN_AM26,Juno,Muqaddam,224,190,414,0.54,0.46
JN_AM27,Juno,Mu'ahhar,176,205,381,0.46,0.54
JN_AM28,Juno,Risa,173,163,336,0.51,0.49
JU_AM01,Jupiter,Saratan,116,105,221,0.52,0.48
JU_AM02,Jupiter,Butain,221,222,443,0.5,0.5
JU_AM03,Jupiter,Turaija,248,247,495,0.5,0.5
JU_AM04,Jupiter,Dabaran,117,101,218,0.54,0.46
JU_AM05,Jupiter,Haq'a,255,232,487,0.52,0.48
JU_AM06,Jupiter,Han'a,257,228,485,0.53,0.47
JU_AM07,Jupiter,Dira,118,111,229,0.52,0.48
JU_AM08,Jupiter,Natra,328,265,593,0.55,0.45
JU_AM09,Jupiter,Tarf(a),183,155,338,0.54,0.46
JU_AM10,Jupiter,Gabha,210,215,425,0.49,0.51
JU_AM11,Jupiter,Zubra,290,271,561,0.52,0.48
JU_AM12,Jupiter,Sarfa,136,148,284,0.48,0.52
JU_AM13,Jupiter,Auwa,331,311,642,0.52,0.48
JU_AM14,Jupiter,Simak,163,151,314,0.52,0.48
JU_AM15,Jupiter,Gafr,272,276,548,0.5,0.5
JU_AM16,Jupiter,Zubana,264,229,493,0.54,0.46
JU_AM17,Jupiter,Iklik,289,269,558,0.52,0.48
JU_AM18,Jupiter,Qualb,345,312,657,0.53,0.47
JU_AM19,Jupiter,Saula,248,195,443,0.56,0.44
JU_AM20,Jupiter,Na'a'im,379,333,712,0.53,0.47
JU_AM21,Jupiter,Balda,239,181,420,0.57,0.43
JU_AM22,Jupiter,Dabih,335,265,600,0.56,0.44
JU_AM23,Jupiter,Bula,286,283,569,0.5,0.5
JU_AM24,Jupiter,Su'ud,194,186,380,0.51,0.49
JU_AM25,Jupiter,Ahbija,318,282,600,0.53,0.47
JU_AM26,Jupiter,Muqaddam,142,126,268,0.53,0.47
JU_AM27,Jupiter,Mu'ahhar,181,188,369,0.49,0.51
JU_AM28,Jupiter,Risa,280,266,546,0.51,0.49
MA_AM01,Mars,Saratan,225,203,428,0.53,0.47
MA_AM02,Mars,Butain,240,200,440,0.55,0.45
MA_AM03,Mars,Turaija,243,227,470,0.52,0.48
MA_AM04,Mars,Dabaran,226,224,450,0.5,0.5
MA_AM05,Mars,Haq'a,229,205,434,0.53,0.47
MA_AM06,Mars,Han'a,249,222,471,0.53,0.47
MA_AM07,Mars,Dira,254,222,476,0.53,0.47
MA_AM08,Mars,Natra,287,231,518,0.55,0.45
MA_AM09,Mars,Tarf(a),234,245,479,0.49,0.51
MA_AM10,Mars,Gabha,279,263,542,0.51,0.49
MA_AM11,Mars,Zubra,276,277,553,0.5,0.5
MA_AM12,Mars,Sarfa,298,242,540,0.55,0.45
MA_AM13,Mars,Auwa,277,271,548,0.51,0.49
MA_AM14,Mars,Simak,280,233,513,0.55,0.45
MA_AM15,Mars,Gafr,289,259,548,0.53,0.47
MA_AM16,Mars,Zubana,250,260,510,0.49,0.51
MA_AM17,Mars,Iklik,234,232,466,0.5,0.5
MA_AM18,Mars,Qualb,249,215,464,0.54,0.46
MA_AM19,Mars,Saula,274,217,491,0.56,0.44
MA_AM20,Mars,Na'a'im,214,198,412,0.52,0.48
MA_AM21,Mars,Balda,214,207,421,0.51,0.49
MA_AM22,Mars,Dabih,188,182,370,0.51,0.49
MA_AM23,Mars,Bula,201,207,408,0.49,0.51
MA_AM24,Mars,Su'ud,224,191,415,0.54,0.46
MA_AM25,Mars,Ahbija,220,203,423,0.52,0.48
MA_AM26,Mars,Muqaddam,200,185,385,0.52,0.48
MA_AM27,Mars,Mu'ahhar,207,162,369,0.56,0.44
MA_AM28,Mars,Risa,184,170,354,0.52,0.48
ME_AM01,Mercury,Saratan,247,208,455,0.54,0.46
ME_AM02,Mercury,Butain,234,202,436,0.54,0.46
ME_AM03,Mercury,Turaija,238,200,438,0.54,0.46
ME_AM04,Mercury,Dabaran,234,192,426,0.55,0.45
ME_AM05,Mercury,Haq'a,215,196,411,0.52,0.48
ME_AM06,Mercury,Han'a,216,194,410,0.53,0.47
ME_AM07,Mercury,Dira,189,193,382,0.49,0.51
ME_AM08,Mercury,Natra,221,205,426,0.52,0.48
ME_AM09,Mercury,Tarf(a),235,203,438,0.54,0.46
ME_AM10,Mercury,Gabha,219,215,434,0.5,0.5
ME_AM11,Mercury,Zubra,249,220,469,0.53,0.47
ME_AM12,Mercury,Sarfa,216,238,454,0.48,0.52
ME_AM13,Mercury,Auwa,223,249,472,0.47,0.53
ME_AM14,Mercury,Simak,249,237,486,0.51,0.49
ME_AM15,Mercury,Gafr,248,213,461,0.54,0.46
ME_AM16,Mercury,Zubana,257,226,483,0.53,0.47
ME_AM17,Mercury,Iklik,276,233,509,0.54,0.46
ME_AM18,Mercury,Qualb,286,223,509,0.56,0.44
ME_AM19,Mercury,Saula,284,235,519,0.55,0.45
ME_AM20,Mercury,Na'a'im,255,241,496,0.51,0.49
ME_AM21,Mercury,Balda,242,245,487,0.5,0.5
ME_AM22,Mercury,Dabih,246,233,479,0.51,0.49
ME_AM23,Mercury,Bula,233,254,487,0.48,0.52
ME_AM24,Mercury,Su'ud,258,207,465,0.55,0.45
ME_AM25,Mercury,Ahbija,231,240,471,0.49,0.51
ME_AM26,Mercury,Muqaddam,263,216,479,0.55,0.45
ME_AM27,Mercury,Mu'ahhar,231,236,467,0.49,0.51
ME_AM28,Mercury,Risa,250,199,449,0.56,0.44
MO_AM01,Moon,Saratan,251,215,466,0.54,0.46
MO_AM02,Moon,Butain,250,211,461,0.54,0.46
MO_AM03,Moon,Turaija,226,236,462,0.49,0.51
MO_AM04,Moon,Dabaran,241,223,464,0.52,0.48
MO_AM05,Moon,Haq'a,246,216,462,0.53,0.47
MO_AM06,Moon,Han'a,231,233,464,0.5,0.5
MO_AM07,Moon,Dira,239,216,455,0.53,0.47
MO_AM08,Moon,Natra,258,205,463,0.56,0.44
MO_AM09,Moon,Tarf(a),240,223,463,0.52,0.48
MO_AM10,Moon,Gabha,234,225,459,0.51,0.49
MO_AM11,Moon,Zubra,249,203,452,0.55,0.45
MO_AM12,Moon,Sarfa,270,199,469,0.58,0.42
MO_AM13,Moon,Auwa,235,229,464,0.51,0.49
MO_AM14,Moon,Simak,237,213,450,0.53,0.47
MO_AM15,Moon,Gafr,233,230,463,0.5,0.5
MO_AM16,Moon,Zubana,233,219,452,0.52,0.48
MO_AM17,Moon,Iklik,233,215,448,0.52,0.48
MO_AM18,Moon,Qualb,247,221,468,0.53,0.47
MO_AM19,Moon,Saula,232,217,449,0.52,0.48
MO_AM20,Moon,Na'a'im,218,241,459,0.47,0.53
MO_AM21,Moon,Balda,241,215,456,0.53,0.47
MO_AM22,Moon,Dabih,255,214,469,0.54,0.46
MO_AM23,Moon,Bula,228,234,462,0.49,0.51
MO_AM24,Moon,Su'ud,244,228,472,0.52,0.48
MO_AM25,Moon,Ahbija,238,223,461,0.52,0.48
MO_AM26,Moon,Muqaddam,254,212,466,0.55,0.45
MO_AM27,Moon,Mu'ahhar,248,209,457,0.54,0.46
MO_AM28,Moon,Risa,234,228,462,0.51,0.49
NE_AM19,Neptune,Saula,343,291,634,0.54,0.46
NE_AM20,Neptune,Na'a'im,743,767,1510,0.49,0.51
NE_AM21,Neptune,Balda,761,749,1510,0.5,0.5
NE_AM22,Neptune,Dabih,811,694,1505,0.54,0.46
NE_AM23,Neptune,Bula,821,682,1503,0.55,0.45
NE_AM24,Neptune,Su'ud,737,714,1451,0.51,0.49
NE_AM25,Neptune,Ahbija,720,710,1430,0.5,0.5
NE_AM26,Neptune,Muqaddam,789,696,1485,0.53,0.47
NE_AM27,Neptune,Mu'ahhar,822,666,1488,0.55,0.45
NE_AM28,Neptune,Risa,198,184,382,0.52,0.48
NN_AM01,NNode,Saratan,165,169,334,0.49,0.51
NN_AM02,NNode,Butain,164,172,336,0.49,0.51
NN_AM03,NNode,Turaija,178,159,337,0.53,0.47
NN_AM04,NNode,Dabaran,182,151,333,0.55,0.45
NN_AM05,NNode,Haq'a,173,164,337,0.51,0.49
NN_AM06,NNode,Han'a,176,177,353,0.5,0.5
NN_AM07,NNode,Dira,261,237,498,0.52,0.48
NN_AM08,NNode,Natra,273,227,500,0.55,0.45
NN_AM09,NNode,Tarf(a),270,232,502,0.54,0.46
NN_AM10,NNode,Gabha,258,246,504,0.51,0.49
NN_AM11,NNode,Zubra,252,250,502,0.5,0.5
NN_AM12,NNode,Sarfa,259,244,503,0.51,0.49
NN_AM13,NNode,Auwa,251,252,503,0.5,0.5
NN_AM14,NNode,Simak,258,245,503,0.51,0.49
NN_AM15,NNode,Gafr,269,234,503,0.53,0.47
NN_AM16,NNode,Zubana,275,229,504,0.55,0.45
NN_AM17,NNode,Iklik,274,228,502,0.55,0.45
NN_AM18,NNode,Qualb,267,236,503,0.53,0.47
NN_AM19,NNode,Saula,245,259,504,0.49,0.51
NN_AM20,NNode,Na'a'im,256,246,502,0.51,0.49
NN_AM21,NNode,Balda,263,243,506,0.52,0.48
NN_AM22,NNode,Dabih,278,226,504,0.55,0.45
NN_AM23,NNode,Bula,263,236,499,0.53,0.47
NN_AM24,NNode,Su'ud,282,224,506,0.56,0.44
