PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,105,104,209,0.5,0.5
CE_Z01_2ARI,Ceres,AriesD2,106,95,201,0.53,0.47
CE_Z01_3ARI,Ceres,AriesD3,94,104,198,0.47,0.53
CE_Z02_1TAU,Ceres,TaurusD1,105,91,196,0.54,0.46
CE_Z02_2TAU,Ceres,TaurusD2,95,98,193,0.49,0.51
CE_Z02_3TAU,Ceres,TaurusD3,91,90,181,0.5,0.5
CE_Z03_1GEM,Ceres,GeminiD1,77,94,171,0.45,0.55
CE_Z03_2GEM,Ceres,GeminiD2,76,77,153,0.5,0.5
CE_Z03_3GEM,Ceres,GeminiD3,98,75,173,0.57,0.43
CE_Z04_1CAN,Ceres,CancerD1,72,67,139,0.52,0.48
CE_Z04_2CAN,Ceres,CancerD2,73,94,167,0.44,0.56
CE_Z04_3CAN,Ceres,CancerD3,67,73,140,0.48,0.52
CE_Z05_1LEO,Ceres,LeoD1,69,75,144,0.48,0.52
CE_Z05_2LEO,Ceres,LeoD2,74,91,165,0.45,0.55
CE_Z05_3LEO,Ceres,LeoD1,43,43,86,0.5,0.5
CE_Z06_1VIR,Ceres,VirgoD1,87,87,174,0.5,0.5
CE_Z06_2VIR,Ceres,VirgoD2,61,72,133,0.46,0.54
CE_Z06_3VIR,Ceres,VirgoD3,77,64,141,0.55,0.45
CE_Z07_1LIB,Ceres,LibraD1,88,83,171,0.51,0.49
CE_Z07_2LIB,Ceres,LibraD2,56,61,117,0.48,0.52
CE_Z07_3LIB,Ceres,LibraD3,75,87,162,0.46,0.54
CE_Z08_1SCO,Ceres,ScorpioD1,69,57,126,0.55,0.45
CE_Z08_2SCO,Ceres,ScorpioD2,92,82,174,0.53,0.47
CE_Z08_3SCO,Ceres,ScorpioD3,87,63,150,0.58,0.42
CE_Z09_1SAG,Ceres,SagittariusD1,114,68,182,0.63,0.37
CE_Z09_2SAG,Ceres,SagittariusD2,72,61,133,0.54,0.46
CE_Z09_3SAG,Ceres,SagittariusD3,86,108,194,0.44,0.56
CE_Z10_1CAP,Ceres,CapricornD1,94,106,200,0.47,0.53
CE_Z10_2CAP,Ceres,CapricornD2,106,86,192,0.55,0.45
CE_Z10_3CAP,Ceres,CapricornD3,123,103,226,0.54,0.46
CE_Z11_1AQU,Ceres,AquariusD1,119,85,204,0.58,0.42
CE_Z11_2AQU,Ceres,AquariusD2,96,97,193,0.5,0.5
CE_Z11_3AQU,Ceres,AquariusD3,122,121,243,0.5,0.5
CE_Z12_1PIS,Ceres,PiscesD1,144,136,280,0.51,0.49
CE_Z12_2PIS,Ceres,PiscesD2,127,147,274,0.46,0.54
CE_Z12_3PIS,Ceres,PiscesD3,96,101,197,0.49,0.51
CH_Z01_1ARI,Chiron,AriesD1,334,324,658,0.51,0.49
CH_Z01_2ARI,Chiron,AriesD2,31,34,65,0.48,0.52
CH_Z07_3LIB,Chiron,LibraD3,72,69,141,0.51,0.49
CH_Z08_1SCO,Chiron,ScorpioD1,71,45,116,0.61,0.39
CH_Z08_2SCO,Chiron,ScorpioD2,137,104,241,0.57,0.43
CH_Z08_3SCO,Chiron,ScorpioD3,53,85,138,0.38,0.62
CH_Z09_1SAG,Chiron,SagittariusD1,87,78,165,0.53,0.47
CH_Z09_2SAG,Chiron,SagittariusD2,131,124,255,0.51,0.49
CH_Z09_3SAG,Chiron,SagittariusD3,141,121,262,0.54,0.46
CH_Z10_1CAP,Chiron,CapricornD1,130,140,270,0.48,0.52
CH_Z10_2CAP,Chiron,CapricornD2,119,159,278,0.43,0.57
CH_Z10_3CAP,Chiron,CapricornD3,194,181,375,0.52,0.48
CH_Z11_1AQU,Chiron,AquariusD1,229,185,414,0.55,0.45
CH_Z11_2AQU,Chiron,AquariusD2,213,218,431,0.49,0.51
CH_Z11_3AQU,Chiron,AquariusD3,268,265,533,0.5,0.5
CH_Z12_1PIS,Chiron,PiscesD1,340,329,669,0.51,0.49
CH_Z12_2PIS,Chiron,PiscesD2,316,306,622,0.51,0.49
CH_Z12_3PIS,Chiron,PiscesD3,370,379,749,0.49,0.51
JN_Z01_1ARI,Juno,AriesD1,80,74,154,0.52,0.48
JN_Z01_2ARI,Juno,AriesD2,55,33,88,0.62,0.38
JN_Z01_3ARI,Juno,AriesD3,49,35,84,0.58,0.42
JN_Z02_1TAU,Juno,TaurusD1,44,35,79,0.56,0.44
JN_Z02_2TAU,Juno,TaurusD2,46,38,84,0.55,0.45
JN_Z02_3TAU,Juno,TaurusD3,85,85,170,0.5,0.5
JN_Z03_1GEM,Juno,GeminiD1,58,44,102,0.57,0.43
JN_Z03_2GEM,Juno,GeminiD2,77,79,156,0.49,0.51
JN_Z03_3GEM,Juno,GeminiD3,68,50,118,0.58,0.42
JN_Z04_1CAN,Juno,CancerD1,38,48,86,0.44,0.56
JN_Z04_2CAN,Juno,CancerD2,35,47,82,0.43,0.57
JN_Z04_3CAN,Juno,CancerD3,42,43,85,0.49,0.51
JN_Z05_1LEO,Juno,LeoD1,85,72,157,0.54,0.46
JN_Z05_2LEO,Juno,LeoD2,122,99,221,0.55,0.45
JN_Z05_3LEO,Juno,LeoD1,92,89,181,0.51,0.49
JN_Z06_1VIR,Juno,VirgoD1,51,55,106,0.48,0.52
JN_Z06_2VIR,Juno,VirgoD2,83,78,161,0.52,0.48
JN_Z06_3VIR,Juno,VirgoD3,160,130,290,0.55,0.45
JN_Z07_1LIB,Juno,LibraD1,125,125,250,0.5,0.5
JN_Z07_2LIB,Juno,LibraD2,151,136,287,0.53,0.47
JN_Z07_3LIB,Juno,LibraD3,125,140,265,0.47,0.53
JN_Z08_1SCO,Juno,ScorpioD1,142,136,278,0.51,0.49
JN_Z08_2SCO,Juno,ScorpioD2,123,158,281,0.44,0.56
JN_Z08_3SCO,Juno,ScorpioD3,122,175,297,0.41,0.59
JN_Z09_1SAG,Juno,SagittariusD1,153,141,294,0.52,0.48
JN_Z09_2SAG,Juno,SagittariusD2,141,126,267,0.53,0.47
JN_Z09_3SAG,Juno,SagittariusD3,122,136,258,0.47,0.53
JN_Z10_1CAP,Juno,CapricornD1,99,104,203,0.49,0.51
JN_Z10_2CAP,Juno,CapricornD2,131,129,260,0.5,0.5
JN_Z10_3CAP,Juno,CapricornD3,78,82,160,0.49,0.51
JN_Z11_1AQU,Juno,AquariusD1,73,85,158,0.46,0.54
JN_Z11_2AQU,Juno,AquariusD2,134,118,252,0.53,0.47
JN_Z11_3AQU,Juno,AquariusD3,88,70,158,0.56,0.44
JN_Z12_1PIS,Juno,PiscesD1,39,42,81,0.48,0.52
JN_Z12_2PIS,Juno,PiscesD2,43,36,79,0.54,0.46
JN_Z12_3PIS,Juno,PiscesD3,77,73,150,0.51,0.49
JU_Z01_1ARI,Jupiter,AriesD1,57,76,133,0.43,0.57
JU_Z01_2ARI,Jupiter,AriesD2,30,29,59,0.51,0.49
JU_Z01_3ARI,Jupiter,AriesD3,74,74,148,0.5,0.5
JU_Z02_1TAU,Jupiter,TaurusD1,144,160,304,0.47,0.53
JU_Z02_2TAU,Jupiter,TaurusD2,40,43,83,0.48,0.52
JU_Z02_3TAU,Jupiter,TaurusD3,24,38,62,0.39,0.61
JU_Z03_1GEM,Jupiter,GeminiD1,146,124,270,0.54,0.46
JU_Z03_2GEM,Jupiter,GeminiD2,115,92,207,0.56,0.44
JU_Z03_3GEM,Jupiter,GeminiD3,32,32,64,0.5,0.5
JU_Z04_1CAN,Jupiter,CancerD1,67,79,146,0.46,0.54
JU_Z04_2CAN,Jupiter,CancerD2,160,152,312,0.51,0.49
JU_Z04_3CAN,Jupiter,CancerD3,44,47,91,0.48,0.52
JU_Z05_1LEO,Jupiter,LeoD1,67,50,117,0.57,0.43
JU_Z05_2LEO,Jupiter,LeoD2,156,157,313,0.5,0.5
JU_Z05_3LEO,Jupiter,LeoD1,71,57,128,0.55,0.45
JU_Z06_1VIR,Jupiter,VirgoD1,51,54,105,0.49,0.51
JU_Z06_2VIR,Jupiter,VirgoD2,147,173,320,0.46,0.54
JU_Z06_3VIR,Jupiter,VirgoD3,63,77,140,0.45,0.55
JU_Z07_1LIB,Jupiter,LibraD1,54,52,106,0.51,0.49
JU_Z07_2LIB,Jupiter,LibraD2,168,152,320,0.52,0.48
JU_Z07_3LIB,Jupiter,LibraD3,66,70,136,0.49,0.51
JU_Z08_1SCO,Jupiter,ScorpioD1,60,43,103,0.58,0.42
JU_Z08_2SCO,Jupiter,ScorpioD2,167,154,321,0.52,0.48
JU_Z08_3SCO,Jupiter,ScorpioD3,68,71,139,0.49,0.51
JU_Z09_1SAG,Jupiter,SagittariusD1,37,36,73,0.51,0.49
JU_Z09_2SAG,Jupiter,SagittariusD2,177,135,312,0.57,0.43
JU_Z09_3SAG,Jupiter,SagittariusD3,71,74,145,0.49,0.51
JU_Z10_1CAP,Jupiter,CapricornD1,27,38,65,0.42,0.58
JU_Z10_2CAP,Jupiter,CapricornD2,122,125,247,0.49,0.51
JU_Z10_3CAP,Jupiter,CapricornD3,136,133,269,0.51,0.49
JU_Z11_1AQU,Jupiter,AquariusD1,50,38,88,0.57,0.43
JU_Z11_2AQU,Jupiter,AquariusD2,160,120,280,0.57,0.43
JU_Z11_3AQU,Jupiter,AquariusD3,123,145,268,0.46,0.54
JU_Z12_1PIS,Jupiter,PiscesD1,59,47,106,0.56,0.44
JU_Z12_2PIS,Jupiter,PiscesD2,63,48,111,0.57,0.43
JU_Z12_3PIS,Jupiter,PiscesD3,140,151,291,0.48,0.52
MA_Z01_1ARI,Mars,AriesD1,72,59,131,0.55,0.45
MA_Z01_2ARI,Mars,AriesD2,78,93,171,0.46,0.54
MA_Z01_3ARI,Mars,AriesD3,102,89,191,0.53,0.47
MA_Z02_1TAU,Mars,TaurusD1,75,85,160,0.47,0.53
MA_Z02_2TAU,Mars,TaurusD2,111,80,191,0.58,0.42
MA_Z02_3TAU,Mars,TaurusD3,89,80,169,0.53,0.47
MA_Z03_1GEM,Mars,GeminiD1,76,64,140,0.54,0.46
MA_Z03_2GEM,Mars,GeminiD2,75,65,140,0.54,0.46
MA_Z03_3GEM,Mars,GeminiD3,88,109,197,0.45,0.55
MA_Z04_1CAN,Mars,CancerD1,86,99,185,0.46,0.54
