PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,47,45,92,0.51,0.49
CE_AM02,Ceres,Butain,68,58,126,0.54,0.46
CE_AM03,Ceres,Turaija,81,71,152,0.53,0.47
CE_AM04,Ceres,Dabaran,86,78,164,0.52,0.48
CE_AM05,Ceres,Haq'a,110,71,181,0.61,0.39
CE_AM06,Ceres,Han'a,99,70,169,0.59,0.41
CE_AM07,Ceres,Dira,75,98,173,0.43,0.57
CE_AM08,Ceres,Natra,72,61,133,0.54,0.46
CE_AM09,Ceres,Tarf(a),44,41,85,0.52,0.48
CE_AM10,Ceres,Gabha,78,54,132,0.59,0.41
CE_AM11,Ceres,Zubra,85,84,169,0.5,0.5
CE_AM12,Ceres,Sarfa,73,52,125,0.58,0.42
CE_AM13,Ceres,Auwa,92,76,168,0.55,0.45
CE_AM14,Ceres,Simak,50,38,88,0.57,0.43
CE_AM15,Ceres,Gafr,37,52,89,0.42,0.58
CE_AM16,Ceres,Zubana,73,59,132,0.55,0.45
CE_AM17,Ceres,Iklik,72,50,122,0.59,0.41
CE_AM18,Ceres,Qualb,32,30,62,0.52,0.48
CE_AM19,Ceres,Saula,58,59,117,0.5,0.5
CE_AM20,Ceres,Na'a'im,82,70,152,0.54,0.46
CE_AM21,Ceres,Balda,98,64,162,0.6,0.4
CE_AM22,Ceres,Dabih,61,65,126,0.48,0.52
CE_AM23,Ceres,Bula,44,45,89,0.49,0.51
CE_AM24,Ceres,Su'ud,87,88,175,0.5,0.5
CE_AM25,Ceres,Ahbija,37,55,92,0.4,0.6
CE_AM26,Ceres,Muqaddam,75,59,134,0.56,0.44
CE_AM27,Ceres,Mu'ahhar,106,72,178,0.6,0.4
CE_AM28,Ceres,Risa,92,82,174,0.53,0.47
CH_AM01,Chiron,Saratan,526,395,921,0.57,0.43
CH_AM02,Chiron,Butain,82,78,160,0.51,0.49
CH_AM25,Chiron,Ahbija,188,181,369,0.51,0.49
CH_AM26,Chiron,Muqaddam,338,298,636,0.53,0.47
CH_AM27,Chiron,Mu'ahhar,399,389,788,0.51,0.49
CH_AM28,Chiron,Risa,481,406,887,0.54,0.46
JN_AM01,Juno,Saratan,66,48,114,0.58,0.42
JN_AM02,Juno,Butain,24,24,48,0.5,0.5
JN_AM03,Juno,Turaija,30,21,51,0.59,0.41
JN_AM04,Juno,Dabaran,46,26,72,0.64,0.36
JN_AM05,Juno,Haq'a,66,66,132,0.5,0.5
JN_AM06,Juno,Han'a,28,23,51,0.55,0.45
JN_AM07,Juno,Dira,24,24,48,0.5,0.5
JN_AM08,Juno,Natra,30,18,48,0.62,0.38
JN_AM09,Juno,Tarf(a),30,23,53,0.57,0.43
JN_AM10,Juno,Gabha,53,54,107,0.5,0.5
JN_AM11,Juno,Zubra,70,59,129,0.54,0.46
JN_AM12,Juno,Sarfa,37,26,63,0.59,0.41
JN_AM13,Juno,Auwa,52,57,109,0.48,0.52
JN_AM14,Juno,Simak,88,86,174,0.51,0.49
JN_AM15,Juno,Gafr,77,70,147,0.52,0.48
JN_AM16,Juno,Zubana,78,79,157,0.5,0.5
JN_AM17,Juno,Iklik,97,83,180,0.54,0.46
JN_AM18,Juno,Qualb,88,83,171,0.51,0.49
JN_AM19,Juno,Saula,126,95,221,0.57,0.43
JN_AM20,Juno,Na'a'im,154,135,289,0.53,0.47
JN_AM21,Juno,Balda,152,133,285,0.53,0.47
JN_AM22,Juno,Dabih,107,82,189,0.57,0.43
JN_AM23,Juno,Bula,85,75,160,0.53,0.47
JN_AM24,Juno,Su'ud,72,72,144,0.5,0.5
JN_AM25,Juno,Ahbija,88,84,172,0.51,0.49
JN_AM26,Juno,Muqaddam,47,34,81,0.58,0.42
JN_AM27,Juno,Mu'ahhar,76,87,163,0.47,0.53
JN_AM28,Juno,Risa,123,80,203,0.61,0.39
JU_AM01,Jupiter,Saratan,134,118,252,0.53,0.47
JU_AM02,Jupiter,Butain,19,16,35,0.54,0.46
JU_AM03,Jupiter,Turaija,78,76,154,0.51,0.49
JU_AM04,Jupiter,Dabaran,34,47,81,0.42,0.58
JU_AM05,Jupiter,Haq'a,21,18,39,0.54,0.46
JU_AM06,Jupiter,Han'a,100,100,200,0.5,0.5
JU_AM07,Jupiter,Dira,18,23,41,0.44,0.56
JU_AM08,Jupiter,Natra,54,38,92,0.59,0.41
JU_AM09,Jupiter,Tarf(a),79,73,152,0.52,0.48
JU_AM10,Jupiter,Gabha,22,17,39,0.56,0.44
JU_AM11,Jupiter,Zubra,90,76,166,0.54,0.46
JU_AM12,Jupiter,Sarfa,40,41,81,0.49,0.51
JU_AM13,Jupiter,Auwa,62,51,113,0.55,0.45
JU_AM14,Jupiter,Simak,65,71,136,0.48,0.52
JU_AM15,Jupiter,Gafr,17,22,39,0.44,0.56
JU_AM16,Jupiter,Zubana,129,86,215,0.6,0.4
JU_AM17,Jupiter,Iklik,23,17,40,0.58,0.42
JU_AM18,Jupiter,Qualb,98,69,167,0.59,0.41
JU_AM19,Jupiter,Saula,46,38,84,0.55,0.45
JU_AM20,Jupiter,Na'a'im,61,57,118,0.52,0.48
JU_AM21,Jupiter,Balda,108,80,188,0.57,0.43
JU_AM22,Jupiter,Dabih,50,51,101,0.5,0.5
JU_AM23,Jupiter,Bula,176,171,347,0.51,0.49
JU_AM24,Jupiter,Su'ud,71,46,117,0.61,0.39
JU_AM25,Jupiter,Ahbija,87,60,147,0.59,0.41
JU_AM26,Jupiter,Muqaddam,190,145,335,0.57,0.43
JU_AM27,Jupiter,Mu'ahhar,39,33,72,0.54,0.46
JU_AM28,Jupiter,Risa,103,107,210,0.49,0.51
MA_AM01,Mars,Saratan,48,46,94,0.51,0.49
MA_AM02,Mars,Butain,89,83,172,0.52,0.48
MA_AM03,Mars,Turaija,81,43,124,0.65,0.35
MA_AM04,Mars,Dabaran,64,41,105,0.61,0.39
MA_AM05,Mars,Haq'a,55,48,103,0.53,0.47
MA_AM06,Mars,Han'a,76,71,147,0.52,0.48
MA_AM07,Mars,Dira,107,85,192,0.56,0.44
MA_AM08,Mars,Natra,95,83,178,0.53,0.47
MA_AM09,Mars,Tarf(a),66,45,111,0.59,0.41
MA_AM10,Mars,Gabha,88,80,168,0.52,0.48
MA_AM11,Mars,Zubra,86,100,186,0.46,0.54
MA_AM12,Mars,Sarfa,65,58,123,0.53,0.47
MA_AM13,Mars,Auwa,84,93,177,0.47,0.53
MA_AM14,Mars,Simak,96,63,159,0.6,0.4
MA_AM15,Mars,Gafr,83,70,153,0.54,0.46
MA_AM16,Mars,Zubana,94,76,170,0.55,0.45
MA_AM17,Mars,Iklik,65,67,132,0.49,0.51
MA_AM18,Mars,Qualb,57,49,106,0.54,0.46
MA_AM19,Mars,Saula,95,84,179,0.53,0.47
MA_AM20,Mars,Na'a'im,64,67,131,0.49,0.51
MA_AM21,Mars,Balda,44,53,97,0.45,0.55
MA_AM22,Mars,Dabih,52,43,95,0.55,0.45
MA_AM23,Mars,Bula,52,49,101,0.51,0.49
MA_AM24,Mars,Su'ud,85,78,163,0.52,0.48
MA_AM25,Mars,Ahbija,63,53,116,0.54,0.46
MA_AM26,Mars,Muqaddam,44,49,93,0.47,0.53
MA_AM27,Mars,Mu'ahhar,60,31,91,0.66,0.34
MA_AM28,Mars,Risa,56,39,95,0.59,0.41
ME_AM01,Mercury,Saratan,64,45,109,0.59,0.41
ME_AM02,Mercury,Butain,64,48,112,0.57,0.43
ME_AM03,Mercury,Turaija,58,51,109,0.53,0.47
ME_AM04,Mercury,Dabaran,57,53,110,0.52,0.48
ME_AM05,Mercury,Haq'a,70,77,147,0.48,0.52
ME_AM06,Mercury,Han'a,73,72,145,0.5,0.5
ME_AM07,Mercury,Dira,75,62,137,0.55,0.45
ME_AM08,Mercury,Natra,64,47,111,0.58,0.42
ME_AM09,Mercury,Tarf(a),64,57,121,0.53,0.47
ME_AM10,Mercury,Gabha,75,45,120,0.62,0.38
ME_AM11,Mercury,Zubra,70,48,118,0.59,0.41
ME_AM12,Mercury,Sarfa,71,56,127,0.56,0.44
ME_AM13,Mercury,Auwa,66,59,125,0.53,0.47
ME_AM14,Mercury,Simak,69,72,141,0.49,0.51
ME_AM15,Mercury,Gafr,83,73,156,0.53,0.47
ME_AM16,Mercury,Zubana,81,77,158,0.51,0.49
ME_AM17,Mercury,Iklik,80,72,152,0.53,0.47
ME_AM18,Mercury,Qualb,86,59,145,0.59,0.41
ME_AM19,Mercury,Saula,80,66,146,0.55,0.45
ME_AM20,Mercury,Na'a'im,70,64,134,0.52,0.48
ME_AM21,Mercury,Balda,74,73,147,0.5,0.5
ME_AM22,Mercury,Dabih,80,64,144,0.56,0.44
ME_AM23,Mercury,Bula,88,74,162,0.54,0.46
ME_AM24,Mercury,Su'ud,66,85,151,0.44,0.56
ME_AM25,Mercury,Ahbija,91,71,162,0.56,0.44
ME_AM26,Mercury,Muqaddam,63,69,132,0.48,0.52
ME_AM27,Mercury,Mu'ahhar,70,51,121,0.58,0.42
ME_AM28,Mercury,Risa,62,57,119,0.52,0.48
MO_AM01,Moon,Saratan,68,72,140,0.49,0.51
MO_AM02,Moon,Butain,68,70,138,0.49,0.51
MO_AM03,Moon,Turaija,68,69,137,0.5,0.5
MO_AM04,Moon,Dabaran,64,68,132,0.48,0.52
MO_AM05,Moon,Haq'a,73,63,136,0.54,0.46
MO_AM06,Moon,Han'a,76,65,141,0.54,0.46
MO_AM07,Moon,Dira,66,68,134,0.49,0.51
MO_AM08,Moon,Natra,70,67,137,0.51,0.49
