PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUSA_a0,1,178,-0.002,0.032,-0.004,-0.002,0.028,-0.08,0.1,0.181,0.212,0.371,0.002
MAJU_a103,1,196,0,0.022,0,0,0.014,-0.106,0.067,0.173,-0.265,3.568,0.002
MEMA_a30,1,390,0.001,0.024,0.001,0.001,0.018,-0.08,0.16,0.24,0.802,6.582,0.001
MONE_a120,1,747,0.002,0.023,0.001,0.001,0.016,-0.15,0.111,0.261,0.117,6.128,0.001
MOUR_a144,1,752,0.001,0.026,0.001,0.001,0.017,-0.232,0.318,0.55,1.364,39.279,0.001
MOVE_a144,1,705,0.003,0.021,0.001,0.002,0.016,-0.083,0.096,0.179,0.088,2.419,0.001
NEPL_a60,1,1398,0,0.027,-0.001,0,0.021,-0.245,0.11,0.355,-0.47,5.651,0.001
SANE_a72,1,270,0.001,0.027,0,0,0.015,-0.125,0.236,0.361,2.468,23.216,0.002
SUPL_a60,1,247,0.003,0.023,0.002,0.002,0.014,-0.086,0.123,0.209,0.675,4.886,0.001
VEPL_a36,1,244,0,0.039,0.001,0.001,0.017,-0.471,0.16,0.631,-7.147,89.667,0.002
VEUR_a0,1,114,0.002,0.023,0.001,0.002,0.017,-0.063,0.086,0.149,0.219,1.449,0.002
MOPL_a180,1,375,0.001,0.021,0.002,0.001,0.016,-0.106,0.1,0.206,-0.003,4.339,0.001
MOSU_a120,1,715,0.001,0.023,0.001,0.001,0.016,-0.145,0.11,0.255,-0.093,4.266,0.001
MOUR_a150,1,761,0.001,0.025,0.001,0.001,0.017,-0.232,0.236,0.468,-0.058,21.457,0.001
SUUR_a30,1,246,0.001,0.021,0,0,0.015,-0.066,0.091,0.156,0.633,2.514,0.001
MOVE_a150,1,704,0.002,0.021,0.002,0.002,0.016,-0.083,0.094,0.176,0.032,2.418,0.001
MOMA_a103,1,731,0.001,0.023,0,0.001,0.017,-0.083,0.147,0.23,0.55,3.994,0.001
MOME_a135,1,706,0.001,0.022,0.002,0.001,0.017,-0.15,0.094,0.244,-0.517,4.411,0.001
MASA_a103,1,189,0.001,0.024,0.001,0.001,0.014,-0.106,0.162,0.268,1.061,11.804,0.002
MEJU_a72,1,257,0.001,0.024,0,0,0.016,-0.064,0.13,0.194,1.062,4.963,0.001
MONE_a135,1,753,0.001,0.025,0.001,0.001,0.018,-0.12,0.318,0.438,2.444,35.508,0.001
MOJU_a150,1,764,0.001,0.024,0.001,0.001,0.017,-0.124,0.318,0.441,2.668,42.253,0.001
MESA_a72,1,288,0.001,0.022,0.001,0.001,0.014,-0.152,0.092,0.243,-0.83,8.913,0.001
MOSA_a150,1,743,0.001,0.03,0.001,0.001,0.017,-0.471,0.318,0.789,-3.622,99.111,0.001
MOSU_a135,1,705,0.001,0.022,0.001,0.001,0.017,-0.091,0.103,0.194,0.133,2.474,0.001
MOME_a144,1,689,0.002,0.021,0.002,0.002,0.015,-0.106,0.094,0.199,-0.046,3.34,0.001
MOJU_a144,1,771,0.001,0.025,0,0.001,0.016,-0.162,0.318,0.479,2.412,37.155,0.001
MOSA_a144,1,749,0.002,0.031,0.002,0.001,0.017,-0.471,0.318,0.789,-2.597,89.559,0.001
MONE_a144,1,749,0.001,0.025,0.001,0.001,0.017,-0.232,0.236,0.468,0.139,20.453,0.001
MANE_a30,1,217,0.002,0.017,0.002,0.002,0.013,-0.046,0.061,0.107,0.101,0.925,0.001
MOMA_a120,1,721,0.001,0.021,0.001,0,0.016,-0.076,0.107,0.182,0.248,2.529,0.001
MOME_a150,1,700,0.001,0.023,0.002,0.001,0.015,-0.245,0.093,0.337,-1.733,18.914,0.001
MOSU_a144,1,701,0.001,0.024,0.001,0.001,0.017,-0.106,0.103,0.209,-0.004,2.529,0.001
MONE_a150,1,739,0.001,0.025,0.001,0.001,0.016,-0.232,0.236,0.468,0.126,20.848,0.001
MOJU_a135,1,769,0,0.029,0,0,0.015,-0.471,0.236,0.707,-4.475,91.205,0.001
MOPL_a150,1,754,0.001,0.02,0.001,0.001,0.016,-0.078,0.085,0.163,-0.044,1.821,0.001
MOSA_a135,1,762,0,0.023,0.001,0,0.016,-0.087,0.236,0.323,1.533,16.502,0.001
MENE_a0,1,128,0,0.025,0.004,0.001,0.019,-0.112,0.094,0.206,-0.474,3.26,0.002
MOSU_a150,1,703,0.002,0.023,0.001,0.002,0.016,-0.152,0.103,0.255,-0.393,4.547,0.001
MOUR_a180,1,377,0,0.02,0,0,0.016,-0.076,0.092,0.168,0.233,2.091,0.001
MOPL_a144,1,745,0,0.021,0,0,0.015,-0.109,0.137,0.247,0.417,5.059,0.001
MOVE_a180,1,345,0.001,0.023,0.001,0.001,0.018,-0.076,0.094,0.17,0.042,1.464,0.001
MAPL_a90,1,252,0,0.021,0.001,0.001,0.014,-0.089,0.094,0.182,-0.325,3.85,0.001
