PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,47,53,100,0.47,0.53
CE_Z01_2ARI,Ceres,AriesD2,35,42,77,0.45,0.55
CE_Z01_3ARI,Ceres,AriesD3,64,96,160,0.4,0.6
CE_Z02_1TAU,Ceres,TaurusD1,79,81,160,0.49,0.51
CE_Z02_2TAU,Ceres,TaurusD2,88,68,156,0.56,0.44
CE_Z02_3TAU,Ceres,TaurusD3,81,87,168,0.48,0.52
CE_Z03_1GEM,Ceres,GeminiD1,77,71,148,0.52,0.48
CE_Z03_2GEM,Ceres,GeminiD2,48,76,124,0.39,0.61
CE_Z03_3GEM,Ceres,GeminiD3,80,74,154,0.52,0.48
CE_Z04_1CAN,Ceres,CancerD1,56,64,120,0.47,0.53
CE_Z04_2CAN,Ceres,CancerD2,90,67,157,0.57,0.43
CE_Z04_3CAN,Ceres,CancerD3,80,70,150,0.53,0.47
CE_Z05_1LEO,Ceres,LeoD1,81,67,148,0.55,0.45
CE_Z05_2LEO,Ceres,LeoD2,80,86,166,0.48,0.52
CE_Z05_3LEO,Ceres,LeoD1,53,34,87,0.61,0.39
CE_Z06_1VIR,Ceres,VirgoD1,74,98,172,0.43,0.57
CE_Z06_2VIR,Ceres,VirgoD2,66,69,135,0.49,0.51
CE_Z06_3VIR,Ceres,VirgoD3,37,49,86,0.43,0.57
CE_Z07_1LIB,Ceres,LibraD1,45,51,96,0.47,0.53
CE_Z07_2LIB,Ceres,LibraD2,45,52,97,0.46,0.54
CE_Z07_3LIB,Ceres,LibraD3,76,69,145,0.52,0.48
CE_Z08_1SCO,Ceres,ScorpioD1,54,54,108,0.5,0.5
CE_Z08_2SCO,Ceres,ScorpioD2,81,77,158,0.51,0.49
CE_Z08_3SCO,Ceres,ScorpioD3,69,64,133,0.52,0.48
CE_Z09_1SAG,Ceres,SagittariusD1,86,84,170,0.51,0.49
CE_Z09_2SAG,Ceres,SagittariusD2,72,59,131,0.55,0.45
CE_Z09_3SAG,Ceres,SagittariusD3,68,102,170,0.4,0.6
CE_Z10_1CAP,Ceres,CapricornD1,68,66,134,0.51,0.49
CE_Z10_2CAP,Ceres,CapricornD2,33,41,74,0.45,0.55
CE_Z10_3CAP,Ceres,CapricornD3,72,69,141,0.51,0.49
CE_Z11_1AQU,Ceres,AquariusD1,96,74,170,0.56,0.44
CE_Z11_2AQU,Ceres,AquariusD2,87,71,158,0.55,0.45
CE_Z11_3AQU,Ceres,AquariusD3,97,93,190,0.51,0.49
CE_Z12_1PIS,Ceres,PiscesD1,70,86,156,0.45,0.55
CE_Z12_2PIS,Ceres,PiscesD2,81,97,178,0.46,0.54
CE_Z12_3PIS,Ceres,PiscesD3,77,80,157,0.49,0.51
CH_Z01_1ARI,Chiron,AriesD1,386,381,767,0.5,0.5
