PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,175,165,340,0.51,0.49
CE_AM02,Ceres,Butain,184,173,357,0.52,0.48
CE_AM03,Ceres,Turaija,189,195,384,0.49,0.51
CE_AM04,Ceres,Dabaran,152,139,291,0.52,0.48
CE_AM05,Ceres,Haq'a,152,136,288,0.53,0.47
CE_AM06,Ceres,Han'a,196,127,323,0.61,0.39
CE_AM07,Ceres,Dira,172,156,328,0.52,0.48
CE_AM08,Ceres,Natra,145,148,293,0.49,0.51
CE_AM09,Ceres,Tarf(a),152,112,264,0.58,0.42
CE_AM10,Ceres,Gabha,123,113,236,0.52,0.48
CE_AM11,Ceres,Zubra,188,152,340,0.55,0.45
CE_AM12,Ceres,Sarfa,115,118,233,0.49,0.51
CE_AM13,Ceres,Auwa,148,122,270,0.55,0.45
CE_AM14,Ceres,Simak,119,107,226,0.53,0.47
CE_AM15,Ceres,Gafr,128,122,250,0.51,0.49
CE_AM16,Ceres,Zubana,163,145,308,0.53,0.47
CE_AM17,Ceres,Iklik,173,146,319,0.54,0.46
CE_AM18,Ceres,Qualb,137,133,270,0.51,0.49
CE_AM19,Ceres,Saula,170,152,322,0.53,0.47
CE_AM20,Ceres,Na'a'im,219,162,381,0.57,0.43
CE_AM21,Ceres,Balda,204,161,365,0.56,0.44
CE_AM22,Ceres,Dabih,171,194,365,0.47,0.53
CE_AM23,Ceres,Bula,163,139,302,0.54,0.46
CE_AM24,Ceres,Su'ud,226,191,417,0.54,0.46
CE_AM25,Ceres,Ahbija,168,167,335,0.5,0.5
CE_AM26,Ceres,Muqaddam,202,182,384,0.53,0.47
CE_AM27,Ceres,Mu'ahhar,201,194,395,0.51,0.49
CE_AM28,Ceres,Risa,249,164,413,0.6,0.4
CH_AM01,Chiron,Saratan,461,335,796,0.58,0.42
CH_AM02,Chiron,Butain,12,5,17,0.71,0.29
CH_AM06,Chiron,Han'a,77,67,144,0.53,0.47
CH_AM07,Chiron,Dira,238,191,429,0.55,0.45
CH_AM08,Chiron,Natra,204,166,370,0.55,0.45
CH_AM09,Chiron,Tarf(a),179,138,317,0.56,0.44
CH_AM10,Chiron,Gabha,142,138,280,0.51,0.49
CH_AM11,Chiron,Zubra,123,108,231,0.53,0.47
CH_AM12,Chiron,Sarfa,106,92,198,0.54,0.46
CH_AM13,Chiron,Auwa,91,96,187,0.49,0.51
CH_AM14,Chiron,Simak,136,106,242,0.56,0.44
CH_AM15,Chiron,Gafr,94,91,185,0.51,0.49
CH_AM16,Chiron,Zubana,74,53,127,0.58,0.42
CH_AM17,Chiron,Iklik,131,105,236,0.56,0.44
CH_AM18,Chiron,Qualb,141,106,247,0.57,0.43
CH_AM19,Chiron,Saula,134,119,253,0.53,0.47
CH_AM20,Chiron,Na'a'im,106,140,246,0.43,0.57
CH_AM21,Chiron,Balda,141,141,282,0.5,0.5
CH_AM22,Chiron,Dabih,153,164,317,0.48,0.52
CH_AM23,Chiron,Bula,213,202,415,0.51,0.49
CH_AM24,Chiron,Su'ud,243,240,483,0.5,0.5
CH_AM25,Chiron,Ahbija,306,314,620,0.49,0.51
CH_AM26,Chiron,Muqaddam,354,301,655,0.54,0.46
CH_AM27,Chiron,Mu'ahhar,429,388,817,0.53,0.47
CH_AM28,Chiron,Risa,496,409,905,0.55,0.45
JN_AM01,Juno,Saratan,149,115,264,0.56,0.44
JN_AM02,Juno,Butain,103,86,189,0.54,0.46
JN_AM03,Juno,Turaija,75,62,137,0.55,0.45
JN_AM04,Juno,Dabaran,85,68,153,0.56,0.44
JN_AM05,Juno,Haq'a,122,98,220,0.55,0.45
JN_AM06,Juno,Han'a,90,98,188,0.48,0.52
JN_AM07,Juno,Dira,103,89,192,0.54,0.46
JN_AM08,Juno,Natra,132,122,254,0.52,0.48
JN_AM09,Juno,Tarf(a),75,72,147,0.51,0.49
JN_AM10,Juno,Gabha,114,93,207,0.55,0.45
JN_AM11,Juno,Zubra,135,158,293,0.46,0.54
JN_AM12,Juno,Sarfa,172,155,327,0.53,0.47
JN_AM13,Juno,Auwa,151,140,291,0.52,0.48
JN_AM14,Juno,Simak,209,171,380,0.55,0.45
JN_AM15,Juno,Gafr,219,152,371,0.59,0.41
JN_AM16,Juno,Zubana,270,209,479,0.56,0.44
JN_AM17,Juno,Iklik,247,229,476,0.52,0.48
JN_AM18,Juno,Qualb,263,252,515,0.51,0.49
JN_AM19,Juno,Saula,277,244,521,0.53,0.47
JN_AM20,Juno,Na'a'im,304,279,583,0.52,0.48
JN_AM21,Juno,Balda,274,256,530,0.52,0.48
JN_AM22,Juno,Dabih,216,198,414,0.52,0.48
JN_AM23,Juno,Bula,243,214,457,0.53,0.47
JN_AM24,Juno,Su'ud,178,129,307,0.58,0.42
JN_AM25,Juno,Ahbija,177,171,348,0.51,0.49
