PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,412,403,815,0.51,0.49
CE_Z02_TAU,Ceres,Taurus,390,354,744,0.52,0.48
CE_Z03_GEM,Ceres,Gemini,391,319,710,0.55,0.45
CE_Z04_CAN,Ceres,Cancer,318,293,611,0.52,0.48
CE_Z05_LEO,Ceres,Leo,337,287,624,0.54,0.46
CE_Z06_VIR,Ceres,Virgo,332,295,627,0.53,0.47
CE_Z07_LIB,Ceres,Libra,357,319,676,0.53,0.47
CE_Z08_SCO,Ceres,Scorpio,330,310,640,0.52,0.48
CE_Z09_SAG,Ceres,Sagittarius,509,390,899,0.57,0.43
CE_Z10_CAP,Ceres,Capricorn,429,396,825,0.52,0.48
CE_Z11_AQU,Ceres,Aquarius,426,409,835,0.51,0.49
CE_Z12_PIS,Ceres,Pisces,526,425,951,0.55,0.45
CH_Z01_ARI,Chiron,Aries,445,326,771,0.58,0.42
CH_Z03_GEM,Chiron,Gemini,315,258,573,0.55,0.45
CH_Z04_CAN,Chiron,Cancer,431,347,778,0.55,0.45
CH_Z05_LEO,Chiron,Leo,274,265,539,0.51,0.49
CH_Z06_VIR,Chiron,Virgo,275,233,508,0.54,0.46
CH_Z07_LIB,Chiron,Libra,238,197,435,0.55,0.45
CH_Z08_SCO,Chiron,Scorpio,277,208,485,0.57,0.43
CH_Z09_SAG,Chiron,Sagittarius,308,348,656,0.47,0.53
CH_Z10_CAP,Chiron,Capricorn,437,455,892,0.49,0.51
CH_Z11_AQU,Chiron,Aquarius,719,632,1351,0.53,0.47
CH_Z12_PIS,Chiron,Pisces,1038,931,1969,0.53,0.47
JN_Z01_ARI,Juno,Aries,276,222,498,0.55,0.45
JN_Z02_TAU,Juno,Taurus,219,182,401,0.55,0.45
JN_Z03_GEM,Juno,Gemini,231,213,444,0.52,0.48
JN_Z04_CAN,Juno,Cancer,237,213,450,0.53,0.47
JN_Z05_LEO,Juno,Leo,339,354,693,0.49,0.51
JN_Z06_VIR,Juno,Virgo,412,344,756,0.54,0.46
JN_Z07_LIB,Juno,Libra,571,441,1012,0.56,0.44
JN_Z08_SCO,Juno,Scorpio,609,560,1169,0.52,0.48
JN_Z09_SAG,Juno,Sagittarius,651,610,1261,0.52,0.48
JN_Z10_CAP,Juno,Capricorn,508,452,960,0.53,0.47
JN_Z11_AQU,Juno,Aquarius,434,373,807,0.54,0.46
JN_Z12_PIS,Juno,Pisces,270,236,506,0.53,0.47
JU_Z01_ARI,Jupiter,Aries,292,296,588,0.5,0.5
JU_Z02_TAU,Jupiter,Taurus,316,282,598,0.53,0.47
JU_Z03_GEM,Jupiter,Gemini,361,348,709,0.51,0.49
JU_Z04_CAN,Jupiter,Cancer,411,383,794,0.52,0.48
JU_Z05_LEO,Jupiter,Leo,428,382,810,0.53,0.47
JU_Z06_VIR,Jupiter,Virgo,435,382,817,0.53,0.47
JU_Z07_LIB,Jupiter,Libra,418,405,823,0.51,0.49
JU_Z08_SCO,Jupiter,Scorpio,447,371,818,0.55,0.45
JU_Z09_SAG,Jupiter,Sagittarius,430,371,801,0.54,0.46
JU_Z10_CAP,Jupiter,Capricorn,424,370,794,0.53,0.47
JU_Z11_AQU,Jupiter,Aquarius,384,280,664,0.58,0.42
JU_Z12_PIS,Jupiter,Pisces,411,330,741,0.55,0.45
MA_Z01_ARI,Mars,Aries,385,355,740,0.52,0.48
MA_Z02_TAU,Mars,Taurus,361,353,714,0.51,0.49
MA_Z03_GEM,Mars,Gemini,418,328,746,0.56,0.44
MA_Z04_CAN,Mars,Cancer,443,383,826,0.54,0.46
MA_Z05_LEO,Mars,Leo,471,407,878,0.54,0.46
MA_Z06_VIR,Mars,Virgo,489,397,886,0.55,0.45
MA_Z07_LIB,Mars,Libra,448,375,823,0.54,0.46
MA_Z08_SCO,Mars,Scorpio,376,323,699,0.54,0.46
MA_Z09_SAG,Mars,Sagittarius,357,351,708,0.5,0.5
MA_Z10_CAP,Mars,Capricorn,335,348,683,0.49,0.51
MA_Z11_AQU,Mars,Aquarius,339,281,620,0.55,0.45
MA_Z12_PIS,Mars,Pisces,335,299,634,0.53,0.47
