PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,23,29,52,0.44,0.56
CE_Z01_2ARI,Ceres,AriesD2,32,24,56,0.57,0.43
CE_Z01_3ARI,Ceres,AriesD3,103,73,176,0.59,0.41
CE_Z02_1TAU,Ceres,TaurusD1,77,69,146,0.53,0.47
CE_Z02_2TAU,Ceres,TaurusD2,30,24,54,0.56,0.44
CE_Z02_3TAU,Ceres,TaurusD3,31,25,56,0.55,0.45
CE_Z03_1GEM,Ceres,GeminiD1,28,18,46,0.61,0.39
CE_Z03_2GEM,Ceres,GeminiD2,12,12,24,0.5,0.5
CE_Z03_3GEM,Ceres,GeminiD3,11,13,24,0.46,0.54
CE_Z04_1CAN,Ceres,CancerD1,14,10,24,0.58,0.42
CE_Z04_2CAN,Ceres,CancerD2,17,8,25,0.68,0.32
CE_Z04_3CAN,Ceres,CancerD3,11,16,27,0.41,0.59
CE_Z05_1LEO,Ceres,LeoD1,55,56,111,0.5,0.5
CE_Z05_2LEO,Ceres,LeoD2,70,69,139,0.5,0.5
CE_Z05_3LEO,Ceres,LeoD1,11,16,27,0.41,0.59
CE_Z06_1VIR,Ceres,VirgoD1,12,12,24,0.5,0.5
CE_Z06_2VIR,Ceres,VirgoD2,7,16,23,0.3,0.7
CE_Z06_3VIR,Ceres,VirgoD3,14,9,23,0.61,0.39
CE_Z07_1LIB,Ceres,LibraD1,12,10,22,0.55,0.45
CE_Z07_2LIB,Ceres,LibraD2,8,14,22,0.36,0.64
CE_Z07_3LIB,Ceres,LibraD3,12,10,22,0.55,0.45
CE_Z08_1SCO,Ceres,ScorpioD1,6,17,23,0.26,0.74
CE_Z08_2SCO,Ceres,ScorpioD2,17,21,38,0.45,0.55
CE_Z08_3SCO,Ceres,ScorpioD3,24,28,52,0.46,0.54
CE_Z09_1SAG,Ceres,SagittariusD1,92,93,185,0.5,0.5
CE_Z09_2SAG,Ceres,SagittariusD2,71,60,131,0.54,0.46
CE_Z09_3SAG,Ceres,SagittariusD3,30,22,52,0.58,0.42
CE_Z10_1CAP,Ceres,CapricornD1,22,29,51,0.43,0.57
CE_Z10_2CAP,Ceres,CapricornD2,25,28,53,0.47,0.53
CE_Z10_3CAP,Ceres,CapricornD3,73,69,142,0.51,0.49
CE_Z11_1AQU,Ceres,AquariusD1,86,99,185,0.46,0.54
CE_Z11_2AQU,Ceres,AquariusD2,29,28,57,0.51,0.49
CE_Z11_3AQU,Ceres,AquariusD3,57,38,95,0.6,0.4
CE_Z12_1PIS,Ceres,PiscesD1,94,71,165,0.57,0.43
CE_Z12_2PIS,Ceres,PiscesD2,71,49,120,0.59,0.41
CE_Z12_3PIS,Ceres,PiscesD3,26,27,53,0.49,0.51
CH_Z01_1ARI,Chiron,AriesD1,514,433,947,0.54,0.46
CH_Z01_2ARI,Chiron,AriesD2,69,57,126,0.55,0.45
CH_Z12_2PIS,Chiron,PiscesD2,179,220,399,0.45,0.55
CH_Z12_3PIS,Chiron,PiscesD3,551,502,1053,0.52,0.48
JN_Z01_1ARI,Juno,AriesD1,7,14,21,0.33,0.67
JN_Z01_2ARI,Juno,AriesD2,8,13,21,0.38,0.62
JN_Z01_3ARI,Juno,AriesD3,9,13,22,0.41,0.59
JN_Z02_1TAU,Juno,TaurusD1,12,11,23,0.52,0.48
JN_Z02_2TAU,Juno,TaurusD2,9,17,26,0.35,0.65
JN_Z02_3TAU,Juno,TaurusD3,72,79,151,0.48,0.52
JN_Z03_1GEM,Juno,GeminiD1,25,25,50,0.5,0.5
JN_Z03_2GEM,Juno,GeminiD2,12,10,22,0.55,0.45
JN_Z03_3GEM,Juno,GeminiD3,15,6,21,0.71,0.29
JN_Z04_1CAN,Juno,CancerD1,10,11,21,0.48,0.52
JN_Z04_2CAN,Juno,CancerD2,13,7,20,0.65,0.35
JN_Z04_3CAN,Juno,CancerD3,21,18,39,0.54,0.46
JN_Z05_1LEO,Juno,LeoD1,59,79,138,0.43,0.57
JN_Z05_2LEO,Juno,LeoD2,67,75,142,0.47,0.53
JN_Z05_3LEO,Juno,LeoD1,29,20,49,0.59,0.41
JN_Z06_1VIR,Juno,VirgoD1,28,22,50,0.56,0.44
JN_Z06_2VIR,Juno,VirgoD2,22,28,50,0.44,0.56
JN_Z06_3VIR,Juno,VirgoD3,26,26,52,0.5,0.5
JN_Z07_1LIB,Juno,LibraD1,64,71,135,0.47,0.53
JN_Z07_2LIB,Juno,LibraD2,97,63,160,0.61,0.39
JN_Z07_3LIB,Juno,LibraD3,77,63,140,0.55,0.45
JN_Z08_1SCO,Juno,ScorpioD1,96,79,175,0.55,0.45
JN_Z08_2SCO,Juno,ScorpioD2,74,77,151,0.49,0.51
JN_Z08_3SCO,Juno,ScorpioD3,30,31,61,0.49,0.51
JN_Z09_1SAG,Juno,SagittariusD1,59,47,106,0.56,0.44
JN_Z09_2SAG,Juno,SagittariusD2,72,47,119,0.61,0.39
JN_Z09_3SAG,Juno,SagittariusD3,58,53,111,0.52,0.48
JN_Z10_1CAP,Juno,CapricornD1,71,68,139,0.51,0.49
JN_Z10_2CAP,Juno,CapricornD2,85,65,150,0.57,0.43
JN_Z10_3CAP,Juno,CapricornD3,19,8,27,0.7,0.3
