PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,28,40,68,0.41,0.59
CE_AM02,Ceres,Butain,97,54,151,0.64,0.36
CE_AM03,Ceres,Turaija,104,99,203,0.51,0.49
CE_AM04,Ceres,Dabaran,40,30,70,0.57,0.43
CE_AM05,Ceres,Haq'a,42,32,74,0.57,0.43
CE_AM06,Ceres,Han'a,41,35,76,0.54,0.46
CE_AM07,Ceres,Dira,13,17,30,0.43,0.57
CE_AM08,Ceres,Natra,20,11,31,0.65,0.35
CE_AM09,Ceres,Tarf(a),17,16,33,0.52,0.48
CE_AM10,Ceres,Gabha,51,55,106,0.48,0.52
CE_AM11,Ceres,Zubra,81,79,160,0.51,0.49
CE_AM12,Ceres,Sarfa,15,18,33,0.45,0.55
CE_AM13,Ceres,Auwa,12,19,31,0.39,0.61
CE_AM14,Ceres,Simak,15,14,29,0.52,0.48
CE_AM15,Ceres,Gafr,14,14,28,0.5,0.5
CE_AM16,Ceres,Zubana,14,15,29,0.48,0.52
CE_AM17,Ceres,Iklik,9,20,29,0.31,0.69
CE_AM18,Ceres,Qualb,20,29,49,0.41,0.59
CE_AM19,Ceres,Saula,71,70,141,0.5,0.5
CE_AM20,Ceres,Na'a'im,109,94,203,0.54,0.46
CE_AM21,Ceres,Balda,35,33,68,0.51,0.49
CE_AM22,Ceres,Dabih,24,42,66,0.36,0.64
CE_AM23,Ceres,Bula,54,44,98,0.55,0.45
CE_AM24,Ceres,Su'ud,109,121,230,0.47,0.53
CE_AM25,Ceres,Ahbija,52,49,101,0.51,0.49
CE_AM26,Ceres,Muqaddam,99,64,163,0.61,0.39
CE_AM27,Ceres,Mu'ahhar,110,84,194,0.57,0.43
CE_AM28,Ceres,Risa,35,34,69,0.51,0.49
CH_AM01,Chiron,Saratan,586,499,1085,0.54,0.46
CH_AM02,Chiron,Butain,15,11,26,0.58,0.42
CH_AM27,Chiron,Mu'ahhar,89,119,208,0.43,0.57
CH_AM28,Chiron,Risa,641,603,1244,0.52,0.48
JN_AM01,Juno,Saratan,8,19,27,0.3,0.7
JN_AM02,Juno,Butain,11,16,27,0.41,0.59
JN_AM03,Juno,Turaija,15,14,29,0.52,0.48
JN_AM04,Juno,Dabaran,27,38,65,0.42,0.58
JN_AM05,Juno,Haq'a,74,78,152,0.49,0.51
JN_AM06,Juno,Han'a,16,14,30,0.53,0.47
JN_AM07,Juno,Dira,18,9,27,0.67,0.33
JN_AM08,Juno,Natra,15,11,26,0.58,0.42
JN_AM09,Juno,Tarf(a),17,19,36,0.47,0.53
JN_AM10,Juno,Gabha,67,71,138,0.49,0.51
JN_AM11,Juno,Zubra,78,89,167,0.47,0.53
JN_AM12,Juno,Sarfa,33,31,64,0.52,0.48
JN_AM13,Juno,Auwa,30,34,64,0.47,0.53
JN_AM14,Juno,Simak,35,31,66,0.53,0.47
JN_AM15,Juno,Gafr,92,87,179,0.51,0.49
JN_AM16,Juno,Zubana,107,90,197,0.54,0.46
JN_AM17,Juno,Iklik,123,87,210,0.59,0.41
JN_AM18,Juno,Qualb,90,94,184,0.49,0.51
JN_AM19,Juno,Saula,40,38,78,0.51,0.49
JN_AM20,Juno,Na'a'im,111,91,202,0.55,0.45
JN_AM21,Juno,Balda,82,64,146,0.56,0.44
JN_AM22,Juno,Dabih,92,83,175,0.53,0.47
JN_AM23,Juno,Bula,77,53,130,0.59,0.41
JN_AM24,Juno,Su'ud,19,13,32,0.59,0.41
JN_AM25,Juno,Ahbija,11,18,29,0.38,0.62
JN_AM26,Juno,Muqaddam,19,10,29,0.66,0.34
JN_AM27,Juno,Mu'ahhar,9,18,27,0.33,0.67
JN_AM28,Juno,Risa,15,12,27,0.56,0.44
JU_AM11,Jupiter,Zubra,106,123,229,0.46,0.54
JU_AM12,Jupiter,Sarfa,54,63,117,0.46,0.54
JU_AM13,Jupiter,Auwa,82,88,170,0.48,0.52
JU_AM14,Jupiter,Simak,108,97,205,0.53,0.47
JU_AM15,Jupiter,Gafr,24,37,61,0.39,0.61
JU_AM16,Jupiter,Zubana,178,137,315,0.57,0.43
JU_AM17,Jupiter,Iklik,30,30,60,0.5,0.5
JU_AM18,Jupiter,Qualb,118,125,243,0.49,0.51
JU_AM19,Jupiter,Saula,58,72,130,0.45,0.55
JU_AM20,Jupiter,Na'a'im,71,76,147,0.48,0.52
JU_AM21,Jupiter,Balda,124,99,223,0.56,0.44
JU_AM22,Jupiter,Dabih,31,26,57,0.54,0.46
JU_AM23,Jupiter,Bula,145,93,238,0.61,0.39
JU_AM24,Jupiter,Su'ud,67,54,121,0.55,0.45
JU_AM25,Jupiter,Ahbija,29,27,56,0.52,0.48
JU_AM26,Jupiter,Muqaddam,106,85,191,0.55,0.45
MA_AM01,Mars,Saratan,46,29,75,0.61,0.39
MA_AM02,Mars,Butain,105,70,175,0.6,0.4
MA_AM03,Mars,Turaija,70,48,118,0.59,0.41
MA_AM04,Mars,Dabaran,39,41,80,0.49,0.51
