PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,116,108,224,0.52,0.48
CE_VM02,Ceres,Bharani,41,32,73,0.56,0.44
CE_VM03,Ceres,Krittica,26,22,48,0.54,0.46
CE_VM04,Ceres,Rohini,18,14,32,0.56,0.44
CE_VM05,Ceres,Mrigashira,14,18,32,0.44,0.56
CE_VM06,Ceres,Ardra,19,13,32,0.59,0.41
CE_VM07,Ceres,Punavasu,18,16,34,0.53,0.47
CE_VM08,Ceres,Pushya,60,67,127,0.47,0.53
CE_VM09,Ceres,Ashlesha,73,69,142,0.51,0.49
CE_VM10,Ceres,Magha,17,17,34,0.5,0.5
CE_VM11,Ceres,PurvaPhalguni,11,20,31,0.35,0.65
CE_VM12,Ceres,UttaraPhalguni,16,14,30,0.53,0.47
CE_VM13,Ceres,Hasta,13,16,29,0.45,0.55
CE_VM14,Ceres,Chitra,16,14,30,0.53,0.47
CE_VM15,Ceres,Swati,7,24,31,0.23,0.77
CE_VM16,Ceres,Vishakha,33,33,66,0.5,0.5
CE_VM17,Ceres,Anuradha,106,102,208,0.51,0.49
CE_VM18,Ceres,Jyeshtha,74,68,142,0.52,0.48
CE_VM19,Ceres,Mula,34,36,70,0.49,0.51
CE_VM20,Ceres,PurvaAshada,33,36,69,0.48,0.52
CE_VM21,Ceres,UttaraAshada,104,96,200,0.52,0.48
CE_VM22,Ceres,Shravana,74,91,165,0.45,0.55
CE_VM23,Ceres,Danishtha,75,51,126,0.6,0.4
CE_VM24,Ceres,Shatabhisha,139,98,237,0.59,0.41
CE_VM25,Ceres,PurvaBhadrapada,38,34,72,0.53,0.47
CE_VM26,Ceres,UttaraBhadrapada,30,40,70,0.43,0.57
CE_VM27,Ceres,Revati,83,52,135,0.61,0.39
CH_VM24,Chiron,Shatabhisha,36,52,88,0.41,0.59
CH_VM25,Chiron,PurvaBhadrapada,535,514,1049,0.51,0.49
CH_VM26,Chiron,UttaraBhadrapada,681,593,1274,0.53,0.47
CH_VM27,Chiron,Revati,36,42,78,0.46,0.54
JN_VM01,Juno,Aswini,16,14,30,0.53,0.47
JN_VM02,Juno,Bharani,21,30,51,0.41,0.59
JN_VM03,Juno,Krittica,79,88,167,0.47,0.53
JN_VM04,Juno,Rohini,17,14,31,0.55,0.45
JN_VM05,Juno,Mrigashira,18,11,29,0.62,0.38
JN_VM06,Juno,Ardra,16,11,27,0.59,0.41
JN_VM07,Juno,Punavasu,20,19,39,0.51,0.49
JN_VM08,Juno,Pushya,72,87,159,0.45,0.55
JN_VM09,Juno,Ashlesha,76,77,153,0.5,0.5
JN_VM10,Juno,Magha,35,31,66,0.53,0.47
JN_VM11,Juno,PurvaPhalguni,31,36,67,0.46,0.54
JN_VM12,Juno,UttaraPhalguni,33,36,69,0.48,0.52
JN_VM13,Juno,Hasta,127,98,225,0.56,0.44
JN_VM14,Juno,Chitra,115,91,206,0.56,0.44
JN_VM15,Juno,Swati,118,113,231,0.51,0.49
JN_VM16,Juno,Vishakha,59,64,123,0.48,0.52
JN_VM17,Juno,Anuradha,48,46,94,0.51,0.49
JN_VM18,Juno,Jyeshtha,109,86,195,0.56,0.44
JN_VM19,Juno,Mula,74,59,133,0.56,0.44
JN_VM20,Juno,PurvaAshada,102,83,185,0.55,0.45
JN_VM21,Juno,UttaraAshada,24,11,35,0.69,0.31
JN_VM22,Juno,Shravana,14,17,31,0.45,0.55
JN_VM23,Juno,Danishtha,15,15,30,0.5,0.5
JN_VM24,Juno,Shatabhisha,14,14,28,0.5,0.5
JN_VM25,Juno,PurvaBhadrapada,15,13,28,0.54,0.46
JN_VM26,Juno,UttaraBhadrapada,10,18,28,0.36,0.64
JN_VM27,Juno,Revati,10,19,29,0.34,0.66
JU_VM09,Jupiter,Ashlesha,138,159,297,0.46,0.54
JU_VM10,Jupiter,Magha,30,33,63,0.48,0.52
JU_VM11,Jupiter,PurvaPhalguni,109,122,231,0.47,0.53
JU_VM12,Jupiter,UttaraPhalguni,81,67,148,0.55,0.45
JU_VM13,Jupiter,Hasta,89,89,178,0.5,0.5
JU_VM14,Jupiter,Chitra,115,88,203,0.57,0.43
JU_VM15,Jupiter,Swati,57,48,105,0.54,0.46
JU_VM16,Jupiter,Vishakha,128,146,274,0.47,0.53
JU_VM17,Jupiter,Anuradha,24,36,60,0.4,0.6
JU_VM18,Jupiter,Jyeshtha,152,131,283,0.54,0.46
JU_VM19,Jupiter,Mula,44,46,90,0.49,0.51
JU_VM20,Jupiter,PurvaAshada,99,56,155,0.64,0.36
JU_VM21,Jupiter,UttaraAshada,119,91,210,0.57,0.43
JU_VM22,Jupiter,Shravana,31,26,57,0.54,0.46
JU_VM23,Jupiter,Danishtha,43,34,77,0.56,0.44
JU_VM24,Jupiter,Shatabhisha,29,29,58,0.5,0.5
MA_VM01,Mars,Aswini,83,52,135,0.61,0.39
MA_VM02,Mars,Bharani,40,42,82,0.49,0.51
MA_VM03,Mars,Krittica,43,38,81,0.53,0.47
MA_VM04,Mars,Rohini,44,37,81,0.54,0.46
MA_VM05,Mars,Mrigashira,53,30,83,0.64,0.36
MA_VM06,Mars,Ardra,42,40,82,0.51,0.49
MA_VM07,Mars,Punavasu,45,39,84,0.54,0.46
MA_VM08,Mars,Pushya,44,40,84,0.52,0.48
MA_VM09,Mars,Ashlesha,44,37,81,0.54,0.46
MA_VM10,Mars,Magha,24,39,63,0.38,0.62
MA_VM11,Mars,PurvaPhalguni,33,31,64,0.52,0.48
MA_VM12,Mars,UttaraPhalguni,27,38,65,0.42,0.58
MA_VM13,Mars,Hasta,31,33,64,0.48,0.52
MA_VM14,Mars,Chitra,37,28,65,0.57,0.43
MA_VM15,Mars,Swati,35,32,67,0.52,0.48
MA_VM16,Mars,Vishakha,65,57,122,0.53,0.47
MA_VM17,Mars,Anuradha,89,90,179,0.5,0.5
MA_VM18,Mars,Jyeshtha,51,33,84,0.61,0.39
MA_VM19,Mars,Mula,28,54,82,0.34,0.66
MA_VM20,Mars,PurvaAshada,36,45,81,0.44,0.56
MA_VM21,Mars,UttaraAshada,70,77,147,0.48,0.52
MA_VM22,Mars,Shravana,76,68,144,0.53,0.47
MA_VM23,Mars,Danishtha,37,40,77,0.48,0.52
MA_VM24,Mars,Shatabhisha,37,37,74,0.5,0.5
MA_VM25,Mars,PurvaBhadrapada,34,43,77,0.44,0.56
MA_VM26,Mars,UttaraBhadrapada,43,34,77,0.56,0.44
MA_VM27,Mars,Revati,97,67,164,0.59,0.41
ME_VM01,Mercury,Aswini,55,46,101,0.54,0.46
ME_VM02,Mercury,Bharani,37,44,81,0.46,0.54
ME_VM03,Mercury,Krittica,37,33,70,0.53,0.47
ME_VM04,Mercury,Rohini,58,53,111,0.52,0.48
ME_VM05,Mercury,Mrigashira,41,50,91,0.45,0.55
ME_VM06,Mercury,Ardra,51,35,86,0.59,0.41
ME_VM07,Mercury,Punavasu,45,27,72,0.62,0.38
ME_VM08,Mercury,Pushya,40,38,78,0.51,0.49
ME_VM09,Mercury,Ashlesha,43,51,94,0.46,0.54
ME_VM10,Mercury,Magha,37,38,75,0.49,0.51
ME_VM11,Mercury,PurvaPhalguni,49,38,87,0.56,0.44
ME_VM12,Mercury,UttaraPhalguni,45,44,89,0.51,0.49
ME_VM13,Mercury,Hasta,38,51,89,0.43,0.57
ME_VM14,Mercury,Chitra,39,63,102,0.38,0.62
ME_VM15,Mercury,Swati,58,52,110,0.53,0.47
ME_VM16,Mercury,Vishakha,52,43,95,0.55,0.45
ME_VM17,Mercury,Anuradha,46,50,96,0.48,0.52
ME_VM18,Mercury,Jyeshtha,56,49,105,0.53,0.47
ME_VM19,Mercury,Mula,48,52,100,0.48,0.52
ME_VM20,Mercury,PurvaAshada,62,42,104,0.6,0.4
ME_VM21,Mercury,UttaraAshada,51,48,99,0.52,0.48
ME_VM22,Mercury,Shravana,56,57,113,0.5,0.5
ME_VM23,Mercury,Danishtha,55,41,96,0.57,0.43
ME_VM24,Mercury,Shatabhisha,46,43,89,0.52,0.48
ME_VM25,Mercury,PurvaBhadrapada,61,30,91,0.67,0.33
ME_VM26,Mercury,UttaraBhadrapada,49,41,90,0.54,0.46
ME_VM27,Mercury,Revati,33,42,75,0.44,0.56
MO_VM01,Moon,Aswini,52,38,90,0.58,0.42
MO_VM02,Moon,Bharani,58,35,93,0.62,0.38
MO_VM03,Moon,Krittica,39,48,87,0.45,0.55
MO_VM04,Moon,Rohini,49,42,91,0.54,0.46
MO_VM05,Moon,Mrigashira,48,40,88,0.55,0.45
MO_VM06,Moon,Ardra,39,51,90,0.43,0.57
MO_VM07,Moon,Punavasu,54,36,90,0.6,0.4
MO_VM08,Moon,Pushya,39,51,90,0.43,0.57
MO_VM09,Moon,Ashlesha,39,50,89,0.44,0.56
MO_VM10,Moon,Magha,41,50,91,0.45,0.55
MO_VM11,Moon,PurvaPhalguni,48,42,90,0.53,0.47
MO_VM12,Moon,UttaraPhalguni,53,42,95,0.56,0.44
