PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,158,126,284,0.56,0.44
CE_Z02_TAU,Ceres,Taurus,138,118,256,0.54,0.46
CE_Z03_GEM,Ceres,Gemini,69,63,132,0.52,0.48
CE_Z04_CAN,Ceres,Cancer,42,34,76,0.55,0.45
CE_Z05_LEO,Ceres,Leo,136,141,277,0.49,0.51
CE_Z06_VIR,Ceres,Virgo,33,37,70,0.47,0.53
CE_Z07_LIB,Ceres,Libra,32,34,66,0.48,0.52
CE_Z08_SCO,Ceres,Scorpio,47,66,113,0.42,0.58
CE_Z09_SAG,Ceres,Sagittarius,193,175,368,0.52,0.48
CE_Z10_CAP,Ceres,Capricorn,120,126,246,0.49,0.51
CE_Z11_AQU,Ceres,Aquarius,172,165,337,0.51,0.49
CE_Z12_PIS,Ceres,Pisces,191,147,338,0.57,0.43
CH_Z01_ARI,Chiron,Aries,601,510,1111,0.54,0.46
CH_Z12_PIS,Chiron,Pisces,730,722,1452,0.5,0.5
JN_Z01_ARI,Juno,Aries,24,40,64,0.38,0.62
JN_Z02_TAU,Juno,Taurus,93,107,200,0.47,0.54
JN_Z03_GEM,Juno,Gemini,52,41,93,0.56,0.44
JN_Z04_CAN,Juno,Cancer,44,36,80,0.55,0.45
JN_Z05_LEO,Juno,Leo,155,174,329,0.47,0.53
JN_Z06_VIR,Juno,Virgo,76,76,152,0.5,0.5
JN_Z07_LIB,Juno,Libra,238,197,435,0.55,0.45
JN_Z08_SCO,Juno,Scorpio,200,187,387,0.52,0.48
JN_Z09_SAG,Juno,Sagittarius,207,167,374,0.55,0.45
JN_Z10_CAP,Juno,Capricorn,175,141,316,0.55,0.45
JN_Z11_AQU,Juno,Aquarius,36,33,69,0.52,0.48
JN_Z12_PIS,Juno,Pisces,31,33,64,0.48,0.52
JU_Z05_LEO,Jupiter,Leo,154,172,326,0.47,0.53
JU_Z06_VIR,Jupiter,Virgo,196,199,395,0.5,0.5
JU_Z07_LIB,Jupiter,Libra,209,187,396,0.53,0.47
JU_Z08_SCO,Jupiter,Scorpio,196,198,394,0.5,0.5
JU_Z09_SAG,Jupiter,Sagittarius,198,191,389,0.51,0.49
JU_Z10_CAP,Jupiter,Capricorn,225,154,379,0.59,0.41
JU_Z11_AQU,Jupiter,Aquarius,114,94,208,0.55,0.45
JU_Z12_PIS,Jupiter,Pisces,39,37,76,0.51,0.49
MA_Z01_ARI,Mars,Aries,190,123,313,0.61,0.39
MA_Z02_TAU,Mars,Taurus,96,91,187,0.51,0.49
MA_Z03_GEM,Mars,Gemini,109,74,183,0.6,0.4
MA_Z04_CAN,Mars,Cancer,100,86,186,0.54,0.46
MA_Z05_LEO,Mars,Leo,98,93,191,0.51,0.49
MA_Z06_VIR,Mars,Virgo,89,100,189,0.47,0.53
MA_Z07_LIB,Mars,Libra,85,76,161,0.53,0.47
MA_Z08_SCO,Mars,Scorpio,117,106,223,0.52,0.48
MA_Z09_SAG,Mars,Sagittarius,139,130,269,0.52,0.48
MA_Z10_CAP,Mars,Capricorn,89,125,214,0.42,0.58
MA_Z11_AQU,Mars,Aquarius,141,135,276,0.51,0.49
MA_Z12_PIS,Mars,Pisces,78,93,171,0.46,0.54
ME_Z01_ARI,Mercury,Aries,92,98,190,0.48,0.52
ME_Z02_TAU,Mercury,Taurus,94,92,186,0.51,0.49
ME_Z03_GEM,Mercury,Gemini,108,105,213,0.51,0.49
ME_Z04_CAN,Mercury,Cancer,113,78,191,0.59,0.41
ME_Z05_LEO,Mercury,Leo,103,98,201,0.51,0.49
ME_Z06_VIR,Mercury,Virgo,114,98,212,0.54,0.46
ME_Z07_LIB,Mercury,Libra,100,140,240,0.42,0.58
ME_Z08_SCO,Mercury,Scorpio,124,114,238,0.52,0.48
ME_Z09_SAG,Mercury,Sagittarius,113,115,228,0.5,0.5
ME_Z10_CAP,Mercury,Capricorn,120,93,213,0.56,0.44
ME_Z11_AQU,Mercury,Aquarius,129,114,243,0.53,0.47
ME_Z12_PIS,Mercury,Pisces,121,87,208,0.58,0.42
MO_Z01_ARI,Moon,Aries,108,108,216,0.5,0.5
MO_Z02_TAU,Moon,Taurus,120,91,211,0.57,0.43
MO_Z03_GEM,Moon,Gemini,105,102,207,0.51,0.49
MO_Z04_CAN,Moon,Cancer,106,100,206,0.51,0.49
MO_Z05_LEO,Moon,Leo,88,119,207,0.43,0.57
MO_Z06_VIR,Moon,Virgo,111,101,212,0.52,0.48
MO_Z07_LIB,Moon,Libra,111,104,215,0.52,0.48
MO_Z08_SCO,Moon,Scorpio,113,105,218,0.52,0.48
MO_Z09_SAG,Moon,Sagittarius,106,109,215,0.49,0.51
MO_Z10_CAP,Moon,Capricorn,116,106,222,0.52,0.48
MO_Z11_AQU,Moon,Aquarius,123,94,217,0.57,0.43
MO_Z12_PIS,Moon,Pisces,124,93,217,0.57,0.43
NE_Z12_PIS,Neptune,Pisces,1331,1232,2563,0.52,0.48
NN_Z03_GEM,NNode,Gemini,274,205,479,0.57,0.43
NN_Z04_CAN,NNode,Cancer,301,265,566,0.53,0.47
NN_Z05_LEO,NNode,Leo,283,283,566,0.5,0.5
NN_Z06_VIR,NNode,Virgo,296,271,567,0.52,0.48
NN_Z07_LIB,NNode,Libra,177,208,385,0.46,0.54
PA_Z01_ARI,Pallas,Aries,88,66,154,0.57,0.43
PA_Z02_TAU,Pallas,Taurus,106,105,211,0.5,0.5
PA_Z03_GEM,Pallas,Gemini,24,28,52,0.46,0.54
PA_Z04_CAN,Pallas,Cancer,21,30,51,0.41,0.59
PA_Z05_LEO,Pallas,Leo,26,29,55,0.47,0.53
PA_Z06_VIR,Pallas,Virgo,31,31,62,0.5,0.5
PA_Z07_LIB,Pallas,Libra,167,157,324,0.52,0.48
PA_Z08_SCO,Pallas,Scorpio,65,78,143,0.45,0.55
PA_Z09_SAG,Pallas,Sagittarius,176,182,358,0.49,0.51
PA_Z10_CAP,Pallas,Capricorn,222,169,391,0.57,0.43
PA_Z11_AQU,Pallas,Aquarius,182,173,355,0.51,0.49
PA_Z12_PIS,Pallas,Pisces,223,184,407,0.55,0.45
PH_Z09_SAG,Pholus,Sagittarius,735,748,1483,0.5,0.5
PH_Z10_CAP,Pholus,Capricorn,596,484,1080,0.55,0.45
PL_Z10_CAP,Pluto,Capricorn,1331,1232,2563,0.52,0.48
SA_Z08_SCO,Saturn,Scorpio,87,104,191,0.46,0.54
SA_Z09_SAG,Saturn,Sagittarius,518,479,997,0.52,0.48
SA_Z10_CAP,Saturn,Capricorn,514,475,989,0.52,0.48
SA_Z11_AQU,Saturn,Aquarius,212,174,386,0.55,0.45
SN_Z01_ARI,SNode,Aries,177,209,386,0.46,0.54
SN_Z09_SAG,SNode,Sagittarius,274,205,479,0.57,0.43
SN_Z10_CAP,SNode,Capricorn,301,265,566,0.53,0.47
SN_Z11_AQU,SNode,Aquarius,283,283,566,0.5,0.5
SN_Z12_PIS,SNode,Pisces,296,270,566,0.52,0.48
SU_Z01_ARI,Sun,Aries,116,96,212,0.55,0.45
SU_Z02_TAU,Sun,Taurus,102,115,217,0.47,0.53
SU_Z03_GEM,Sun,Gemini,119,100,219,0.54,0.46
SU_Z04_CAN,Sun,Cancer,116,105,221,0.52,0.48
SU_Z05_LEO,Sun,Leo,124,94,218,0.57,0.43
SU_Z06_VIR,Sun,Virgo,115,106,221,0.52,0.48
SU_Z07_LIB,Sun,Libra,99,116,215,0.46,0.54
SU_Z08_SCO,Sun,Scorpio,100,110,210,0.48,0.52
SU_Z09_SAG,Sun,Sagittarius,106,101,207,0.51,0.49
SU_Z10_CAP,Sun,Capricorn,107,99,206,0.52,0.48
SU_Z11_AQU,Sun,Aquarius,114,93,207,0.55,0.45
SU_Z12_PIS,Sun,Pisces,113,97,210,0.54,0.46
UR_Z01_ARI,Uranus,Aries,727,727,1454,0.5,0.5
UR_Z02_TAU,Uranus,Taurus,604,505,1109,0.54,0.46
VE_Z01_ARI,Venus,Aries,134,113,247,0.54,0.46
