PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a0,Ceres,Chiron,Conjunction,5,2,7,0.71,0.29
CE_CH_a103,Ceres,Chiron,BiSeptile,6,8,14,0.43,0.57
CE_CH_a120,Ceres,Chiron,Trine,13,18,31,0.42,0.58
CE_CH_a135,Ceres,Chiron,SesquiSquare,8,19,27,0.3,0.7
CE_CH_a144,Ceres,Chiron,BiQuintile,22,18,40,0.55,0.45
CE_CH_a150,Ceres,Chiron,Quincunx,5,4,9,0.56,0.44
CE_CH_a180,Ceres,Chiron,Opposition,2,2,4,0.5,0.5
CE_CH_a30,Ceres,Chiron,SemiSextile,46,33,79,0.58,0.42
CE_CH_a36,Ceres,Chiron,SemiQuintile,42,35,77,0.55,0.45
CE_CH_a45,Ceres,Chiron,SemiSquare,24,26,50,0.48,0.52
CE_CH_a60,Ceres,Chiron,Sextile,8,12,20,0.4,0.6
CE_CH_a72,Ceres,Chiron,Quintile,9,7,16,0.56,0.44
CE_CH_a90,Ceres,Chiron,Square,6,9,15,0.4,0.6
CE_JU_a0,Ceres,Jupiter,Conjunction,7,5,12,0.58,0.42
CE_JU_a103,Ceres,Jupiter,BiSeptile,21,7,28,0.75,0.25
CE_JU_a120,Ceres,Jupiter,Trine,7,2,9,0.78,0.22
CE_JU_a135,Ceres,Jupiter,SesquiSquare,24,29,53,0.45,0.55
CE_JU_a144,Ceres,Jupiter,BiQuintile,20,19,39,0.51,0.49
CE_JU_a150,Ceres,Jupiter,Quincunx,11,20,31,0.35,0.65
CE_JU_a180,Ceres,Jupiter,Opposition,4,0,4,1,0
CE_JU_a30,Ceres,Jupiter,SemiSextile,7,11,18,0.39,0.61
CE_JU_a36,Ceres,Jupiter,SemiQuintile,6,12,18,0.33,0.67
CE_JU_a45,Ceres,Jupiter,SemiSquare,12,16,28,0.43,0.57
CE_JU_a60,Ceres,Jupiter,Sextile,0,6,6,0,1
CE_JU_a72,Ceres,Jupiter,Quintile,3,2,5,0.6,0.4
CE_JU_a90,Ceres,Jupiter,Square,10,13,23,0.43,0.57
CE_NE_a0,Ceres,Neptune,Conjunction,7,5,12,0.58,0.42
CE_NE_a103,Ceres,Neptune,BiSeptile,14,22,36,0.39,0.61
CE_NE_a120,Ceres,Neptune,Trine,4,7,11,0.36,0.64
CE_NE_a135,Ceres,Neptune,SesquiSquare,5,5,10,0.5,0.5
CE_NE_a144,Ceres,Neptune,BiQuintile,15,15,30,0.5,0.5
CE_NE_a150,Ceres,Neptune,Quincunx,12,15,27,0.44,0.56
CE_NE_a180,Ceres,Neptune,Opposition,1,4,5,0.2,0.8
CE_NE_a30,Ceres,Neptune,SemiSextile,27,19,46,0.59,0.41
CE_NE_a36,Ceres,Neptune,SemiQuintile,14,27,41,0.34,0.66
CE_NE_a45,Ceres,Neptune,SemiSquare,23,21,44,0.52,0.48
CE_NE_a60,Ceres,Neptune,Sextile,13,5,18,0.72,0.28
CE_NE_a72,Ceres,Neptune,Quintile,6,11,17,0.35,0.65
CE_NE_a90,Ceres,Neptune,Square,14,3,17,0.82,0.18
CE_NN_a0,Ceres,NNode,Conjunction,26,26,52,0.5,0.5
CE_NN_a103,Ceres,NNode,BiSeptile,9,12,21,0.43,0.57
CE_NN_a120,Ceres,NNode,Trine,23,28,51,0.45,0.55
CE_NN_a135,Ceres,NNode,SesquiSquare,54,36,90,0.6,0.4
CE_NN_a144,Ceres,NNode,BiQuintile,12,11,23,0.52,0.48
CE_NN_a150,Ceres,NNode,Quincunx,7,13,20,0.35,0.65
CE_NN_a180,Ceres,NNode,Opposition,3,6,9,0.33,0.67
CE_NN_a30,Ceres,NNode,SemiSextile,6,9,15,0.4,0.6
CE_NN_a36,Ceres,NNode,SemiQuintile,6,7,13,0.46,0.54
CE_NN_a45,Ceres,NNode,SemiSquare,9,5,14,0.64,0.36
CE_NN_a60,Ceres,NNode,Sextile,6,8,14,0.43,0.57
CE_NN_a72,Ceres,NNode,Quintile,8,5,13,0.62,0.38
CE_NN_a90,Ceres,NNode,Square,12,9,21,0.57,0.43
CE_PA_a103,Ceres,Pallas,BiSeptile,6,3,9,0.67,0.33
CE_PA_a30,Ceres,Pallas,SemiSextile,68,76,144,0.47,0.53
CE_PA_a36,Ceres,Pallas,SemiQuintile,45,51,96,0.47,0.53
CE_PA_a45,Ceres,Pallas,SemiSquare,29,31,60,0.48,0.52
CE_PA_a60,Ceres,Pallas,Sextile,22,17,39,0.56,0.44
CE_PA_a72,Ceres,Pallas,Quintile,16,24,40,0.4,0.6
CE_PA_a90,Ceres,Pallas,Square,5,3,8,0.62,0.38
CE_PH_a0,Ceres,Pholus,Conjunction,3,9,12,0.25,0.75
CE_PH_a103,Ceres,Pholus,BiSeptile,5,5,10,0.5,0.5
CE_PH_a120,Ceres,Pholus,Trine,20,10,30,0.67,0.33
CE_PH_a135,Ceres,Pholus,SesquiSquare,14,15,29,0.48,0.52
CE_PH_a144,Ceres,Pholus,BiQuintile,16,17,33,0.48,0.52
CE_PH_a150,Ceres,Pholus,Quincunx,7,4,11,0.64,0.36
CE_PH_a180,Ceres,Pholus,Opposition,4,1,5,0.8,0.2
CE_PH_a30,Ceres,Pholus,SemiSextile,27,37,64,0.42,0.58
CE_PH_a36,Ceres,Pholus,SemiQuintile,11,36,47,0.23,0.77
CE_PH_a45,Ceres,Pholus,SemiSquare,28,19,47,0.6,0.4
CE_PH_a60,Ceres,Pholus,Sextile,21,22,43,0.49,0.51
CE_PH_a72,Ceres,Pholus,Quintile,8,9,17,0.47,0.53
CE_PH_a90,Ceres,Pholus,Square,3,8,11,0.27,0.73
CE_PL_a0,Ceres,Pluto,Conjunction,8,4,12,0.67,0.33
CE_PL_a103,Ceres,Pluto,BiSeptile,13,15,28,0.46,0.54
