PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,19,16,35,0.54,0.46
CE_AM02,Ceres,Butain,60,59,119,0.5,0.5
CE_AM03,Ceres,Turaija,93,77,170,0.55,0.45
CE_AM04,Ceres,Dabaran,14,21,35,0.4,0.6
CE_AM05,Ceres,Haq'a,15,17,32,0.47,0.53
CE_AM06,Ceres,Han'a,22,9,31,0.71,0.29
CE_AM07,Ceres,Dira,17,13,30,0.57,0.43
CE_AM08,Ceres,Natra,13,18,31,0.42,0.58
CE_AM09,Ceres,Tarf(a),20,13,33,0.61,0.39
CE_AM10,Ceres,Gabha,47,59,106,0.44,0.56
CE_AM11,Ceres,Zubra,78,82,160,0.49,0.51
CE_AM12,Ceres,Sarfa,11,22,33,0.33,0.67
CE_AM13,Ceres,Auwa,11,20,31,0.35,0.65
CE_AM14,Ceres,Simak,13,16,29,0.45,0.55
CE_AM15,Ceres,Gafr,14,14,28,0.5,0.5
CE_AM16,Ceres,Zubana,13,16,29,0.45,0.55
CE_AM17,Ceres,Iklik,11,18,29,0.38,0.62
CE_AM18,Ceres,Qualb,23,26,49,0.47,0.53
CE_AM19,Ceres,Saula,66,75,141,0.47,0.53
CE_AM20,Ceres,Na'a'im,103,100,203,0.51,0.49
CE_AM21,Ceres,Balda,31,37,68,0.46,0.54
CE_AM22,Ceres,Dabih,28,38,66,0.42,0.58
CE_AM23,Ceres,Bula,46,52,98,0.47,0.53
CE_AM24,Ceres,Su'ud,97,133,230,0.42,0.58
CE_AM25,Ceres,Ahbija,52,49,101,0.51,0.49
CE_AM26,Ceres,Muqaddam,86,77,163,0.53,0.47
CE_AM27,Ceres,Mu'ahhar,99,95,194,0.51,0.49
CE_AM28,Ceres,Risa,34,27,61,0.56,0.44
CH_AM01,Chiron,Saratan,432,451,883,0.49,0.51
CH_AM27,Chiron,Mu'ahhar,94,114,208,0.45,0.55
CH_AM28,Chiron,Risa,610,634,1244,0.49,0.51
JN_AM01,Juno,Saratan,11,16,27,0.41,0.59
JN_AM02,Juno,Butain,9,18,27,0.33,0.67
JN_AM03,Juno,Turaija,14,15,29,0.48,0.52
JN_AM04,Juno,Dabaran,29,36,65,0.45,0.55
JN_AM05,Juno,Haq'a,76,76,152,0.5,0.5
JN_AM06,Juno,Han'a,13,17,30,0.43,0.57
JN_AM07,Juno,Dira,16,11,27,0.59,0.41
JN_AM08,Juno,Natra,16,10,26,0.62,0.38
JN_AM09,Juno,Tarf(a),15,21,36,0.42,0.58
JN_AM10,Juno,Gabha,60,78,138,0.43,0.57
JN_AM11,Juno,Zubra,74,93,167,0.44,0.56
