PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z03_2GEM,Ceres,GeminiD2,5,8,13,0.38,0.62
CE_Z03_3GEM,Ceres,GeminiD3,9,15,24,0.38,0.62
CE_Z04_1CAN,Ceres,CancerD1,13,11,24,0.54,0.46
CE_Z04_2CAN,Ceres,CancerD2,15,10,25,0.6,0.4
CE_Z04_3CAN,Ceres,CancerD3,12,15,27,0.44,0.56
CE_Z05_1LEO,Ceres,LeoD1,57,54,111,0.51,0.49
CE_Z05_2LEO,Ceres,LeoD2,66,73,139,0.47,0.53
CE_Z05_3LEO,Ceres,LeoD1,10,17,27,0.37,0.63
CE_Z06_1VIR,Ceres,VirgoD1,14,10,24,0.58,0.42
CE_Z06_2VIR,Ceres,VirgoD2,5,18,23,0.22,0.78
CE_Z06_3VIR,Ceres,VirgoD3,13,10,23,0.57,0.43
CE_Z07_1LIB,Ceres,LibraD1,10,12,22,0.45,0.55
CE_Z07_2LIB,Ceres,LibraD2,17,5,22,0.77,0.23
CE_Z07_3LIB,Ceres,LibraD3,13,9,22,0.59,0.41
CE_Z08_1SCO,Ceres,ScorpioD1,7,16,23,0.3,0.7
CE_Z08_2SCO,Ceres,ScorpioD2,11,14,25,0.44,0.56
CE_Z08_3SCO,Ceres,ScorpioD3,13,14,27,0.48,0.52
CE_Z09_1SAG,Ceres,SagittariusD1,72,88,160,0.45,0.55
CE_Z09_2SAG,Ceres,SagittariusD2,61,46,107,0.57,0.43
CE_Z09_3SAG,Ceres,SagittariusD3,18,10,28,0.64,0.36
CE_Z10_1CAP,Ceres,CapricornD1,7,19,26,0.27,0.73
CE_Z10_2CAP,Ceres,CapricornD2,15,10,25,0.6,0.4
CE_Z10_3CAP,Ceres,CapricornD3,12,13,25,0.48,0.52
CE_Z11_1AQU,Ceres,AquariusD1,16,10,26,0.62,0.38
CE_Z11_2AQU,Ceres,AquariusD2,12,15,27,0.44,0.56
CE_Z11_3AQU,Ceres,AquariusD3,32,37,69,0.46,0.54
CE_Z12_1PIS,Ceres,PiscesD1,76,63,139,0.55,0.45
CE_Z12_2PIS,Ceres,PiscesD2,49,46,95,0.52,0.48
CE_Z12_3PIS,Ceres,PiscesD3,9,5,14,0.64,0.36
CH_Z01_1ARI,Chiron,AriesD1,434,444,878,0.49,0.51
CH_Z12_3PIS,Chiron,PiscesD3,235,229,464,0.51,0.49
JN_Z01_1ARI,Juno,AriesD1,7,14,21,0.33,0.67
JN_Z01_2ARI,Juno,AriesD2,6,15,21,0.29,0.71
JN_Z01_3ARI,Juno,AriesD3,9,13,22,0.41,0.59
JN_Z02_1TAU,Juno,TaurusD1,14,9,23,0.61,0.39
JN_Z02_2TAU,Juno,TaurusD2,7,19,26,0.27,0.73
JN_Z02_3TAU,Juno,TaurusD3,67,84,151,0.44,0.56
JN_Z03_1GEM,Juno,GeminiD1,38,12,50,0.76,0.24
JN_Z03_2GEM,Juno,GeminiD2,13,9,22,0.59,0.41
JN_Z03_3GEM,Juno,GeminiD3,13,8,21,0.62,0.38
JN_Z04_1CAN,Juno,CancerD1,7,14,21,0.33,0.67
JN_Z04_2CAN,Juno,CancerD2,9,11,20,0.45,0.55
JN_Z04_3CAN,Juno,CancerD3,10,11,21,0.48,0.52
JN_Z05_1LEO,Juno,LeoD1,7,13,20,0.35,0.65
JN_Z05_2LEO,Juno,LeoD2,7,15,22,0.32,0.68
JN_Z05_3LEO,Juno,LeoD1,8,13,21,0.38,0.62
JN_Z06_1VIR,Juno,VirgoD1,12,11,23,0.52,0.48
JN_Z06_2VIR,Juno,VirgoD2,16,8,24,0.67,0.33
JN_Z06_3VIR,Juno,VirgoD3,17,9,26,0.65,0.35
JN_Z07_1LIB,Juno,LibraD1,54,55,109,0.5,0.5
