PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a103,Ceres,Chiron,BiSeptile,8,2,10,0.8,0.2
CE_CH_a120,Ceres,Chiron,Trine,10,19,29,0.34,0.66
CE_CH_a135,Ceres,Chiron,SesquiSquare,6,21,27,0.22,0.78
CE_CH_a144,Ceres,Chiron,BiQuintile,26,14,40,0.65,0.35
CE_CH_a150,Ceres,Chiron,Quincunx,5,4,9,0.56,0.44
CE_CH_a180,Ceres,Chiron,Opposition,0,4,4,0,1
CE_CH_a30,Ceres,Chiron,SemiSextile,21,14,35,0.6,0.4
CE_CH_a36,Ceres,Chiron,SemiQuintile,18,22,40,0.45,0.55
CE_CH_a45,Ceres,Chiron,SemiSquare,2,5,7,0.29,0.71
CE_CH_a60,Ceres,Chiron,Sextile,6,1,7,0.86,0.14
CE_CH_a72,Ceres,Chiron,Quintile,4,1,5,0.8,0.2
CE_CH_a90,Ceres,Chiron,Square,1,9,10,0.1,0.9
CE_JU_a0,Ceres,Jupiter,Conjunction,9,3,12,0.75,0.25
CE_JU_a103,Ceres,Jupiter,BiSeptile,16,5,21,0.76,0.24
CE_JU_a30,Ceres,Jupiter,SemiSextile,8,10,18,0.44,0.56
CE_JU_a36,Ceres,Jupiter,SemiQuintile,11,7,18,0.61,0.39
CE_JU_a45,Ceres,Jupiter,SemiSquare,15,13,28,0.54,0.46
CE_JU_a60,Ceres,Jupiter,Sextile,0,6,6,0,1
CE_JU_a72,Ceres,Jupiter,Quintile,3,2,5,0.6,0.4
CE_JU_a90,Ceres,Jupiter,Square,11,12,23,0.48,0.52
CE_NE_a0,Ceres,Neptune,Conjunction,2,4,6,0.33,0.67
CE_NE_a103,Ceres,Neptune,BiSeptile,11,20,31,0.35,0.65
CE_NE_a120,Ceres,Neptune,Trine,3,8,11,0.27,0.73
CE_NE_a135,Ceres,Neptune,SesquiSquare,5,5,10,0.5,0.5
CE_NE_a144,Ceres,Neptune,BiQuintile,18,12,30,0.6,0.4
CE_NE_a150,Ceres,Neptune,Quincunx,12,15,27,0.44,0.56
CE_NE_a180,Ceres,Neptune,Opposition,2,3,5,0.4,0.6
CE_NE_a30,Ceres,Neptune,SemiSextile,3,3,6,0.5,0.5
CE_NE_a36,Ceres,Neptune,SemiQuintile,4,2,6,0.67,0.33
CE_NE_a45,Ceres,Neptune,SemiSquare,5,1,6,0.83,0.17
CE_NE_a60,Ceres,Neptune,Sextile,3,2,5,0.6,0.4
CE_NE_a72,Ceres,Neptune,Quintile,1,4,5,0.2,0.8
CE_NE_a90,Ceres,Neptune,Square,5,3,8,0.62,0.38
CE_NN_a0,Ceres,NNode,Conjunction,34,18,52,0.65,0.35
CE_NN_a103,Ceres,NNode,BiSeptile,7,3,10,0.7,0.3
CE_NN_a120,Ceres,NNode,Trine,5,6,11,0.45,0.55
CE_NN_a135,Ceres,NNode,SesquiSquare,20,24,44,0.45,0.55
CE_NN_a144,Ceres,NNode,BiQuintile,4,7,11,0.36,0.64
CE_NN_a150,Ceres,NNode,Quincunx,4,6,10,0.4,0.6
CE_NN_a180,Ceres,NNode,Opposition,0,5,5,0,1
CE_NN_a30,Ceres,NNode,SemiSextile,6,4,10,0.6,0.4
CE_NN_a36,Ceres,NNode,SemiQuintile,3,5,8,0.38,0.62
CE_NN_a45,Ceres,NNode,SemiSquare,6,3,9,0.67,0.33
CE_NN_a60,Ceres,NNode,Sextile,4,5,9,0.44,0.56
CE_NN_a72,Ceres,NNode,Quintile,5,4,9,0.56,0.44
CE_NN_a90,Ceres,NNode,Square,3,8,11,0.27,0.73
CE_PA_a103,Ceres,Pallas,BiSeptile,4,5,9,0.44,0.56
CE_PA_a30,Ceres,Pallas,SemiSextile,41,36,77,0.53,0.47
CE_PA_a36,Ceres,Pallas,SemiQuintile,38,26,64,0.59,0.41
CE_PA_a45,Ceres,Pallas,SemiSquare,16,22,38,0.42,0.58
CE_PA_a60,Ceres,Pallas,Sextile,12,14,26,0.46,0.54
CE_PA_a72,Ceres,Pallas,Quintile,2,8,10,0.2,0.8
CE_PA_a90,Ceres,Pallas,Square,4,4,8,0.5,0.5
CE_PH_a0,Ceres,Pholus,Conjunction,2,4,6,0.33,0.67
CE_PH_a103,Ceres,Pholus,BiSeptile,1,4,5,0.2,0.8
CE_PH_a120,Ceres,Pholus,Trine,0,5,5,0,1
CE_PH_a135,Ceres,Pholus,SesquiSquare,7,17,24,0.29,0.71
CE_PH_a144,Ceres,Pholus,BiQuintile,19,9,28,0.68,0.32
CE_PH_a150,Ceres,Pholus,Quincunx,2,4,6,0.33,0.67
CE_PH_a180,Ceres,Pholus,Opposition,2,3,5,0.4,0.6
CE_PH_a30,Ceres,Pholus,SemiSextile,20,31,51,0.39,0.61
CE_PH_a36,Ceres,Pholus,SemiQuintile,3,9,12,0.25,0.75
CE_PH_a45,Ceres,Pholus,SemiSquare,7,5,12,0.58,0.42
CE_PH_a60,Ceres,Pholus,Sextile,17,20,37,0.46,0.54
CE_PH_a72,Ceres,Pholus,Quintile,7,4,11,0.64,0.36
CE_PH_a90,Ceres,Pholus,Square,3,2,5,0.6,0.4
CE_PL_a0,Ceres,Pluto,Conjunction,5,1,6,0.83,0.17
CE_PL_a103,Ceres,Pluto,BiSeptile,2,2,4,0.5,0.5
CE_PL_a120,Ceres,Pluto,Trine,1,4,5,0.2,0.8
CE_PL_a135,Ceres,Pluto,SesquiSquare,3,2,5,0.6,0.4
