PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,43,33,76,0.57,0.43
CE_Z02_TAU,Ceres,Taurus,37,47,84,0.44,0.56
CE_Z03_GEM,Ceres,Gemini,78,80,158,0.49,0.51
CE_Z04_CAN,Ceres,Cancer,40,36,76,0.53,0.47
CE_Z05_LEO,Ceres,Leo,133,144,277,0.48,0.52
CE_Z06_VIR,Ceres,Virgo,32,38,70,0.46,0.54
CE_Z07_LIB,Ceres,Libra,40,26,66,0.61,0.39
CE_Z08_SCO,Ceres,Scorpio,31,44,75,0.41,0.59
CE_Z09_SAG,Ceres,Sagittarius,151,144,295,0.51,0.49
CE_Z10_CAP,Ceres,Capricorn,34,42,76,0.45,0.55
CE_Z11_AQU,Ceres,Aquarius,60,62,122,0.49,0.51
CE_Z12_PIS,Ceres,Pisces,143,118,261,0.55,0.45
CH_Z01_ARI,Chiron,Aries,587,585,1172,0.5,0.5
CH_Z12_PIS,Chiron,Pisces,235,229,464,0.51,0.49
JN_Z01_ARI,Juno,Aries,22,42,64,0.34,0.66
JN_Z02_TAU,Juno,Taurus,88,112,200,0.44,0.56
JN_Z03_GEM,Juno,Gemini,64,29,93,0.69,0.31
JN_Z04_CAN,Juno,Cancer,26,36,62,0.42,0.58
JN_Z05_LEO,Juno,Leo,22,41,63,0.35,0.65
JN_Z06_VIR,Juno,Virgo,45,28,73,0.62,0.38
JN_Z07_LIB,Juno,Libra,161,159,320,0.5,0.5
JN_Z08_SCO,Juno,Scorpio,45,41,86,0.52,0.48
JN_Z09_SAG,Juno,Sagittarius,174,157,331,0.53,0.47
JN_Z10_CAP,Juno,Capricorn,104,107,211,0.49,0.51
JN_Z11_AQU,Juno,Aquarius,36,33,69,0.52,0.48
JN_Z12_PIS,Juno,Pisces,35,29,64,0.55,0.45
JU_Z07_LIB,Jupiter,Libra,63,66,129,0.49,0.51
JU_Z08_SCO,Jupiter,Scorpio,196,198,394,0.5,0.5
JU_Z09_SAG,Jupiter,Sagittarius,186,203,389,0.48,0.52
JU_Z10_CAP,Jupiter,Capricorn,196,183,379,0.52,0.48
JU_Z11_AQU,Jupiter,Aquarius,147,122,269,0.55,0.45
JU_Z12_PIS,Jupiter,Pisces,34,42,76,0.45,0.55
MA_Z01_ARI,Mars,Aries,117,116,233,0.5,0.5
MA_Z02_TAU,Mars,Taurus,65,37,102,0.64,0.36
MA_Z03_GEM,Mars,Gemini,50,47,97,0.52,0.48
MA_Z04_CAN,Mars,Cancer,57,84,141,0.4,0.6
MA_Z05_LEO,Mars,Leo,67,76,143,0.47,0.53
MA_Z06_VIR,Mars,Virgo,75,66,141,0.53,0.47
MA_Z07_LIB,Mars,Libra,76,64,140,0.54,0.46
MA_Z08_SCO,Mars,Scorpio,63,60,123,0.51,0.49
MA_Z09_SAG,Mars,Sagittarius,47,47,94,0.5,0.5
MA_Z10_CAP,Mars,Capricorn,64,68,132,0.48,0.52
MA_Z11_AQU,Mars,Aquarius,97,100,197,0.49,0.51
MA_Z12_PIS,Mars,Pisces,44,49,93,0.47,0.53
ME_Z01_ARI,Mercury,Aries,58,59,117,0.5,0.5
ME_Z02_TAU,Mercury,Taurus,25,38,63,0.4,0.6
ME_Z03_GEM,Mercury,Gemini,52,76,128,0.41,0.59
ME_Z04_CAN,Mercury,Cancer,75,87,162,0.46,0.54
ME_Z05_LEO,Mercury,Leo,82,87,169,0.49,0.51
ME_Z06_VIR,Mercury,Virgo,62,61,123,0.5,0.5
ME_Z07_LIB,Mercury,Libra,80,76,156,0.51,0.49
ME_Z08_SCO,Mercury,Scorpio,96,91,187,0.51,0.49
ME_Z09_SAG,Mercury,Sagittarius,92,74,166,0.55,0.45
ME_Z10_CAP,Mercury,Capricorn,38,38,76,0.5,0.5
ME_Z11_AQU,Mercury,Aquarius,73,58,131,0.56,0.44
ME_Z12_PIS,Mercury,Pisces,89,69,158,0.56,0.44
MO_Z01_ARI,Moon,Aries,59,87,146,0.4,0.6
MO_Z02_TAU,Moon,Taurus,67,74,141,0.48,0.52
MO_Z03_GEM,Moon,Gemini,73,63,136,0.54,0.46
MO_Z04_CAN,Moon,Cancer,72,58,130,0.55,0.45
MO_Z05_LEO,Moon,Leo,57,71,128,0.45,0.55
MO_Z06_VIR,Moon,Virgo,69,59,128,0.54,0.46
MO_Z07_LIB,Moon,Libra,69,58,127,0.54,0.46
MO_Z08_SCO,Moon,Scorpio,66,67,133,0.5,0.5
MO_Z09_SAG,Moon,Sagittarius,62,74,136,0.46,0.54
MO_Z10_CAP,Moon,Capricorn,72,70,142,0.51,0.49
MO_Z11_AQU,Moon,Aquarius,88,57,145,0.61,0.39
MO_Z12_PIS,Moon,Pisces,68,76,144,0.47,0.53
NE_Z12_PIS,Neptune,Pisces,822,814,1636,0.5,0.5
NN_Z03_GEM,NNode,Gemini,280,260,540,0.52,0.48
NN_Z04_CAN,NNode,Cancer,283,283,566,0.5,0.5
NN_Z05_LEO,NNode,Leo,259,271,530,0.49,0.51
PA_Z01_ARI,Pallas,Aries,49,40,89,0.55,0.45
PA_Z02_TAU,Pallas,Taurus,97,114,211,0.46,0.54
PA_Z03_GEM,Pallas,Gemini,28,24,52,0.54,0.46
PA_Z04_CAN,Pallas,Cancer,20,31,51,0.39,0.61
PA_Z05_LEO,Pallas,Leo,25,30,55,0.45,0.55
PA_Z06_VIR,Pallas,Virgo,37,25,62,0.6,0.4
PA_Z07_LIB,Pallas,Libra,134,160,294,0.46,0.54
PA_Z08_SCO,Pallas,Scorpio,47,27,74,0.64,0.36
PA_Z09_SAG,Pallas,Sagittarius,34,37,71,0.48,0.52
PA_Z10_CAP,Pallas,Capricorn,144,143,287,0.5,0.5
PA_Z11_AQU,Pallas,Aquarius,71,52,123,0.58,0.42
PA_Z12_PIS,Pallas,Pisces,136,131,267,0.51,0.49
PH_Z09_SAG,Pholus,Sagittarius,250,245,495,0.51,0.49
PH_Z10_CAP,Pholus,Capricorn,572,569,1141,0.5,0.5
PL_Z10_CAP,Pluto,Capricorn,822,814,1636,0.5,0.5
SA_Z09_SAG,Saturn,Sagittarius,99,101,200,0.5,0.5
SA_Z10_CAP,Saturn,Capricorn,487,502,989,0.49,0.51
SA_Z11_AQU,Saturn,Aquarius,236,211,447,0.53,0.47
SN_Z09_SAG,SNode,Sagittarius,280,260,540,0.52,0.48
SN_Z10_CAP,SNode,Capricorn,283,283,566,0.5,0.5
SN_Z11_AQU,SNode,Aquarius,259,271,530,0.49,0.51
