PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,93,131,224,0.42,0.58
CE_VM02,Ceres,Bharani,37,36,73,0.51,0.49
CE_VM03,Ceres,Krittica,44,32,76,0.58,0.42
CE_VM04,Ceres,Rohini,63,76,139,0.45,0.55
CE_VM05,Ceres,Mrigashira,11,21,32,0.34,0.66
CE_VM06,Ceres,Ardra,15,17,32,0.47,0.53
CE_VM07,Ceres,Punavasu,15,19,34,0.44,0.56
CE_VM08,Ceres,Pushya,58,69,127,0.46,0.54
CE_VM09,Ceres,Ashlesha,70,72,142,0.49,0.51
CE_VM10,Ceres,Magha,10,24,34,0.29,0.71
CE_VM11,Ceres,PurvaPhalguni,10,21,31,0.32,0.68
CE_VM12,Ceres,UttaraPhalguni,14,16,30,0.47,0.53
CE_VM13,Ceres,Hasta,15,14,29,0.52,0.48
CE_VM14,Ceres,Chitra,21,9,30,0.7,0.3
CE_VM15,Ceres,Swati,10,21,31,0.32,0.68
CE_VM16,Ceres,Vishakha,35,31,66,0.53,0.47
CE_VM17,Ceres,Anuradha,100,108,208,0.48,0.52
CE_VM18,Ceres,Jyeshtha,78,64,142,0.55,0.45
CE_VM19,Ceres,Mula,27,43,70,0.39,0.61
CE_VM20,Ceres,PurvaAshada,27,42,69,0.39,0.61
CE_VM21,Ceres,UttaraAshada,94,106,200,0.47,0.53
CE_VM22,Ceres,Shravana,77,88,165,0.47,0.53
CE_VM23,Ceres,Danishtha,63,63,126,0.5,0.5
CE_VM24,Ceres,Shatabhisha,122,115,237,0.51,0.49
CE_VM25,Ceres,PurvaBhadrapada,36,36,72,0.5,0.5
CE_VM26,Ceres,UttaraBhadrapada,32,38,70,0.46,0.54
CE_VM27,Ceres,Revati,60,75,135,0.44,0.56
CH_VM24,Chiron,Shatabhisha,60,28,88,0.68,0.32
CH_VM25,Chiron,PurvaBhadrapada,473,576,1049,0.45,0.55
CH_VM26,Chiron,UttaraBhadrapada,634,697,1331,0.48,0.52
CH_VM27,Chiron,Revati,70,86,156,0.45,0.55
JN_VM01,Juno,Aswini,11,19,30,0.37,0.63
JN_VM02,Juno,Bharani,20,31,51,0.39,0.61
JN_VM03,Juno,Krittica,76,91,167,0.46,0.54
JN_VM04,Juno,Rohini,14,17,31,0.45,0.55
JN_VM05,Juno,Mrigashira,13,16,29,0.45,0.55
JN_VM06,Juno,Ardra,13,14,27,0.48,0.52
JN_VM07,Juno,Punavasu,21,18,39,0.54,0.46
JN_VM08,Juno,Pushya,72,87,159,0.45,0.55
JN_VM09,Juno,Ashlesha,87,66,153,0.57,0.43
JN_VM10,Juno,Magha,28,38,66,0.42,0.58
JN_VM11,Juno,PurvaPhalguni,30,37,67,0.45,0.55
JN_VM12,Juno,UttaraPhalguni,32,37,69,0.46,0.54
JN_VM13,Juno,Hasta,117,108,225,0.52,0.48
JN_VM14,Juno,Chitra,103,103,206,0.5,0.5
JN_VM15,Juno,Swati,91,140,231,0.39,0.61
JN_VM16,Juno,Vishakha,66,57,123,0.54,0.46
JN_VM17,Juno,Anuradha,59,81,140,0.42,0.58
JN_VM18,Juno,Jyeshtha,120,131,251,0.48,0.52
JN_VM19,Juno,Mula,76,90,166,0.46,0.54
JN_VM20,Juno,PurvaAshada,93,92,185,0.5,0.5
JN_VM21,Juno,UttaraAshada,22,13,35,0.63,0.37
JN_VM22,Juno,Shravana,14,17,31,0.45,0.55
JN_VM23,Juno,Danishtha,13,17,30,0.43,0.57
JN_VM24,Juno,Shatabhisha,9,19,28,0.32,0.68
JN_VM25,Juno,PurvaBhadrapada,14,14,28,0.5,0.5
