PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,33,35,68,0.49,0.51
CE_AM02,Ceres,Butain,70,81,151,0.46,0.54
CE_AM03,Ceres,Turaija,83,120,203,0.41,0.59
CE_AM04,Ceres,Dabaran,31,29,60,0.52,0.48
CE_AM05,Ceres,Haq'a,18,14,32,0.56,0.44
CE_AM06,Ceres,Han'a,17,14,31,0.55,0.45
CE_AM07,Ceres,Dira,10,20,30,0.33,0.67
CE_AM08,Ceres,Natra,16,15,31,0.52,0.48
CE_AM09,Ceres,Tarf(a),14,19,33,0.42,0.58
CE_AM10,Ceres,Gabha,47,59,106,0.44,0.56
CE_AM11,Ceres,Zubra,80,80,160,0.5,0.5
CE_AM12,Ceres,Sarfa,10,23,33,0.3,0.7
CE_AM13,Ceres,Auwa,10,21,31,0.32,0.68
CE_AM14,Ceres,Simak,12,17,29,0.41,0.59
CE_AM15,Ceres,Gafr,17,11,28,0.61,0.39
CE_AM16,Ceres,Zubana,15,14,29,0.52,0.48
CE_AM17,Ceres,Iklik,14,15,29,0.48,0.52
CE_AM18,Ceres,Qualb,23,26,49,0.47,0.53
CE_AM19,Ceres,Saula,65,76,141,0.46,0.54
CE_AM20,Ceres,Na'a'im,105,98,203,0.52,0.48
CE_AM21,Ceres,Balda,38,30,68,0.56,0.44
CE_AM22,Ceres,Dabih,19,47,66,0.29,0.71
CE_AM23,Ceres,Bula,47,51,98,0.48,0.52
CE_AM24,Ceres,Su'ud,104,126,230,0.45,0.55
CE_AM25,Ceres,Ahbija,52,49,101,0.51,0.49
CE_AM26,Ceres,Muqaddam,89,74,163,0.55,0.45
CE_AM27,Ceres,Mu'ahhar,96,98,194,0.49,0.51
CE_AM28,Ceres,Risa,28,41,69,0.41,0.59
CH_AM01,Chiron,Saratan,487,527,1014,0.48,0.52
CH_AM27,Chiron,Mu'ahhar,114,94,208,0.55,0.45
CH_AM28,Chiron,Risa,562,682,1244,0.45,0.55
JN_AM01,Juno,Saratan,11,16,27,0.41,0.59
JN_AM02,Juno,Butain,10,17,27,0.37,0.63
JN_AM03,Juno,Turaija,10,19,29,0.34,0.66
JN_AM04,Juno,Dabaran,26,39,65,0.4,0.6
JN_AM05,Juno,Haq'a,70,82,152,0.46,0.54
JN_AM06,Juno,Han'a,14,16,30,0.47,0.53
JN_AM07,Juno,Dira,13,14,27,0.48,0.52
JN_AM08,Juno,Natra,12,14,26,0.46,0.54
JN_AM09,Juno,Tarf(a),18,18,36,0.5,0.5
JN_AM10,Juno,Gabha,68,70,138,0.49,0.51
JN_AM11,Juno,Zubra,88,79,167,0.53,0.47
JN_AM12,Juno,Sarfa,29,35,64,0.45,0.55
JN_AM13,Juno,Auwa,28,36,64,0.44,0.56
JN_AM14,Juno,Simak,33,33,66,0.5,0.5
JN_AM15,Juno,Gafr,84,95,179,0.47,0.53
JN_AM16,Juno,Zubana,104,93,197,0.53,0.47
JN_AM17,Juno,Iklik,87,123,210,0.41,0.59
JN_AM18,Juno,Qualb,90,94,184,0.49,0.51
JN_AM19,Juno,Saula,33,45,78,0.42,0.58
JN_AM20,Juno,Na'a'im,42,63,105,0.4,0.6
JN_AM21,Juno,Balda,76,70,146,0.52,0.48
JN_AM22,Juno,Dabih,77,98,175,0.44,0.56
JN_AM23,Juno,Bula,74,56,130,0.57,0.43
JN_AM24,Juno,Su'ud,21,11,32,0.66,0.34
JN_AM25,Juno,Ahbija,9,20,29,0.31,0.69
JN_AM26,Juno,Muqaddam,14,15,29,0.48,0.52
JN_AM27,Juno,Mu'ahhar,6,21,27,0.22,0.78
JN_AM28,Juno,Risa,16,11,27,0.59,0.41
JU_AM11,Jupiter,Zubra,113,116,229,0.49,0.51
JU_AM12,Jupiter,Sarfa,62,55,117,0.53,0.47
JU_AM13,Jupiter,Auwa,71,99,170,0.42,0.58
JU_AM14,Jupiter,Simak,91,114,205,0.44,0.56
